t_sim_s,x,y,z
32.0,-7.3,-6.793944487245346,0.3
32.2,-7.3,-6.766055512754654,0.3
32.4,-7.3,-6.666055512754655,0.3
32.6,-7.3,-6.566055512754655,0.3
32.8,-7.3,-6.4660555127546555,0.3
33.0,-7.3,-6.366055512754656,0.3
33.2,-7.3,-6.266055512754656,0.3
33.4,-7.3,-6.166055512754657,0.3
33.6,-7.3,-6.066055512754657,0.3
33.8,-7.3,-5.966055512754657,0.3
34.0,-7.3,-5.866055512754658,0.3
34.2,-7.3,-5.766055512754658,0.3
34.4,-7.3,-5.666055512754658,0.3
34.6,-7.3,-5.566055512754659,0.3
34.8,-7.3,-5.466055512754659,0.3
35.0,-7.3,-5.366055512754659,0.3
35.2,-7.3,-5.26605551275466,0.3
35.4,-7.3,-5.16605551275466,0.3
35.6,-7.3,-5.0660555127546605,0.3
35.8,-7.3,-4.966055512754661,0.3
36.0,-7.3,-4.93,0.3
