t_sim_s,x,y,z
24.0,-6.363944487245359,-3.7299999999999995,0.3
24.2,-6.3999999999999995,-3.793944487245359,0.3
24.4,-6.3999999999999995,-3.893944487245359,0.3
24.6,-6.3999999999999995,-3.993944487245359,0.3
24.8,-6.3999999999999995,-4.093944487245359,0.3
25.0,-6.3999999999999995,-4.193944487245359,0.3
25.2,-6.3999999999999995,-4.2939444872453585,0.3
25.4,-6.3999999999999995,-4.393944487245358,0.3
25.6,-6.3999999999999995,-4.493944487245358,0.3
25.8,-6.3999999999999995,-4.593944487245357,0.3
26.0,-6.3999999999999995,-4.693944487245357,0.3
26.2,-6.3999999999999995,-4.793944487245357,0.3
26.4,-6.3999999999999995,-4.893944487245356,0.3
26.6,-6.3999999999999995,-4.993944487245356,0.3
26.8,-6.3999999999999995,-5.093944487245356,0.3
27.0,-6.3999999999999995,-5.193944487245355,0.3
27.2,-6.3999999999999995,-5.293944487245355,0.3
27.4,-6.3999999999999995,-5.393944487245355,0.3
27.6,-6.3999999999999995,-5.493944487245354,0.3
27.8,-6.3999999999999995,-5.593944487245354,0.3
28.0,-6.3999999999999995,-5.63,0.3
