t_sim_s,x,y,z
48.0,-4.536055512754678,-3.2299999999999995,0.3
48.2,-4.563944487245322,-3.2299999999999995,0.3
48.4,-4.663944487245321,-3.2299999999999995,0.3
48.6,-4.763944487245321,-3.2299999999999995,0.3
48.8,-4.863944487245321,-3.2299999999999995,0.3
49.0,-4.96394448724532,-3.2299999999999995,0.3
49.2,-5.06394448724532,-3.2299999999999995,0.3
49.4,-5.1639444872453195,-3.2299999999999995,0.3
49.6,-5.263944487245319,-3.2299999999999995,0.3
49.8,-5.363944487245319,-3.2299999999999995,0.3
50.0,-5.4639444872453184,-3.2299999999999995,0.3
50.2,-5.563944487245318,-3.2299999999999995,0.3
50.4,-5.663944487245318,-3.2299999999999995,0.3
50.6,-5.699999999999999,-3.166055512754681,0.3
50.8,-5.699999999999999,-3.13,0.3
51.0,-5.699999999999999,-3.13,0.3
51.2,-5.699999999999999,-3.13,0.3
51.4,-5.699999999999999,-3.13,0.3
51.6,-5.699999999999999,-3.13,0.3
51.8,-5.699999999999999,-3.13,0.3
52.0,-5.699999999999999,-3.13,0.3
