t_sim_s,x,y,z
32.0,-7.3,-6.793944487245346,0.3
32.2,-7.236055512754654,-6.83,0.3
32.4,-7.1360555127546546,-6.83,0.3
32.6,-7.036055512754655,-6.83,0.3
32.8,-6.936055512754655,-6.83,0.3
33.0,-6.836055512754656,-6.83,0.3
33.2,-6.736055512754656,-6.83,0.3
33.4,-6.636055512754656,-6.83,0.3
33.6,-6.536055512754657,-6.83,0.3
33.8,-6.436055512754657,-6.83,0.3
34.0,-6.336055512754657,-6.83,0.3
34.2,-6.236055512754658,-6.83,0.3
34.4,-6.136055512754658,-6.83,0.3
34.6,-6.0360555127546585,-6.83,0.3
34.8,-5.936055512754659,-6.83,0.3
35.0,-5.836055512754659,-6.83,0.3
35.2,-5.7360555127546595,-6.83,0.3
35.4,-5.63605551275466,-6.83,0.3
35.6,-5.53605551275466,-6.83,0.3
35.8,-5.436055512754661,-6.83,0.3
36.0,-5.4,-6.83,0.3
