t_sim_s,x,y,z
40.0,-7.3,-4.466055512754668,0.3
40.2,-7.236055512754668,-4.43,0.3
40.4,-7.136055512754669,-4.43,0.3
40.6,-7.036055512754669,-4.43,0.3
40.8,-6.9360555127546695,-4.43,0.3
41.0,-6.83605551275467,-4.43,0.3
41.2,-6.73605551275467,-4.43,0.3
41.4,-6.6360555127546705,-4.43,0.3
41.6,-6.536055512754671,-4.43,0.3
41.8,-6.436055512754671,-4.43,0.3
42.0,-6.336055512754672,-4.43,0.3
42.2,-6.236055512754672,-4.43,0.3
42.4,-6.136055512754672,-4.43,0.3
42.6,-6.036055512754673,-4.43,0.3
42.8,-5.936055512754673,-4.43,0.3
43.0,-5.836055512754673,-4.43,0.3
43.2,-5.736055512754674,-4.43,0.3
43.4,-5.636055512754674,-4.43,0.3
43.6,-5.5360555127546744,-4.43,0.3
43.8,-5.436055512754675,-4.43,0.3
44.0,-5.4,-4.43,0.3
