t_sim_s,x,y,z
24.0,-6.363944487245359,-3.7299999999999995,0.3
24.2,-6.3360555127546405,-3.7299999999999995,0.3
24.4,-6.236055512754641,-3.7299999999999995,0.3
24.6,-6.136055512754641,-3.7299999999999995,0.3
24.8,-6.036055512754642,-3.7299999999999995,0.3
25.0,-5.936055512754642,-3.7299999999999995,0.3
25.2,-5.836055512754642,-3.7299999999999995,0.3
25.4,-5.736055512754643,-3.7299999999999995,0.3
25.6,-5.699999999999999,-3.666055512754643,0.3
25.8,-5.636055512754642,-3.63,0.3
26.0,-5.5360555127546425,-3.63,0.3
26.2,-5.436055512754643,-3.63,0.3
26.4,-5.336055512754643,-3.63,0.3
26.6,-5.2360555127546435,-3.63,0.3
26.8,-5.136055512754644,-3.63,0.3
27.0,-5.036055512754644,-3.63,0.3
27.2,-4.936055512754645,-3.63,0.3
27.4,-4.836055512754645,-3.63,0.3
27.6,-4.736055512754645,-3.63,0.3
27.8,-4.636055512754646,-3.63,0.3
28.0,-4.6,-3.63,0.3
