t_sim_s,x,y,z
16.0,-2.9639444872453646,-3.13,0.3
16.2,-3.0,-3.1939444872453646,0.3
16.4,-3.0,-3.2939444872453647,0.3
16.6,-3.0,-3.393944487245365,0.3
16.8,-3.0,-3.493944487245365,0.3
17.0,-3.0,-3.593944487245365,0.3
17.2,-2.936055512754635,-3.63,0.3
17.4,-2.8360555127546347,-3.63,0.3
17.6,-2.7360555127546347,-3.63,0.3
17.8,-2.6999999999999993,-3.6939444872453646,0.3
18.0,-2.6999999999999993,-3.7939444872453647,0.3
18.2,-2.6999999999999993,-3.893944487245365,0.3
18.4,-2.6999999999999993,-3.993944487245365,0.3
18.6,-2.6999999999999993,-4.0939444872453645,0.3
18.8,-2.6999999999999993,-4.193944487245364,0.3
19.0,-2.6999999999999993,-4.293944487245364,0.3
19.2,-2.6999999999999993,-4.3939444872453635,0.3
19.4,-2.6999999999999993,-4.493944487245363,0.3
19.6,-2.6999999999999993,-4.593944487245363,0.3
19.8,-2.6999999999999993,-4.693944487245362,0.3
20.0,-2.6999999999999993,-4.7299999999999995,0.3
