t_sim_s,x,y,z
40.0,-7.3,-4.466055512754668,0.3
40.2,-7.3,-4.493944487245331,0.3
40.4,-7.3,-4.593944487245331,0.3
40.6,-7.3,-4.69394448724533,0.3
40.8,-7.3,-4.79394448724533,0.3
41.0,-7.3,-4.89394448724533,0.3
41.2,-7.3,-4.993944487245329,0.3
41.4,-7.3,-5.093944487245329,0.3
41.6,-7.3,-5.193944487245329,0.3
41.8,-7.3,-5.293944487245328,0.3
42.0,-7.3,-5.393944487245328,0.3
42.2,-7.3,-5.493944487245328,0.3
42.4,-7.3,-5.593944487245327,0.3
42.6,-7.3,-5.693944487245327,0.3
42.8,-7.3,-5.7939444872453265,0.3
43.0,-7.3,-5.893944487245326,0.3
43.2,-7.3,-5.993944487245326,0.3
43.4,-7.3,-6.0939444872453254,0.3
43.6,-7.3,-6.193944487245325,0.3
43.8,-7.3,-6.293944487245325,0.3
44.0,-7.3,-6.33,0.3
