panel,pair_index,A_P_G1A,B_P_G1A,utility_BP_P_G1A,utility_MBD_P_G1A,A_P_E2,B_P_E2,utility_BP_P_E2,utility_MBD_P_E2,Delta_A,Delta_B,Delta_utility_BP,Delta_utility_MBD
CENTRAL,15,0.6875,-0.5492964175719548,-0.060513433541489414,0.3567774823789558,1.0,-6.492171467884639e-08,-6.974740833256483e-05,0.00017470174573613732,0.3125,0.5492963526502401,0.06044368613315685,-0.35660278063321965
CENTRAL,16,0.8125,-0.3421702077152411,0.8213752089617383,2.4504397368438706,0.90625,-0.19348225491611146,6.4549942935298095,4.873613895959499,0.09375,0.14868795279912964,5.633619084568071,2.4231741591156286
CENTRAL,17,1.0,-0.0,1.9971514286827714e-15,-2.202764253862243e-24,1.0,-3.0814879110195774e-33,5.3705727210700845e-11,-2.3147053390763725e-18,0.0,-3.0814879110195774e-33,5.3703730059272164e-11,-2.3147031363121185e-18
CENTRAL,18,0.90625,-0.14680191276108448,0.5732640470808925,0.4748359159353682,0.65625,-0.5962789898400921,0.6227400714039659,0.6666384003539358,-0.25,-0.44947707707900764,0.04947602432307341,0.19180248441856762
CENTRAL,19,0.875,-0.25008221617747545,0.35618051349186475,2.203687909283837,0.9375,-0.12554570121047387,0.248052963417551,0.8517063491363039,0.0625,0.12453651496700158,-0.10812755007431374,-1.3519815601475331
CENTRAL,20,0.625,-0.6897785264912268,0.7939823328816488,0.9405615773446679,0.90625,-0.15743774650305092,0.3293890719404259,0.6463227431065836,0.28125,0.5323407799881759,-0.4645932609412229,-0.2942388342380844
CENTRAL,21,0.75,-0.4186689992376555,0.36099654936933234,0.7538341822388253,0.6875,-0.4675152799654236,1.4587244945069728,1.9891199787646916,-0.0625,-0.04884628072776809,1.0977279451376405,1.2352857965258663
CENTRAL,22,0.625,-0.5936715198605277,0.3713364159202617,0.7708762069796853,0.625,-0.6890946506260749,0.6138225611456898,0.523751672662041,0.0,-0.0954231307655472,0.2424861452254281,-0.24712453431764425
CENTRAL,23,0.40625,-0.9238569415325442,30.440475740956817,2.0415581213575287,0.5,-0.7842975167128734,4.246363007856051,0.5560666387290141,0.09375,0.13955942481967076,-26.194112733100766,-1.4854914826285146
CENTRAL,24,0.625,-0.7087105578844005,2656.9602001920284,-1.3017091729446388,0.90625,-0.16044524117982017,-1.333412948572264,0.5276433068170165,0.28125,0.5482653167045803,-2658.293613140601,1.8293524797616554
CENTRAL,25,1.0,-0.0020390326696636853,-0.0002930299343628078,-0.007824451833203096,0.78125,-0.4477656399638308,20.849642339573006,1.5573427539803566,-0.21875,-0.4457266072941671,20.849935369507367,1.5651672058135597
CENTRAL,26,0.875,-0.2657823424568973,19.09636901555052,0.46949806653642767,0.75,-0.3990025526886972,1.6031460102867423,1.7720342280775867,-0.125,-0.13322021023179992,-17.493223005263776,1.302536161541159
CENTRAL,27,0.6875,-0.5883950032389024,0.26829587262553023,1.162942278146164,0.96875,-0.09001812469011661,-0.3166334024961852,0.3796387320287806,0.28125,0.49837687854878576,-0.5849292751217154,-0.7833035461173834
CENTRAL,28,0.84375,-0.3312558194635681,2.118097926462379,1.4673317413320368,1.0,-6.989371065993032e-05,0.0010412379975884897,0.036550915440052234,0.15625,0.3311859257529082,-2.1170566884647903,-1.4307808258919845
CENTRAL,29,0.96875,-0.0625,5.262113049548862,1.3014695171026622,1.0,-4.730050490151411e-15,-3.4149600287117575e-07,-3.500930259558063e-07,0.03125,0.06249999999999527,-5.262113391044865,-1.3014698671956881
CENTRAL,30,0.96875,-0.05385683623997646,0.0722928652077268,0.06960513652527588,0.90625,-0.19259581194681857,0.16116457200087098,0.19678684645401334,-0.0625,-0.13873897570684213,0.08887170679314417,0.12718170992873745
CENTRAL,31,0.96875,-0.08155436513877226,0.6665238999113219,0.9335081030562011,0.96875,-0.06389259380513786,1.003918522193269,0.5488682388261137,0.0,0.017661771333634405,0.33739462228194705,-0.38463986423008745
CENTRAL,32,0.875,-0.20502735161316066,0.3945109489890555,0.6401681411276682,0.9375,-0.12017826047007876,-1.0967940181041018,0.6978458898868909,0.0625,0.0848490911430819,-1.4913049670931573,0.05767774875922271
CENTRAL,33,0.84375,-0.2836989428186685,-0.5284252120585093,1.0517769267882042,0.75,-0.46210928588530825,-45.242546604978024,-32.385101319250964,-0.09375,-0.17841034306663978,-44.714121392919516,-33.43687824603917
CENTRAL,34,0.5625,-0.7573797993964385,-0.13399362447962426,0.6028082694068271,0.59375,-0.7607490368481972,-0.040175895267003714,1.0300005551706932,0.03125,-0.0033692374517586554,0.09381772921262055,0.42719228576386614
CENTRAL,35,0.53125,-0.7260939262187377,-1.7055652524574239,-1.2962838991613455,0.53125,-0.8169511513759917,0.062973215557391,1.1047483841410388,0.0,-0.09085722515725403,1.7685384680148148,2.401032283302384
CENTRAL,36,0.6875,-0.5590572214202764,-2.2968641719106158,3.2608814236997965,0.625,-0.521185634549601,-2.6830415800960585,0.15866892606989413,-0.0625,0.03787158687067538,-0.38617740818544277,-3.1022124976299024
CENTRAL,37,0.90625,-0.16554057840426972,-4.38672588801683,-1.509556821629701,0.5,-0.8584094090136237,-14.704369216113825,6.386593684977136,-0.40625,-0.692868830609354,-10.317643328096995,7.896150506606837
CENTRAL,38,0.5625,-0.8549228164460804,1.0393203760048586,1.5761549483888266,0.625,-0.7255982991098688,0.6332242481768968,0.8874288662835264,0.0625,0.12932451733621153,-0.4060961278279618,-0.6887260821053003
CENTRAL,39,0.5625,-0.7574266769913316,-30.15880214873593,9.709644298780432,0.625,-0.584472543357685,-42.294031874627485,-0.03982965920319259,0.0625,0.17295413363364665,-12.135229725891556,-9.749473957983625
CENTRAL,40,0.71875,-0.36705038155260555,0.7489554485051557,0.2766303563589336,0.5625,-0.6052304071308846,0.11836723843364183,1.1030811870592236,-0.15625,-0.23818002557827905,-0.6305882100715139,0.82645083070029
CENTRAL,41,1.0,-1.0332180957392029e-21,6.353485761651989e-12,-4.3149331382558345e-12,1.0,-1.5288805813420856e-16,7.601640071780868e-09,-1.688317802765377e-09,0.0,-1.5288702491611283e-16,7.595286586019215e-09,-1.6840028696271212e-09
CENTRAL,42,1.0,-2.0424509079755208e-05,0.0015757543957010864,0.0005331884669403041,1.0,-0.0020758710674479287,0.2827482980919056,0.0063621325121329805,0.0,-0.0020554465583681736,0.28117254369620454,0.005828944045192677
CENTRAL,43,0.875,-0.21632474319520173,0.5120006104341526,0.8353184670653788,0.90625,-0.1768221723258833,0.24085281465340064,0.4721133017802062,0.03125,0.03950257086931844,-0.27114779578075193,-0.3632051652851726
CENTRAL,44,0.875,-0.18215269365104625,-2.1396828735265006,0.46916009627931654,0.90625,-0.1928557269312739,1.771744634537039,0.17910396391203054,0.03125,-0.010703033280227647,3.9114275080635394,-0.290056132367286
CENTRAL,45,0.875,-0.21284454002965109,1.7212437246831271,-0.4857246950614815,0.6875,-0.4685795504332374,9.51910690002029,-2.800911285823819,-0.1875,-0.2557350104035863,7.797863175337163,-2.3151865907623375
CENTRAL,46,0.8125,-0.28465905742249575,-0.06259499237732519,-0.013442148269645404,0.78125,-0.34065691065165915,-0.13861854032821097,-0.0501302284955798,-0.03125,-0.0559978532291634,-0.07602354795088578,-0.036688080225934394
CENTRAL,47,0.46875,-0.8033581664404192,-20.411411272153515,-6.411235559013079,0.59375,-0.7907219253086221,-11.791181281326594,14.144426341446227,0.125,0.012636241131797177,8.620229990826921,20.555661900459306
CENTRAL,48,0.9375,-0.1250001922334909,-111.64595264519494,-71.54011919332567,0.59375,-0.7114342346992653,0.1106519431901436,0.506323780215326,-0.34375,-0.5864340424657744,111.75660458838509,72.04644297354099
CENTRAL,49,1.0,-5.7960702034152676e-08,-9.328004215868393e-05,6.531803623926096e-05,0.65625,-0.623968268031012,2.5979012013151204,0.7432866405871821,-0.34375,-0.62396821007031,2.597994481357279,0.7432213225509429
CENTRAL,50,0.9375,-0.09691747346963696,-0.10275842086348572,0.24527371689695035,0.78125,-0.39665999521162726,0.9282230205588573,1.3827596930171235,-0.15625,-0.2997425217419903,1.030981441422343,1.1374859761201732
CENTRAL,51,0.90625,-0.14737519608703342,-2.244689249708287,-0.19126337618287792,0.84375,-0.2828182812303105,-22.424747684853614,1.433957599531567,-0.0625,-0.13544308514327708,-20.180058435145327,1.625220975714445
CENTRAL,52,0.875,-0.20602658807982452,31.34076633666842,4.167761641231619,0.8125,-0.330890683202168,6.306037666924626,11.843934860799425,-0.0625,-0.1248640951223435,-25.034728669743792,7.676173219567806
CENTRAL,53,1.0,-2.1781948600083036e-06,0.00018496082243267862,0.0038319124154765918,1.0,-1.4452787132915043e-09,0.000991331911363803,2.2130383619912004e-06,0.0,2.1767495812950123e-06,0.0008063710889311244,-0.0038296993771146006
CENTRAL,54,1.0,-2.9031437166814083e-27,-7.393240006579252e-12,-7.392528958304279e-12,0.96875,-0.062499856760193186,0.13457408616263922,1.065195990042222,-0.03125,-0.062499856760193186,0.13457408617003247,1.0651959900496146
CENTRAL,55,0.875,-0.21084096967072172,0.9609997073274381,2.9564224110473183,0.84375,-0.28085430050546056,1.5870349570676012,2.6296020011989603,-0.03125,-0.07001333083473885,0.6260352497401631,-0.32682040984835803
CENTRAL,56,0.9375,-0.12500000048391824,147.24702289833897,-6.734319908646057,0.9375,-0.14660875103963528,160.94697645827682,-484.6692455555521,0.0,-0.021608750555717038,13.699953559937853,-477.93492564690604
CENTRAL,57,1.0,-0.010359544554657936,0.02709747816643792,0.020481901004899362,0.53125,-0.6572685882356941,7.7047796784014215,0.22313317842900826,-0.46875,-0.6469090436810362,7.677682200234984,0.2026512774241089
CENTRAL,58,0.59375,-0.7670244817377118,0.8753320214222371,1.8135392006328712,0.46875,-0.8942037037471577,17.01689104240094,1.6623711867610318,-0.125,-0.12717922200944598,16.1415590209787,-0.15116801387183942
CENTRAL,59,0.375,-1.1636778991027237,17.404094278506808,2.5993947293260504,0.3125,-1.2010018049417897,7.213827259027877,9.245535619799735,-0.0625,-0.037323905839065974,-10.19026701947893,6.646140890473685
CENTRAL,60,1.0,-5.359676149552037e-07,-0.0011206973502459147,-0.0010280747985830757,1.0,-0.0053880611019683985,0.0947801690323129,0.010434589777029275,0.0,-0.005387525134353443,0.09590086638255882,0.01146266457561235
CENTRAL,61,0.96875,-0.06274867604961964,1.1077871305576623,1.0760737666543656,0.71875,-0.5373921033854729,-0.8144615559933963,1.0736983541933296,-0.25,-0.4746434273358533,-1.9222486865510586,-0.0023754124610360083
CENTRAL,62,0.625,-0.64052139351093,-37.070297714652966,31.207888557863726,0.6875,-0.48722369238689095,-79.29614090898228,-6.044554248380507,0.0625,0.153297701124039,-42.225843194329315,-37.25244280624423
CENTRAL,63,0.875,-0.17772854450455153,0.3212047614216463,0.2256359424450038,0.65625,-0.606699501393371,0.4594431625507511,0.8869815608325178,-0.21875,-0.4289709568888195,0.13823840112910485,0.6613456183875139
CENTRAL,64,0.96875,-0.06539698648357324,-407.8321613218734,202.05668503805123,0.9375,-0.11724301593056463,0.5763745440326509,0.13598853381152937,-0.03125,-0.05184602944699139,408.40853586590606,-201.9206965042397
CENTRAL,65,1.0,-1.3413911779391923e-21,3.044464094165307e-08,-3.049834967546139e-12,1.0,-1.4491163686478352e-15,-5.347509684645824e-10,-5.28718766160254e-09,0.0,-1.4491150272566574e-15,-3.097939191011765e-08,-5.284137826634994e-09
CENTRAL,66,1.0,-1.3673675381324173e-11,2.207847274214657e-05,-4.622271594463873e-07,0.9375,-0.12099659918194217,-5.3139320882585555,-5.023812965105514,-0.0625,-0.12099659916826849,-5.313954166731298,-5.0238125028783545
CENTRAL,67,0.90625,-0.186551498467179,0.558720799553732,0.5368567024667092,0.90625,-0.11919120944754313,0.31938291589202766,0.2782636333021232,0.0,0.06736028901963587,-0.23933788366170433,-0.258593069164586
CENTRAL,68,0.9375,-0.11385444828385238,0.3619622468915643,0.5133466988222355,0.78125,-0.3727305140980927,1.0011692842175872,1.5050610158421893,-0.15625,-0.25887606581424033,0.6392070373260229,0.9917143170199538
CENTRAL,69,0.9375,-0.09881589049564062,147.39806553173744,-0.024048538344351778,0.875,-0.16738299577191962,0.480375416668773,0.6032890125211273,-0.0625,-0.068567105276279,-146.91769011506867,0.627337550865479
CENTRAL,70,0.96875,-0.06250000000000036,-1.010220536938629,-3.8151322739889064,0.96875,-0.06249945828109371,-0.04632386330777799,0.07227724438496236,0.0,5.417189066492245e-07,0.963896673630851,3.8874095183738686
CENTRAL,71,0.9375,-0.12504826141611608,0.3182093683880257,0.5599818590380704,0.875,-0.19991787691459198,0.017093905712156743,0.05458820306384721,-0.0625,-0.0748696154984759,-0.301115462675869,-0.5053936559742231
CENTRAL,72,1.0,-0.006560601969457545,0.032641166389531726,0.001409769318339086,0.90625,-0.1983051231059302,0.16471982963764015,0.23806081107370647,-0.09375,-0.19174452113647267,0.1320786632481084,0.2366510417553674
CENTRAL,73,0.625,-0.7271241934822652,13.550665428837517,0.7428439717009567,0.78125,-0.39601683113089203,-2.585726949537351,1.0173586771843475,0.15625,0.33110736235137317,-16.136392378374868,0.27451470548339074
CENTRAL,74,0.53125,-0.8996374956541348,23.83171759944823,0.9865387970018809,0.5,-0.8893286188727194,-0.28732585946459555,0.8486141932182871,-0.03125,0.010308876781415344,-24.119043458912824,-0.13792460378359372
CENTRAL,75,0.75,-0.4626104660938285,0.5484597278757858,0.7681284119144901,0.71875,-0.5740851938831381,-0.0043094405595294205,0.4331332808520494,-0.03125,-0.11147472778930956,-0.5527691684353152,-0.3349951310624407
CENTRAL,76,0.6875,-0.47337439687488236,-47.315555479516206,636.5936629012795,0.8125,-0.26506006921402614,12.74413713043432,7.94990971159295,0.125,0.20831432766085622,60.059692609950524,-628.6437531896865
CENTRAL,77,1.0,-1.5797432665116525e-27,6.411961931252996e-12,-4.855720961434612e-15,1.0,-3.0814879110195774e-33,4.296667109344251e-11,-7.099949322230951e-18,0.0,1.5797401850237414e-27,3.655470916218951e-11,4.848621012112381e-15
CENTRAL,78,0.96875,-0.06250000000003647,-255.8358790077035,52.69773633642785,0.9375,-0.104833305093182,-64.24266899145174,2.629824700506532,-0.03125,-0.042333305093145535,191.59321001625176,-50.06791163592132
CENTRAL,79,0.90625,-0.15057363660908038,0.22322303185650472,0.45666819780858425,0.84375,-0.19848200255572487,0.13968922176509957,0.5226513073284436,-0.0625,-0.04790836594664449,-0.08353381009140515,0.0659831095198593
CENTRAL,80,0.84375,-0.265795578903787,3.6315298004502905,2.5614476114213565,0.6875,-0.5268130909164528,0.607246561297236,1.7431803372054133,-0.15625,-0.26101751201266576,-3.0242832391530543,-0.8182672742159431
CENTRAL,81,0.875,-0.23103826862991483,0.36749311405696927,0.6397759681988955,0.84375,-0.3022420048912175,0.6546843156908393,2.051868732685085,-0.03125,-0.07120373626130266,0.28719120163387,1.4120927644861894
CENTRAL,82,1.0,-0.01429846885413994,3.3622290190718385,0.00806111189882774,1.0,-1.8859263967284023e-09,-0.00035517323181162894,-0.00034786082520694213,0.0,0.014298466968213543,-3.36258419230365,-0.008408972724034684
CENTRAL,83,0.90625,-0.1736007928563023,-32.419260121034334,-10.10818696580504,0.90625,-0.17690883804987012,-11.231148640792298,-9.038628655041215,0.0,-0.00330804519356781,21.188111480242036,1.0695583107638242
