timestamp,x,y,z
1788875482.1233978,2.0,0.0,0.3
1788875482.3225274,2.0,0.0,0.3
1788875482.5443432,2.0,0.0,0.3
1788875482.7233527,2.0,0.0,0.3
1788875482.9234653,2.0,0.0,0.3
1788875483.1226723,2.0,0.0,0.3
1788875483.3234253,2.0,0.0,0.3
1788875483.542983,2.0,0.0,0.3
1788875483.7233396,2.0,0.0,0.3
1788875483.9226823,2.0,0.0,0.3
1788875486.4805667,2.0,0.0,0.3
1788875486.4808004,2.0,0.0,0.3
1788875486.4809992,2.0,0.0,0.3
1788875486.4811695,2.0,0.0,0.3
1788875486.481345,2.0,0.0,0.3
1788875486.4815447,2.0,0.0,0.3
1788875486.4817266,2.0,0.0,0.3
1788875486.4818983,2.0,0.0,0.3
1788875486.482062,2.0,0.0,0.3
1788875486.482222,2.0,0.0,0.3
1788875486.4823768,2.0,0.0,0.3
1788875486.4825385,2.0,0.0,0.3
1788875486.5602524,2.0,0.0,0.3
1788875486.7453527,2.0,0.0,0.3
1788875486.9411159,2.0,0.0,0.3
1788875487.1379192,2.0,0.0,0.3
1788875487.3488142,2.0,0.0,0.3
1788875487.5496018,2.0,0.0,0.3
1788875487.7442918,2.0,0.0,0.3
1788875487.938533,2.0,0.0,0.3
1788875488.1382797,2.0,0.0,0.3
1788875488.348983,2.0,0.0,0.3
1788875488.5495358,2.0,0.0,0.3
1788875488.7381656,2.0,0.0,0.3
1788875488.9387798,2.0,0.0,0.3
1788875489.148798,2.0,0.0,0.3
1788875489.3400657,2.0,0.0,0.3
1788875489.563446,2.0,0.0,0.3
1788875489.737062,2.0,0.0,0.3
1788875489.9433799,2.0,0.0,0.3
1788875490.1462142,2.0,0.0,0.3
1788875490.3443532,2.0,0.0,0.3
1788875490.558495,2.0,0.0,0.3
1788875490.7485764,2.0,0.0,0.3
1788875490.9382668,2.0,0.0,0.3
1788875491.1469185,2.0,0.0,0.3
1788875491.3473556,2.0,0.0,0.3
1788875491.5617495,2.0,0.0,0.3
1788875491.752429,2.0,0.0,0.3
1788875491.9481447,2.0,0.0,0.3
1788875492.1497211,2.0,0.0,0.3
1788875492.3395314,2.0,0.0,0.3
1788875492.5621758,2.0,0.0,0.3
1788875492.739742,2.0,0.0,0.3
1788875492.9468026,2.0,0.0,0.3
1788875493.1492057,2.0,0.0,0.3
1788875493.3400075,2.0,0.0,0.3
1788875493.5613153,2.0,0.0,0.3
1788875493.7455006,2.0,0.0,0.3
1788875493.949299,2.0,0.0,0.3
1788875494.1500316,2.0,0.0,0.3
1788875494.3494377,2.0,0.0,0.3
1788875494.5642374,2.0,0.0,0.3
1788875494.7516568,2.0,0.0,0.3
1788875494.9442694,2.0,0.0,0.3
1788875495.1543577,2.0,0.0,0.3
1788875495.3438125,2.0,0.0,0.3
1788875495.561734,2.0,0.0,0.3
1788875495.7515473,2.0,0.0,0.3
1788875495.9439192,2.0,0.0,0.3
1788875496.145703,2.0,0.0,0.3
1788875496.345077,2.0,0.0,0.3
1788875496.5579367,2.0,0.0,0.3
1788875496.745501,2.0,0.0,0.3
1788875496.9479265,2.0,0.0,0.3
1788875497.1397822,2.0,0.0,0.3
1788875497.3569963,2.0,0.0,0.3
1788875497.5623648,2.0,0.0,0.3
1788875497.7506258,2.0,0.0,0.3
1788875497.951536,2.0,0.0,0.3
1788875498.150414,2.0,0.0,0.3
1788875498.3531475,2.0,0.0,0.3
1788875498.5730324,2.0,0.0,0.3
1788875498.7413096,2.0,0.0,0.3
1788875498.9421966,2.0,0.0,0.3
1788875499.141905,2.0,0.0,0.3
1788875499.3577163,2.0,0.0,0.3
1788875499.5620534,2.0,0.0,0.3
1788875499.7421453,2.0,0.0,0.3
1788875499.9400651,2.0,0.0,0.3
1788875500.1406035,2.0,0.0,0.3
1788875500.3404863,2.0,0.0,0.3
1788875500.5615885,2.0,0.0,0.3
1788875500.74329,2.0,0.0,0.3
1788875500.9519746,2.0,0.0,0.3
1788875501.1461303,2.0,0.0,0.3
1788875501.3426619,2.0,0.0,0.3
1788875501.560459,2.0,0.0,0.3
1788875501.7389796,2.0,0.0,0.3
1788875501.9441035,2.0,0.0,0.3
1788875502.1391954,2.0,0.0,0.3
1788875502.339793,2.0,0.0,0.3
1788875502.5514848,2.0,0.0,0.3
1788875502.7410963,2.0,0.0,0.3
1788875502.942621,2.0,0.0,0.3
1788875503.1473818,2.0,0.0,0.3
1788875503.3410132,2.0,0.0,0.3
1788875503.5519743,2.0,0.0,0.3
1788875503.7423754,2.0,0.0,0.3
1788875503.9412036,2.0,0.0,0.3
1788875504.1511474,2.0,0.0,0.3
1788875504.3422465,2.0,0.0,0.3
1788875504.551478,2.0,0.0,0.3
1788875504.7426262,2.0,0.0,0.3
1788875504.9401557,1.7870000000000006,0.08700000000000019,0.3
1788875505.138534,1.4870000000000005,0.08700000000000019,0.3
1788875505.3524158,1.249386255607266,0.23761374439273467,0.3
1788875505.5608218,1.100000023841858,0.3869999647140503,0.3
1788875505.7484522,1.100000023841858,0.3869999647140503,0.3
1788875505.942173,1.100000023841858,0.3869999647140503,0.3
1788875506.1387784,1.100000023841858,0.3869999647140503,0.3
1788875506.3435662,1.100000023841858,0.3869999647140503,0.3
1788875506.5731006,1.100000023841858,0.3869999647140503,0.3
1788875506.740147,1.100000023841858,0.3869999647140503,0.3
1788875506.9458904,1.100000023841858,0.3869999647140503,0.3
1788875507.1534204,1.100000023841858,0.3869999647140503,0.3
1788875507.340711,1.100000023841858,0.3869999647140503,0.3
1788875507.5635328,1.100000023841858,0.3869999647140503,0.3
1788875507.7537673,1.100000023841858,0.3869999647140503,0.3
1788875507.9432611,1.100000023841858,0.3869999647140503,0.3
1788875508.152761,1.100000023841858,0.3869999647140503,0.3
1788875508.3444629,1.100000023841858,0.3869999647140503,0.3
1788875508.5732825,1.100000023841858,0.3869999647140503,0.3
1788875508.7428334,1.100000023841858,0.3869999647140503,0.3
1788875508.9489248,1.100000023841858,0.3869999647140503,0.3
1788875509.148656,1.100000023841858,0.3869999647140503,0.3
1788875509.342387,1.100000023841858,0.3869999647140503,0.3
1788875509.549898,1.100000023841858,0.3869999647140503,0.3
1788875509.7508132,1.100000023841858,0.3869999647140503,0.3
