t_sim_s,x,y,z
0.0,-1.24273,-1.5008799999999995,0.3
0.2,-1.24273,-1.5671105495024056,0.3
0.4,-1.24273,-1.6333410990048116,0.3
0.6,-1.24273,-1.6995716485072176,0.3
0.8,-1.1968230735378589,-1.7467869264621407,0.3
1.0,-1.1499910028629963,-1.7936189971370033,0.3
1.2,-1.1031589321881334,-1.8404510678118657,0.3
1.4,-1.0563268615132706,-1.8872831384867281,0.3
1.6,-1.0094947908384082,-1.934115209161591,0.3
1.8,-0.9626627201635458,-1.9809472798364536,0.3
2.0,-0.9158306494886832,-2.0277793505113166,0.3
2.2,-0.8689985788138206,-2.0746114211861792,0.3
2.4,-0.8221665081389579,-2.121443491861042,0.3
2.6,-0.7753344374640952,-2.1682755625359045,0.3
2.8,-0.7427299999999999,-2.221000911847137,0.3
3.0,-0.7427299999999999,-2.287231461349543,0.3
3.2,-0.7055489035581618,-2.3380610964418373,0.3
3.4,-0.6587168328832992,-2.3848931671167,0.3
3.6,-0.6118847622084366,-2.4317252377915626,0.3
3.8,-0.5650526915335738,-2.4785573084664256,0.3
4.0,-0.5182206208587112,-2.5253893791412882,0.3
4.2,-0.47138855018384856,-2.572221449816151,0.3
4.4,-0.42455647950898595,-2.6190535204910135,0.3
4.6,-0.37772440883412334,-2.665885591165876,0.3
4.8,-0.3308923381592607,-2.7127176618407387,0.3
5.0,-0.2840602674843981,-2.7595497325156013,0.3
5.2,-0.2372281968095355,-2.806381803190464,0.3
5.4,-0.19039612613467294,-2.853213873865327,0.3
5.6,-0.14356405545981055,-2.9000459445401896,0.3
5.8,-0.09673198478494788,-2.9468780152150518,0.3
6.0,-0.0498999141100849,-2.9937100858899144,0.3
6.2,-0.04272999999999971,-3.056970759726873,0.3
6.4,-0.02694645087901419,-3.1166635491209846,0.3
6.6,0.01988561979584838,-3.1634956197958477,0.3
6.8,0.05726999999999993,-3.214241051996782,0.3
7.0,0.05726999999999993,-3.280471601499188,0.3
7.2,0.08967115370178146,-3.333281153701781,0.3
7.4,0.13650322437664428,-3.3801132243766436,0.3
7.6,0.15727000000000046,-3.437741893769097,0.3
7.8,0.15727000000000046,-3.5039724432715027,0.3
8.0,0.15727000000000046,-3.570202992773909,0.3
8.2,0.18241015083878576,-3.626020150838785,0.3
8.4,0.22924222151364818,-3.6728522215136477,0.3
8.6,0.2306767149561817,-3.7008799999999997,0.3
8.8,0.16444616545377588,-3.7008799999999997,0.3
9.0,0.11551224458041906,-3.742637755419581,0.3
9.2,0.06868017390555609,-3.7894698260944435,0.3
9.4,0.007175873183867143,-3.8008799999999994,0.3
9.6,-0.05427328932551438,-3.812423289325514,0.3
9.8,-0.1011053600003772,-3.8592553600003767,0.3
10.0,-0.1500944190860416,-3.9008799999999995,0.3
10.2,-0.21632496858844785,-3.9008799999999995,0.3
10.4,-0.28255551809085366,-3.9008799999999995,0.3
10.6,-0.34878606759326036,-3.9008799999999995,0.3
10.8,-0.4150166170956662,-3.9008799999999995,0.3
11.0,-0.481247166598072,-3.9008799999999995,0.3
11.2,-0.5474777161004782,-3.9008799999999995,0.3
