panel,pair_index,x_band,source_x_mean_abs,source_x_rms,source_x_max_abs,source_x_median_abs,source_x_cosine,source_y_mean_abs,source_y_rms,source_y_max_abs,source_y_median_abs,source_y_cosine,probe_x_mean_abs,probe_x_rms,probe_x_max_abs,probe_x_median_abs,probe_x_cosine,probe_y_mean_abs,probe_y_rms,probe_y_max_abs,probe_y_median_abs,probe_y_cosine,euclidean_mean_abs,euclidean_rms,euclidean_max_abs,euclidean_median_abs,euclidean_cosine,geodesic_mean_abs,geodesic_rms,geodesic_max_abs,geodesic_median_abs,geodesic_cosine,los_mean_abs,los_rms,los_max_abs,los_median_abs,los_cosine,disconnected_mean_abs,disconnected_rms,disconnected_max_abs,disconnected_median_abs,disconnected_cosine,probe_centroid_x,probe_centroid_y,probe_spread_x,probe_spread_y,los_disagreement_fraction
CENTRAL,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.00561304023719264,-0.0073178745404673395,0.0006039458639159889,-0.007077047638925915,-3.4051065371909495e-05,-0.00952621458756353,-0.013824448902221204,0.0,0.0,-3.729295799870247e-05,-0.03333333333333333,-0.07562470391210574,0.0,0.0,0.03160700798378657,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,-0.03333333333333333
CENTRAL,41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.009358644831303553,-0.004870532712128506,0.0008030866465933428,0.00041225395342681104,4.043861744518207e-05,-0.015857864376269043,-0.01589844329999618,0.0,0.0,-0.0001730047543868629,0.0,0.0,0.0,0.0,-0.006197003903093523,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,42,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.008757669447144012,0.0036442797543322913,0.0011182062126033898,0.006344161499997947,5.940886477684426e-05,-0.008382395419204797,-0.010524236793976377,0.0,-4.440892098500626e-16,-0.0001623562635526543,-0.03333333333333333,-0.18257418583505536,-1.0,0.0,0.04257289224366212,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,-0.03333333333333333
CENTRAL,43,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.0028116996018018314,0.0020032876542433464,0.0009901209837828162,0.002319747573521269,0.00015820093576357497,-0.003668350211294441,-0.0067176098337365375,0.0,-2.220446049250313e-16,-9.714628876766884e-05,0.03333333333333333,0.18257418583505536,1.0,0.0,-0.04653741075440787,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.03333333333333333
CENTRAL,44,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.0007183240617985587,-0.000487136668076954,0.0007273715999476238,-0.0010694214154532977,0.00021325823218010242,0.007238576250846007,0.0038201282989770435,0.0,0.0,0.000143071481825241,0.03333333333333333,0.18257418583505536,1.0,0.0,-0.051316701949486454,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.03333333333333333
CENTRAL,45,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.014257053606208159,0.007960814227091384,0.0005559897427129812,0.0008815663661390083,0.00012738463076467088,0.019428090415820443,0.010122029975463798,0.0,0.0,0.0001796209097125745,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,46,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-5.1063288604435986e-06,0.004841391589583105,0.0004382940482479114,0.0017254225097294018,0.00012554917100615626,0.010335016877960956,0.007989060241430757,0.0,0.0,0.0001871401781813331,-0.03333333333333333,-0.18257418583505536,-1.0,0.0,0.0425728922436619,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,-0.03333333333333333
CENTRAL,47,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.01578933917986511,0.01146687118984166,0.0003541167191105643,0.004626339411633484,4.035276125169407e-05,0.017810485835025314,0.011442823385057477,-2.220446049250313e-16,0.0,0.00015624531437863354,0.03333333333333333,0.18257418583505536,1.0,0.0,-0.057190958417936755,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.03333333333333333
CENTRAL,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.02303962470328333,-0.01692780029900348,-0.0011157564131769604,-0.043142522031289765,-1.9099001680511485e-05,0.0013807118745769453,9.982442908706979e-05,0.0,0.0,0.00020646693832515606,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.017380375138928983,-0.016585851637270055,-0.0013226955191756318,-0.025659866423410227,-3.918344298203813e-05,0.013905242917512661,0.00819144813990752,0.0,0.0,0.00021006863585149027,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.020546450419851064,-0.017423805801209974,-0.0015928343794149313,-0.031705322274286685,-3.614251111239142e-05,0.008047378541243572,0.0025191168827178034,0.0,0.0,0.00010523973023535138,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.013381268449990907,-0.01525474546732361,-0.001954680433439826,-0.023050579723799425,-3.162029464132132e-05,-0.013431457505076377,-0.01889567681988716,0.0,0.0,1.5393021181142608e-05,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.010542239724216335,-0.012585246641740683,-0.002454740075483741,-0.019770183394281604,9.509139610286432e-06,-0.013431457505076239,-0.018507030109375433,0.0,-1.1102230246251565e-16,-3.3337409679257135e-05,-0.03333333333333333,-0.18257418583505536,-1.0,0.0,0.036375888340568374,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,-0.03333333333333333
CENTRAL,53,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.011611465714408437,-0.009066910655595173,-0.0031729913503824037,-0.0001931022289491935,8.146755998350574e-05,-0.015857864376269015,-0.01589844329999618,0.0,0.0,-0.00019363586853593517,0.0,0.0,0.0,0.0,-0.006197003903093523,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,54,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.006241889483129093,0.00101019488577328,-0.004256249552912816,0.005219931275592615,8.954351095868951e-05,-0.006429773960448332,-0.008313464838338946,0.0,-1.1102230246251565e-16,-0.00018476716323079234,-0.03333333333333333,-0.07562470391210574,0.0,0.0,0.04076044108967125,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,-0.03333333333333333
CENTRAL,55,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.0006877892692425946,-0.003049449255909026,-0.0031518564407209126,0.014629691747330198,0.0002229573561913778,-0.007573593128807288,-0.012124514659456131,0.0,0.0,-9.29332204069322e-06,0.03333333333333333,0.18257418583505536,1.0,0.0,-0.04653741075440787,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.03333333333333333
CENTRAL,56,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.003086100848459006,-0.003175335498379811,-0.0024408501240360536,0.0038468279022667584,0.000256278831220369,-0.0044771525016922276,-0.004560437424243724,0.0,0.0,0.00016615774589856525,-0.03333333333333333,-0.18257418583505536,-1.0,0.0,0.03923107716947705,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,-0.03333333333333333
CENTRAL,57,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.01258194062702403,0.0061848585472304984,-0.0019450681829376038,0.008299277641681646,0.00015233013679893936,0.027238576250845914,0.01536526789831788,0.0,0.0,0.00015725276765399254,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,58,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.000671295093415375,0.0019127346519800525,-0.0015859088518892506,0.0011879215616357186,0.000157122692787115,0.010335016877961067,0.007989060241430923,4.440892098500626e-16,0.0,0.00019267869244476987,-0.03333333333333333,-0.07562470391210574,0.0,0.0,0.032016631383846916,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,-0.03333333333333333
CENTRAL,59,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.013342473688658069,0.007965526943676138,-0.0013175417502910847,0.010479598659398182,6.993094191887206e-05,0.017810485835025258,0.01019762491370213,-2.220446049250313e-16,0.0,0.00016914237362231077,-0.03333333333333333,-0.18257418583505536,-1.0,0.0,0.04653741075440765,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,-0.03333333333333333
CENTRAL,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.022986711424303086,-0.01614951205259965,-0.0002021719893905427,-0.02778107445989475,-2.5102248603081634e-05,0.005285954792089598,0.002581316042115589,0.0,0.0,0.00019878236593484644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.018278906310935483,-0.017524861469279313,-0.00025356654486152763,-0.04442843537232555,-3.4387126743196106e-05,0.009999999999999898,0.005269252453861839,0.0,0.0,0.0002307642937454668,-0.03333333333333333,-0.18257418583505536,-1.0,0.0,0.039231077169476825,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,-0.03333333333333333
CENTRAL,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.02118872421700599,-0.018435034437302378,-0.0003269608608960084,-0.033097692058141615,-3.317398837510144e-05,0.00023689270621812808,-0.0026110546850312555,0.0,0.0,0.0001450817215564726,0.0,0.0,0.0,0.0,-0.007306333584930602,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,63,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.013419986654209515,-0.014466516143894131,-0.0004367204392878854,-0.037437847650253264,-4.8248293552322075e-05,-0.009526214587563503,-0.013824448902221204,0.0,-1.1102230246251565e-16,-8.020534249086886e-06,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,64,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.010250144562445329,-0.011698754529431366,-0.0006109576314452525,0.006006335032028742,-8.154519723246878e-06,-0.017336700422588947,-0.0225584074115929,0.0,-1.1102230246251565e-16,-8.790133722236249e-06,0.0,0.0,0.0,0.0,-0.010161522413839275,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,65,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.011747039997323322,-0.0098910146016232,-0.0009106644594538693,-0.00019310222895008167,8.653104375844212e-05,-0.02171572875253802,-0.023134259778468613,0.0,0.0,-0.00016026601086616132,0.0,0.0,0.0,0.0,-0.006197003903093523,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,66,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.006813530110483107,0.0006983569593680683,-0.0014883750865091194,-0.0007261434405594347,9.425710700339263e-05,-0.002524531042935707,-0.003811266351694681,0.0,-1.1102230246251565e-16,-0.00021886886995159394,0.0,0.0,0.0,0.0,-0.0033418150741848507,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,67,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.0007432767533225859,-0.003067873273652877,-0.0029944014241591876,0.02121921653776382,0.0002335483372761793,0.0041421356237308915,0.0009638976426299406,0.0,0.0,4.6928097182874495e-05,0.06666666666666667,0.2581988897471611,1.0,0.0,-0.09546596626670933,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.06666666666666667
CENTRAL,68,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.0022938770012357057,-0.001999535714829137,-0.005322254859951414,0.00455541985438801,0.00025733315834230996,-0.0005719095841795752,-0.0010256805596331464,0.0,0.0,0.00013871498618989175,-0.03333333333333333,-0.18257418583505536,-1.0,0.0,0.03923107716947705,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,-0.03333333333333333
CENTRAL,69,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.014664880429893251,0.007896972092888283,-0.004250804744102332,0.007473808952301653,0.00014439911326702415,0.025285954792089643,0.015360902244794417,0.0,0.0,0.00010840663506372916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,70,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.001009168834372437,0.001681966899463816,-0.003471441704016698,0.009607725004229462,0.0001648323272469554,0.0103350168779609,0.007989060241430701,0.0,0.0,0.00019679116539383923,0.03333333333333333,0.18257418583505536,1.0,0.0,-0.05131670194948623,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.03333333333333333
CENTRAL,71,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.0136653948787544,0.008558443132373,-0.0028873741590587088,0.017418537447139393,6.759071651274429e-05,0.015857864376268904,0.009562339735044334,0.0,0.0,0.00018064511189630483,0.03333333333333333,0.18257418583505536,1.0,0.0,-0.057190958417936755,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.03333333333333333
CENTRAL,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.019152639033817476,-0.011561450022239045,0.0005902369141548292,-0.014443132346575016,-5.983126115849391e-05,0.015049062085871312,0.011065825961688702,0.0,0.0,0.0001674468812513652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.014588843664056744,-0.013666572619890821,0.0007033796124558123,-0.018498184540396423,-6.862981661925893e-05,0.011952621458756252,0.006174760203521479,0.0,0.0,0.00020025584524951956,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.019330452713589324,-0.016119933620042798,0.0008523697212874382,-0.034161279334715466,-5.9652475153382234e-05,-0.005620971670050934,-0.0074123775943140124,0.0,0.0,0.00017583797445885896,0.03333333333333333,0.18257418583505536,1.0,0.0,-0.04653741075440787,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.03333333333333333
CENTRAL,75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.008994867823286568,-0.008600773864305356,0.0010540498927147368,-0.026198359098452695,-0.00011641300205778027,0.004142135623730836,0.0006146123430535166,0.0,0.0,2.4224029784081225e-05,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,76,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.005331448639711717,-0.0053706282556197915,0.0013363808173170177,0.015054379910205556,-8.614311031440725e-05,-0.0017157287525380593,-0.005357906011880492,0.0,0.0,-0.00010349836549305991,0.03333333333333333,0.18257418583505536,1.0,0.0,-0.04653741075440787,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.03333333333333333
CENTRAL,77,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.00931962778345874,-0.00691292912584951,0.001748447744138737,-0.00030723842878299656,4.672173736108842e-05,-0.023668350211294265,-0.026308441402006222,0.0,0.0,-0.00015482496870544704,-0.03333333333333333,-0.07562470391210574,0.0,0.0,0.024093774423004866,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,-0.03333333333333333
CENTRAL,78,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.010974657118106634,0.0035737749679154163,0.0023824807523680214,0.013879035680865015,6.070712585948268e-05,0.001380711874576973,-0.002487694244446087,0.0,0.029289321881344588,-0.00017080512041534046,0.0,0.0,0.0,0.0,-0.0033418150741848507,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,79,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.002452186087356839,0.0013909642816710421,0.0018494918475056021,0.009979105352738493,0.0001889660597567122,0.006094757082487162,0.00298495867689047,4.440892098500626e-16,0.0,5.246715103734978e-05,-0.06666666666666667,-0.2581988897471611,-1.0,0.0,0.08333333333333293,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,-0.06666666666666667
CENTRAL,80,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.0009189881362251795,0.0022016405424889196,0.0011751912124019492,-0.006376681684145624,0.0002199036695829104,0.007238576250845896,0.0048612943716795365,0.0,0.0,9.316100124978632e-05,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,81,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.018968653125978063,0.011051397968000393,-0.0004711134138302153,0.02270122092698723,0.00011914686770264638,0.02138071187457699,0.012374480369324703,0.0,0.0,8.22362810615207e-05,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,82,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.0057288279824407595,0.005633825008981713,-0.0007997245891244731,0.009874662939605816,0.00013392033567494188,0.008382395419204658,0.005235209578821953,0.0,0.0,0.00022050231041859103,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
CENTRAL,83,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.015793736166941796,0.011693313090321344,-3.5913910395035664e-05,0.0214736189678012,4.282880604122852e-05,0.015857864376268904,0.00956233973504439,0.0,0.0,0.00018211246919574986,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
OFFSTRIP,0,OFFSTRIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.0011044498036923978,0.0012242665716740986,0.005969004081381568,0.0008983024515764049,-6.126128329286828e-05,-0.002189514164974482,0.0006643241614364415,0.0,-2.220446049250313e-16,-0.00023910610959898548,-0.06666666666666667,-0.10694948192294962,0.0,0.0,0.05683859455104512,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,-0.06666666666666667
OFFSTRIP,1,OFFSTRIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.016935695697916642,-0.01568480953755219,0.004471686883873005,-0.016655631019639294,4.913427749109189e-06,-0.005285954792089653,-0.004523232381865194,0.0,0.0,7.477260692700938e-05,0.03333333333333333,0.18257418583505536,1.0,0.0,-0.08712907082472332,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.03333333333333333
OFFSTRIP,2,OFFSTRIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.0022532667803559503,0.002509467587860914,-4.707701015860266e-05,0.003589661893781848,-1.4047325650912157e-05,0.011952621458756418,0.006938701722864038,0.0,0.0,4.794432715837793e-05,0.0,0.0,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,-1.0,-0.4933333333333336,0.17999999999999994,0.07529631521932956,0.04638719544418901,0.0
