run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S10_A0_20260908T141400Z,1,SENT,PENDING,15.9599,-4.1,-1.13
CTPI_H01_S10_A0_20260908T141400Z,1,RESULT,SUCCEEDED,16.7235,-4.1,-1.13
CTPI_H01_S10_A0_20260908T141400Z,2,SENT,PENDING,32.8325,-5,-0.83
CTPI_H01_S10_A0_20260908T141400Z,2,RESULT,SUCCEEDED,33.5421,-5,-0.83
CTPI_H01_S10_A0_20260908T141400Z,3,SENT,PENDING,49.5348,-5.9,-0.83
CTPI_H01_S10_A0_20260908T141400Z,3,RESULT,SUCCEEDED,50.3343,-5.9,-0.83
CTPI_H01_S10_A0_20260908T141400Z,4,SENT,PENDING,66.6051,-1.1,0.0700002
CTPI_H01_S10_A0_20260908T141400Z,4,RESULT,SUCCEEDED,70.1501,-1.1,0.0700002
CTPI_H01_S10_A0_20260908T141400Z,5,SENT,PENDING,86.1316,-1.7,0.0700002
CTPI_H01_S10_A0_20260908T141400Z,5,RESULT,SUCCEEDED,86.7568,-1.7,0.0700002
CTPI_H01_S10_A0_20260908T141400Z,6,SENT,PENDING,102.836,-0.5,0.0700002
CTPI_H01_S10_A0_20260908T141400Z,6,RESULT,SUCCEEDED,103.749,-0.5,0.0700002
CTPI_H01_S10_A0_20260908T141400Z,7,SENT,PENDING,119.988,-1.4,-0.53
CTPI_H01_S10_A0_20260908T141400Z,7,RESULT,SUCCEEDED,120.952,-1.4,-0.53
CTPI_H01_S10_A0_20260908T141400Z,8,SENT,PENDING,136.931,0.7,0.37
CTPI_H01_S10_A0_20260908T141400Z,8,RESULT,SUCCEEDED,138.74,0.7,0.37
CTPI_H01_S10_A0_20260908T141400Z,9,SENT,PENDING,154.745,0.0999999,0.37
CTPI_H01_S10_A0_20260908T141400Z,9,RESULT,SUCCEEDED,155.34,0.0999999,0.37
CTPI_H01_S10_A0_20260908T141400Z,10,SENT,PENDING,171.595,-1.7,-1.13
CTPI_H01_S10_A0_20260908T141400Z,10,RESULT,SUCCEEDED,173.521,-1.7,-1.13
CTPI_H01_S10_A0_20260908T141400Z,11,SENT,PENDING,189.637,-2.3,0.0700002
CTPI_H01_S10_A0_20260908T141400Z,11,RESULT,SUCCEEDED,191.106,-2.3,0.0700002
CTPI_H01_S10_A0_20260908T141400Z,12,SENT,PENDING,207.134,-1.4,1.57
CTPI_H01_S10_A0_20260908T141400Z,12,RESULT,SUCCEEDED,208.538,-1.4,1.57
CTPI_H01_S10_A0_20260908T141400Z,13,SENT,PENDING,224.804,-2.9,0.37
CTPI_H01_S10_A0_20260908T141400Z,13,RESULT,SUCCEEDED,226.533,-2.9,0.37
