cell_index,x,y,source_probability
28,-4.9427304267883301,-7.000880241394043,1.4772722722283653e-244
29,-4.6427302360534668,-7.000880241394043,1.4772722722283653e-244
30,-4.3427300453186035,-7.000880241394043,1.4772722722283653e-244
31,-4.0427303314208984,-7.000880241394043,1.4772722722283653e-244
32,-3.7427301406860352,-7.000880241394043,1.4772722722283653e-244
33,-3.442730188369751,-7.000880241394043,1.8033673540808236e-208
34,-3.1427302360534668,-7.000880241394043,1.8033673540808236e-208
35,-2.8427300453186035,-7.000880241394043,1.8033673540808236e-208
36,-2.5427300930023193,-7.000880241394043,1.8033673540808236e-208
37,-2.2427301406860352,-7.000880241394043,1.8033673540808236e-208
38,-1.942730188369751,-7.000880241394043,1.4772722722283653e-244
39,-1.6427299976348877,-7.000880241394043,1.4772722722283653e-244
40,-1.3427300453186035,-7.000880241394043,1.4772722722283653e-244
41,-1.0427298545837402,-7.000880241394043,1.4772722722283653e-244
55,-4.9427304267883301,-6.7008800506591797,1.4772722722283653e-244
56,-4.6427302360534668,-6.7008800506591797,1.4772722722283653e-244
57,-4.3427300453186035,-6.7008800506591797,1.4772722722283653e-244
58,-4.0427303314208984,-6.7008800506591797,1.4772722722283653e-244
59,-3.7427301406860352,-6.7008800506591797,1.4772722722283653e-244
60,-3.442730188369751,-6.7008800506591797,1.8033673540808236e-208
61,-3.1427302360534668,-6.7008800506591797,1.8033673540808236e-208
62,-2.8427300453186035,-6.7008800506591797,1.8033673540808236e-208
63,-2.5427300930023193,-6.7008800506591797,1.8033673540808236e-208
64,-2.2427301406860352,-6.7008800506591797,1.8033673540808236e-208
65,-1.942730188369751,-6.7008800506591797,1.4772722722283653e-244
66,-1.6427299976348877,-6.7008800506591797,1.4772722722283653e-244
67,-1.3427300453186035,-6.7008800506591797,1.4772722722283653e-244
68,-1.0427298545837402,-6.7008800506591797,1.4772722722283653e-244
82,-4.9427304267883301,-6.4008798599243164,1.4772722722283653e-244
83,-4.6427302360534668,-6.4008798599243164,1.4772722722283653e-244
84,-4.3427300453186035,-6.4008798599243164,1.4772722722283653e-244
85,-4.0427303314208984,-6.4008798599243164,1.4772722722283653e-244
86,-3.7427301406860352,-6.4008798599243164,1.4772722722283653e-244
87,-3.442730188369751,-6.4008798599243164,1.8033673540808236e-208
88,-3.1427302360534668,-6.4008798599243164,1.8033673540808236e-208
89,-2.8427300453186035,-6.4008798599243164,1.8033673540808236e-208
90,-2.5427300930023193,-6.4008798599243164,1.8033673540808236e-208
91,-2.2427301406860352,-6.4008798599243164,1.8033673540808236e-208
92,-1.942730188369751,-6.4008798599243164,1.4772722722283653e-244
93,-1.6427299976348877,-6.4008798599243164,1.4772722722283653e-244
94,-1.3427300453186035,-6.4008798599243164,1.4772722722283653e-244
95,-1.0427298545837402,-6.4008798599243164,1.4772722722283653e-244
109,-4.9427304267883301,-6.1008801460266113,1.4772722722283653e-244
110,-4.6427302360534668,-6.1008801460266113,1.4772722722283653e-244
111,-4.3427300453186035,-6.1008801460266113,1.4772722722283653e-244
112,-4.0427303314208984,-6.1008801460266113,1.4772722722283653e-244
113,-3.7427301406860352,-6.1008801460266113,1.4772722722283653e-244
114,-3.442730188369751,-6.1008801460266113,1.8033673540808236e-208
115,-3.1427302360534668,-6.1008801460266113,1.8033673540808236e-208
116,-2.8427300453186035,-6.1008801460266113,1.8033673540808236e-208
117,-2.5427300930023193,-6.1008801460266113,1.8033673540808236e-208
118,-2.2427301406860352,-6.1008801460266113,1.8033673540808236e-208
119,-1.942730188369751,-6.1008801460266113,1.4772722722283653e-244
120,-1.6427299976348877,-6.1008801460266113,1.4772722722283653e-244
121,-1.3427300453186035,-6.1008801460266113,1.4772722722283653e-244
122,-1.0427298545837402,-6.1008801460266113,1.4772722722283653e-244
136,-4.9427304267883301,-5.800879955291748,1.4772722722283653e-244
137,-4.6427302360534668,-5.800879955291748,1.4772722722283653e-244
