cell_index,grid_i,grid_j,x,y,occupancy
215,26,7,2.5572700500488281,-5.2008800506591797,Obstacle
216,0,8,-5.2427301406860352,-4.9008798599243164,Obstacle
217,1,8,-4.9427304267883301,-4.9008798599243164,Free
218,2,8,-4.6427302360534668,-4.9008798599243164,Free
219,3,8,-4.3427300453186035,-4.9008798599243164,Free
220,4,8,-4.0427303314208984,-4.9008798599243164,Free
221,5,8,-3.7427301406860352,-4.9008798599243164,Free
222,6,8,-3.442730188369751,-4.9008798599243164,Free
223,7,8,-3.1427302360534668,-4.9008798599243164,Free
224,8,8,-2.8427300453186035,-4.9008798599243164,Free
225,9,8,-2.5427300930023193,-4.9008798599243164,Free
