world_id,house,controlled_carrier_id,route_index,stop_id,action_id,member_hit_count,observed_event,world_audit_sha256
M2_CAL_H01_08,H01,quadtree_14_24_2_2,4,5,H01_route04_stop05,6,1,d23dc5b657483ed0965091b74bbd01b2381740fcff5ce2d97d64022cecab5bb8
M2_CAL_H01_08,H01,quadtree_14_24_2_2,4,6,H01_route04_stop06,6,1,d23dc5b657483ed0965091b74bbd01b2381740fcff5ce2d97d64022cecab5bb8
M2_CAL_H01_08,H01,quadtree_14_24_2_2,4,7,H01_route04_stop07,7,1,d23dc5b657483ed0965091b74bbd01b2381740fcff5ce2d97d64022cecab5bb8
M2_CAL_H01_08,H01,quadtree_14_24_2_2,4,8,H01_route04_stop08,8,1,d23dc5b657483ed0965091b74bbd01b2381740fcff5ce2d97d64022cecab5bb8
M2_CAL_H01_08,H01,quadtree_14_24_2_2,4,9,H01_route04_stop09,8,1,d23dc5b657483ed0965091b74bbd01b2381740fcff5ce2d97d64022cecab5bb8
M2_CAL_H01_08,H01,quadtree_14_24_2_2,4,10,H01_route04_stop10,8,1,d23dc5b657483ed0965091b74bbd01b2381740fcff5ce2d97d64022cecab5bb8
M2_CAL_H01_08,H01,quadtree_14_24_2_2,4,11,H01_route04_stop11,8,1,d23dc5b657483ed0965091b74bbd01b2381740fcff5ce2d97d64022cecab5bb8
M2_CAL_H01_08,H01,quadtree_14_24_2_2,4,12,H01_route04_stop12,8,1,d23dc5b657483ed0965091b74bbd01b2381740fcff5ce2d97d64022cecab5bb8
M2_CAL_H01_08,H01,quadtree_14_24_2_2,4,13,H01_route04_stop13,8,1,d23dc5b657483ed0965091b74bbd01b2381740fcff5ce2d97d64022cecab5bb8
M2_CAL_H01_08,H01,quadtree_14_24_2_2,4,14,H01_route04_stop14,6,1,d23dc5b657483ed0965091b74bbd01b2381740fcff5ce2d97d64022cecab5bb8
M2_CAL_H01_08,H01,quadtree_14_24_2_2,4,15,H01_route04_stop15,8,1,d23dc5b657483ed0965091b74bbd01b2381740fcff5ce2d97d64022cecab5bb8
M2_CAL_H01_09,H01,quadtree_4_28_2_2,8,1,H01_route08_stop01,0,0,45d03a7498a90b8c6119fdbe625c5c75e609ee4d4e4fe82ca19f540e3a14f694
M2_CAL_H01_09,H01,quadtree_4_28_2_2,8,2,H01_route08_stop02,1,0,45d03a7498a90b8c6119fdbe625c5c75e609ee4d4e4fe82ca19f540e3a14f694
M2_CAL_H01_09,H01,quadtree_4_28_2_2,8,3,H01_route08_stop03,2,0,45d03a7498a90b8c6119fdbe625c5c75e609ee4d4e4fe82ca19f540e3a14f694
M2_CAL_H01_09,H01,quadtree_4_28_2_2,8,4,H01_route08_stop04,2,0,45d03a7498a90b8c6119fdbe625c5c75e609ee4d4e4fe82ca19f540e3a14f694
M2_CAL_H01_09,H01,quadtree_4_28_2_2,8,5,H01_route08_stop05,1,0,45d03a7498a90b8c6119fdbe625c5c75e609ee4d4e4fe82ca19f540e3a14f694
M2_CAL_H01_09,H01,quadtree_4_28_2_2,8,6,H01_route08_stop06,4,0,45d03a7498a90b8c6119fdbe625c5c75e609ee4d4e4fe82ca19f540e3a14f694
M2_CAL_H01_09,H01,quadtree_4_28_2_2,8,7,H01_route08_stop07,2,0,45d03a7498a90b8c6119fdbe625c5c75e609ee4d4e4fe82ca19f540e3a14f694
M2_CAL_H01_09,H01,quadtree_4_28_2_2,8,8,H01_route08_stop08,2,0,45d03a7498a90b8c6119fdbe625c5c75e609ee4d4e4fe82ca19f540e3a14f694
M2_CAL_H01_09,H01,quadtree_4_28_2_2,8,9,H01_route08_stop09,1,0,45d03a7498a90b8c6119fdbe625c5c75e609ee4d4e4fe82ca19f540e3a14f694
M2_CAL_H01_09,H01,quadtree_4_28_2_2,8,10,H01_route08_stop10,1,0,45d03a7498a90b8c6119fdbe625c5c75e609ee4d4e4fe82ca19f540e3a14f694
M2_CAL_H01_09,H01,quadtree_4_28_2_2,8,11,H01_route08_stop11,1,0,45d03a7498a90b8c6119fdbe625c5c75e609ee4d4e4fe82ca19f540e3a14f694
M2_CAL_H01_09,H01,quadtree_4_28_2_2,8,12,H01_route08_stop12,1,0,45d03a7498a90b8c6119fdbe625c5c75e609ee4d4e4fe82ca19f540e3a14f694
