run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H03_S9_M1E_20260908T150633Z,1,SENT,PENDING,15.9424,1.1,0.387
CTPI_H03_S9_M1E_20260908T150633Z,1,RESULT,SUCCEEDED,16.6977,1.1,0.387
CTPI_H03_S9_M1E_20260908T150633Z,2,SENT,PENDING,32.736,0.2,0.387
CTPI_H03_S9_M1E_20260908T150633Z,2,RESULT,SUCCEEDED,33.4479,0.2,0.387
CTPI_H03_S9_M1E_20260908T150633Z,3,SENT,PENDING,49.5425,5.9,-0.213
CTPI_H03_S9_M1E_20260908T150633Z,3,RESULT,SUCCEEDED,54.4478,5.9,-0.213
CTPI_H03_S9_M1E_20260908T150633Z,4,SENT,PENDING,71.5706,5.3,-0.513
CTPI_H03_S9_M1E_20260908T150633Z,4,RESULT,SUCCEEDED,72.0801,5.3,-0.513
CTPI_H03_S9_M1E_20260908T150633Z,5,SENT,PENDING,88.1513,4.7,-0.513
CTPI_H03_S9_M1E_20260908T150633Z,5,RESULT,SUCCEEDED,88.7107,4.7,-0.513
CTPI_H03_S9_M1E_20260908T150633Z,6,SENT,PENDING,104.764,5,-1.113
CTPI_H03_S9_M1E_20260908T150633Z,6,RESULT,SUCCEEDED,105.274,5,-1.113
CTPI_H03_S9_M1E_20260908T150633Z,7,SENT,PENDING,122.502,8,-0.513
CTPI_H03_S9_M1E_20260908T150633Z,7,RESULT,SUCCEEDED,124.684,8,-0.513
CTPI_H03_S9_M1E_20260908T150633Z,8,SENT,PENDING,140.743,8,0.087
CTPI_H03_S9_M1E_20260908T150633Z,8,RESULT,SUCCEEDED,141.255,8,0.087
CTPI_H03_S9_M1E_20260908T150633Z,9,SENT,PENDING,157.351,8.6,-0.513
CTPI_H03_S9_M1E_20260908T150633Z,9,RESULT,SUCCEEDED,157.855,8.6,-0.513
CTPI_H03_S9_M1E_20260908T150633Z,10,SENT,PENDING,175.132,8.6,0.087
CTPI_H03_S9_M1E_20260908T150633Z,10,RESULT,SUCCEEDED,175.693,8.6,0.087
CTPI_H03_S9_M1E_20260908T150633Z,11,SENT,PENDING,191.754,8.3,0.687
CTPI_H03_S9_M1E_20260908T150633Z,11,RESULT,SUCCEEDED,192.283,8.3,0.687
CTPI_H03_S9_M1E_20260908T150633Z,12,SENT,PENDING,208.343,8,-1.113
CTPI_H03_S9_M1E_20260908T150633Z,12,RESULT,SUCCEEDED,209.718,8,-1.113
CTPI_H03_S9_M1E_20260908T150633Z,13,SENT,PENDING,226.782,6.5,-1.413
CTPI_H03_S9_M1E_20260908T150633Z,13,RESULT,SUCCEEDED,227.853,6.5,-1.413
