panel,pair_index,protocol,fold,source_direction,source_id,replicate_index,model,truth_margin,two_class_nll,brier,accuracy
CENTRAL,1,P_G1A,0,0,pmfs_3_12,0,FULL,7.9211615628205045,0.0003629145954562238,2.6331843063715446e-07,1.0
CENTRAL,1,P_G1A,0,0,pmfs_3_12,4,FULL,-1.641339480377777,1.8184142834781145,1.403539940724951,0.0
CENTRAL,1,P_G1A,0,0,pmfs_3_12,8,FULL,-1.164880138956578,1.436402380576741,1.1619535661178444,0.0
CENTRAL,1,P_G1A,0,0,pmfs_3_12,12,FULL,4.160376059311243,0.015481234549225755,0.00047198308628581913,1.0
CENTRAL,1,P_G1A,0,1,pmfs_4_12,0,FULL,15.307060545026019,2.250235761060386e-07,1.0127119692272223e-13,1.0
CENTRAL,1,P_G1A,0,1,pmfs_4_12,4,FULL,3.9480525207068506,0.019108500608258402,0.0007164695125890167,1.0
CENTRAL,1,P_G1A,0,1,pmfs_4_12,8,FULL,4.365120340473718,0.012632991852429498,0.0003151822597472139,1.0
CENTRAL,1,P_G1A,0,1,pmfs_4_12,12,FULL,38.18910442390744,2.598260433306671e-17,0.0,1.0
CENTRAL,1,P_G1A,0,0,pmfs_3_12,0,BLOCK_PRODUCT,15.200115214221192,2.504227519488753e-07,1.2542307805674904e-13,1.0
CENTRAL,1,P_G1A,0,0,pmfs_3_12,4,BLOCK_PRODUCT,0.2088235708830517,0.594176430144208,0.40137753070861437,1.0
CENTRAL,1,P_G1A,0,0,pmfs_3_12,8,BLOCK_PRODUCT,1.4917305234001468,0.20292695014809645,0.06746355407612219,1.0
CENTRAL,1,P_G1A,0,0,pmfs_3_12,12,BLOCK_PRODUCT,4.718941166253359,0.008885034160383333,0.0001564920699885564,1.0
CENTRAL,1,P_G1A,0,1,pmfs_4_12,0,BLOCK_PRODUCT,28.36297690464959,4.809673989994585e-13,4.626231391318837e-25,1.0
CENTRAL,1,P_G1A,0,1,pmfs_4_12,4,BLOCK_PRODUCT,1.8301569937483553,0.14875476444618277,0.03820930006394617,1.0
CENTRAL,1,P_G1A,0,1,pmfs_4_12,8,BLOCK_PRODUCT,2.517301274767533,0.07758773211561804,0.011146487722051032,1.0
CENTRAL,1,P_G1A,0,1,pmfs_4_12,12,BLOCK_PRODUCT,99.03271558990372,9.786740916001241e-44,0.0,1.0
CENTRAL,1,P_G1A,0,0,pmfs_3_12,0,MATCHED_BLOCK_DIAG,14.545626666135774,4.818529236756026e-07,4.643642562749636e-13,1.0
CENTRAL,1,P_G1A,0,0,pmfs_3_12,4,MATCHED_BLOCK_DIAG,-0.22002466765814077,0.8091987041302557,0.6155735203096744,0.0
CENTRAL,1,P_G1A,0,0,pmfs_3_12,8,MATCHED_BLOCK_DIAG,1.0689013213454146,0.29519298032039365,0.13067506946834875,1.0
CENTRAL,1,P_G1A,0,0,pmfs_3_12,12,MATCHED_BLOCK_DIAG,5.4259788001218965,0.004391101578548086,3.839464263408973e-05,1.0
CENTRAL,1,P_G1A,0,1,pmfs_4_12,0,MATCHED_BLOCK_DIAG,21.850794142025443,3.23832683592131e-10,2.0973528492256245e-19,1.0
CENTRAL,1,P_G1A,0,1,pmfs_4_12,4,MATCHED_BLOCK_DIAG,2.5077932673639687,0.07830067540405947,0.01134429045794767,1.0
CENTRAL,1,P_G1A,0,1,pmfs_4_12,8,MATCHED_BLOCK_DIAG,3.243927697483361,0.03826869556926697,0.0028193593363186296,1.0
CENTRAL,1,P_G1A,0,1,pmfs_4_12,12,MATCHED_BLOCK_DIAG,70.41205384281625,2.6328951020136e-31,0.0,1.0
CENTRAL,1,P_G1A,1,0,pmfs_3_12,1,FULL,3.232155259891721,0.03871321315370478,0.0028839633562110618,1.0
CENTRAL,1,P_G1A,1,0,pmfs_3_12,5,FULL,4.443381035373962,0.0116875570218664,0.00027002662189059195,1.0
CENTRAL,1,P_G1A,1,0,pmfs_3_12,9,FULL,1.3476576857461176,0.2309912331587632,0.08508107468632357,1.0
CENTRAL,1,P_G1A,1,0,pmfs_3_12,13,FULL,-67.44766967992604,67.44766967992604,2.0,0.0
