panel,pair_index,protocol,source0_id,source1_id,distance_m,target_count,full_nll,bp_nll,mbd_nll,delta_bp,delta_mbd,full_accuracy,full_brier,block_product_accuracy,block_product_brier,matched_block_diag_accuracy,matched_block_diag_brier
CENTRAL,28,P_E2,pmfs_9_14,pmfs_10_14,0.30000000000000027,32,9.844471305523516e-05,0.0011396827106437248,0.03664936015310747,0.0010412379975884897,0.036550915440052234,1.0,5.726432176771353e-07,1.0,6.989371065993032e-05,0.96875,0.027206922098451557
CENTRAL,29,P_G1A,pmfs_11_14,pmfs_12_14,0.2999999999999998,32,0.030942898336460495,5.293055947885323,1.3324124154391228,5.262113049548862,1.3014695171026622,0.96875,0.024687282983359458,0.96875,0.0625,0.96875,0.0625
CENTRAL,29,P_E2,pmfs_11_14,pmfs_12_14,0.2999999999999998,32,3.500930453375274e-07,8.597042466351669e-09,1.9381721061458794e-14,-3.4149600287117575e-07,-3.500930259558063e-07,1.0,7.841053399076128e-12,1.0,4.730050490151411e-15,1.0,2.3376281308047222e-26
CENTRAL,30,P_G1A,pmfs_13_14,pmfs_14_14,0.3000000000000005,32,0.0005708304370909053,0.0728636956448177,0.07017596696236678,0.0722928652077268,0.06960513652527588,1.0,2.0427379300069725e-05,0.9375,0.057971786381283336,0.96875,0.05385683623997646
CENTRAL,30,P_E2,pmfs_13_14,pmfs_14_14,0.3000000000000005,32,0.48342338332831447,0.6445879553291854,0.6802102297823278,0.16116457200087098,0.19678684645401334,0.90625,0.19259581194681857,0.90625,0.1930195431013754,0.90625,0.18848035974146904
CENTRAL,31,P_G1A,pmfs_15_14,pmfs_16_14,0.2999999999999999,32,1.1282977652009394,1.7948216651122613,2.0618058682571405,0.6665238999113219,0.9335081030562011,0.9375,0.1315052615809929,0.96875,0.06267514031574628,0.96875,0.08155436513877226
CENTRAL,31,P_E2,pmfs_15_14,pmfs_16_14,0.2999999999999999,32,0.8962688336722353,1.9001873558655042,1.445137072498349,1.003918522193269,0.5488682388261137,0.96875,0.06389259380513786,0.96875,0.06782934276400297,0.96875,0.06293307939814465
CENTRAL,32,P_G1A,pmfs_17_14,pmfs_18_14,0.2999999999999997,32,0.4146554094631224,0.8091663584521779,1.0548235505907906,0.3945109489890555,0.6401681411276682,0.875,0.12439011146045373,0.875,0.20502735161316066,0.875,0.21501201150216953
CENTRAL,32,P_E2,pmfs_17_14,pmfs_18_14,0.2999999999999997,32,1.173367400007183,0.07657338190308105,1.8712132898940739,-1.0967940181041018,0.6978458898868909,0.9375,0.12017826047007876,0.96875,0.05218179373664624,0.9375,0.12499727500484253
CENTRAL,33,P_G1A,pmfs_19_14,pmfs_20_14,0.2999999999999998,32,2.009686694141867,1.4812614820833576,3.061463620930071,-0.5284252120585093,1.0517769267882042,0.84375,0.29402887573740366,0.84375,0.2609625164043253,0.875,0.2836989428186685
CENTRAL,33,P_E2,pmfs_19_14,pmfs_20_14,0.2999999999999998,32,82.5724025229115,37.32985591793348,50.18730120366054,-45.242546604978024,-32.385101319250964,0.75,0.46194647317664217,0.71875,0.4751282736959608,0.75,0.46210928588530825
CENTRAL,34,P_G1A,pmfs_21_14,pmfs_22_14,0.2999999999999998,32,2.898355720916012,2.7643620964363875,3.501163990322839,-0.13399362447962426,0.6028082694068271,0.5625,0.7573797993964385,0.5,0.8436460363708734,0.59375,0.7452394945243801
CENTRAL,34,P_E2,pmfs_21_14,pmfs_22_14,0.2999999999999998,32,3.7335664432936997,3.693390548026696,4.763566998464393,-0.040175895267003714,1.0300005551706932,0.59375,0.7405117565237285,0.59375,0.7607490368481972,0.5625,0.8351545229788341
CENTRAL,35,P_G1A,pmfs_23_14,pmfs_24_14,0.30000000000000004,32,2.953832998496581,1.2482677460391574,1.6575490993352358,-1.7055652524574239,-1.2962838991613455,0.5625,0.6844609292956796,0.5,0.7260939262187377,0.53125,0.8069334647351858
