panel,pair_index,protocol,source_direction,source_id,delta_bp,delta_mbd
CENTRAL,9,P_G1A,0,pmfs_19_12,1.3061696323837402,0.8337237857070843
CENTRAL,9,P_G1A,1,pmfs_20_12,-0.9621814758763012,1.1856862336798022
CENTRAL,9,P_E2,0,pmfs_19_12,1.1162305142137958,1.0908341364668486
CENTRAL,9,P_E2,1,pmfs_20_12,2.258321505721053,1.5586893511843172
CENTRAL,10,P_G1A,0,pmfs_21_12,-0.31910629247889655,0.3247325554019508
CENTRAL,10,P_G1A,1,pmfs_22_12,-20.44699016424792,-13.869353485364094
CENTRAL,10,P_E2,0,pmfs_21_12,-0.5947640940248575,1.7727342041922662
CENTRAL,10,P_E2,1,pmfs_22_12,14.444870017399055,-3.993752263407913
CENTRAL,11,P_G1A,0,pmfs_23_12,4.593224017268428,3.23733497697283
CENTRAL,11,P_G1A,1,pmfs_24_12,1.4893355714332044,0.9679408051944125
CENTRAL,11,P_E2,0,pmfs_23_12,-1.4110015682030879,-0.03463686046144154
CENTRAL,11,P_E2,1,pmfs_24_12,1.1411937959006293,-0.5730586818497869
CENTRAL,12,P_G1A,0,pmfs_1_13,11.320398873027404,7.230430609364991
CENTRAL,12,P_G1A,1,pmfs_2_13,1.9531861015657732,3.649090322657237
CENTRAL,12,P_E2,0,pmfs_1_13,23.23778055963089,5.69184413136518
CENTRAL,12,P_E2,1,pmfs_2_13,1.0376925356610265,1.8970340562673567
CENTRAL,13,P_G1A,0,pmfs_3_13,-9.715045608319928,-10.936857935722642
CENTRAL,13,P_G1A,1,pmfs_4_13,0.49574159165748455,4.985155473959358
CENTRAL,13,P_E2,0,pmfs_3_13,0.853734644140558,1.9928157336649726
CENTRAL,13,P_E2,1,pmfs_4_13,-0.23856530050333902,4.8543357865852474
CENTRAL,14,P_G1A,0,pmfs_5_13,0.0948751473290823,0.06818697781595959
CENTRAL,14,P_G1A,1,pmfs_6_13,-0.3776926428337952,-0.564250863146191
CENTRAL,14,P_E2,0,pmfs_5_13,0.032785158269535764,0.7962797988939174
CENTRAL,14,P_E2,1,pmfs_6_13,0.018840807659937994,0.03686646408607845
CENTRAL,15,P_G1A,0,pmfs_7_13,-0.1261395149159985,0.7073586182730507
CENTRAL,15,P_G1A,1,pmfs_8_13,0.005112647833019601,0.006196346484859791
CENTRAL,15,P_E2,0,pmfs_7_13,-5.7844680663097294e-05,0.0002726676551702715
CENTRAL,15,P_E2,1,pmfs_8_13,-8.165013600203237e-05,7.673583630200309e-05
CENTRAL,16,P_G1A,0,pmfs_9_13,1.765821419633955,4.90164599072213
CENTRAL,16,P_G1A,1,pmfs_10_13,-0.12307100171048094,-0.000766517034392844
CENTRAL,16,P_E2,0,pmfs_9_13,12.918737131620354,9.732383192090616
CENTRAL,16,P_E2,1,pmfs_10_13,-0.008748544560737313,0.014844599828377988
CENTRAL,17,P_G1A,0,pmfs_11_13,-1.8963523764648157e-26,-1.8963523764648157e-26
CENTRAL,17,P_G1A,1,pmfs_12_13,3.994302857384505e-15,-4.3865649839598376e-24
CENTRAL,17,P_E2,0,pmfs_11_13,-9.236276816568407e-18,-9.236276852870575e-18
CENTRAL,17,P_E2,1,pmfs_12_13,1.0741146365767849e-10,4.606866174717832e-18
CENTRAL,18,P_G1A,0,pmfs_13_13,0.7003552343287678,0.7424177444187408
CENTRAL,18,P_G1A,1,pmfs_14_13,0.44617285983301735,0.20725408745199578
CENTRAL,18,P_E2,0,pmfs_13_13,1.4972404887589617,0.994546036897888
CENTRAL,18,P_E2,1,pmfs_14_13,-0.25176034595103003,0.3387307638099837
CENTRAL,19,P_G1A,0,pmfs_15_13,0.4538951960681139,2.9573704292358283
CENTRAL,19,P_G1A,1,pmfs_16_13,0.25846583091561515,1.450005389331848
CENTRAL,19,P_E2,0,pmfs_15_13,0.6590831501042522,0.5470412763534449
CENTRAL,19,P_E2,1,pmfs_16_13,-0.16297722326914954,1.1563714219191628
CENTRAL,20,P_G1A,0,pmfs_17_13,1.1174297927201524,1.5775155021504543
CENTRAL,20,P_G1A,1,pmfs_18_13,0.4705348730431453,0.3036076525388815
CENTRAL,20,P_E2,0,pmfs_17_13,0.39364786607220925,1.0246552164430711
CENTRAL,20,P_E2,1,pmfs_18_13,0.26513027780864257,0.26799026977009593
CENTRAL,21,P_G1A,0,pmfs_19_13,1.1056605246767506,0.06492186492902441
CENTRAL,21,P_G1A,1,pmfs_20_13,-0.3836674259380848,1.442746499548626
CENTRAL,21,P_E2,0,pmfs_19_13,-0.10384262937486133,0.18071354875204526
CENTRAL,21,P_E2,1,pmfs_20_13,3.0212916183888074,3.797526408777337
CENTRAL,22,P_G1A,0,pmfs_21_13,0.45722851912027607,1.289331237349886
CENTRAL,22,P_G1A,1,pmfs_22_13,0.28544431272024723,0.25242117660948465
CENTRAL,22,P_E2,0,pmfs_21_13,0.4174677411249348,0.8274434703709128
CENTRAL,22,P_E2,1,pmfs_22_13,0.810177381166445,0.2200598749531697
CENTRAL,23,P_G1A,0,pmfs_23_13,0.21629903901507008,0.1792550763505283
CENTRAL,23,P_G1A,1,pmfs_24_13,60.66465244289855,3.9038611663645213
CENTRAL,23,P_E2,0,pmfs_23_13,2.9254217555112185,-0.034017099665944794
CENTRAL,23,P_E2,1,pmfs_24_13,5.567304260200888,1.1461503771239698
CENTRAL,24,P_G1A,0,pmfs_1_14,5326.684234097187,0.6627851867942156
CENTRAL,24,P_G1A,1,pmfs_2_14,-12.763833713129443,-3.266203532683493
CENTRAL,24,P_E2,0,pmfs_1_14,-0.0010182489682115878,0.0014962767067263514
CENTRAL,24,P_E2,1,pmfs_2_14,-2.6658076481763153,1.0537903369273085
CENTRAL,25,P_G1A,0,pmfs_3_14,-0.0008946062239044948,-0.01574969682640705
CENTRAL,25,P_G1A,1,pmfs_4_14,0.000308546355178872,0.00010079316000085724
CENTRAL,25,P_E2,0,pmfs_3_14,41.20836977007391,2.670549726438429
CENTRAL,25,P_E2,1,pmfs_4_14,0.49091490907209373,0.44413578152228045
CENTRAL,26,P_G1A,0,pmfs_5_14,0.1770584573031177,0.08597564001930585
CENTRAL,26,P_G1A,1,pmfs_6_14,38.0156795737979,0.8530204930535454
CENTRAL,26,P_E2,0,pmfs_5_14,3.0924725229452514,2.703287474585098
CENTRAL,26,P_E2,1,pmfs_6_14,0.11381949762823168,0.8407809815700745
CENTRAL,27,P_G1A,0,pmfs_7_14,0.989537098624981,2.075917433725851
CENTRAL,27,P_G1A,1,pmfs_8_14,-0.45294535337392006,0.2499671225664759
CENTRAL,27,P_E2,0,pmfs_7_14,-0.6367733088882024,0.6756109447584056
CENTRAL,27,P_E2,1,pmfs_8_14,0.003506503895830919,0.08366651929915604
CENTRAL,28,P_G1A,0,pmfs_9_14,1.385158022138084,1.6943196110873686
CENTRAL,28,P_G1A,1,pmfs_10_14,2.851037830786674,1.2403438715767057
CENTRAL,28,P_E2,0,pmfs_9_14,0.0020843558484148184,0.0731018388078966
CENTRAL,28,P_E2,1,pmfs_10_14,-1.879853237839249e-06,-7.92779211583152e-09
CENTRAL,29,P_G1A,0,pmfs_11_14,10.586111895769356,-2.9389943550202085e-27
CENTRAL,29,P_G1A,1,pmfs_12_14,-0.06188579667163132,2.6029390342053245
CENTRAL,29,P_E2,0,pmfs_11_14,-7.001860628654106e-07,-7.001860637862269e-07
CENTRAL,29,P_E2,1,pmfs_12_14,1.719405712305908e-08,1.1874614155449143e-14
CENTRAL,30,P_G1A,0,pmfs_13_14,2.751265833053759e-06,0.09697294926941219
CENTRAL,30,P_G1A,1,pmfs_14_14,0.14458297914962054,0.04223732378113956
CENTRAL,30,P_E2,0,pmfs_13_14,0.0888567501354102,0.06875331590087144
CENTRAL,30,P_E2,1,pmfs_14_14,0.23347239386633156,0.32482037700715516
CENTRAL,31,P_G1A,0,pmfs_15_14,1.5898012218274389,2.0626087113219125
CENTRAL,31,P_G1A,1,pmfs_16_14,-0.2567534220047949,-0.19559250520951008
CENTRAL,31,P_E2,0,pmfs_15_14,1.9972040463190879,1.1030430964636342
CENTRAL,31,P_E2,1,pmfs_16_14,0.010632998067450017,-0.005306618811407585
CENTRAL,32,P_G1A,0,pmfs_17_14,0.21452333037019847,0.276815982500512
CENTRAL,32,P_G1A,1,pmfs_18_14,0.5744985676079124,1.0035202997548243
CENTRAL,32,P_E2,0,pmfs_17_14,-1.9096970724038307e-05,-1.5309859359829505e-05
CENTRAL,32,P_E2,1,pmfs_18_14,-2.1935689392374793,1.395707089633142
CENTRAL,33,P_G1A,0,pmfs_19_14,-0.10380834478617951,1.6258026129731102
CENTRAL,33,P_G1A,1,pmfs_20_14,-0.9530420793308393,0.4777512406032982
CENTRAL,33,P_E2,0,pmfs_19_14,-34.63814862368133,-25.99938318165503
CENTRAL,33,P_E2,1,pmfs_20_14,-55.84694458627473,-38.77081945684691
CENTRAL,34,P_G1A,0,pmfs_21_14,-0.2958409756712146,0.6211597886314775
CENTRAL,34,P_G1A,1,pmfs_22_14,0.027853726711964732,0.5844567501821754
CENTRAL,34,P_E2,0,pmfs_21_14,0.5647652740338898,1.5560109499206152
CENTRAL,34,P_E2,1,pmfs_22_14,-0.6451170645678985,0.5039901604207699
CENTRAL,35,P_G1A,0,pmfs_23_14,0.3708345148496641,1.0604498911133042
CENTRAL,35,P_G1A,1,pmfs_24_14,-3.78196501976451,-3.653017689435994
CENTRAL,35,P_E2,0,pmfs_23_14,0.12047061601759346,0.5763200748006829
CENTRAL,35,P_E2,1,pmfs_24_14,0.005475815097188086,1.6331766934813947
CENTRAL,36,P_G1A,0,pmfs_1_15,-4.060801928284359,6.7029454030000615
CENTRAL,36,P_G1A,1,pmfs_2_15,-0.5329264155368716,-0.18118255560047047
CENTRAL,36,P_E2,0,pmfs_1_15,-5.54627716170102,-0.1474553989820624
CENTRAL,36,P_E2,1,pmfs_2_15,0.1801940015088992,0.46479325112185066
CENTRAL,37,P_G1A,0,pmfs_3_15,-11.217705903724372,-7.271834627120363
CENTRAL,37,P_G1A,1,pmfs_4_15,2.4442541276907077,4.252720983860955
CENTRAL,37,P_E2,0,pmfs_3_15,-31.718662487003584,8.141022959339438
CENTRAL,37,P_E2,1,pmfs_4_15,2.3099240547759408,4.6321644106148225
CENTRAL,38,P_G1A,0,pmfs_5_15,-0.33695452537348514,0.09185665426464817
CENTRAL,38,P_G1A,1,pmfs_6_15,2.4155952773832032,3.060453242513006
CENTRAL,38,P_E2,0,pmfs_5_15,-0.15085842286563136,-0.14455063557368308
CENTRAL,38,P_E2,1,pmfs_6_15,1.4173069192194245,1.919408368140736
CENTRAL,39,P_G1A,0,pmfs_7_15,-62.955285466786876,18.289196882766873
CENTRAL,39,P_G1A,1,pmfs_8_15,2.6376811693149884,1.1300917147939493
CENTRAL,39,P_E2,0,pmfs_7_15,-85.35280794410689,-0.47480658134614373
CENTRAL,39,P_E2,1,pmfs_8_15,0.7647441948518854,0.39514726293977787
CENTRAL,40,P_G1A,0,pmfs_9_15,1.3080515864370226,0.7892952732347083
CENTRAL,40,P_G1A,1,pmfs_10_15,0.18985931057328842,-0.23603456051684124
CENTRAL,40,P_E2,0,pmfs_9_15,-0.15095387607487964,1.4720985855136748
CENTRAL,40,P_E2,1,pmfs_10_15,0.387688352942162,0.7340637886047734
CENTRAL,41,P_G1A,0,pmfs_11_15,-8.552856940034156e-12,-8.628406321612507e-12
CENTRAL,41,P_G1A,1,pmfs_12_15,2.125982846333813e-11,-1.4599548991627796e-15
CENTRAL,41,P_E2,0,pmfs_11_15,7.144606337449832e-09,-3.372848716304166e-09
CENTRAL,41,P_E2,1,pmfs_12_15,8.058673806111905e-09,-3.786889226588045e-12
CENTRAL,42,P_G1A,0,pmfs_13_15,0.003159415464654769,0.0010774399624400809
CENTRAL,42,P_G1A,1,pmfs_14_15,-7.906673252596776e-06,-1.10630285594726e-05
CENTRAL,42,P_E2,0,pmfs_13_15,7.530462589090217e-05,0.00018620495874384967
CENTRAL,42,P_E2,1,pmfs_14_15,0.5654212915579202,0.01253806006552211
CENTRAL,43,P_G1A,0,pmfs_15_15,0.5950807332047,0.9567316962995603
CENTRAL,43,P_G1A,1,pmfs_16_15,0.42892048766360513,0.7139052378311975
CENTRAL,43,P_E2,0,pmfs_15_15,0.47510574084323354,0.5922415721293756
CENTRAL,43,P_E2,1,pmfs_16_15,0.0065998884635676824,0.35198503143103693
CENTRAL,44,P_G1A,0,pmfs_17_15,-4.213334108268509,1.0348649061841293
CENTRAL,44,P_G1A,1,pmfs_18_15,-0.06603163878449489,-0.09654471362549827
CENTRAL,44,P_E2,0,pmfs_17_15,0.41886679730970067,0.4336950239272346
CENTRAL,44,P_E2,1,pmfs_18_15,3.1246224717643774,-0.07548709610317339
CENTRAL,45,P_G1A,0,pmfs_19_15,1.904628655454679,0.6814483893355152
CENTRAL,45,P_G1A,1,pmfs_20_15,1.5378587939115747,-1.6528977794584776
CENTRAL,45,P_E2,0,pmfs_19_15,0.21739564122161836,0.00636134003087252
CENTRAL,45,P_E2,1,pmfs_20_15,18.820818158818966,-5.608183911678502
CENTRAL,46,P_G1A,0,pmfs_21_15,-0.25407885424439725,-0.1942939038121828
CENTRAL,46,P_G1A,1,pmfs_22_15,0.12888886948974668,0.1674096072728918
CENTRAL,46,P_E2,0,pmfs_21_15,-0.11999850466886186,0.02167480642748565
CENTRAL,46,P_E2,1,pmfs_22_15,-0.1572385759875602,-0.1219352634186453
CENTRAL,47,P_G1A,0,pmfs_23_15,-16.48872798453774,-6.501926026854662
CENTRAL,47,P_G1A,1,pmfs_24_15,-24.334094559769298,-6.320545091171496
CENTRAL,47,P_E2,0,pmfs_23_15,-4.787206489210611,5.427143689809043
CENTRAL,47,P_E2,1,pmfs_24_15,-18.795156073442577,22.861708993083397
CENTRAL,48,P_G1A,0,pmfs_1_16,3.190518536284135,1.5019059719822099
CENTRAL,48,P_G1A,1,pmfs_2_16,-226.48242382667377,-144.5821443586334
CENTRAL,48,P_E2,0,pmfs_1_16,0.24640166143306574,0.4968834529209185
CENTRAL,48,P_E2,1,pmfs_2_16,-0.025097775052778437,0.5157641075097329
CENTRAL,49,P_G1A,0,pmfs_3_16,-7.104767049502067e-05,0.00011156172883357516
CENTRAL,49,P_G1A,1,pmfs_4_16,-0.00011551241382234721,1.9074343644946755e-05
CENTRAL,49,P_E2,0,pmfs_3_16,4.945180150193384,0.9412022278235875
CENTRAL,49,P_E2,1,pmfs_4_16,0.25062225243685443,0.5453710533507752
CENTRAL,50,P_G1A,0,pmfs_5_16,-0.11136995584110182,0.2787726501938447
CENTRAL,50,P_G1A,1,pmfs_6_16,-0.09414688588586972,0.21177478360005594
CENTRAL,50,P_E2,0,pmfs_5_16,0.7236004634384552,1.1801308515712234
CENTRAL,50,P_E2,1,pmfs_6_16,1.1328455776792596,1.585388534463024
CENTRAL,51,P_G1A,0,pmfs_7_16,-3.409672276176707,-1.2767532379832112
CENTRAL,51,P_G1A,1,pmfs_8_16,-1.0797062232398655,0.8942264856174587
CENTRAL,51,P_E2,0,pmfs_7_16,-44.768474957790936,2.4500610060465675
CENTRAL,51,P_E2,1,pmfs_8_16,-0.08102041191630377,0.41785419301652854
CENTRAL,52,P_G1A,0,pmfs_9_16,62.04393951102222,5.7964343517636525
CENTRAL,52,P_G1A,1,pmfs_10_16,0.6375931623146105,2.539088930699585
CENTRAL,52,P_E2,0,pmfs_9_16,-0.8242443430421785,-1.0469534005508527
CENTRAL,52,P_E2,1,pmfs_10_16,13.43631967689143,24.734823122149706
CENTRAL,53,P_G1A,0,pmfs_11_16,2.4183275247751197e-09,-2.0957362970927562e-11
CENTRAL,53,P_G1A,1,pmfs_12_16,0.00036991922653783246,0.007663824851910547
CENTRAL,53,P_E2,0,pmfs_11_16,0.0001492604453484065,-6.600439390630681e-13
CENTRAL,53,P_E2,1,pmfs_12_16,0.0018334033773791999,4.426077384026339e-06
CENTRAL,54,P_G1A,0,pmfs_13_16,-1.4787890800792677e-11,-1.478767566955528e-11
CENTRAL,54,P_G1A,1,pmfs_14_16,1.4107876341696435e-15,2.6177529467170728e-15
CENTRAL,54,P_E2,0,pmfs_13_16,0.2691481760980866,2.130392008116902
CENTRAL,54,P_E2,1,pmfs_14_16,-3.772808081598031e-09,-2.803245755177743e-08
CENTRAL,55,P_G1A,0,pmfs_15_16,0.899528105841866,4.858372946229781
CENTRAL,55,P_G1A,1,pmfs_16_16,1.0224713088130133,1.0544718758648592
CENTRAL,55,P_E2,0,pmfs_15_16,1.1553167288022328,3.2158781817226245
CENTRAL,55,P_E2,1,pmfs_16_16,2.018753185332969,2.0433258206752973
CENTRAL,56,P_G1A,0,pmfs_17_16,-49.383722018765894,-14.511413191508439
CENTRAL,56,P_G1A,1,pmfs_18_16,343.8777678154438,1.042773374216337
CENTRAL,56,P_E2,0,pmfs_17_16,-0.0754297161235321,-0.07569329169881087
CENTRAL,56,P_E2,1,pmfs_18_16,321.969382632677,-969.2627978194055
CENTRAL,57,P_G1A,0,pmfs_19_16,0.052171253834057,0.00896907615429162
CENTRAL,57,P_G1A,1,pmfs_20_16,0.002023702498818831,0.03199472585550711
CENTRAL,57,P_E2,0,pmfs_19_16,-0.7857625000815552,0.21244795235704195
CENTRAL,57,P_E2,1,pmfs_20_16,16.195321856884398,0.23381840450097457
CENTRAL,58,P_G1A,0,pmfs_21_16,1.57808692767435,2.842394649171602
CENTRAL,58,P_G1A,1,pmfs_22_16,0.17257711517012542,0.784683752094141
CENTRAL,58,P_E2,0,pmfs_21_16,34.770250275812955,1.4761018192719702
CENTRAL,58,P_E2,1,pmfs_22_16,-0.736468191011074,1.8486405542500925
CENTRAL,59,P_G1A,0,pmfs_23_16,34.13250034722116,3.760242060556113
CENTRAL,59,P_G1A,1,pmfs_24_16,0.6756882097924679,1.4385473980959889
CENTRAL,59,P_E2,0,pmfs_23_16,13.678612088961625,13.935163011410527
CENTRAL,59,P_E2,1,pmfs_24_16,0.74904242909414,4.555908228188949
CENTRAL,60,P_G1A,0,pmfs_1_17,-0.0022413380615540434,-0.002057918680491104
CENTRAL,60,P_G1A,1,pmfs_2_17,-5.6638937786311026e-08,1.7690833249524375e-06
CENTRAL,60,P_E2,0,pmfs_1_17,-0.004452224336479144,0.007304602680027101
CENTRAL,60,P_E2,1,pmfs_2_17,0.19401256240110495,0.013564576874031436
CENTRAL,61,P_G1A,0,pmfs_3_17,2.3051634306414996,0.6612517050523224
CENTRAL,61,P_G1A,1,pmfs_4_17,-0.08958916952617445,1.4908958282564089
CENTRAL,61,P_E2,0,pmfs_3_17,-0.10179070971034221,0.984005660139254
CENTRAL,61,P_E2,1,pmfs_4_17,-1.5271324022764503,1.163391048247405
CENTRAL,62,P_G1A,0,pmfs_5_17,0.7259657575137359,0.7952320309554461
CENTRAL,62,P_G1A,1,pmfs_6_17,-74.86656118681964,61.62054508477195
CENTRAL,62,P_E2,0,pmfs_5_17,5.669027809673148,0.7609065074426271
CENTRAL,62,P_E2,1,pmfs_6_17,-164.2613096276377,-12.850015004203613
CENTRAL,63,P_G1A,0,pmfs_7_17,-0.37239954307970446,-0.1921155822026903
CENTRAL,63,P_G1A,1,pmfs_8_17,1.0148090659229971,0.6433874670926978
CENTRAL,63,P_E2,0,pmfs_7_17,0.02379754149661444,0.011088032673703334
CENTRAL,63,P_E2,1,pmfs_8_17,0.8950887836048875,1.7628750889913323
CENTRAL,64,P_G1A,0,pmfs_9_17,-815.6418092847114,404.1221210432907
CENTRAL,64,P_G1A,1,pmfs_10_17,-0.0225133590356035,-0.008750967188355148
CENTRAL,64,P_E2,0,pmfs_9_17,0.9400831464253904,0.09552932771634742
CENTRAL,64,P_E2,1,pmfs_10_17,0.21266594163991123,0.17644773990671125
CENTRAL,65,P_G1A,0,pmfs_11_17,7.069009526502638e-11,-1.106382091641059e-11
CENTRAL,65,P_G1A,1,pmfs_12_17,6.081859178804111e-08,4.96415098131831e-12
CENTRAL,65,P_E2,0,pmfs_11_17,-1.0695021666967663e-09,-1.0574373878135035e-08
CENTRAL,65,P_E2,1,pmfs_12_17,2.2976760157107726e-16,-1.4450700433872995e-15
CENTRAL,66,P_G1A,0,pmfs_13_17,4.415694547369168e-05,-9.244543188933638e-07
CENTRAL,66,P_G1A,1,pmfs_14_17,1.0601464440227037e-14,5.892105342016405e-19
CENTRAL,66,P_E2,0,pmfs_13_17,-11.21608077538642,-10.672747015943898
CENTRAL,66,P_E2,1,pmfs_14_17,0.5882165988693102,0.6251210857328713
CENTRAL,67,P_G1A,0,pmfs_15_17,0.8276275156063604,0.749050039044267
CENTRAL,67,P_G1A,1,pmfs_16_17,0.2898140835011036,0.3246633658891515
CENTRAL,67,P_E2,0,pmfs_15_17,0.2017074274434506,0.13597992197795902
CENTRAL,67,P_E2,1,pmfs_16_17,0.4370584043406047,0.4205473446262874
CENTRAL,68,P_G1A,0,pmfs_17_17,0.7244164197276928,1.0272133029516848
CENTRAL,68,P_G1A,1,pmfs_18_17,-0.0004919259445640366,-0.0005199053072137941
CENTRAL,68,P_E2,0,pmfs_17_17,0.9117919157502342,1.3821956825618655
CENTRAL,68,P_E2,1,pmfs_18_17,1.090546652684941,1.6279263491225135
CENTRAL,69,P_G1A,0,pmfs_19_17,294.90282636230506,-4.3768465399326146e-07
CENTRAL,69,P_G1A,1,pmfs_20_17,-0.1066952988301545,-0.0480966390040497
CENTRAL,69,P_E2,0,pmfs_19_17,0.2847857398359998,0.6092714709675441
CENTRAL,69,P_E2,1,pmfs_20_17,0.6759650935015462,0.5973065540747106
CENTRAL,70,P_G1A,0,pmfs_21_17,6.271592205657273e-12,2.6024523015238013e-21
CENTRAL,70,P_G1A,1,pmfs_22_17,-2.020441073883539,-7.630264547977816
CENTRAL,70,P_E2,0,pmfs_21_17,5.327244988195525e-06,2.2667118901427175e-08
CENTRAL,70,P_E2,1,pmfs_22_17,-0.09265305386054401,0.14455446610280576
CENTRAL,71,P_G1A,0,pmfs_23_17,0.59202954777692,0.31456764779869767
CENTRAL,71,P_G1A,1,pmfs_24_17,0.04438918899913158,0.8053960702774433
CENTRAL,71,P_E2,0,pmfs_23_17,0.08592134417246472,0.257051458650078
CENTRAL,71,P_E2,1,pmfs_24_17,-0.05173353274815126,-0.14787505252238367
CENTRAL,72,P_G1A,0,pmfs_1_18,0.06529140432988703,0.0028704793303388973
CENTRAL,72,P_G1A,1,pmfs_2_18,-9.0715508235614e-06,-5.0940693660728185e-05
CENTRAL,72,P_E2,0,pmfs_1_18,0.3210866309306425,0.475199010653208
CENTRAL,72,P_E2,1,pmfs_2_18,0.008353028344637768,0.0009226114942048392
CENTRAL,73,P_G1A,0,pmfs_3_18,26.542667476899158,1.1831793836012174
CENTRAL,73,P_G1A,1,pmfs_4_18,0.5586633807758794,0.30250855980069824
CENTRAL,73,P_E2,0,pmfs_3_18,-4.09480981145424,1.5859616299253005
CENTRAL,73,P_E2,1,pmfs_4_18,-1.0766440876204613,0.4487557244433926
CENTRAL,74,P_G1A,0,pmfs_5_18,47.32228540913507,1.3400994836356483
CENTRAL,74,P_G1A,1,pmfs_6_18,0.3411497897613964,0.6329781103681138
CENTRAL,74,P_E2,0,pmfs_5_18,0.8821588082841476,1.3852414376122928
CENTRAL,74,P_E2,1,pmfs_6_18,-1.4568105272133383,0.3119869488242841
CENTRAL,75,P_G1A,0,pmfs_7_18,0.009346127816920347,0.023045341927332295
CENTRAL,75,P_G1A,1,pmfs_8_18,1.0875733279346518,1.5132114819016476
CENTRAL,75,P_E2,0,pmfs_7_18,0.9226615627957044,-0.1143566705767776
CENTRAL,75,P_E2,1,pmfs_8_18,-0.9312804439147633,0.9806232322808768
CENTRAL,76,P_G1A,0,pmfs_9_18,50.83741879451017,-58.9036031579249
CENTRAL,76,P_G1A,1,pmfs_10_18,-145.46852975354204,1332.0909289604842
CENTRAL,76,P_E2,0,pmfs_9_18,25.46310741958168,15.302071219686294
CENTRAL,76,P_E2,1,pmfs_10_18,0.025166841286951624,0.5977482034996111
CENTRAL,77,P_G1A,0,pmfs_11_18,-6.525884056124844e-19,-6.525889343259438e-19
CENTRAL,77,P_G1A,1,pmfs_12_18,1.2823924515094398e-11,-9.710789333934897e-15
CENTRAL,77,P_E2,0,pmfs_11_18,2.9649742298498376e-24,-1.3840298638241864e-26
CENTRAL,77,P_E2,1,pmfs_12_18,8.593334218688204e-11,-1.4199898630621603e-17
CENTRAL,78,P_G1A,0,pmfs_13_18,-511.671758015407,105.3954726728557
CENTRAL,78,P_G1A,1,pmfs_14_18,9.731341654982546e-15,5.639190970576918e-16
