t_sim_s,step,x,y,z,yaw,vx,vy,vz
0.0,1,-4.242730140686035,-4.800879955291748,0.4,-1.5707963267948966,0.0,-0.35,0.0
0.2,2,-4.242730140686035,-4.870879955291748,0.4,-1.5707963267948966,0.0,-0.35,0.0
0.4,3,-4.242730140686035,-4.940879955291748,0.4,-1.5707963267948966,0.0,-0.35,0.0
0.6000000000000001,4,-4.25272985458374,-5.000880241394043,0.4,3.141592653589793,-0.35,0.0,0.0
0.8,5,-4.3227298545837405,-5.000880241394043,0.4,3.141592653589793,-0.35,0.0,0.0
1.0,6,-4.3427300453186035,-5.050880050659179,0.4,-1.5707963267948966,0.0,-0.35,0.0
1.2000000000000002,7,-4.3427300453186035,-5.12088005065918,0.4,-1.5707963267948966,0.0,-0.35,0.0
1.4000000000000001,8,-4.3427300453186035,-5.19088005065918,0.4,-1.5707963267948966,0.0,-0.35,0.0
1.6,9,-4.3427300453186035,-5.260880050659179,0.4,-1.5707963267948966,0.0,-0.35,0.0
1.8,10,-4.372730140686035,-5.300879955291748,0.4,3.141592653589793,-0.35,0.0,0.0
2.0,11,-4.442730140686035,-5.300879955291748,0.4,3.141592653589793,-0.35,0.0,0.0
2.2,12,-4.44273042678833,-5.370879669189453,0.4,-1.5707963267948966,0.0,-0.35,0.0
2.4000000000000004,13,-4.482730236053467,-5.400879859924316,0.4,3.141592653589793,-0.35,0.0,0.0
2.6,14,-4.542730331420898,-5.410879764556885,0.4,-1.5707963267948966,0.0,-0.35,0.0
2.8000000000000003,15,-4.542730331420898,-5.480879764556885,0.4,-1.5707963267948966,0.0,-0.35,0.0
3.0,16,-4.59272985458374,-5.500880241394043,0.4,3.141592653589793,-0.35,0.0,0.0
3.2,17,-4.642730236053467,-5.5208798599243165,0.4,-1.5707963267948966,0.0,-0.35,0.0
3.4000000000000004,18,-4.642730236053467,-5.590879859924316,0.4,-1.5707963267948966,0.0,-0.35,0.0
3.6,19,-4.702729949951172,-5.600880146026611,0.4,3.141592653589793,-0.35,0.0,0.0
3.8000000000000003,20,-4.772729949951172,-5.600880146026611,0.4,3.141592653589793,-0.35,0.0,0.0
4.0,21,-4.842729949951172,-5.600880146026611,0.4,3.141592653589793,-0.35,0.0,0.0
4.2,22,-4.912729949951172,-5.600880146026611,0.4,3.141592653589793,-0.35,0.0,0.0
4.4,23,-4.94273042678833,-5.640879669189453,0.4,-1.5707963267948966,0.0,-0.35,0.0
4.6000000000000005,24,-4.952730045318604,-5.70088005065918,0.4,3.141592653589793,-0.35,0.0,0.0
4.800000000000001,25,-5.022730045318603,-5.70088005065918,0.4,3.141592653589793,-0.35,0.0,0.0
5.0,26,-5.0927300453186035,-5.70088005065918,0.4,3.141592653589793,-0.35,0.0,0.0
5.2,27,-5.142730236053467,-5.720879859924317,0.4,-1.5707963267948966,0.0,-0.35,0.0
5.4,28,-5.142730236053467,-5.790879859924316,0.4,-1.5707963267948966,0.0,-0.35,0.0
5.6000000000000005,29,-5.142730236053467,-5.860879859924316,0.4,-1.5707963267948966,0.0,-0.35,0.0
5.800000000000001,30,-5.142730236053467,-5.930879859924317,0.4,-1.5707963267948966,0.0,-0.35,0.0
6.0,31,-5.142730236053467,-6.000879859924316,0.4,-1.5707963267948966,0.0,-0.35,0.0
6.2,32,-5.142730236053467,-6.070879859924316,0.4,-1.5707963267948966,0.0,-0.35,0.0
6.4,33,-5.142730236053467,-6.140879859924317,0.4,-1.5707963267948966,0.0,-0.35,0.0
6.6000000000000005,34,-5.142730236053467,-6.210879859924317,0.4,-1.5707963267948966,0.0,-0.35,0.0
6.800000000000001,35,-5.142730236053467,-6.280879859924316,0.4,-1.5707963267948966,0.0,-0.35,0.0
7.0,36,-5.092730331420899,-6.300879955291748,0.4,0.0,0.35,0.0,0.0
7.2,37,-5.022730331420899,-6.300879955291748,0.4,0.0,0.35,0.0,0.0
7.4,38,-4.952730331420899,-6.300879955291748,0.4,0.0,0.35,0.0,0.0
7.6000000000000005,39,-4.94273042678833,-6.36088005065918,0.4,-1.5707963267948966,0.0,-0.35,0.0
7.800000000000001,40,-4.912730236053466,-6.400879859924316,0.4,0.0,0.35,0.0,0.0
8.0,41,-4.842730236053467,-6.400879859924316,0.4,0.0,0.35,0.0,0.0
8.200000000000001,42,-4.772730236053467,-6.400879859924316,0.4,0.0,0.35,0.0,0.0
8.4,43,-4.702730236053467,-6.400879859924316,0.4,0.0,0.35,0.0,0.0
8.6,44,-4.642730236053467,-6.410879859924316,0.4,-1.5707963267948966,0.0,-0.35,0.0
8.8,45,-4.642730236053467,-6.4808798599243165,0.4,-1.5707963267948966,0.0,-0.35,0.0
9.0,46,-4.592730617523193,-6.500880241394043,0.4,0.0,0.35,0.0,0.0
9.200000000000001,47,-4.542730331420898,-6.520879955291749,0.4,-1.5707963267948966,0.0,-0.35,0.0
9.4,48,-4.542730331420898,-6.590879955291748,0.4,-1.5707963267948966,0.0,-0.35,0.0
9.600000000000001,49,-4.482730522155761,-6.600880146026611,0.4,0.0,0.35,0.0,0.0
9.8,50,-4.44273042678833,-6.630880050659179,0.4,-1.5707963267948966,0.0,-0.35,0.0
10.0,51,-4.44273042678833,-6.70088005065918,0.4,-1.5707963267948966,0.0,-0.35,0.0
10.200000000000001,52,-4.37273042678833,-6.70088005065918,0.4,0.0,0.35,0.0,0.0
10.4,53,-4.3427300453186035,-6.740879669189453,0.4,-1.5707963267948966,0.0,-0.35,0.0
10.600000000000001,54,-4.3427300453186035,-6.810879669189454,0.4,-1.5707963267948966,0.0,-0.35,0.0
