x,y
-0.7,-0.7129999999999999
-0.7,-0.613
-0.7,-0.5129999999999999
-0.7,-0.4129999999999998
-0.7,-0.31299999999999994
-0.7,-0.21299999999999986
-0.7,-0.11299999999999999
-0.7,-0.0129999999999999
-0.7,0.08700000000000019
-0.7,0.18700000000000028
-0.7,0.2869999999999999
-0.7,0.387
-0.7,0.4870000000000001
-0.7,0.5870000000000002
-0.7,0.6870000000000003
-0.7,0.7870000000000004
-0.7,0.887
-0.7,0.9870000000000001
-0.7,1.0870000000000002
-0.7,1.1870000000000003
-0.7,1.2870000000000004
-0.7,1.7870000000000004
-0.7,1.887
-0.7,1.987
-0.7,2.087
-0.7,2.187
-0.7,2.2870000000000004
-0.7,2.387
-0.7,2.4870000000000005
-0.7,2.587
-0.7,2.687
-0.7,2.7870000000000004
-0.6,-0.7129999999999999
-0.6,-0.613
-0.6,-0.5129999999999999
-0.6,-0.4129999999999998
-0.6,-0.31299999999999994
-0.6,-0.21299999999999986
-0.6,-0.11299999999999999
-0.6,-0.0129999999999999
-0.6,0.08700000000000019
-0.6,0.18700000000000028
-0.6,0.2869999999999999
-0.6,0.387
-0.6,0.4870000000000001
-0.6,0.5870000000000002
-0.6,0.6870000000000003
-0.6,0.7870000000000004
-0.6,0.887
-0.6,0.9870000000000001
-0.6,1.0870000000000002
-0.6,1.1870000000000003
-0.6,1.2870000000000004
-0.6,1.7870000000000004
-0.6,1.887
-0.6,1.987
-0.6,2.087
-0.6,2.187
-0.6,2.2870000000000004
-0.6,2.387
-0.6,2.4870000000000005
-0.6,2.587
-0.6,2.687
-0.6,2.7870000000000004
-0.49999999999999994,-0.7129999999999999
-0.49999999999999994,-0.613
-0.49999999999999994,-0.5129999999999999
-0.49999999999999994,-0.4129999999999998
-0.49999999999999994,-0.31299999999999994
-0.49999999999999994,-0.21299999999999986
-0.49999999999999994,-0.11299999999999999
-0.49999999999999994,-0.0129999999999999
-0.49999999999999994,0.08700000000000019
-0.49999999999999994,0.18700000000000028
-0.49999999999999994,0.2869999999999999
-0.49999999999999994,0.387
-0.49999999999999994,0.4870000000000001
-0.49999999999999994,0.5870000000000002
-0.49999999999999994,0.6870000000000003
-0.49999999999999994,0.7870000000000004
-0.49999999999999994,0.887
-0.49999999999999994,0.9870000000000001
-0.49999999999999994,1.0870000000000002
-0.49999999999999994,1.1870000000000003
-0.49999999999999994,1.2870000000000004
-0.49999999999999994,1.7870000000000004
-0.49999999999999994,1.887
-0.49999999999999994,1.987
-0.49999999999999994,2.087
-0.49999999999999994,2.187
-0.49999999999999994,2.2870000000000004
-0.49999999999999994,2.387
-0.49999999999999994,2.4870000000000005
-0.49999999999999994,2.587
-0.49999999999999994,2.687
-0.49999999999999994,2.7870000000000004
-0.39999999999999997,-0.7129999999999999
-0.39999999999999997,-0.613
-0.39999999999999997,-0.5129999999999999
-0.39999999999999997,-0.4129999999999998
-0.39999999999999997,-0.31299999999999994
-0.39999999999999997,-0.21299999999999986
-0.39999999999999997,-0.11299999999999999
-0.39999999999999997,-0.0129999999999999
-0.39999999999999997,0.08700000000000019
-0.39999999999999997,0.18700000000000028
-0.39999999999999997,0.2869999999999999
-0.39999999999999997,0.387
-0.39999999999999997,0.4870000000000001
-0.39999999999999997,0.5870000000000002
-0.39999999999999997,0.6870000000000003
-0.39999999999999997,0.7870000000000004
-0.39999999999999997,0.887
-0.39999999999999997,0.9870000000000001
-0.39999999999999997,1.0870000000000002
-0.39999999999999997,1.1870000000000003
-0.39999999999999997,1.2870000000000004
-0.39999999999999997,1.7870000000000004
-0.39999999999999997,1.887
-0.39999999999999997,1.987
-0.39999999999999997,2.087
-0.39999999999999997,2.187
