run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H03_S6_M1F_20260908T162553Z,1,SENT,PENDING,16.0747,1.1,0.387
CTPI_H03_S6_M1F_20260908T162553Z,1,RESULT,SUCCEEDED,16.7862,1.1,0.387
CTPI_H03_S6_M1F_20260908T162553Z,2,SENT,PENDING,32.8601,0.2,0.387
CTPI_H03_S6_M1F_20260908T162553Z,2,RESULT,SUCCEEDED,33.5766,0.2,0.387
CTPI_H03_S6_M1F_20260908T162553Z,3,SENT,PENDING,50.5792,5.9,-0.213
CTPI_H03_S6_M1F_20260908T162553Z,3,RESULT,SUCCEEDED,55.5808,5.9,-0.213
CTPI_H03_S6_M1F_20260908T162553Z,4,SENT,PENDING,72.8634,5.3,-0.213
CTPI_H03_S6_M1F_20260908T162553Z,4,RESULT,SUCCEEDED,73.372,5.3,-0.213
CTPI_H03_S6_M1F_20260908T162553Z,5,SENT,PENDING,90.6636,5,-0.813
CTPI_H03_S6_M1F_20260908T162553Z,5,RESULT,SUCCEEDED,91.1721,5,-0.813
CTPI_H03_S6_M1F_20260908T162553Z,6,SENT,PENDING,108.425,4.7,-0.213
CTPI_H03_S6_M1F_20260908T162553Z,6,RESULT,SUCCEEDED,109.037,4.7,-0.213
CTPI_H03_S6_M1F_20260908T162553Z,7,SENT,PENDING,126.259,8,0.087
CTPI_H03_S6_M1F_20260908T162553Z,7,RESULT,SUCCEEDED,128.595,8,0.087
CTPI_H03_S6_M1F_20260908T162553Z,8,SENT,PENDING,145.819,8,-0.513
CTPI_H03_S6_M1F_20260908T162553Z,8,RESULT,SUCCEEDED,146.384,8,-0.513
CTPI_H03_S6_M1F_20260908T162553Z,9,SENT,PENDING,163.629,9.2,-0.213
CTPI_H03_S6_M1F_20260908T162553Z,9,RESULT,SUCCEEDED,164.596,9.2,-0.213
CTPI_H03_S6_M1F_20260908T162553Z,10,SENT,PENDING,181.763,8.6,-0.213
CTPI_H03_S6_M1F_20260908T162553Z,10,RESULT,SUCCEEDED,182.372,8.6,-0.213
CTPI_H03_S6_M1F_20260908T162553Z,11,SENT,PENDING,199.503,7.1,-0.513
CTPI_H03_S6_M1F_20260908T162553Z,11,RESULT,SUCCEEDED,200.573,7.1,-0.513
CTPI_H03_S6_M1F_20260908T162553Z,12,SENT,PENDING,217.63,5.6,-0.813
CTPI_H03_S6_M1F_20260908T162553Z,12,RESULT,SUCCEEDED,218.798,5.6,-0.813
CTPI_H03_S6_M1F_20260908T162553Z,13,SENT,PENDING,235.779,9.2,0.387
CTPI_H03_S6_M1F_20260908T162553Z,13,RESULT,SUCCEEDED,238.581,9.2,0.387
