cell_index,u,v
28,0.0001101099987863563,-3.192200165358372e-05
29,0.00018062000162899494,3.345200093463063e-05
30,0.00017347000539302826,7.024499791441485e-05
31,0.00011824999819509685,8.26519972179085e-05
32,-3.651600127341226e-05,0.00010974000178975984
33,-0.0004008699906989932,0.00019833000260405242
34,-0.0009384499862790108,0.00032965000718832016
35,-0.0013984000543132424,0.0004093300085514784
36,-0.001662599970586598,0.00041961000533774495
37,-0.0017407999839633703,0.0003894600085914135
38,-0.0016813999973237514,0.0002987300103995949
39,-0.0014550000196322799,-2.6535000870353542e-05
40,-0.0013934000162407756,-0.000936599972192198
41,-0.0010350999655202031,-0.001851900015026331
55,0.00011732999701052904,-5.1312999858055264e-05
56,0.0001495100004831329,8.25160022941418e-05
57,0.00013703000149689615,0.00015335000352934003
58,6.432300142478198e-05,0.00020557999960146844
59,-0.00015362999693024904,0.00030427001183852553
60,-0.0005347600090317428,0.0004393199924379587
61,-0.0009237499907612801,0.0005589199718087912
62,-0.0011512000346556306,0.0006167900282889605
63,-0.0012196999741718173,0.0006871999939903617
64,-0.0011342000216245651,0.0007472899742424488
65,-0.0009209699928760529,0.0006698300130665302
66,-0.0006370400078594685,0.00030889001209288836
67,-0.0006017499836161733,-0.0005438699736259878
68,-0.0008399700163863599,-0.0024131000973284245
82,9.140100155491382e-05,-3.412300065974705e-05
83,9.248599963029847e-05,0.00011965999874519184
84,0.00010384999768575653,0.0002229999954579398
85,7.919000199763104e-05,0.00031348998891189694
86,-5.7766999816522e-05,0.0004340799932833761
87,-0.0003333200002089143,0.0005516399978660047
88,-0.0006672199815511703,0.0006938700098544359
89,-0.0008509900071658194,0.0007790600066073239
90,-0.0008010099991224706,0.00085402000695467
91,-0.0005780400242656469,0.0009382700081914663
92,-0.0003008699859492481,0.0008749199914745986
93,-9.501099702902138e-05,0.0005010800086893141
94,-8.518600225215778e-05,-0.00019789999350905418
95,-0.00043059999006800354,-0.002341700019314885
109,4.261099820723757e-05,7.730000106676016e-07
110,4.531599915935658e-05,0.00012180000339867547
111,0.00010017000022344291,0.0002303200017195195
112,0.00015384999278467149,0.0003388499899301678
113,0.00014104999718256295,0.00045893999049440026
114,-2.5494000510661863e-05,0.0005895899957977235
115,-0.00035024998942390084,0.0007913900190033019
116,-0.000496060005389154,0.0007793100085109472
117,-0.00040260000969283283,0.0007228699978441
118,-0.00011115999950561672,0.0008082499844022095
119,0.00017626000044401735,0.0009186899987980723
120,0.00024407000455539674,0.0006636300240643322
121,0.0001240699930349365,-3.152299905195832e-05
122,-0.00015449999773409218,-0.0021965999621897936
136,3.068300065933727e-05,4.500499926507473e-05
137,2.9120999897713773e-05,0.00010248000035062432
138,0.00010212000051978976,0.0001751200034050271
139,0.0002104299928760156,0.00027054999372921884
140,0.0002906399895437062,0.00038564999704249203
141,0.0002801200025714934,0.000540830020327121
142,0.00012778000382240862,0.0007723799790255725
143,-1.1756999811041169e-05,0.0007552200113423169
144,-6.572600250365213e-05,0.0006101399776525795
145,0.00010553999891271815,0.000619820028077811
146,0.0004806100041605532,0.0007538400241173804
147,0.0005744000081904233,0.0006928900256752968
148,0.00036964999162591994,6.098900121287443e-05
149,0.00019380000594537705,-0.002417400013655424
163,6.378399848472327e-05,8.520700066583231e-05
164,7.434099825331941e-05,9.222399967256933e-05
165,0.0001380199973937124,0.00011285000073257834
166,0.00024620999465696514,0.00016086999676190317
167,0.00035988999297842383,0.00023885999689809978
168,0.0004534299951046705,0.0003663600073195994
169,0.0005231400136835873,0.0005644100019708276
170,0.0005634800181724131,0.0006610900163650513
171,0.0005465099820867181,0.0005824600229971111
172,0.0005038999952375889,0.0005176399718038738
173,0.0006912099779583514,0.0005535400123335421
174,0.0008258700254373252,0.0005205200286582112
175,0.0006087999790906906,3.582900171750225e-05
176,0.0007413799758069217,-0.003706800052896142
177,0.0008473399793729186,-0.0027644000947475433
178,0.0002740400086622685,0.0002822800015565008
190,5.1472001359798014e-05,0.00011752999853342772
191,0.00014201000158209354,7.47419981053099e-05
192,0.00021830000332556665,6.562199996551499e-05
193,0.0003224500105716288,7.953900058055297e-05
194,0.00043680000817403197,0.000112900001113303
195,0.000552410027012229,0.00017395999748259783
196,0.0006790600018575788,0.0002725000085774809
197,0.0008264799835160375,0.0003789300099015236
198,0.0009562500054016709,0.0004378400044515729
199,0.0010354999685660005,0.00047887000255286694
200,0.0010853999992832541,0.0005341100040823221
201,0.0011005999986082315,0.00043260998791083694
202,0.0007677400135435164,5.457299994304776e-05
203,0.0015912000089883804,-0.004506099969148636
204,0.00023581999994348735,-0.0007738600252196193
205,-0.000704339996445924,0.0006224199896678329
217,5.3332001698436216e-05,4.026999886264093e-05
218,0.00015994999557733536,4.2635998397599906e-05
219,0.00025094999000430107,2.7353000405128114e-05
220,0.0003599500050768256,2.705000042624306e-05
221,0.00048302000504918396,4.1489998693577945e-05
222,0.0006146000232547522,7.31999971321784e-05
223,0.0007584600243717432,0.00012568000238388777
224,0.0009211400174535811,0.00019234999490436167
225,0.0010942999506369233,0.00026810000417754054
226,0.001330200000666082,0.0003089199890382588
227,0.001457100035622716,0.0006125600193627179
228,0.0011251999530941248,0.0006982199847698212
229,0.0005028800223954022,4.549200093606487e-05
230,0.0015710999723523855,-0.0033485000021755695
231,-0.0006454599788412452,0.0005979100242257118
232,-0.0007377999718300998,0.0007981300004757941
255,0.00046239999937824905,0.0008024100097827613
282,0.01082600001245737,-0.0011430999729782343
298,0.0026243000756949186,-0.0016377000138163567
299,0.007291700225323439,-0.0025889999233186245
300,0.012663999572396278,-0.0033923001028597355
301,0.015318999998271465,-0.0020743999630212784
302,0.01710899919271469,-0.000745290017221123
303,0.018106000497937202,0.0002414399932604283
304,0.018337000161409378,0.0007225099834613502
305,0.017650999128818512,0.0007799000013619661
306,0.01686899922788143,0.0013649000320583582
307,0.016087999567389488,0.0015789000317454338
308,0.015200000256299973,0.0013050000416114926
309,0.014360999688506126,0.0008123699808493257
310,0.01291900034993887,0.0012845000019297004
311,0.009521599858999252,0.005524099804461002
316,0.0026302000042051077,-0.008816099725663662
317,0.00475719990208745,-0.0032730000093579292
318,0.00552950007840991,0.0004484000091906637
319,0.005423999857157469,0.004226199816912413
320,0.005006100051105022,0.007889900356531143
321,0.0055737001821398735,0.005680600181221962
325,0.006777199916541576,-0.006159000098705292
326,0.010220999829471111,-0.007169899996370077
327,0.012391000054776669,-0.005584999918937683
328,0.014089999720454216,-0.003509500063955784
329,0.015199000015854836,-0.0014537000097334385
330,0.015684999525547028,0.0002604000037536025
331,0.015646999701857567,0.0014809999847784638
332,0.015180000104010105,0.0023922999389469624
333,0.014526000246405602,0.0031037000007927418
334,0.013770000077784061,0.003378200111910701
335,0.012861000373959541,0.00309189991094172
336,0.009618200361728668,0.004148399922996759
337,0.0036230001132935286,0.006313499994575977
338,2.517500070098322e-05,0.007190399803221226
339,0.0010989999864250422,0.004628799855709076
340,0.0003256899944972247,0.00036579000880010426
341,-0.00039033000939525664,-0.0014236000133678317
342,-0.0009838800178840756,-0.004160699900239706
343,-0.004409200046211481,-0.006548500154167414
344,-0.00658470019698143,-0.004467099905014038
345,-0.006827999837696552,-0.0015161000192165375
346,-0.005588599946349859,0.0016362000023946166
347,-0.002437399933114648,0.004502899944782257
348,0.0016135999467223883,0.005529399961233139
352,0.006333999801427126,-0.010552000254392624
353,0.008158000186085701,-0.009547200053930283
354,0.00957689993083477,-0.00731780007481575
355,0.010652000084519386,-0.004599499981850386
356,0.011126999743282795,-0.00179280003067106
357,0.011191999539732933,0.0006777099915780127
358,0.011181999929249287,0.0026002000086009502
359,0.011067000217735767,0.004004000220447779
360,0.01068700011819601,0.004813900217413902
