cell_index,u,v
28,-1.601899930392392e-05,9.94039965007687e-06
29,-2.0710000171675347e-05,2.555699893491692e-06
30,-2.1761999960290268e-05,-6.538300112879369e-06
31,-2.095300078508444e-05,-1.544800034025684e-05
32,-1.575799979036674e-05,-2.450700048939325e-05
33,-5.2403001973289065e-06,-3.458900027908385e-05
34,1.0775000191642903e-05,-4.550399899017066e-05
35,3.172799915773794e-05,-5.337499896995723e-05
36,5.45190014236141e-05,-5.2549999963957816e-05
37,7.418300083372742e-05,-4.24210011260584e-05
38,8.592999802203849e-05,-2.5661000108812004e-05
39,8.496300142724067e-05,-3.771800038521178e-06
40,7.352900138357654e-05,7.541199920524377e-06
41,4.79929985885974e-05,-5.429500106401974e-06
55,-1.1228000403207261e-05,9.911899724102113e-06
56,-1.3224000213085674e-05,9.74750037130434e-07
57,-1.3541000043915119e-05,-9.4383003670373e-06
58,-1.2153000170656014e-05,-2.1300000298651867e-05
59,-7.7539998528664e-06,-3.42800012731459e-05
60,1.162300009127648e-06,-4.827999873668887e-05
61,1.5919000361463986e-05,-6.180600030347705e-05
62,3.507799920043908e-05,-6.983499770285562e-05
63,5.6052998843370005e-05,-6.787200254620984e-05
64,7.542299863416702e-05,-5.538800178328529e-05
65,8.850599988363683e-05,-3.2238000130746514e-05
66,9.357400267617777e-05,-1.4672999668619013e-06
67,8.736099698580801e-05,1.823999991756864e-05
68,6.0741000197594985e-05,1.3924000086262822e-05
82,-7.547299901489168e-06,8.514700311934575e-06
83,-8.545300261175726e-06,-8.338299721799558e-07
84,-9.194899575959425e-06,-1.166299989563413e-05
85,-8.821200026432052e-06,-2.455100002407562e-05
86,-6.441200184781337e-06,-3.965499854530208e-05
87,-7.12200005636987e-07,-5.646600038744509e-05
88,9.969199709303211e-06,-7.26630023564212e-05
89,2.5765999453142285e-05,-8.301199704874307e-05
90,4.53629982075654e-05,-8.24390008347109e-05
91,6.574900180567056e-05,-6.805900193285197e-05
92,8.259600144810975e-05,-3.940399983548559e-05
93,9.214499732479453e-05,-1.8015999785347958e-06
94,8.990099740913138e-05,3.0032000722712837e-05
95,6.731499888701364e-05,4.547600110527128e-05
109,-4.440199973032577e-06,7.298399850697024e-06
110,-5.389800207922235e-06,-1.77580000126909e-06
111,-6.669999947916949e-06,-1.223599974764511e-05
112,-7.877800271671731e-06,-2.5179999283864163e-05
113,-8.265200449386612e-06,-4.1109000449068844e-05
114,-6.665899945801357e-06,-5.976199827273376e-05
115,-1.3973000250189216e-06,-7.902899960754439e-05
116,9.236199730366934e-06,-9.381499694427475e-05
117,2.5900999389705248e-05,-9.739700180944055e-05
118,4.672800059779547e-05,-8.346699905814603e-05
119,6.772799679310992e-05,-5.009099913877435e-05
120,8.293199789477512e-05,-3.421200062803109e-06
121,8.668300142744556e-05,4.3143001676071435e-05
122,7.432200072798878e-05,8.024599810596555e-05
136,-2.169899971704581e-06,6.313799985946389e-06
137,-3.021099928446347e-06,-1.8741000076261116e-06
138,-4.797000201506307e-06,-1.138199968409026e-05
139,-7.46100022297469e-06,-2.3516000510426238e-05
140,-1.0744999599410221e-05,-3.906900019501336e-05
141,-1.3847999980498571e-05,-5.823000174132176e-05
142,-1.5067999811435584e-05,-7.99469999037683e-05
143,-1.1694999557221308e-05,-0.00010037000174634159
144,-8.907600204111077e-07,-0.0001116700004786253
145,1.7987000319408253e-05,-0.00010270000348100439
146,4.2657000449253246e-05,-6.613999721594155e-05
147,6.46760017843917e-05,-6.372600182658061e-06
148,7.504299719585106e-05,5.833600152982399e-05
149,7.783200271660462e-05,0.00011059999815188348
163,-2.058600045984349e-07,5.52139999854262e-06
164,-7.835399742361915e-07,-1.4061999991099583e-06
165,-2.545200004533399e-06,-9.501700333203189e-06
166,-5.888200121262344e-06,-1.986499955819454e-05
167,-1.1101000382041093e-05,-3.346200173837133e-05
168,-1.808600063668564e-05,-5.105300078867003e-05
169,-2.5876999643514864e-05,-7.324000034714118e-05
170,-3.2053001632448286e-05,-9.894899994833395e-05
171,-3.228200148441829e-05,-0.00012191999849164858
172,-2.1080999431433156e-05,-0.00012614000297617167
173,6.934999873919878e-06,-9.117599984165281e-05
174,3.936199937015772e-05,-9.196300197800156e-06
175,5.024499841965735e-05,8.502000127919018e-05
176,5.6574001064291224e-05,0.0001380400062771514
177,6.685900007141754e-05,0.00014898000517860055
178,7.293499947991222e-05,6.267800199566409e-05
190,4.344599801697768e-06,4.887100203632144e-06
191,1.453300001230673e-06,-5.309099719852384e-07
192,2.8306999411142897e-07,-6.654800017713569e-06
193,-2.4000999019335723e-06,-1.400299970555352e-05
194,-7.078700036800001e-06,-2.374500036239624e-05
195,-1.4383000234374776e-05,-3.704999835463241e-05
196,-2.487900019332301e-05,-5.6035998568404466e-05
197,-3.926100180251524e-05,-8.379700011573732e-05
198,-5.680799949914217e-05,-0.00012091999815311283
199,-6.740100070601329e-05,-0.00015346000145655125
200,-3.45029984600842e-05,-0.00013809000665787607
201,3.1790001230547205e-05,-8.331699973496143e-06
202,2.014299934671726e-05,0.00015864000306464732
203,-1.6038999092415906e-05,0.00019946999964304268
204,2.28749995585531e-05,0.00015777000226080418
205,5.455100108520128e-05,8.586199692217633e-05
217,6.946299890842056e-06,3.7494000935112126e-06
218,3.2124999052030034e-06,2.588699885563983e-07
219,2.7830999442812754e-06,-3.9087999539333396e-06
220,1.3843999795426498e-06,-8.349999916390516e-06
221,-9.81180050985131e-07,-1.439199968444882e-05
222,-4.8575998334854376e-06,-2.3190999854705296e-05
223,-1.1555999662959948e-05,-3.712300167535432e-05
224,-2.5561999791534618e-05,-6.129300163593143e-05
225,-5.5338998208753765e-05,-0.00010222000128123909
226,-0.00011131000064779073,-0.0001454900047974661
227,-0.00010022000060416758,-0.00024058000417426229
228,0.00016255999798886478,-4.1465000322205015e-07
229,3.922099949704716e-06,0.0003672800085041672
230,-0.00020071999460924417,0.00031900001340545714
231,-5.4476000514114276e-05,0.0001297999988310039
232,4.564900154946372e-05,6.46010012133047e-05
255,0.0005771999713033438,-0.0002910399925895035
282,-0.0018864000448957086,-0.0008936100057326257
298,5.5325999710476026e-05,0.0002262399939354509
299,-0.00014319000183604658,0.0006337799713946879
300,-0.0005693500279448926,0.000978150055743754
301,-0.0012163999490439892,0.0012038999702781439
302,-0.001943000010214746,0.001465699984692037
303,-0.0026068000588566065,0.0016781999729573727
304,-0.003145999973639846,0.0016618999652564526
305,-0.0032784000504761934,0.0014619999565184116
306,-0.00360920000821352,0.0010207999730482697
307,-0.0038685998879373074,0.00027876999229192734
308,-0.004187200218439102,-0.0007477300241589546
309,-0.004422400146722794,-0.001270200009457767
310,-0.0036605000495910645,-0.001397100044414401
311,-0.002336299978196621,-0.0008244800264947116
316,0.005260100122541189,-0.009863600134849548
317,0.008026299998164177,-0.003969700075685978
318,0.009168500080704689,0.0003452399978414178
319,0.009328999556601048,0.004479799885302782
320,0.00843810010701418,0.00860380008816719
321,0.007045399863272905,0.008847399614751339
325,-0.0005275799776427448,0.0004913299926556647
326,-0.0008241399773396552,0.0010757000418379903
327,-0.0011585999745875597,0.001514500007033348
328,-0.0016050999984145164,0.001866700011305511
329,-0.0021383999846875668,0.002188999904319644
330,-0.0026897999923676252,0.002428400097414851
