cell_index,u,v
28,1.5210000128718093e-05,-1.991700082726311e-05
29,2.2853999325889163e-05,-1.87700006790692e-05
30,2.9351000193855725e-05,-1.7997999748331495e-05
31,3.599800038500689e-05,-1.820599936763756e-05
32,4.342700049164705e-05,-1.9147000784869306e-05
33,5.194299956201576e-05,-2.1548999939113855e-05
34,6.183300138218328e-05,-2.5803999960771762e-05
35,7.225599983939901e-05,-2.9557000743807293e-05
36,8.114099910017103e-05,-2.9476999770849943e-05
37,8.721299673197791e-05,-2.430600034131203e-05
38,9.027100168168545e-05,-1.5460000213352032e-05
39,8.650700328871608e-05,-3.2031000500865048e-06
40,7.515800098190084e-05,8.218000402848702e-06
41,5.275000148685649e-05,5.0501998885010835e-06
55,1.350900038232794e-05,-2.4761000531725585e-05
56,1.7612999727134593e-05,-2.3303999114432372e-05
57,2.0823999875574373e-05,-2.16349999391241e-05
58,2.439399941067677e-05,-2.149399915651884e-05
59,2.893499913625419e-05,-2.370100082771387e-05
60,3.517699951771647e-05,-2.8299000405240804e-05
61,4.323399843997322e-05,-3.4269000025233254e-05
62,5.2045001211808994e-05,-3.8701000448782e-05
63,6.0479000239865854e-05,-3.8161000702530146e-05
64,6.834400119259953e-05,-3.188900154782459e-05
65,7.452599675161764e-05,-1.9880000763805583e-05
66,7.64700016588904e-05,-2.1236999145912705e-06
67,7.144299888750538e-05,1.5108000297914259e-05
68,5.2199000492691994e-05,2.2263000573730096e-05
82,9.043499630934093e-06,-2.7296999178361148e-05
83,1.1365000318619423e-05,-2.443899938953109e-05
84,1.2896999578515533e-05,-2.2545000319951214e-05
85,1.462599993828917e-05,-2.270299955853261e-05
86,1.724700086924713e-05,-2.577600025688298e-05
87,2.1492000087164342e-05,-3.199999991920777e-05
88,2.757800029939972e-05,-4.0033999539446086e-05
89,3.537099837558344e-05,-4.6370001655304804e-05
90,4.508499841904268e-05,-4.752599852508865e-05
91,5.637800131808035e-05,-4.170499960309826e-05
92,6.730300083290786e-05,-2.697099989745766e-05
93,7.48329985071905e-05,-2.7941000553255435e-06
94,7.470499986084178e-05,2.503100040485151e-05
95,5.946199962636456e-05,5.107600009068847e-05
109,3.582599902074435e-06,-2.874200072255917e-05
110,5.019599939259933e-06,-2.479999966453761e-05
111,5.843899998581037e-06,-2.271000084874686e-05
112,6.548700184794143e-06,-2.329500057385303e-05
113,7.743299647700042e-06,-2.7244999728281982e-05
114,1.0118000318470877e-05,-3.481399835436605e-05
