run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S9_M1E_20260908T144412Z,1,SENT,PENDING,16.0434,-4.1,-1.13
CTPI_H01_S9_M1E_20260908T144412Z,1,RESULT,SUCCEEDED,16.8371,-4.1,-1.13
CTPI_H01_S9_M1E_20260908T144412Z,2,SENT,PENDING,32.8389,-5,-0.83
CTPI_H01_S9_M1E_20260908T144412Z,2,RESULT,SUCCEEDED,33.6368,-5,-0.83
CTPI_H01_S9_M1E_20260908T144412Z,3,SENT,PENDING,49.752,-5.9,-0.83
CTPI_H01_S9_M1E_20260908T144412Z,3,RESULT,SUCCEEDED,50.4638,-5.9,-0.83
CTPI_H01_S9_M1E_20260908T144412Z,4,SENT,PENDING,67.3777,-2.3,2.47
CTPI_H01_S9_M1E_20260908T144412Z,4,RESULT,SUCCEEDED,72.4291,-2.3,2.47
CTPI_H01_S9_M1E_20260908T144412Z,5,SENT,PENDING,88.4325,-2.9,2.47
CTPI_H01_S9_M1E_20260908T144412Z,5,RESULT,SUCCEEDED,89.0292,-2.9,2.47
CTPI_H01_S9_M1E_20260908T144412Z,6,SENT,PENDING,105.044,-3.5,2.17
CTPI_H01_S9_M1E_20260908T144412Z,6,RESULT,SUCCEEDED,105.679,-3.5,2.17
CTPI_H01_S9_M1E_20260908T144412Z,7,SENT,PENDING,122.749,-4.1,2.17
CTPI_H01_S9_M1E_20260908T144412Z,7,RESULT,SUCCEEDED,123.259,-4.1,2.17
CTPI_H01_S9_M1E_20260908T144412Z,8,SENT,PENDING,139.343,-4.1,2.77
CTPI_H01_S9_M1E_20260908T144412Z,8,RESULT,SUCCEEDED,139.851,-4.1,2.77
CTPI_H01_S9_M1E_20260908T144412Z,9,SENT,PENDING,155.84,-3.5,2.77
CTPI_H01_S9_M1E_20260908T144412Z,9,RESULT,SUCCEEDED,156.444,-3.5,2.77
CTPI_H01_S9_M1E_20260908T144412Z,10,SENT,PENDING,173.436,-0.8,2.77
CTPI_H01_S9_M1E_20260908T144412Z,10,RESULT,SUCCEEDED,175.468,-0.8,2.77
CTPI_H01_S9_M1E_20260908T144412Z,11,SENT,PENDING,191.453,-1.4,2.47
CTPI_H01_S9_M1E_20260908T144412Z,11,RESULT,SUCCEEDED,192.037,-1.4,2.47
CTPI_H01_S9_M1E_20260908T144412Z,12,SENT,PENDING,208.044,-0.8,2.17
CTPI_H01_S9_M1E_20260908T144412Z,12,RESULT,SUCCEEDED,208.637,-0.8,2.17
CTPI_H01_S9_M1E_20260908T144412Z,13,SENT,PENDING,225.796,-2.6,1.87
CTPI_H01_S9_M1E_20260908T144412Z,13,RESULT,SUCCEEDED,227.27,-2.6,1.87
