run_uuid,source_update_id,sim_time,time_since_previous_update,wall_start_epoch,wall_end_epoch,native_candidate_count,native_forward_simulation_count,native_update_wall_s,robot_x,robot_y,robot_z,robot_yaw,grid_width,grid_height,cell_size,origin_x,origin_y
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,196.598559679,-1,1790060088.4032931,1790060088.7294641,152,152,0.32617092132568359,-7.1000003814697266,-7.4300003051757812,0.29999999999999999,-2.4668517113662407,29,38,0.30000001192092896,-7.5500001907348633,-7.880000114440918
