cell_index,x,y,source_probability
30,-7.1000003814697266,-7.4300003051757812,2.7140838850698657e-156
31,-6.8000001907348633,-7.4300003051757812,2.7140838850698657e-156
32,-6.5,-7.4300003051757812,2.7140838850698657e-156
33,-6.2000002861022949,-7.4300003051757812,2.7140838850698657e-156
34,-5.9000000953674316,-7.4300003051757812,2.7140838850698657e-156
35,-5.6000003814697266,-7.4300003051757812,2.7140838850698657e-156
36,-5.3000001907348633,-7.4300003051757812,2.7140838850698657e-156
37,-5,-7.4300003051757812,2.7140838850698657e-156
40,-4.1000003814697266,-7.4300003051757812,2.7140838850698657e-156
41,-3.7999999523162842,-7.4300003051757812,2.7140838850698657e-156
42,-3.5,-7.4300003051757812,2.7140838850698657e-156
43,-3.1999998092651367,-7.4300003051757812,2.7140838850698657e-156
44,-2.9000000953674316,-7.4300003051757812,2.7140838850698657e-156
49,-1.4000000953674316,-7.4300003051757812,2.7140838850698657e-156
50,-1.0999999046325684,-7.4300003051757812,2.7140838850698657e-156
51,-0.79999971389770508,-7.4300003051757812,2.7140838850698657e-156
52,-0.5,-7.4300003051757812,2.7140838850698657e-156
53,-0.19999980926513672,-7.4300003051757812,2.7140838850698657e-156
54,0.099999904632568359,-7.4300003051757812,2.7140838850698657e-156
55,0.40000009536743164,-7.4300003051757812,2.7140838850698657e-156
56,0.69999980926513672,-7.4300003051757812,2.7140838850698657e-156
59,-7.1000003814697266,-7.130000114440918,2.7140838850698657e-156
60,-6.8000001907348633,-7.130000114440918,2.7140838850698657e-156
61,-6.5,-7.130000114440918,2.7140838850698657e-156
62,-6.2000002861022949,-7.130000114440918,2.7140838850698657e-156
63,-5.9000000953674316,-7.130000114440918,2.7140838850698657e-156
64,-5.6000003814697266,-7.130000114440918,2.7140838850698657e-156
65,-5.3000001907348633,-7.130000114440918,2.7140838850698657e-156
66,-5,-7.130000114440918,2.7140838850698657e-156
69,-4.1000003814697266,-7.130000114440918,2.7140838850698657e-156
70,-3.7999999523162842,-7.130000114440918,2.7140838850698657e-156
71,-3.5,-7.130000114440918,2.7140838850698657e-156
72,-3.1999998092651367,-7.130000114440918,2.7140838850698657e-156
73,-2.9000000953674316,-7.130000114440918,2.7140838850698657e-156
74,-2.5999999046325684,-7.130000114440918,2.7140838850698657e-156
78,-1.4000000953674316,-7.130000114440918,2.7140838850698657e-156
79,-1.0999999046325684,-7.130000114440918,2.7140838850698657e-156
80,-0.79999971389770508,-7.130000114440918,2.7140838850698657e-156
81,-0.5,-7.130000114440918,2.7140838850698657e-156
82,-0.19999980926513672,-7.130000114440918,2.7140838850698657e-156
83,0.099999904632568359,-7.130000114440918,2.7140838850698657e-156
84,0.40000009536743164,-7.130000114440918,2.7140838850698657e-156
85,0.69999980926513672,-7.130000114440918,2.7140838850698657e-156
88,-7.1000003814697266,-6.8299999237060547,2.7140838850698657e-156
89,-6.8000001907348633,-6.8299999237060547,2.7140838850698657e-156
90,-6.5,-6.8299999237060547,2.7140838850698657e-156
91,-6.2000002861022949,-6.8299999237060547,2.7140838850698657e-156
92,-5.9000000953674316,-6.8299999237060547,2.7140838850698657e-156
93,-5.6000003814697266,-6.8299999237060547,2.7140838850698657e-156
94,-5.3000001907348633,-6.8299999237060547,2.7140838850698657e-156
95,-5,-6.8299999237060547,2.7140838850698657e-156
98,-4.1000003814697266,-6.8299999237060547,2.7140838850698657e-156
99,-3.7999999523162842,-6.8299999237060547,2.7140838850698657e-156
100,-3.5,-6.8299999237060547,2.7140838850698657e-156
103,-2.5999999046325684,-6.8299999237060547,2.7140838850698657e-156
104,-2.3000001907348633,-6.8299999237060547,2.7140838850698657e-156
107,-1.4000000953674316,-6.8299999237060547,2.7140838850698657e-156
110,-0.5,-6.8299999237060547,2.7140838850698657e-156
111,-0.19999980926513672,-6.8299999237060547,2.7140838850698657e-156
112,0.099999904632568359,-6.8299999237060547,2.7140838850698657e-156
113,0.40000009536743164,-6.8299999237060547,2.7140838850698657e-156
114,0.69999980926513672,-6.8299999237060547,2.7140838850698657e-156
117,-7.1000003814697266,-6.5300002098083496,2.7140838850698657e-156
118,-6.8000001907348633,-6.5300002098083496,2.7140838850698657e-156
119,-6.5,-6.5300002098083496,2.7140838850698657e-156
120,-6.2000002861022949,-6.5300002098083496,2.7140838850698657e-156
121,-5.9000000953674316,-6.5300002098083496,2.7140838850698657e-156
122,-5.6000003814697266,-6.5300002098083496,2.7140838850698657e-156
123,-5.3000001907348633,-6.5300002098083496,2.7140838850698657e-156
124,-5,-6.5300002098083496,2.7140838850698657e-156
127,-4.1000003814697266,-6.5300002098083496,2.7140838850698657e-156
128,-3.7999999523162842,-6.5300002098083496,2.7140838850698657e-156
129,-3.5,-6.5300002098083496,2.7140838850698657e-156
