run_id,git_commit,method,environment_id,scenario_id,dataset,config_id,source_config,wind_config,sensor_config,start_config,seed,replay_id,flight_height_m,time_budget_s,path_budget_m,termination_reason,gsl_result_code,gsl_action_status,declared_success,estimate_type,final_estimate_x,final_estimate_y,ground_truth_x,ground_truth_y,endpoint_x,endpoint_y,min_distance_m,search_time_s,path_length_m,avg_speed_ms,max_speed_ms,diagnostics,parameter_manifest_sha256,scenario_manifest_sha256,code_manifest_sha256,gas_trace_sha256,wind_trace_sha256,trajectory_sha256,run_dir,final_error_m,localized_success_2m,timeout
CTPI_H01_S12_M1M2R_20260908T121950Z,unknown,CTPI_G2_M1_M2,VGR_House01,H01_cfg_2_4_1_fast,VGR_House01,"2,4-1_fast",official_gaden_source,official_gaden_wind,fopdt_tau1p2_dead0p4_noise0,frozen_native_start,12,VGR_House01_H01_cfg_2_4_1_fast_s12,0.3,240.0,-1.0,time_budget_timeout,runner_time_budget_timeout,timeout,False,terminal_pose,-5.600000381469727,1.869999885559082,-0.4,-2.9,-5.600000381469727,1.869999885559082,2.9992332353453275,273.5891225337982,16.261107892016355,0.05943623687015377,1.6729058616595713,{},44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,a125003f9f9e1b49c6eff7a02cdc645f094601e396c388cc00b935c036f18578,3f5124b04a389434efef4379f121e3182d67d420f4a598d6b7cf6063b87eda77,3a1f7eccbfb463187cc66936189f8a8ebcdaf5d53d6e18e4709fd608734d7885,a125003f9f9e1b49c6eff7a02cdc645f094601e396c388cc00b935c036f18578,/mnt/hgfs/workspace/CSTAR_CER_RATIO_MEMBERCTX_H01_SEED12_20260908/H01_seed12_M1M2R,7.056408638643241,False,True
