mode,candidate_id,source_sample,replica,source_x,source_y,score
persistent,quadtree_23_3_1_2,3,6,-0.639576077461242675781,-6.55437564849853515625,0.676594677448546886079
persistent,quadtree_23_3_1_2,3,7,-0.639576077461242675781,-6.55437564849853515625,0.703458232046146108511
persistent,quadtree_23_3_1_2,4,0,-0.355566710233688354492,-6.91342115402221679688,0.696371371892149659886
persistent,quadtree_23_3_1_2,4,1,-0.355566710233688354492,-6.91342115402221679688,0.659926359116027314955
persistent,quadtree_23_3_1_2,4,2,-0.355566710233688354492,-6.91342115402221679688,0.709355495290724938817
persistent,quadtree_23_3_1_2,4,3,-0.355566710233688354492,-6.91342115402221679688,0.716403126085257556182
persistent,quadtree_23_3_1_2,4,4,-0.355566710233688354492,-6.91342115402221679688,0.681245366381004781526
persistent,quadtree_23_3_1_2,4,5,-0.355566710233688354492,-6.91342115402221679688,0.716873256916835200356
persistent,quadtree_23_3_1_2,4,6,-0.355566710233688354492,-6.91342115402221679688,0.710663156473415507817
persistent,quadtree_23_3_1_2,4,7,-0.355566710233688354492,-6.91342115402221679688,0.71457012193009251537
persistent,quadtree_23_3_1_2,5,0,-0.376290380954742431641,-6.96330690383911132812,0.637065346719932152969
persistent,quadtree_23_3_1_2,5,1,-0.376290380954742431641,-6.96330690383911132812,0.672445894925841916384
persistent,quadtree_23_3_1_2,5,2,-0.376290380954742431641,-6.96330690383911132812,0.715306848196491195443
persistent,quadtree_23_3_1_2,5,3,-0.376290380954742431641,-6.96330690383911132812,0.716719724951272388694
persistent,quadtree_23_3_1_2,5,4,-0.376290380954742431641,-6.96330690383911132812,0.704509454560995270281
persistent,quadtree_23_3_1_2,5,5,-0.376290380954742431641,-6.96330690383911132812,0.710602956810784395743
persistent,quadtree_23_3_1_2,5,6,-0.376290380954742431641,-6.96330690383911132812,0.718061462947871979759
persistent,quadtree_23_3_1_2,5,7,-0.376290380954742431641,-6.96330690383911132812,0.70673380960608368751
persistent,quadtree_23_3_1_2,6,0,-0.473704516887664794922,-6.849720001220703125,0.652871280370193613569
persistent,quadtree_23_3_1_2,6,1,-0.473704516887664794922,-6.849720001220703125,0.680668127622755437741
persistent,quadtree_23_3_1_2,6,2,-0.473704516887664794922,-6.849720001220703125,0.71772922764955747677
persistent,quadtree_23_3_1_2,6,3,-0.473704516887664794922,-6.849720001220703125,0.711155696039570153072
persistent,quadtree_23_3_1_2,6,4,-0.473704516887664794922,-6.849720001220703125,0.677740861001198806237
persistent,quadtree_23_3_1_2,6,5,-0.473704516887664794922,-6.849720001220703125,0.649900934332505519973
persistent,quadtree_23_3_1_2,6,6,-0.473704516887664794922,-6.849720001220703125,0.707270124197629980228
persistent,quadtree_23_3_1_2,6,7,-0.473704516887664794922,-6.849720001220703125,0.715536661545167805749
persistent,quadtree_23_3_1_2,7,0,-0.467770189046859741211,-6.40495967864990234375,0.667298747983072538398
persistent,quadtree_23_3_1_2,7,1,-0.467770189046859741211,-6.40495967864990234375,0.70579129994222759495
persistent,quadtree_23_3_1_2,7,2,-0.467770189046859741211,-6.40495967864990234375,0.701622270068995283689
persistent,quadtree_23_3_1_2,7,3,-0.467770189046859741211,-6.40495967864990234375,0.707580487312301867526
persistent,quadtree_23_3_1_2,7,4,-0.467770189046859741211,-6.40495967864990234375,0.648497234055586424712
persistent,quadtree_23_3_1_2,7,5,-0.467770189046859741211,-6.40495967864990234375,0.682196294947829356677
persistent,quadtree_23_3_1_2,7,6,-0.467770189046859741211,-6.40495967864990234375,0.707302268847502823928
persistent,quadtree_23_3_1_2,7,7,-0.467770189046859741211,-6.40495967864990234375,0.681827471832491078304
resampled,quadtree_21_4_2_1,-1,0,nan,nan,0.652468835420720623907
fixed_center,quadtree_21_4_2_1,-1,0,-0.949999928474426269531,-6.5300000607967376709,0.663343491485010509023
resampled,quadtree_21_4_2_1,-1,1,nan,nan,0.534334164632442828004
fixed_center,quadtree_21_4_2_1,-1,1,-0.949999928474426269531,-6.5300000607967376709,0.647687543363584438229
resampled,quadtree_21_4_2_1,-1,2,nan,nan,0.608111536940654914634
fixed_center,quadtree_21_4_2_1,-1,2,-0.949999928474426269531,-6.5300000607967376709,0.639946448335851784299
resampled,quadtree_21_4_2_1,-1,3,nan,nan,0.685128074231061825106
fixed_center,quadtree_21_4_2_1,-1,3,-0.949999928474426269531,-6.5300000607967376709,0.682628620071932585732
resampled,quadtree_21_4_2_1,-1,4,nan,nan,0.611693221617087397812
fixed_center,quadtree_21_4_2_1,-1,4,-0.949999928474426269531,-6.5300000607967376709,0.596796493431548956453
resampled,quadtree_21_4_2_1,-1,5,nan,nan,0.591096980132735730481
fixed_center,quadtree_21_4_2_1,-1,5,-0.949999928474426269531,-6.5300000607967376709,0.608573896884632929173
resampled,quadtree_21_4_2_1,-1,6,nan,nan,0.7139271125835521112
fixed_center,quadtree_21_4_2_1,-1,6,-0.949999928474426269531,-6.5300000607967376709,0.70867792108098703706
resampled,quadtree_21_4_2_1,-1,7,nan,nan,0.681386602883715598118
fixed_center,quadtree_21_4_2_1,-1,7,-0.949999928474426269531,-6.5300000607967376709,0.664395519666035711383
persistent,quadtree_21_4_2_1,0,0,-1.08935046195983886719,-6.57310628890991210938,0.637134273081884768062
persistent,quadtree_21_4_2_1,0,1,-1.08935046195983886719,-6.57310628890991210938,0.638135759108703736224
persistent,quadtree_21_4_2_1,0,2,-1.08935046195983886719,-6.57310628890991210938,0.67778623420790643948
persistent,quadtree_21_4_2_1,0,3,-1.08935046195983886719,-6.57310628890991210938,0.648250619473943208177
persistent,quadtree_21_4_2_1,0,4,-1.08935046195983886719,-6.57310628890991210938,0.615511613641491378752
persistent,quadtree_21_4_2_1,0,5,-1.08935046195983886719,-6.57310628890991210938,0.623870384580540904621
persistent,quadtree_21_4_2_1,0,6,-1.08935046195983886719,-6.57310628890991210938,0.677276733842511208673
persistent,quadtree_21_4_2_1,0,7,-1.08935046195983886719,-6.57310628890991210938,0.683851293031715933588
persistent,quadtree_21_4_2_1,1,0,-1.060672760009765625,-6.39703321456909179688,0.640890142612241561543
persistent,quadtree_21_4_2_1,1,1,-1.060672760009765625,-6.39703321456909179688,0.568663076197740198806
persistent,quadtree_21_4_2_1,1,2,-1.060672760009765625,-6.39703321456909179688,0.66439199333914227371
persistent,quadtree_21_4_2_1,1,3,-1.060672760009765625,-6.39703321456909179688,0.644484951618269880037
persistent,quadtree_21_4_2_1,1,4,-1.060672760009765625,-6.39703321456909179688,0.621867188960988315877
persistent,quadtree_21_4_2_1,1,5,-1.060672760009765625,-6.39703321456909179688,0.566630981114085224056
persistent,quadtree_21_4_2_1,1,6,-1.060672760009765625,-6.39703321456909179688,0.676546249059451772808
persistent,quadtree_21_4_2_1,1,7,-1.060672760009765625,-6.39703321456909179688,0.639004693880534354331
persistent,quadtree_21_4_2_1,2,0,-0.673240780830383300781,-6.60799837112426757812,0.679249324611144816638
persistent,quadtree_21_4_2_1,2,1,-0.673240780830383300781,-6.60799837112426757812,0.604316604936898790215
persistent,quadtree_21_4_2_1,2,2,-0.673240780830383300781,-6.60799837112426757812,0.666652019723490235311
persistent,quadtree_21_4_2_1,2,3,-0.673240780830383300781,-6.60799837112426757812,0.717187212279674248265
persistent,quadtree_21_4_2_1,2,4,-0.673240780830383300781,-6.60799837112426757812,0.63867955843174298487
persistent,quadtree_21_4_2_1,2,5,-0.673240780830383300781,-6.60799837112426757812,0.628223579169470996606
persistent,quadtree_21_4_2_1,2,6,-0.673240780830383300781,-6.60799837112426757812,0.691411703355920908838
persistent,quadtree_21_4_2_1,2,7,-0.673240780830383300781,-6.60799837112426757812,0.669347745190857117484
persistent,quadtree_21_4_2_1,3,0,-1.22915196418762207031,-6.4671878814697265625,0.678167043627988877031
persistent,quadtree_21_4_2_1,3,1,-1.22915196418762207031,-6.4671878814697265625,0.641149251720766838187
persistent,quadtree_21_4_2_1,3,2,-1.22915196418762207031,-6.4671878814697265625,0.718029380292124104316
persistent,quadtree_21_4_2_1,3,3,-1.22915196418762207031,-6.4671878814697265625,0.696643461964092257116
persistent,quadtree_21_4_2_1,3,4,-1.22915196418762207031,-6.4671878814697265625,0.655234574651393450635
persistent,quadtree_21_4_2_1,3,5,-1.22915196418762207031,-6.4671878814697265625,0.551488808518244974987
persistent,quadtree_21_4_2_1,3,6,-1.22915196418762207031,-6.4671878814697265625,0.696542918046524500068
persistent,quadtree_21_4_2_1,3,7,-1.22915196418762207031,-6.4671878814697265625,0.619855063670276760872
persistent,quadtree_21_4_2_1,4,0,-0.661133646965026855469,-6.64671087265014648438,0.680966158030675898787
persistent,quadtree_21_4_2_1,4,1,-0.661133646965026855469,-6.64671087265014648438,0.615803840064616889107
persistent,quadtree_21_4_2_1,4,2,-0.661133646965026855469,-6.64671087265014648438,0.712180379215627249953
persistent,quadtree_21_4_2_1,4,3,-0.661133646965026855469,-6.64671087265014648438,0.717696430765920720797
persistent,quadtree_21_4_2_1,4,4,-0.661133646965026855469,-6.64671087265014648438,0.618492079594447039111
persistent,quadtree_21_4_2_1,4,5,-0.661133646965026855469,-6.64671087265014648438,0.698941656268256317035
persistent,quadtree_21_4_2_1,4,6,-0.661133646965026855469,-6.64671087265014648438,0.71558314960989934751
persistent,quadtree_21_4_2_1,4,7,-0.661133646965026855469,-6.64671087265014648438,0.69296165284448377051
persistent,quadtree_21_4_2_1,5,0,-0.702580988407135009766,-6.67165374755859375,0.637260907164812319154
persistent,quadtree_21_4_2_1,5,1,-0.702580988407135009766,-6.67165374755859375,0.652770322857754449724
persistent,quadtree_21_4_2_1,5,2,-0.702580988407135009766,-6.67165374755859375,0.718534374735438366823
persistent,quadtree_21_4_2_1,5,3,-0.702580988407135009766,-6.67165374755859375,0.718818261996075169736
persistent,quadtree_21_4_2_1,5,4,-0.702580988407135009766,-6.67165374755859375,0.705070908139836752466
persistent,quadtree_21_4_2_1,5,5,-0.702580988407135009766,-6.67165374755859375,0.674664194099209128808
persistent,quadtree_21_4_2_1,5,6,-0.702580988407135009766,-6.67165374755859375,0.708789652591824248463
persistent,quadtree_21_4_2_1,5,7,-0.702580988407135009766,-6.67165374755859375,0.709603501266862948089
persistent,quadtree_21_4_2_1,6,0,-0.897409141063690185547,-6.61486005783081054688,0.635351541438158405248
persistent,quadtree_21_4_2_1,6,1,-0.897409141063690185547,-6.61486005783081054688,0.605348580096701204001
persistent,quadtree_21_4_2_1,6,2,-0.897409141063690185547,-6.61486005783081054688,0.633823401982477918062
persistent,quadtree_21_4_2_1,6,3,-0.897409141063690185547,-6.61486005783081054688,0.721671398532741313646
persistent,quadtree_21_4_2_1,6,4,-0.897409141063690185547,-6.61486005783081054688,0.590418760387569573371
persistent,quadtree_21_4_2_1,6,5,-0.897409141063690185547,-6.61486005783081054688,0.622938508909596033746
persistent,quadtree_21_4_2_1,6,6,-0.897409141063690185547,-6.61486005783081054688,0.698246665420553341039
persistent,quadtree_21_4_2_1,6,7,-0.897409141063690185547,-6.61486005783081054688,0.69282572971443177781
persistent,quadtree_21_4_2_1,7,0,-0.885540485382080078125,-6.39247989654541015625,0.646718973697591831881
persistent,quadtree_21_4_2_1,7,1,-0.885540485382080078125,-6.39247989654541015625,0.614603940085067768052
persistent,quadtree_21_4_2_1,7,2,-0.885540485382080078125,-6.39247989654541015625,0.67621124291974918347
persistent,quadtree_21_4_2_1,7,3,-0.885540485382080078125,-6.39247989654541015625,0.69814725706217213157
persistent,quadtree_21_4_2_1,7,4,-0.885540485382080078125,-6.39247989654541015625,0.65589637266337942888
persistent,quadtree_21_4_2_1,7,5,-0.885540485382080078125,-6.39247989654541015625,0.652433988091906015485
persistent,quadtree_21_4_2_1,7,6,-0.885540485382080078125,-6.39247989654541015625,0.646853834017565385711
persistent,quadtree_21_4_2_1,7,7,-0.885540485382080078125,-6.39247989654541015625,0.673928223833437889737
resampled,quadtree_20_3_1_2,-1,0,nan,nan,0.670001181532156259667
fixed_center,quadtree_20_3_1_2,-1,0,-1.39999994635581970215,-6.68000006675720214844,0.636027312845898153766
resampled,quadtree_20_3_1_2,-1,1,nan,nan,0.638924015734033469459
fixed_center,quadtree_20_3_1_2,-1,1,-1.39999994635581970215,-6.68000006675720214844,0.646685192220662327005
resampled,quadtree_20_3_1_2,-1,2,nan,nan,0.693315453585961924215
fixed_center,quadtree_20_3_1_2,-1,2,-1.39999994635581970215,-6.68000006675720214844,0.692026626576881439331
resampled,quadtree_20_3_1_2,-1,3,nan,nan,0.677130891694561100748
fixed_center,quadtree_20_3_1_2,-1,3,-1.39999994635581970215,-6.68000006675720214844,0.686745995397765820957
resampled,quadtree_20_3_1_2,-1,4,nan,nan,0.638876628906537425974
fixed_center,quadtree_20_3_1_2,-1,4,-1.39999994635581970215,-6.68000006675720214844,0.616018556531892878868
resampled,quadtree_20_3_1_2,-1,5,nan,nan,0.683797325313018564195
fixed_center,quadtree_20_3_1_2,-1,5,-1.39999994635581970215,-6.68000006675720214844,0.639356158246697616322
resampled,quadtree_20_3_1_2,-1,6,nan,nan,0.673026808021772410468
fixed_center,quadtree_20_3_1_2,-1,6,-1.39999994635581970215,-6.68000006675720214844,0.659519111666328990953
resampled,quadtree_20_3_1_2,-1,7,nan,nan,0.648188733384880054424
fixed_center,quadtree_20_3_1_2,-1,7,-1.39999994635581970215,-6.68000006675720214844,0.657730476494671036872
persistent,quadtree_20_3_1_2,0,0,-1.46967542171478271484,-6.76621198654174804688,0.658485171352947577295
persistent,quadtree_20_3_1_2,0,1,-1.46967542171478271484,-6.76621198654174804688,0.680124350931418003726
persistent,quadtree_20_3_1_2,0,2,-1.46967542171478271484,-6.76621198654174804688,0.675633185232335406922
persistent,quadtree_20_3_1_2,0,3,-1.46967542171478271484,-6.76621198654174804688,0.647950724590409047048
persistent,quadtree_20_3_1_2,0,4,-1.46967542171478271484,-6.76621198654174804688,0.59191088984400864212
persistent,quadtree_20_3_1_2,0,5,-1.46967542171478271484,-6.76621198654174804688,0.670208010722692290693
persistent,quadtree_20_3_1_2,0,6,-1.46967542171478271484,-6.76621198654174804688,0.670954716934668894907
persistent,quadtree_20_3_1_2,0,7,-1.46967542171478271484,-6.76621198654174804688,0.64758831507017622413
persistent,quadtree_20_3_1_2,1,0,-1.45533657073974609375,-6.41406679153442382812,0.672101200947391173564
persistent,quadtree_20_3_1_2,1,1,-1.45533657073974609375,-6.41406679153442382812,0.602933183889151640697
persistent,quadtree_20_3_1_2,1,2,-1.45533657073974609375,-6.41406679153442382812,0.679010024412640738646
persistent,quadtree_20_3_1_2,1,3,-1.45533657073974609375,-6.41406679153442382812,0.607850326353413989474
persistent,quadtree_20_3_1_2,1,4,-1.45533657073974609375,-6.41406679153442382812,0.642101921107871269931
persistent,quadtree_20_3_1_2,1,5,-1.45533657073974609375,-6.41406679153442382812,0.547513899677903347399
persistent,quadtree_20_3_1_2,1,6,-1.45533657073974609375,-6.41406679153442382812,0.647443244844579531309
persistent,quadtree_20_3_1_2,1,7,-1.45533657073974609375,-6.41406679153442382812,0.674865392517395196268
persistent,quadtree_20_3_1_2,2,0,-1.26162040233612060547,-6.83599615097045898438,0.69923300234890789712
persistent,quadtree_20_3_1_2,2,1,-1.26162040233612060547,-6.83599615097045898438,0.702246126440453869854
persistent,quadtree_20_3_1_2,2,2,-1.26162040233612060547,-6.83599615097045898438,0.693002822567341947118
persistent,quadtree_20_3_1_2,2,3,-1.26162040233612060547,-6.83599615097045898438,0.675483231845905031832
persistent,quadtree_20_3_1_2,2,4,-1.26162040233612060547,-6.83599615097045898438,0.662797748109311712396
persistent,quadtree_20_3_1_2,2,5,-1.26162040233612060547,-6.83599615097045898438,0.697160458615307326706
persistent,quadtree_20_3_1_2,2,6,-1.26162040233612060547,-6.83599615097045898438,0.720011110015708122485
persistent,quadtree_20_3_1_2,2,7,-1.26162040233612060547,-6.83599615097045898438,0.672349458783185902338
persistent,quadtree_20_3_1_2,3,0,-1.53957617282867431641,-6.55437564849853515625,0.689376677409881990426
persistent,quadtree_20_3_1_2,3,1,-1.53957617282867431641,-6.55437564849853515625,0.652761386881781493564
persistent,quadtree_20_3_1_2,3,2,-1.53957617282867431641,-6.55437564849853515625,0.681211641464794672438
persistent,quadtree_20_3_1_2,3,3,-1.53957617282867431641,-6.55437564849853515625,0.673613976893196567911
persistent,quadtree_20_3_1_2,3,4,-1.53957617282867431641,-6.55437564849853515625,0.600418308620241267216
persistent,quadtree_20_3_1_2,3,5,-1.53957617282867431641,-6.55437564849853515625,0.598827974865516534655
persistent,quadtree_20_3_1_2,3,6,-1.53957617282867431641,-6.55437564849853515625,0.659590154037657065743
persistent,quadtree_20_3_1_2,3,7,-1.53957617282867431641,-6.55437564849853515625,0.668725022871457204521
persistent,quadtree_20_3_1_2,4,0,-1.25556683540344238281,-6.91342115402221679688,0.701555692692759510403
persistent,quadtree_20_3_1_2,4,1,-1.25556683540344238281,-6.91342115402221679688,0.650713401895268465035
persistent,quadtree_20_3_1_2,4,2,-1.25556683540344238281,-6.91342115402221679688,0.698678345696372410433
persistent,quadtree_20_3_1_2,4,3,-1.25556683540344238281,-6.91342115402221679688,0.638565652623026802171
persistent,quadtree_20_3_1_2,4,4,-1.25556683540344238281,-6.91342115402221679688,0.671585581709688068225
persistent,quadtree_20_3_1_2,4,5,-1.25556683540344238281,-6.91342115402221679688,0.697599373332416448023
persistent,quadtree_20_3_1_2,4,6,-1.25556683540344238281,-6.91342115402221679688,0.672422330154847931142
persistent,quadtree_20_3_1_2,4,7,-1.25556683540344238281,-6.91342115402221679688,0.677308107695036947275
persistent,quadtree_20_3_1_2,5,0,-1.27629041671752929688,-6.96330690383911132812,0.710139354784002071747
persistent,quadtree_20_3_1_2,5,1,-1.27629041671752929688,-6.96330690383911132812,0.657571394686384946371
persistent,quadtree_20_3_1_2,5,2,-1.27629041671752929688,-6.96330690383911132812,0.696622585549952234038
persistent,quadtree_20_3_1_2,5,3,-1.27629041671752929688,-6.96330690383911132812,0.644903879844621307383
persistent,quadtree_20_3_1_2,5,4,-1.27629041671752929688,-6.96330690383911132812,0.701698213358559201103
persistent,quadtree_20_3_1_2,5,5,-1.27629041671752929688,-6.96330690383911132812,0.662491571039948326722
persistent,quadtree_20_3_1_2,5,6,-1.27629041671752929688,-6.96330690383911132812,0.71347078684593395276
persistent,quadtree_20_3_1_2,5,7,-1.27629041671752929688,-6.96330690383911132812,0.716855587582613272828
persistent,quadtree_20_3_1_2,6,0,-1.37370467185974121094,-6.849720001220703125,0.677529094612831309162
persistent,quadtree_20_3_1_2,6,1,-1.37370467185974121094,-6.849720001220703125,0.688884880879775589844
persistent,quadtree_20_3_1_2,6,2,-1.37370467185974121094,-6.849720001220703125,0.712728544414293633028
persistent,quadtree_20_3_1_2,6,3,-1.37370467185974121094,-6.849720001220703125,0.669212845038890586789
persistent,quadtree_20_3_1_2,6,4,-1.37370467185974121094,-6.849720001220703125,0.680540672803691113304
persistent,quadtree_20_3_1_2,6,5,-1.37370467185974121094,-6.849720001220703125,0.628083284788174254424
persistent,quadtree_20_3_1_2,6,6,-1.37370467185974121094,-6.849720001220703125,0.65103684032073511355
persistent,quadtree_20_3_1_2,6,7,-1.37370467185974121094,-6.849720001220703125,0.71402496707980393553
persistent,quadtree_20_3_1_2,7,0,-1.36777031421661376953,-6.40495967864990234375,0.651586785599570405517
persistent,quadtree_20_3_1_2,7,1,-1.36777031421661376953,-6.40495967864990234375,0.555403246364289667294
persistent,quadtree_20_3_1_2,7,2,-1.36777031421661376953,-6.40495967864990234375,0.648203932776516698899
persistent,quadtree_20_3_1_2,7,3,-1.36777031421661376953,-6.40495967864990234375,0.572412163841397023003
persistent,quadtree_20_3_1_2,7,4,-1.36777031421661376953,-6.40495967864990234375,0.584165545661141724784
persistent,quadtree_20_3_1_2,7,5,-1.36777031421661376953,-6.40495967864990234375,0.538036899716194814709
persistent,quadtree_20_3_1_2,7,6,-1.36777031421661376953,-6.40495967864990234375,0.709337064590326963362
persistent,quadtree_20_3_1_2,7,7,-1.36777031421661376953,-6.40495967864990234375,0.64686901392721151533
resampled,quadtree_16_2_1_2,-1,0,nan,nan,0.70970304716995228359
fixed_center,quadtree_16_2_1_2,-1,0,-2.59999999403953552246,-6.98000007867813110352,0.70970585384390855795
resampled,quadtree_16_2_1_2,-1,1,nan,nan,0.709688983445682587854
fixed_center,quadtree_16_2_1_2,-1,1,-2.59999999403953552246,-6.98000007867813110352,0.709676729482434443745
resampled,quadtree_16_2_1_2,-1,2,nan,nan,0.709674942977501903047
fixed_center,quadtree_16_2_1_2,-1,2,-2.59999999403953552246,-6.98000007867813110352,0.709656800632159401581
resampled,quadtree_16_2_1_2,-1,3,nan,nan,0.709697516852515606918
fixed_center,quadtree_16_2_1_2,-1,3,-2.59999999403953552246,-6.98000007867813110352,0.709691290853952802802
resampled,quadtree_16_2_1_2,-1,4,nan,nan,0.709653899394332844815
fixed_center,quadtree_16_2_1_2,-1,4,-2.59999999403953552246,-6.98000007867813110352,0.709640135862012934743
resampled,quadtree_16_2_1_2,-1,5,nan,nan,0.709676568611278541366
fixed_center,quadtree_16_2_1_2,-1,5,-2.59999999403953552246,-6.98000007867813110352,0.709653063462363368314
resampled,quadtree_16_2_1_2,-1,6,nan,nan,0.709652650282267787236
fixed_center,quadtree_16_2_1_2,-1,6,-2.59999999403953552246,-6.98000007867813110352,0.709627548666504066378
resampled,quadtree_16_2_1_2,-1,7,nan,nan,0.709651174701442704089
fixed_center,quadtree_16_2_1_2,-1,7,-2.59999999403953552246,-6.98000007867813110352,0.709618295718550778667
persistent,quadtree_16_2_1_2,0,0,-2.66967511177062988281,-7.06621217727661132812,0.709674536132763792806
persistent,quadtree_16_2_1_2,0,1,-2.66967511177062988281,-7.06621217727661132812,0.709677009578038897315
persistent,quadtree_16_2_1_2,0,2,-2.66967511177062988281,-7.06621217727661132812,0.709688811198173321898
persistent,quadtree_16_2_1_2,0,3,-2.66967511177062988281,-7.06621217727661132812,0.709672400067156661783
persistent,quadtree_16_2_1_2,0,4,-2.66967511177062988281,-7.06621217727661132812,0.709629236062351441384
persistent,quadtree_16_2_1_2,0,5,-2.66967511177062988281,-7.06621217727661132812,0.709651975846888966037
persistent,quadtree_16_2_1_2,0,6,-2.66967511177062988281,-7.06621217727661132812,0.709686795900991608673
persistent,quadtree_16_2_1_2,0,7,-2.66967511177062988281,-7.06621217727661132812,0.709627236811341621596
persistent,quadtree_16_2_1_2,1,0,-2.6553363800048828125,-6.71406698226928710938,0.709721541012898776051
persistent,quadtree_16_2_1_2,1,1,-2.6553363800048828125,-6.71406698226928710938,0.709723178566209098007
persistent,quadtree_16_2_1_2,1,2,-2.6553363800048828125,-6.71406698226928710938,0.709674062491041004433
persistent,quadtree_16_2_1_2,1,3,-2.6553363800048828125,-6.71406698226928710938,0.709727279537572251756
persistent,quadtree_16_2_1_2,1,4,-2.6553363800048828125,-6.71406698226928710938,0.709654780519171832101
persistent,quadtree_16_2_1_2,1,5,-2.6553363800048828125,-6.71406698226928710938,0.709671500938601387874
persistent,quadtree_16_2_1_2,1,6,-2.6553363800048828125,-6.71406698226928710938,0.709688398706646451062
persistent,quadtree_16_2_1_2,1,7,-2.6553363800048828125,-6.71406698226928710938,0.709637088914548665826
persistent,quadtree_16_2_1_2,2,0,-2.46162009239196777344,-7.13599634170532226562,0.709672512450979238831
persistent,quadtree_16_2_1_2,2,1,-2.46162009239196777344,-7.13599634170532226562,0.709683714424666790984
persistent,quadtree_16_2_1_2,2,2,-2.46162009239196777344,-7.13599634170532226562,0.709666412328998042868
persistent,quadtree_16_2_1_2,2,3,-2.46162009239196777344,-7.13599634170532226562,0.70966580787317255915
persistent,quadtree_16_2_1_2,2,4,-2.46162009239196777344,-7.13599634170532226562,0.709642175082441533794
persistent,quadtree_16_2_1_2,2,5,-2.46162009239196777344,-7.13599634170532226562,0.709650052184893239651
persistent,quadtree_16_2_1_2,2,6,-2.46162009239196777344,-7.13599634170532226562,0.709703760011760495313
persistent,quadtree_16_2_1_2,2,7,-2.46162009239196777344,-7.13599634170532226562,0.709622749153145344209
persistent,quadtree_16_2_1_2,3,0,-2.73957586288452148438,-6.8543758392333984375,0.709730066110082603609
persistent,quadtree_16_2_1_2,3,1,-2.73957586288452148438,-6.8543758392333984375,0.709691212666585182216
persistent,quadtree_16_2_1_2,3,2,-2.73957586288452148438,-6.8543758392333984375,0.709652998196824917826
persistent,quadtree_16_2_1_2,3,3,-2.73957586288452148438,-6.8543758392333984375,0.709709347151830948798
persistent,quadtree_16_2_1_2,3,4,-2.73957586288452148438,-6.8543758392333984375,0.709672945220735242099
persistent,quadtree_16_2_1_2,3,5,-2.73957586288452148438,-6.8543758392333984375,0.709687802219896253996
persistent,quadtree_16_2_1_2,3,6,-2.73957586288452148438,-6.8543758392333984375,0.709655163590806044023
persistent,quadtree_16_2_1_2,3,7,-2.73957586288452148438,-6.8543758392333984375,0.709635896948953474352
persistent,quadtree_16_2_1_2,4,0,-2.45556664466857910156,-7.21342134475708007812,0.709652844490479616923
persistent,quadtree_16_2_1_2,4,1,-2.45556664466857910156,-7.21342134475708007812,0.709711668129076618647
persistent,quadtree_16_2_1_2,4,2,-2.45556664466857910156,-7.21342134475708007812,0.709657599700110667455
persistent,quadtree_16_2_1_2,4,3,-2.45556664466857910156,-7.21342134475708007812,0.709695192646901272548
persistent,quadtree_16_2_1_2,4,4,-2.45556664466857910156,-7.21342134475708007812,0.709619273574967020831
persistent,quadtree_16_2_1_2,4,5,-2.45556664466857910156,-7.21342134475708007812,0.709661441080215711066
persistent,quadtree_16_2_1_2,4,6,-2.45556664466857910156,-7.21342134475708007812,0.70964851670070515946
persistent,quadtree_16_2_1_2,4,7,-2.45556664466857910156,-7.21342134475708007812,0.70964822455357241506
persistent,quadtree_16_2_1_2,5,0,-2.47629022598266601562,-7.26330709457397460938,0.709684489801126438516
persistent,quadtree_16_2_1_2,5,1,-2.47629022598266601562,-7.26330709457397460938,0.709662698875521164347
persistent,quadtree_16_2_1_2,5,2,-2.47629022598266601562,-7.26330709457397460938,0.709702465517626327818
persistent,quadtree_16_2_1_2,5,3,-2.47629022598266601562,-7.26330709457397460938,0.709673732938781620942
persistent,quadtree_16_2_1_2,5,4,-2.47629022598266601562,-7.26330709457397460938,0.7096249696502158166
persistent,quadtree_16_2_1_2,5,5,-2.47629022598266601562,-7.26330709457397460938,0.709651365823373495533
persistent,quadtree_16_2_1_2,5,6,-2.47629022598266601562,-7.26330709457397460938,0.7096846405733282443
persistent,quadtree_16_2_1_2,5,7,-2.47629022598266601562,-7.26330709457397460938,0.709643903395441407313
persistent,quadtree_16_2_1_2,6,0,-2.57370448112487792969,-7.14972019195556640625,0.709694449778595256781
persistent,quadtree_16_2_1_2,6,1,-2.57370448112487792969,-7.14972019195556640625,0.709673054923901992764
persistent,quadtree_16_2_1_2,6,2,-2.57370448112487792969,-7.14972019195556640625,0.709668659445916927633
persistent,quadtree_16_2_1_2,6,3,-2.57370448112487792969,-7.14972019195556640625,0.709669387294778958493
persistent,quadtree_16_2_1_2,6,4,-2.57370448112487792969,-7.14972019195556640625,0.709620056110394116131
persistent,quadtree_16_2_1_2,6,5,-2.57370448112487792969,-7.14972019195556640625,0.70967264685036326934
persistent,quadtree_16_2_1_2,6,6,-2.57370448112487792969,-7.14972019195556640625,0.709661527206743209016
persistent,quadtree_16_2_1_2,6,7,-2.57370448112487792969,-7.14972019195556640625,0.709631635978336528902
persistent,quadtree_16_2_1_2,7,0,-2.5677700042724609375,-6.704959869384765625,0.709726628137746133249
persistent,quadtree_16_2_1_2,7,1,-2.5677700042724609375,-6.704959869384765625,0.709699101604503007981
persistent,quadtree_16_2_1_2,7,2,-2.5677700042724609375,-6.704959869384765625,0.709702736379299213446
