carrier_index,carrier_id,x,y,free_cells
0,quadtree_0_0_2_2,-4.9427304267883301,-7.000880241394043,1
1,quadtree_0_2_2_2,-4.9427304267883301,-6.550879955291748,2
2,quadtree_0_4_2_2,-4.9427304267883301,-5.9508800506591797,2
3,quadtree_0_6_2_2,-4.9427304267883301,-5.3508801460266113,2
4,quadtree_0_8_2_2,-4.9427304267883301,-4.9008798599243164,1
5,quadtree_0_10_2_2,-4.9427304267883301,-4.000880241394043,1
6,quadtree_0_12_2_2,-4.9427304267883301,-3.5508798360824585,2
7,quadtree_0_14_2_2,-4.9427304267883301,-2.9508798122406006,2
8,quadtree_0_16_2_2,-4.9427304267883301,-2.3508799076080322,2
9,quadtree_0_18_2_2,-4.9427304267883301,-1.9008798599243164,1
10,quadtree_0_26_2_2,-4.9427304267883301,0.64912009239196777,2
11,quadtree_0_28_2_2,-4.9427304267883301,1.2491202354431152,2
12,quadtree_0_30_2_2,-4.9427304267883301,1.8491206169128418,2
13,quadtree_0_32_2_2,-4.9427304267883301,2.449120044708252,2
14,quadtree_0_34_2_2,-4.9427304267883301,3.0491204261779785,2
15,quadtree_0_36_2_2,-4.9427304267883301,3.6491203308105469,2
16,quadtree_0_38_2_1,-4.9427304267883301,4.0991201400756836,1
17,quadtree_2_0_2_2,-4.4927301406860352,-7.000880241394043,2
18,quadtree_2_2_2_2,-4.4927301406860352,-6.550879955291748,4
19,quadtree_2_4_2_2,-4.4927301406860352,-5.9508800506591797,4
20,quadtree_2_6_2_2,-4.4927301406860352,-5.3508801460266113,4
21,quadtree_2_8_2_2,-4.4927301406860352,-4.9008798599243164,2
22,quadtree_2_10_2_2,-4.4927301406860352,-4.000880241394043,2
23,quadtree_2_12_2_2,-4.4927301406860352,-3.5508798360824585,4
24,quadtree_2_14_2_2,-4.4927301406860352,-2.9508798122406006,4
25,quadtree_2_16_2_2,-4.4927301406860352,-2.3508799076080322,4
26,quadtree_2_18_2_2,-4.4427301088968916,-1.8008797963460286,3
27,quadtree_2_20_2_2,-4.3427300453186035,-1.1508798599243164,2
28,quadtree_2_26_2_2,-4.4927301406860352,0.64912009239196777,4
29,quadtree_2_28_2_2,-4.4927301406860352,1.2491202354431152,4
30,quadtree_2_30_2_2,-4.4927301406860352,1.8491206169128418,4
31,quadtree_2_32_2_2,-4.4927301406860352,2.449120044708252,4
32,quadtree_2_34_2_2,-4.4927301406860352,3.0491204261779785,4
33,quadtree_2_36_2_2,-4.4927301406860352,3.6491203308105469,4
34,quadtree_2_38_2_1,-4.4927301406860352,4.0991201400756836,2
35,quadtree_4_0_2_2,-3.8927302360534668,-7.000880241394043,2
36,quadtree_4_2_2_2,-3.8927302360534668,-6.550879955291748,4
37,quadtree_4_4_2_2,-3.8927302360534668,-5.9508800506591797,4
38,quadtree_4_6_2_2,-3.8927302360534668,-5.3508801460266113,4
39,quadtree_4_8_2_2,-3.8927302360534668,-4.9008798599243164,2
40,quadtree_4_10_2_2,-3.8927302360534668,-4.000880241394043,2
41,quadtree_4_12_2_2,-3.8927302360534668,-3.5508798360824585,4
42,quadtree_4_14_2_2,-3.8927302360534668,-2.9508798122406006,4
43,quadtree_4_16_2_2,-3.8927302360534668,-2.3508799076080322,4
44,quadtree_4_18_2_2,-3.8927302360534668,-1.7508797645568848,4
45,quadtree_4_20_2_2,-3.8927302360534668,-1.1508798599243164,4
46,quadtree_4_26_2_2,-3.8927302360534668,0.64912009239196777,4
47,quadtree_4_28_2_2,-3.8927302360534668,1.2491202354431152,4
48,quadtree_4_30_2_2,-3.8927302360534668,1.8491206169128418,4
49,quadtree_4_32_2_2,-3.8927302360534668,2.449120044708252,4
50,quadtree_4_34_2_2,-3.8927302360534668,3.0491204261779785,4
51,quadtree_4_36_2_2,-3.8927302360534668,3.6491203308105469,4
52,quadtree_4_38_2_1,-3.8927302360534668,4.0991201400756836,2
53,quadtree_6_0_2_2,-3.2927302122116089,-7.000880241394043,2
54,quadtree_6_2_2_2,-3.2927302122116089,-6.550879955291748,4
55,quadtree_6_4_2_2,-3.2927302122116089,-5.9508800506591797,4
56,quadtree_6_6_2_2,-3.2927302122116089,-5.3508801460266113,4
57,quadtree_6_8_2_2,-3.2927302122116089,-4.9008798599243164,2
58,quadtree_6_10_2_2,-3.2927302122116089,-4.000880241394043,2
59,quadtree_6_12_2_2,-3.2927302122116089,-3.5508798360824585,4
60,quadtree_6_14_2_2,-3.2927302122116089,-2.9508798122406006,4
61,quadtree_6_16_2_2,-3.2927302122116089,-2.3508799076080322,4
62,quadtree_6_18_2_2,-3.2927302122116089,-1.7508797645568848,4
63,quadtree_6_20_2_2,-3.2927302122116089,-1.1508798599243164,4
64,quadtree_6_24_2_2,-3.2927302122116089,0.049120187759399414,4
65,quadtree_6_26_2_2,-3.2927302122116089,0.64912009239196777,4
66,quadtree_6_28_2_2,-3.2927302122116089,1.2491202354431152,4
67,quadtree_6_30_2_2,-3.2927302122116089,1.8491206169128418,4
68,quadtree_6_32_2_2,-3.2927302122116089,2.449120044708252,4
69,quadtree_6_34_2_2,-3.2927302122116089,3.0491204261779785,4
70,quadtree_6_36_2_2,-3.2927302122116089,3.6491203308105469,4
71,quadtree_6_38_2_1,-3.2927302122116089,4.0991201400756836,2
72,quadtree_8_0_2_2,-2.6927300691604614,-7.000880241394043,2
73,quadtree_8_2_2_2,-2.6927300691604614,-6.550879955291748,4
74,quadtree_8_4_2_2,-2.6927300691604614,-5.9508800506591797,4
75,quadtree_8_6_2_2,-2.6927300691604614,-5.3508801460266113,4
76,quadtree_8_8_2_2,-2.6927300691604614,-4.9008798599243164,2
77,quadtree_8_10_2_2,-2.6927300691604614,-4.000880241394043,2
78,quadtree_8_12_2_2,-2.6927300691604614,-3.5508798360824585,4
79,quadtree_8_14_2_2,-2.6927300691604614,-2.9508798122406006,4
80,quadtree_8_16_2_2,-2.6927300691604614,-2.3508799076080322,4
81,quadtree_8_18_2_2,-2.6927300691604614,-1.7508797645568848,4
82,quadtree_8_20_2_2,-2.6927300691604614,-1.1508798599243164,4
83,quadtree_8_24_2_2,-2.6927300691604614,0.049120187759399414,4
84,quadtree_8_26_2_2,-2.6927300691604614,0.64912009239196777,4
85,quadtree_8_28_2_2,-2.6927300691604614,1.2491202354431152,4
86,quadtree_8_30_2_2,-2.6927300691604614,1.8491206169128418,4
87,quadtree_8_32_2_2,-2.6927300691604614,2.449120044708252,4
88,quadtree_8_34_2_2,-2.6927300691604614,3.0491204261779785,4
89,quadtree_8_36_2_2,-2.6927300691604614,3.6491203308105469,4
90,quadtree_8_38_2_1,-2.6927300691604614,4.0991201400756836,2
91,quadtree_10_0_2_2,-2.0927301645278931,-7.000880241394043,2
92,quadtree_10_2_2_2,-2.0927301645278931,-6.550879955291748,4
93,quadtree_10_4_2_2,-2.0927301645278931,-5.9508800506591797,4
94,quadtree_10_6_2_2,-2.0927301645278931,-5.3508801460266113,4
95,quadtree_10_8_2_2,-2.0927301645278931,-4.9008798599243164,2
96,quadtree_10_10_2_2,-2.0927301645278931,-4.000880241394043,2
97,quadtree_10_12_2_2,-2.0927301645278931,-3.5508798360824585,4
98,quadtree_10_14_2_2,-2.0927301645278931,-2.9508798122406006,4
99,quadtree_10_16_2_2,-2.0927301645278931,-2.3508799076080322,4
100,quadtree_10_18_2_2,-2.0927301645278931,-1.7508797645568848,4
101,quadtree_10_20_2_2,-2.0927301645278931,-1.1508798599243164,4
102,quadtree_10_24_2_2,-2.0927301645278931,0.19912004470825195,2
103,quadtree_12_0_2_2,-1.4927300214767456,-7.000880241394043,2
104,quadtree_12_2_2_2,-1.4927300214767456,-6.550879955291748,4
105,quadtree_12_4_2_2,-1.4927300214767456,-5.9508800506591797,4
106,quadtree_12_6_2_2,-1.4927300214767456,-5.3508801460266113,4
107,quadtree_12_8_2_2,-1.5427300135294597,-4.8008797963460283,3
108,quadtree_12_10_2_2,-1.5427300135294597,-4.1008801460266113,3
109,quadtree_12_12_2_2,-1.4927300214767456,-3.5508798360824585,4
110,quadtree_12_14_2_2,-1.4927300214767456,-2.9508798122406006,4
111,quadtree_12_16_2_2,-1.4927300214767456,-2.3508799076080322,4
112,quadtree_12_18_2_2,-1.4927300214767456,-1.7508797645568848,4
113,quadtree_12_20_2_2,-1.4927300214767456,-1.1508798599243164,4
114,quadtree_12_22_2_2,-1.4927300214767456,-0.55087971687316895,4
115,quadtree_12_24_2_2,-1.4927300214767456,0.049120187759399414,4
116,quadtree_12_26_2_2,-1.4927300214767456,0.64912009239196777,4
117,quadtree_12_28_2_2,-1.4927300214767456,1.2491202354431152,4
118,quadtree_12_30_2_2,-1.4927300214767456,1.8491206169128418,4
119,quadtree_14_0_2_2,-1.0427298545837402,-7.000880241394043,1
120,quadtree_14_2_2_2,-1.0427298545837402,-6.550879955291748,2
121,quadtree_14_4_2_2,-1.0427298545837402,-5.9508800506591797,2
122,quadtree_14_6_2_2,-0.8927299976348877,-5.3508801460266113,4
123,quadtree_14_8_2_2,-0.8927299976348877,-4.9008798599243164,2
124,quadtree_14_10_2_2,-1.0427298545837402,-4.000880241394043,1
125,quadtree_14_12_2_2,-0.8927299976348877,-3.5508798360824585,4
126,quadtree_14_14_2_2,-0.8927299976348877,-2.9508798122406006,4
127,quadtree_14_16_2_2,-0.8927299976348877,-2.3508799076080322,4
128,quadtree_14_18_2_2,-0.8927299976348877,-1.9008798599243164,2
129,quadtree_14_24_2_2,-0.8927299976348877,0.19912004470825195,2
130,quadtree_14_28_2_2,-0.8927299976348877,1.3991203308105469,2
131,quadtree_14_30_2_2,-0.8927299976348877,1.8491206169128418,4
132,quadtree_14_32_2_2,-0.8927299976348877,2.449120044708252,4
133,quadtree_14_34_2_2,-0.8927299976348877,3.0491204261779785,4
134,quadtree_16_6_2_2,-0.44272994995117188,-5.3508801460266113,2
135,quadtree_16_8_2_2,-0.44272994995117188,-4.9008798599243164,1
136,quadtree_16_12_2_2,-0.29273009300231934,-3.5508798360824585,4
137,quadtree_16_14_2_2,-0.29273009300231934,-2.9508798122406006,4
138,quadtree_16_16_2_2,-0.29273009300231934,-2.3508799076080322,4
139,quadtree_16_18_2_2,-0.29273009300231934,-1.9008798599243164,2
140,quadtree_16_20_2_2,-0.29273009300231934,-1.0008797645568848,2
141,quadtree_16_22_2_2,-0.29273009300231934,-0.55087971687316895,4
142,quadtree_16_24_2_2,-0.29273009300231934,0.049120187759399414,4
143,quadtree_16_26_2_2,-0.29273009300231934,0.49912023544311523,2
144,quadtree_16_28_2_2,-0.29273009300231934,1.3991203308105469,2
145,quadtree_16_30_2_2,-0.29273009300231934,1.8491206169128418,4
146,quadtree_16_32_2_2,-0.29273009300231934,2.449120044708252,4
147,quadtree_16_34_2_2,-0.29273009300231934,3.0491204261779785,4
148,quadtree_18_10_2_2,0.45727014541625977,-4.000880241394043,1
149,quadtree_18_12_2_2,0.30727005004882812,-3.5508798360824585,4
150,quadtree_18_14_2_2,0.30727005004882812,-2.9508798122406006,4
151,quadtree_18_16_2_2,0.30727005004882812,-2.3508799076080322,4
152,quadtree_18_18_2_2,0.30727005004882812,-1.9008798599243164,2
153,quadtree_18_20_2_2,0.30727005004882812,-1.0008797645568848,2
154,quadtree_18_22_2_2,0.30727005004882812,-0.55087971687316895,4
155,quadtree_18_24_2_2,0.30727005004882812,0.049120187759399414,4
156,quadtree_18_26_2_2,0.30727005004882812,0.49912023544311523,2
