run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S12_A0_20260908T091510Z,1,SENT,PENDING,16.48,-4.1,-1.13
CTPI_H01_S12_A0_20260908T091510Z,1,RESULT,SUCCEEDED,17.3943,-4.1,-1.13
CTPI_H01_S12_A0_20260908T091510Z,2,SENT,PENDING,33.4772,-5,-0.83
CTPI_H01_S12_A0_20260908T091510Z,2,RESULT,SUCCEEDED,34.4016,-5,-0.83
CTPI_H01_S12_A0_20260908T091510Z,3,SENT,PENDING,50.456,-5.9,-0.83
CTPI_H01_S12_A0_20260908T091510Z,3,RESULT,SUCCEEDED,51.1734,-5.9,-0.83
CTPI_H01_S12_A0_20260908T091510Z,4,SENT,PENDING,67.4243,-5.9,0.37
CTPI_H01_S12_A0_20260908T091510Z,4,RESULT,SUCCEEDED,68.3923,-5.9,0.37
CTPI_H01_S12_A0_20260908T091510Z,5,SENT,PENDING,84.4627,-6.5,0.37
CTPI_H01_S12_A0_20260908T091510Z,5,RESULT,SUCCEEDED,84.9744,-6.5,0.37
CTPI_H01_S12_A0_20260908T091510Z,6,SENT,PENDING,100.953,-5.9,1.57
CTPI_H01_S12_A0_20260908T091510Z,6,RESULT,SUCCEEDED,102.165,-5.9,1.57
CTPI_H01_S12_A0_20260908T091510Z,7,SENT,PENDING,118.511,-5.6,2.47
CTPI_H01_S12_A0_20260908T091510Z,7,RESULT,SUCCEEDED,119.378,-5.6,2.47
CTPI_H01_S12_A0_20260908T091510Z,8,SENT,PENDING,135.355,-6.2,2.77
CTPI_H01_S12_A0_20260908T091510Z,8,RESULT,SUCCEEDED,135.962,-6.2,2.77
CTPI_H01_S12_A0_20260908T091510Z,9,SENT,PENDING,152.365,-5.9,2.17
CTPI_H01_S12_A0_20260908T091510Z,9,RESULT,SUCCEEDED,152.955,-5.9,2.17
CTPI_H01_S12_A0_20260908T091510Z,10,SENT,PENDING,169.272,-6.5,-0.53
CTPI_H01_S12_A0_20260908T091510Z,10,RESULT,SUCCEEDED,171.37,-6.5,-0.53
CTPI_H01_S12_A0_20260908T091510Z,11,SENT,PENDING,187.461,-5.9,-0.23
CTPI_H01_S12_A0_20260908T091510Z,11,RESULT,SUCCEEDED,187.971,-5.9,-0.23
CTPI_H01_S12_A0_20260908T091510Z,12,SENT,PENDING,204.153,-5.3,0.0700002
CTPI_H01_S12_A0_20260908T091510Z,12,RESULT,SUCCEEDED,204.815,-5.3,0.0700002
CTPI_H01_S12_A0_20260908T091510Z,13,SENT,PENDING,221.175,-4.7,0.37
CTPI_H01_S12_A0_20260908T091510Z,13,RESULT,SUCCEEDED,221.799,-4.7,0.37
CTPI_H01_S12_A0_20260908T091510Z,14,SENT,PENDING,237.865,-7.1,0.0700002
CTPI_H01_S12_A0_20260908T091510Z,14,RESULT,SUCCEEDED,239.562,-7.1,0.0700002
