M	spatial_EI_nats	random_mean	random_q05	random_q50	random_q95	spatial_percentile	n_random
12	1.990245048490	0.962210590047	0.883507260000	0.913664080000	1.163887330000	1.000000	250
9	1.775343901394	0.732639570692	0.601886300000	0.639893780000	1.437967720000	1.000000	250
6	1.456853743764	0.470974663181	0.204408940000	0.320503040000	1.218474230000	1.000000	250
4	1.322942035032	0.163073527504	-0.169795650000	0.022988620000	0.853981290000	1.000000	250
3	1.098612288668	0.218328399749	-0.355217330000	0.039216860000	0.949836160000	1.000000	250
2	0.693147180560	-0.096128838993	-0.678426850000	-0.204307310000	0.581034260000	1.000000	250
