timestamp,x,y,z
1788882522.7974908,-3.17,-1.75,0.3
1788882522.9977806,-3.17,-1.75,0.3
1788882523.224135,-3.17,-1.75,0.3
1788882523.3974268,-3.17,-1.75,0.3
1788882523.5980809,-3.17,-1.75,0.3
1788882523.7975419,-3.17,-1.75,0.3
1788882523.9977417,-3.17,-1.75,0.3
1788882524.2186158,-3.17,-1.75,0.3
1788882524.3974962,-3.17,-1.75,0.3
1788882524.5981991,-3.17,-1.75,0.3
1788882527.704422,-3.17,-1.75,0.3
1788882527.704815,-3.17,-1.75,0.3
1788882527.70516,-3.17,-1.75,0.3
1788882527.7054193,-3.17,-1.75,0.3
1788882527.705669,-3.17,-1.75,0.3
1788882527.706028,-3.17,-1.75,0.3
1788882527.7063172,-3.17,-1.75,0.3
1788882527.7065814,-3.17,-1.75,0.3
1788882527.706828,-3.17,-1.75,0.3
1788882527.7071457,-3.17,-1.75,0.3
1788882527.7073822,-3.17,-1.75,0.3
1788882527.707902,-3.17,-1.75,0.3
1788882527.7082465,-3.17,-1.75,0.3
1788882527.708511,-3.17,-1.75,0.3
1788882527.7087588,-3.17,-1.75,0.3
1788882527.829473,-3.17,-1.75,0.3
1788882528.028985,-3.17,-1.75,0.3
1788882528.2381408,-3.17,-1.75,0.3
1788882528.423271,-3.17,-1.75,0.3
1788882528.6309378,-3.17,-1.75,0.3
1788882528.816291,-3.17,-1.75,0.3
1788882529.0171692,-3.17,-1.75,0.3
1788882529.2441406,-3.17,-1.75,0.3
1788882529.4152846,-3.17,-1.75,0.3
1788882529.616297,-3.17,-1.75,0.3
1788882529.8338253,-3.17,-1.75,0.3
1788882530.0155308,-3.17,-1.75,0.3
1788882530.2451844,-3.17,-1.75,0.3
1788882530.4312115,-3.17,-1.75,0.3
1788882530.6262403,-3.17,-1.75,0.3
1788882530.8191848,-3.17,-1.75,0.3
1788882531.0192728,-3.17,-1.75,0.3
1788882531.235818,-3.17,-1.75,0.3
1788882531.429516,-3.17,-1.75,0.3
1788882531.6215549,-3.17,-1.75,0.3
1788882531.8177028,-3.17,-1.75,0.3
