candidate_id,terminal_leaf,source_point_exact,support_exact,native_score_exact,support_count,max_abs_support_diff,expected_score,replayed_score,expected_source_x,expected_source_y,replayed_source_x,replayed_source_y
quadtree_18_36_2_1,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-2.060023307800293,2.9882755279541016,-2.060023307800293,2.9882755279541016
quadtree_19_14_2_5,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-1.7600232362747192,-3.3386223316192627,-1.7600232362747192,-3.3386223316192627
quadtree_19_19_1_2,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-1.8050116300582886,-2.0434489250183105,-1.8050116300582886,-2.0434489250183105
quadtree_19_19_2_4,0,1,1,1,212,0,0.011868141077914741,0.011868141077914741,-1.7600232362747192,-1.9068977832794189,-1.7600232362747192,-1.9068977832794189
quadtree_19_21_1_2,1,1,1,1,212,0,0.011870142422740686,0.011870142422740686,-1.8050116300582886,-1.4434489011764526,-1.8050116300582886,-1.4434489011764526
quadtree_19_27_2_1,0,1,1,1,212,0,0.022268834929592807,0.022268834929592807,-1.7600232362747192,0.28827583789825439,-1.7600232362747192,0.28827583789825439
quadtree_19_27_3_1,0,1,1,1,212,0,0.025842155354510319,0.025842155354510319,-1.7150348424911499,0.28827583789825439,-1.7150348424911499,0.28827583789825439
quadtree_19_27_5_2,0,1,1,1,212,0,0.015736811698071753,0.015736811698071753,-1.6250581741333008,0.35655137896537781,-1.6250581741333008,0.35655137896537781
quadtree_19_28_2_1,1,1,1,1,212,0,0.017132093215857642,0.017132093215857642,-1.7600232362747192,0.58827602863311768,-1.7600232362747192,0.58827602863311768
quadtree_19_28_3_1,0,1,1,1,212,0,0.017856816912596867,0.017856816912596867,-1.7150348424911499,0.58827602863311768,-1.7150348424911499,0.58827602863311768
quadtree_19_31_1_3,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-1.8050116300582886,1.6248267889022827,-1.8050116300582886,1.6248267889022827
quadtree_19_31_2_5,0,1,1,1,212,0,0.011867060217802844,0.011867060217802844,-1.7600232362747192,1.7613776922225952,-1.7600232362747192,1.7613776922225952
quadtree_19_34_1_2,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-1.8050116300582886,2.4565515518188477,-1.8050116300582886,2.4565515518188477
quadtree_1_10_5_4,1,1,1,1,212,0,3.4466272045250259e-06,3.4466272045250259e-06,-7.0250582695007324,-4.6068978309631348,-7.0250582695007324,-4.6068978309631348
quadtree_1_18_4_1,1,1,1,1,212,0,0.00034056730622651171,0.00034056730622651171,-7.0700464248657227,-2.4117245674133301,-7.0700464248657227,-2.4117245674133301
quadtree_1_19_5_5,1,1,1,1,212,0,6.4217405415502124e-08,6.4217405415502124e-08,-7.0250582695007324,-1.8386222124099731,-7.0250582695007324,-1.8386222124099731
quadtree_1_1_5_4,1,1,1,1,212,0,6.1255572133532009e-12,6.1255572133532009e-12,-7.0250582695007324,-7.3068981170654297,-7.0250582695007324,-7.3068981170654297
quadtree_1_24_5_5,1,1,1,1,212,0,1.5801389449017862e-07,1.5801389449017862e-07,-7.0250582695007324,-0.33862212300300598,-7.0250582695007324,-0.33862212300300598
quadtree_1_5_3_5,1,1,1,1,212,0,2.6139815254437925e-11,2.6139815254437925e-11,-7.1150350570678711,-6.0386223793029785,-7.1150350570678711,-6.0386223793029785
quadtree_20_10_1_4,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-1.5050117969512939,-4.6068978309631348,-1.5050117969512939,-4.6068978309631348
quadtree_20_19_1_2,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-1.5050117969512939,-2.0434489250183105,-1.5050117969512939,-2.0434489250183105
quadtree_20_1_5_2,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-1.3250583410263062,-7.4434490203857422,-1.3250583410263062,-7.4434490203857422
quadtree_20_21_1_2,1,1,1,1,212,0,0.011866923457829134,0.011866923457829134,-1.5050117969512939,-1.4434489011764526,-1.5050117969512939,-1.4434489011764526
quadtree_20_23_1_2,0,1,1,1,212,0,0.014809880921063544,0.014809880921063544,-1.5050117969512939,-0.84344887733459473,-1.5050117969512939,-0.84344887733459473
quadtree_20_23_1_3,0,1,1,1,212,0,0.016607355078574498,0.016607355078574498,-1.5050117969512939,-0.77517342567443848,-1.5050117969512939,-0.77517342567443848
quadtree_20_26_2_1,0,1,1,1,212,0,0.016335873822152052,0.016335873822152052,-1.4600234031677246,-0.011724361218512058,-1.4600234031677246,-0.011724361218512058
quadtree_20_29_1_2,0,1,1,1,212,0,0.013742802023766742,0.013742802023766742,-1.5050117969512939,0.95655155181884766,-1.5050117969512939,0.95655155181884766
quadtree_20_31_1_3,1,1,1,1,212,0,0.011866716321783637,0.011866716321783637,-1.5050117969512939,1.6248267889022827,-1.5050117969512939,1.6248267889022827
quadtree_20_34_1_2,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-1.5050117969512939,2.4565515518188477,-1.5050117969512939,2.4565515518188477
quadtree_20_3_1_5,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-1.5050117969512939,-6.6386222839355469,-1.5050117969512939,-6.6386222839355469
quadtree_20_8_2_2,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-1.4600234031677246,-5.3434491157531738,-1.4600234031677246,-5.3434491157531738
quadtree_21_14_3_2,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-1.1150349378585815,-3.5434489250183105,-1.1150349378585815,-3.5434489250183105
quadtree_21_25_2_1,0,1,1,1,212,0,0.014824854006855145,0.014824854006855145,-1.1600233316421509,-0.31172418594360352,-1.1600233316421509,-0.31172418594360352
quadtree_21_25_4_1,0,1,1,1,212,0,0.012195738296605474,0.012195738296605474,-1.0700465440750122,-0.31172418594360352,-1.0700465440750122,-0.31172418594360352
quadtree_21_33_4_1,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-1.0700465440750122,2.0882759094238281,-1.0700465440750122,2.0882759094238281
quadtree_21_34_5_3,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-1.0250582695007324,2.5248270034790039,-1.0250582695007324,2.5248270034790039
quadtree_21_4_3_4,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-1.1150349378585815,-6.406898021697998,-1.1150349378585815,-6.406898021697998
quadtree_22_26_3_1,1,1,1,1,212,0,0.012371855646139645,0.012371855646139645,-0.81503474712371826,-0.011724361218512058,-0.81503474712371826,-0.011724361218512058
quadtree_22_26_5_1,0,1,1,1,212,0,0.012786213508943628,0.012786213508943628,-0.72505801916122437,-0.011724361218512058,-0.72505801916122437,-0.011724361218512058
quadtree_22_27_2_1,0,1,1,1,212,0,0.013720842039789497,0.013720842039789497,-0.8600231409072876,0.28827583789825439,-0.8600231409072876,0.28827583789825439
quadtree_22_28_2_1,1,1,1,1,212,0,0.0121060429964873,0.0121060429964873,-0.8600231409072876,0.58827602863311768,-0.8600231409072876,0.58827602863311768
quadtree_23_25_2_1,1,1,1,1,212,0,0.011866578495907928,0.011866578495907928,-0.56002330780029297,-0.31172418594360352,-0.56002330780029297,-0.31172418594360352
quadtree_24_12_2_5,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-0.26002320647239685,-3.9386222362518311,-0.26002320647239685,-3.9386222362518311
quadtree_24_27_2_1,1,1,1,1,212,0,0.011890013352873933,0.011890013352873933,-0.26002320647239685,0.28827583789825439,-0.26002320647239685,0.28827583789825439
quadtree_24_27_4_2,0,1,1,1,212,0,0.012772617803870314,0.012772617803870314,-0.17004644870758057,0.35655137896537781,-0.17004644870758057,0.35655137896537781
quadtree_24_28_2_1,1,1,1,1,212,0,0.011866853476147481,0.011866853476147481,-0.26002320647239685,0.58827602863311768,-0.26002320647239685,0.58827602863311768
quadtree_24_3_4_5,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-0.17004644870758057,-6.6386222839355469,-0.17004644870758057,-6.6386222839355469
quadtree_25_1_3_2,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,0.084965363144874573,-7.4434490203857422,0.084965363144874573,-7.4434490203857422
quadtree_25_26_2_1,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,0.039976976811885834,-0.011724361218512058,0.039976976811885834,-0.011724361218512058
quadtree_26_14_2_3,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,0.33997675776481628,-3.4751732349395752,0.33997675776481628,-3.4751732349395752
quadtree_26_27_2_1,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,0.33997675776481628,0.28827583789825439,0.33997675776481628,0.28827583789825439
quadtree_26_28_2_1,1,1,1,1,212,0,0.011869385807855078,0.011869385807855078,0.33997675776481628,0.58827602863311768,0.33997675776481628,0.58827602863311768
quadtree_26_35_2_2,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,0.33997675776481628,2.7565510272979736,0.33997675776481628,2.7565510272979736
quadtree_27_26_2_1,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,0.63997697830200195,-0.011724361218512058,0.63997697830200195,-0.011724361218512058
quadtree_2_31_2_2,1,1,1,1,212,0,0.016756118139363872,0.016756118139363872,-6.8600234985351562,1.5565512180328369,-6.8600234985351562,1.5565512180328369
quadtree_2_31_3_3,0,1,1,1,212,0,0.019169936704164142,0.019169936704164142,-6.815035343170166,1.6248267889022827,-6.815035343170166,1.6248267889022827
quadtree_2_31_5_5,0,1,1,1,212,0,0.01964004797756851,0.01964004797756851,-6.7250585556030273,1.7613776922225952,-6.7250585556030273,1.7613776922225952
quadtree_2_33_2_1,1,1,1,1,212,0,0.012904495849697885,0.012904495849697885,-6.8600234985351562,2.0882759094238281,-6.8600234985351562,2.0882759094238281
quadtree_2_34_3_2,1,1,1,1,212,0,0.012798086505598699,0.012798086505598699,-6.815035343170166,2.4565515518188477,-6.815035343170166,2.4565515518188477
quadtree_2_36_3_1,1,1,1,1,212,0,0.011867360454635517,0.011867360454635517,-6.815035343170166,2.9882755279541016,-6.815035343170166,2.9882755279541016
quadtree_2_36_5_1,0,1,1,1,212,0,0.011866785142726684,0.011866785142726684,-6.7250585556030273,2.9882755279541016,-6.7250585556030273,2.9882755279541016
quadtree_4_31_1_2,0,1,1,1,212,0,0.028973153927568777,0.028973153927568777,-6.3050122261047363,1.5565512180328369,-6.3050122261047363,1.5565512180328369
quadtree_4_5_5_5,1,1,1,1,212,0,1.9073242632227887e-11,1.9073242632227887e-11,-6.125058650970459,-6.0386223793029785,-6.125058650970459,-6.0386223793029785
quadtree_5_29_1_2,1,1,1,1,212,0,0.00077921952042323342,0.00077921952042323342,-6.005012035369873,0.95655155181884766,-6.005012035369873,0.95655155181884766
quadtree_5_31_1_2,0,1,1,1,212,0,0.029188853754252283,0.029188853754252283,-6.005012035369873,1.5565512180328369,-6.005012035369873,1.5565512180328369
quadtree_5_31_2_3,0,1,1,1,212,0,0.021846268984667492,0.021846268984667492,-5.9600234031677246,1.6248267889022827,-5.9600234031677246,1.6248267889022827
quadtree_5_34_2_2,1,1,1,1,212,0,0.012264047555520043,0.012264047555520043,-5.9600234031677246,2.4565515518188477,-5.9600234031677246,2.4565515518188477
quadtree_5_36_2_1,1,1,1,1,212,0,0.011960522477223444,0.011960522477223444,-5.9600234031677246,2.9882755279541016,-5.9600234031677246,2.9882755279541016
quadtree_6_10_3_5,1,1,1,1,212,0,6.560415587816185e-05,6.560415587816185e-05,-5.6150350570678711,-4.5386223793029785,-5.6150350570678711,-4.5386223793029785
quadtree_6_15_5_1,1,1,1,1,212,0,0.0084178005684550344,0.0084178005684550344,-5.5250582695007324,-3.3117246627807617,-5.5250582695007324,-3.3117246627807617
quadtree_6_19_1_3,1,1,1,1,212,0,4.2401184455828278e-10,4.2401184455828278e-10,-5.7050118446350098,-1.9751732349395752,-5.7050118446350098,-1.9751732349395752
quadtree_6_1_3_4,1,1,1,1,212,0,7.1474665225671242e-08,7.1474665225671242e-08,-5.6150350570678711,-7.3068981170654297,-5.6150350570678711,-7.3068981170654297
quadtree_6_22_2_5,1,1,1,1,212,0,2.4478086445697936e-13,2.4478086445697936e-13,-5.6600232124328613,-0.9386221170425415,-5.6600232124328613,-0.9386221170425415
quadtree_6_27_5_1,1,1,1,1,212,0,2.6238617351875024e-08,2.6238617351875024e-08,-5.5250582695007324,0.28827583789825439,-5.5250582695007324,0.28827583789825439
quadtree_6_31_1_2,1,1,1,1,212,0,0.020479212627428391,0.020479212627428391,-5.7050118446350098,1.5565512180328369,-5.7050118446350098,1.5565512180328369
quadtree_7_20_1_2,1,1,1,1,212,0,4.7991425955846755e-12,4.7991425955846755e-12,-5.4050116539001465,-1.7434489727020264,-5.4050116539001465,-1.7434489727020264
quadtree_8_19_4_5,1,1,1,1,212,0,5.3809076946723351e-16,5.3809076946723351e-16,-4.9700465202331543,-1.8386222124099731,-4.9700465202331543,-1.8386222124099731
quadtree_8_24_4_3,1,1,1,1,212,0,2.3769156642942907e-13,2.3769156642942907e-13,-4.9700465202331543,-0.4751732349395752,-4.9700465202331543,-0.4751732349395752
quadtree_9_14_2_1,1,1,1,1,212,0,0.014389308166219566,0.014389308166219566,-4.7600235939025879,-3.6117243766784668,-4.7600235939025879,-3.6117243766784668
quadtree_9_14_3_1,0,1,1,1,212,0,0.015244647649662877,0.015244647649662877,-4.7150354385375977,-3.6117243766784668,-4.7150354385375977,-3.6117243766784668
quadtree_9_14_5_1,0,1,1,1,212,0,0.015004882855619923,0.015004882855619923,-4.625058650970459,-3.6117243766784668,-4.625058650970459,-3.6117243766784668
quadtree_9_18_5_1,1,1,1,1,212,0,3.9820753798572609e-10,3.9820753798572609e-10,-4.625058650970459,-2.4117245674133301,-4.625058650970459,-2.4117245674133301
quadtree_9_31_5_3,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-4.625058650970459,1.6248267889022827,-4.625058650970459,1.6248267889022827
quadtree_11_14_1_1,1,1,1,1,212,0,0.015281105244998261,0.015281105244998261,-4.2050118446350098,-3.6117243766784668,-4.2050118446350098,-3.6117243766784668
quadtree_13_15_1_1,1,1,1,1,212,0,0.012193836626186066,0.012193836626186066,-3.6050117015838623,-3.3117246627807617,-3.6050117015838623,-3.3117246627807617
quadtree_16_12_1_1,1,1,1,1,212,0,0.011866509232798878,0.011866509232798878,-2.7050116062164307,-4.2117242813110352,-2.7050116062164307,-4.2117242813110352
quadtree_16_13_1_1,1,1,1,1,212,0,0.011866509309301622,0.011866509309301622,-2.7050116062164307,-3.9117245674133301,-2.7050116062164307,-3.9117245674133301
quadtree_17_3_1_1,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-2.4050114154815674,-6.9117245674133301,-2.4050114154815674,-6.9117245674133301
quadtree_18_15_1_1,1,1,1,1,212,0,0.01186650926315788,0.01186650926315788,-2.1050117015838623,-3.3117246627807617,-2.1050117015838623,-3.3117246627807617
quadtree_19_25_1_1,1,1,1,1,212,0,0.023056625691944759,0.023056625691944759,-1.8050116300582886,-0.31172418594360352,-1.8050116300582886,-0.31172418594360352
quadtree_19_26_1_1,1,1,1,1,212,0,0.029085093079104746,0.029085093079104746,-1.8050116300582886,-0.011724361218512058,-1.8050116300582886,-0.011724361218512058
quadtree_19_27_1_1,1,1,1,1,212,0,0.027457938878658019,0.027457938878658019,-1.8050116300582886,0.28827583789825439,-1.8050116300582886,0.28827583789825439
quadtree_20_23_1_1,1,1,1,1,212,0,0.012056582573029146,0.012056582573029146,-1.5050117969512939,-0.91172444820404053,-1.5050117969512939,-0.91172444820404053
quadtree_20_24_1_1,1,1,1,1,212,0,0.020811071889153005,0.020811071889153005,-1.5050117969512939,-0.61172425746917725,-1.5050117969512939,-0.61172425746917725
quadtree_20_25_1_1,1,1,1,1,212,0,0.029299517303455851,0.029299517303455851,-1.5050117969512939,-0.31172418594360352,-1.5050117969512939,-0.31172418594360352
quadtree_20_26_1_1,1,1,1,1,212,0,0.022316475444190957,0.022316475444190957,-1.5050117969512939,-0.011724361218512058,-1.5050117969512939,-0.011724361218512058
quadtree_20_27_1_1,1,1,1,1,212,0,0.021024639821147464,0.021024639821147464,-1.5050117969512939,0.28827583789825439,-1.5050117969512939,0.28827583789825439
quadtree_20_29_1_1,1,1,1,1,212,0,0.013467442930013531,0.013467442930013531,-1.5050117969512939,0.88827598094940186,-1.5050117969512939,0.88827598094940186
quadtree_20_30_1_1,1,1,1,1,212,0,0.011915394830014614,0.011915394830014614,-1.5050117969512939,1.1882754564285278,-1.5050117969512939,1.1882754564285278
quadtree_21_25_1_1,1,1,1,1,212,0,0.016884506832938302,0.016884506832938302,-1.2050116062164307,-0.31172418594360352,-1.2050116062164307,-0.31172418594360352
quadtree_21_26_1_1,1,1,1,1,212,0,0.018966879471559065,0.018966879471559065,-1.2050116062164307,-0.011724361218512058,-1.2050116062164307,-0.011724361218512058
quadtree_21_27_1_1,1,1,1,1,212,0,0.016333632588244672,0.016333632588244672,-1.2050116062164307,0.28827583789825439,-1.2050116062164307,0.28827583789825439
quadtree_21_28_1_1,1,1,1,1,212,0,0.015397969294973802,0.015397969294973802,-1.2050116062164307,0.58827602863311768,-1.2050116062164307,0.58827602863311768
quadtree_22_25_1_1,1,1,1,1,212,0,0.02113375810831522,0.02113375810831522,-0.90501147508621216,-0.31172418594360352,-0.90501147508621216,-0.31172418594360352
quadtree_22_27_1_1,1,1,1,1,212,0,0.014630307869556505,0.014630307869556505,-0.90501147508621216,0.28827583789825439,-0.90501147508621216,0.28827583789825439
quadtree_23_16_1_1,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-0.6050117015838623,-3.0117244720458984,-0.6050117015838623,-3.0117244720458984
quadtree_23_27_1_1,1,1,1,1,212,0,0.012707055726804965,0.012707055726804965,-0.6050117015838623,0.28827583789825439,-0.6050117015838623,0.28827583789825439
quadtree_23_3_1_1,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-0.6050117015838623,-6.9117245674133301,-0.6050117015838623,-6.9117245674133301
quadtree_28_27_1_1,1,1,1,1,212,0,0.011866509232811009,0.011866509232811009,0.8949887752532959,0.28827583789825439,0.8949887752532959,0.28827583789825439
quadtree_4_31_1_1,1,1,1,1,212,0,0.028662525503615997,0.028662525503615997,-6.3050122261047363,1.4882756471633911,-6.3050122261047363,1.4882756471633911
quadtree_4_32_1_1,1,1,1,1,212,0,0.017052529710083648,0.017052529710083648,-6.3050122261047363,1.7882758378982544,-6.3050122261047363,1.7882758378982544
quadtree_4_33_1_1,1,1,1,1,212,0,0.019149574330225072,0.019149574330225072,-6.3050122261047363,2.0882759094238281,-6.3050122261047363,2.0882759094238281
quadtree_5_31_1_1,1,1,1,1,212,0,0.023443143217568563,0.023443143217568563,-6.005012035369873,1.4882756471633911,-6.005012035369873,1.4882756471633911
quadtree_5_32_1_1,1,1,1,1,212,0,0.020943593322107025,0.020943593322107025,-6.005012035369873,1.7882758378982544,-6.005012035369873,1.7882758378982544
quadtree_5_33_1_1,1,1,1,1,212,0,0.016042816955793494,0.016042816955793494,-6.005012035369873,2.0882759094238281,-6.005012035369873,2.0882759094238281
quadtree_6_28_1_1,1,1,1,1,212,0,2.2340936318966701e-06,2.2340936318966701e-06,-5.7050118446350098,0.58827602863311768,-5.7050118446350098,0.58827602863311768
quadtree_6_33_1_1,1,1,1,1,212,0,0.014151185005906597,0.014151185005906597,-5.7050118446350098,2.0882759094238281,-5.7050118446350098,2.0882759094238281
quadtree_9_34_1_1,1,1,1,1,212,0,0.011866509232798876,0.011866509232798876,-4.8050122261047363,2.3882761001586914,-4.8050122261047363,2.3882761001586914
