house,carrier_index,carrier_id,origin_i,origin_j,size_i,size_j,pmfs_grid_i,pmfs_grid_j,pmfs_x,pmfs_y,gaden_x_index,gaden_y_index,legal_height_count,legal_heights_m,placement_weight
H02,123,quadtree_14_8_2_2,14,8,2,2,15,8,-0.74273014068603516,-4.9008798599243164,46,25,17,-0.35094999999999998;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,124,quadtree_14_10_2_2,14,10,2,2,14,11,-1.0427298545837402,-4.000880241394043,43,34,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,125,quadtree_14_12_2_2,14,12,2,2,14,12,-1.0427298545837402,-3.7008798122406006,43,37,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,125,quadtree_14_12_2_2,14,12,2,2,14,13,-1.0427298545837402,-3.4008798599243164,43,40,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,125,quadtree_14_12_2_2,14,12,2,2,15,12,-0.74273014068603516,-3.7008798122406006,46,37,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,125,quadtree_14_12_2_2,14,12,2,2,15,13,-0.74273014068603516,-3.4008798599243164,46,40,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,126,quadtree_14_14_2_2,14,14,2,2,14,14,-1.0427298545837402,-3.1008796691894531,43,43,22,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,126,quadtree_14_14_2_2,14,14,2,2,14,15,-1.0427298545837402,-2.800879955291748,43,46,18,-0.45094999999999996;-0.35094999999999998;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,126,quadtree_14_14_2_2,14,14,2,2,15,14,-0.74273014068603516,-3.1008796691894531,46,43,22,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,126,quadtree_14_14_2_2,14,14,2,2,15,15,-0.74273014068603516,-2.800879955291748,46,46,22,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,127,quadtree_14_16_2_2,14,16,2,2,14,16,-1.0427298545837402,-2.5008797645568848,43,49,21,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.45094999999999996;-0.35094999999999998;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,127,quadtree_14_16_2_2,14,16,2,2,14,17,-1.0427298545837402,-2.2008800506591797,43,52,18,-0.45094999999999996;-0.35094999999999998;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,127,quadtree_14_16_2_2,14,16,2,2,15,16,-0.74273014068603516,-2.5008797645568848,46,49,22,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,127,quadtree_14_16_2_2,14,16,2,2,15,17,-0.74273014068603516,-2.2008800506591797,46,52,22,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,128,quadtree_14_18_2_2,14,18,2,2,14,18,-1.0427298545837402,-1.9008798599243164,43,55,22,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,128,quadtree_14_18_2_2,14,18,2,2,15,18,-0.74273014068603516,-1.9008798599243164,46,55,22,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,129,quadtree_14_24_2_2,14,24,2,2,14,25,-1.0427298545837402,0.19912004470825195,43,76,22,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905,
H02,129,quadtree_14_24_2_2,14,24,2,2,15,25,-0.74273014068603516,0.19912004470825195,46,76,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,130,quadtree_14_28_2_2,14,28,2,2,14,29,-1.0427298545837402,1.3991203308105469,43,88,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,130,quadtree_14_28_2_2,14,28,2,2,15,29,-0.74273014068603516,1.3991203308105469,46,88,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,131,quadtree_14_30_2_2,14,30,2,2,14,30,-1.0427298545837402,1.6991205215454102,43,91,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,131,quadtree_14_30_2_2,14,30,2,2,14,31,-1.0427298545837402,1.9991207122802734,43,94,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,131,quadtree_14_30_2_2,14,30,2,2,15,30,-0.74273014068603516,1.6991205215454102,46,91,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,131,quadtree_14_30_2_2,14,30,2,2,15,31,-0.74273014068603516,1.9991207122802734,46,94,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,132,quadtree_14_32_2_2,14,32,2,2,14,32,-1.0427298545837402,2.2991199493408203,43,97,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,132,quadtree_14_32_2_2,14,32,2,2,14,33,-1.0427298545837402,2.5991201400756836,43,100,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,132,quadtree_14_32_2_2,14,32,2,2,15,32,-0.74273014068603516,2.2991199493408203,46,97,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,132,quadtree_14_32_2_2,14,32,2,2,15,33,-0.74273014068603516,2.5991201400756836,46,100,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,133,quadtree_14_34_2_2,14,34,2,2,14,34,-1.0427298545837402,2.8991203308105469,43,103,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,133,quadtree_14_34_2_2,14,34,2,2,14,35,-1.0427298545837402,3.1991205215454102,43,106,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,133,quadtree_14_34_2_2,14,34,2,2,15,34,-0.74273014068603516,2.8991203308105469,46,103,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,133,quadtree_14_34_2_2,14,34,2,2,15,35,-0.74273014068603516,3.1991205215454102,46,106,19,-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,134,quadtree_16_6_2_2,16,6,2,2,16,6,-0.44272994995117188,-5.500880241394043,49,19,16,-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,134,quadtree_16_6_2_2,16,6,2,2,16,7,-0.44272994995117188,-5.2008800506591797,49,22,18,-0.65094999999999992;-0.35094999999999998;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,135,quadtree_16_8_2_2,16,8,2,2,16,8,-0.44272994995117188,-4.9008798599243164,49,25,17,-0.75095000000000001;-0.65094999999999992;-0.35094999999999998;-0.05094999999999994;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,136,quadtree_16_12_2_2,16,12,2,2,16,12,-0.44272994995117188,-3.7008798122406006,49,37,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,136,quadtree_16_12_2_2,16,12,2,2,16,13,-0.44272994995117188,-3.4008798599243164,49,40,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,136,quadtree_16_12_2_2,16,12,2,2,17,12,-0.1427302360534668,-3.7008798122406006,52,37,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,136,quadtree_16_12_2_2,16,12,2,2,17,13,-0.1427302360534668,-3.4008798599243164,52,40,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,137,quadtree_16_14_2_2,16,14,2,2,16,14,-0.44272994995117188,-3.1008796691894531,49,43,18,-0.45094999999999996;-0.35094999999999998;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,137,quadtree_16_14_2_2,16,14,2,2,16,15,-0.44272994995117188,-2.800879955291748,49,46,21,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.45094999999999996;-0.35094999999999998;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,137,quadtree_16_14_2_2,16,14,2,2,17,14,-0.1427302360534668,-3.1008796691894531,52,43,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,137,quadtree_16_14_2_2,16,14,2,2,17,15,-0.1427302360534668,-2.800879955291748,52,46,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,138,quadtree_16_16_2_2,16,16,2,2,16,16,-0.44272994995117188,-2.5008797645568848,49,49,18,-0.45094999999999996;-0.35094999999999998;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,138,quadtree_16_16_2_2,16,16,2,2,16,17,-0.44272994995117188,-2.2008800506591797,49,52,16,-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,138,quadtree_16_16_2_2,16,16,2,2,17,16,-0.1427302360534668,-2.5008797645568848,52,49,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,138,quadtree_16_16_2_2,16,16,2,2,17,17,-0.1427302360534668,-2.2008800506591797,52,52,16,-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,139,quadtree_16_18_2_2,16,18,2,2,16,18,-0.44272994995117188,-1.9008798599243164,49,55,16,-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,139,quadtree_16_18_2_2,16,18,2,2,17,18,-0.1427302360534668,-1.9008798599243164,52,55,9,-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,140,quadtree_16_20_2_2,16,20,2,2,16,21,-0.44272994995117188,-1.0008797645568848,49,64,13,0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,140,quadtree_16_20_2_2,16,20,2,2,17,21,-0.1427302360534668,-1.0008797645568848,52,64,13,0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,141,quadtree_16_22_2_2,16,22,2,2,16,22,-0.44272994995117188,-0.70087957382202148,49,67,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,141,quadtree_16_22_2_2,16,22,2,2,16,23,-0.44272994995117188,-0.40087985992431641,49,70,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,141,quadtree_16_22_2_2,16,22,2,2,17,22,-0.1427302360534668,-0.70087957382202148,52,67,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
H02,141,quadtree_16_22_2_2,16,22,2,2,17,23,-0.1427302360534668,-0.40087985992431641,52,70,24,-0.85094999999999998;-0.75095000000000001;-0.65094999999999992;-0.55095000000000005;-0.45094999999999996;-0.35094999999999998;-0.25095000000000001;-0.15094999999999992;-0.05094999999999994;0.049050000000000038;0.14905000000000013;0.24904999999999999;0.34905000000000008;0.44905000000000017;0.54905000000000004;0.64905000000000013;0.74904999999999999;0.84905000000000008;0.94905000000000017;1.0490500000000003;1.1490499999999999;1.24905;1.3490500000000001;1.4490500000000002,
