cell_index,x,y,wind_x,wind_y
30,-7.1000003814697266,-7.4300003051757812,-3.3323450665534438e-09,-5.1941917433850904e-08
31,-6.8000001907348633,-7.4300003051757812,-3.9722425348998058e-09,-4.8025192711520504e-08
32,-6.5,-7.4300003051757812,0,0
33,-6.2000002861022949,-7.4300003051757812,0,0
34,-5.9000000953674316,-7.4300003051757812,0,0
35,-5.6000003814697266,-7.4300003051757812,3.6143859460935346e-08,-6.2432405911749811e-07
36,-5.3000001907348633,-7.4300003051757812,2.8801959928159704e-08,-6.2103782738631708e-07
37,-5,-7.4300003051757812,3.473487453220514e-08,-6.1488970004575094e-07
40,-4.1000003814697266,-7.4300003051757812,0,0
41,-3.7999999523162842,-7.4300003051757812,0,0
42,-3.5,-7.4300003051757812,0,0
43,-3.1999998092651367,-7.4300003051757812,0,0
44,-2.9000000953674316,-7.4300003051757812,0,0
49,-1.4000000953674316,-7.4300003051757812,2.946250106106163e-07,-1.0535729416005779e-05
50,-1.0999999046325684,-7.4300003051757812,3.7454105950018857e-07,-1.2861431969213299e-05
51,-0.79999971389770508,-7.4300003051757812,1.1024953039395768e-07,-1.5615611118846573e-05
52,-0.5,-7.4300003051757812,1.600504333509889e-07,-1.653465733397752e-05
53,-0.19999980926513672,-7.4300003051757812,0,0
54,0.099999904632568359,-7.4300003051757812,0,0
55,0.40000009536743164,-7.4300003051757812,0,0
56,0.69999980926513672,-7.4300003051757812,0,0
59,-7.1000003814697266,-7.130000114440918,-8.7696072625931265e-09,-6.1143751395320578e-08
60,-6.8000001907348633,-7.130000114440918,0,0
61,-6.5,-7.130000114440918,0,0
62,-6.2000002861022949,-7.130000114440918,0,0
63,-5.9000000953674316,-7.130000114440918,0,0
64,-5.6000003814697266,-7.130000114440918,4.7872571684592913e-08,-6.4151515744015342e-07
65,-5.3000001907348633,-7.130000114440918,4.7305807271413869e-08,-6.220217301233788e-07
66,-5,-7.130000114440918,3.8906833310647926e-08,-5.9730570001192973e-07
69,-4.1000003814697266,-7.130000114440918,0,0
70,-3.7999999523162842,-7.130000114440918,0,0
71,-3.5,-7.130000114440918,0,0
72,-3.1999998092651367,-7.130000114440918,0,0
73,-2.9000000953674316,-7.130000114440918,0,0
74,-2.5999999046325684,-7.130000114440918,0,0
78,-1.4000000953674316,-7.130000114440918,0,0
79,-1.0999999046325684,-7.130000114440918,0,0
80,-0.79999971389770508,-7.130000114440918,6.0321276862396189e-08,-1.7080301404348575e-05
81,-0.5,-7.130000114440918,2.3300937357362272e-07,-1.7362419384880923e-05
82,-0.19999980926513672,-7.130000114440918,0,0
83,0.099999904632568359,-7.130000114440918,0,0
84,0.40000009536743164,-7.130000114440918,0,0
85,0.69999980926513672,-7.130000114440918,0,0
88,-7.1000003814697266,-6.8299999237060547,-1.0708488318300624e-08,-5.4942255189871503e-08
89,-6.8000001907348633,-6.8299999237060547,-1.2944405547443694e-08,-6.1136745443945983e-08
90,-6.5,-6.8299999237060547,1.8279705527035617e-09,-7.9840042133128009e-08
91,-6.2000002861022949,-6.8299999237060547,0,0
92,-5.9000000953674316,-6.8299999237060547,-2.3528029302610776e-08,-5.0916560212499462e-07
93,-5.6000003814697266,-6.8299999237060547,2.8845793309528744e-08,-6.1138598539400846e-07
94,-5.3000001907348633,-6.8299999237060547,5.2084949686559412e-08,-6.4852673631321522e-07
95,-5,-6.8299999237060547,3.8420058245947075e-08,-6.1445911114788032e-07
98,-4.1000003814697266,-6.8299999237060547,0,0
99,-3.7999999523162842,-6.8299999237060547,0,0
100,-3.5,-6.8299999237060547,0,0
103,-2.5999999046325684,-6.8299999237060547,0,0
104,-2.3000001907348633,-6.8299999237060547,8.260592494480079e-07,-5.1448591875669081e-06
107,-1.4000000953674316,-6.8299999237060547,0,0
110,-0.5,-6.8299999237060547,7.0150048259165487e-07,-1.8286247723153792e-05
111,-0.19999980926513672,-6.8299999237060547,0,0
112,0.099999904632568359,-6.8299999237060547,0,0
113,0.40000009536743164,-6.8299999237060547,0,0
114,0.69999980926513672,-6.8299999237060547,0,0
117,-7.1000003814697266,-6.5300002098083496,-5.7568594336032675e-09,-5.8350831722009389e-08
118,-6.8000001907348633,-6.5300002098083496,-8.9774001565956496e-09,-7.3354016194571159e-08
119,-6.5,-6.5300002098083496,-6.1379035187769659e-10,-1.3024343559209228e-07
120,-6.2000002861022949,-6.5300002098083496,-1.1518808129551417e-08,-2.7393977575229655e-07
121,-5.9000000953674316,-6.5300002098083496,-3.3024011969473577e-08,-4.6617594762210501e-07
122,-5.6000003814697266,-6.5300002098083496,-1.3776933371900668e-08,-6.765254170204571e-07
123,-5.3000001907348633,-6.5300002098083496,2.4043959712116703e-08,-7.584139325444994e-07
124,-5,-6.5300002098083496,0,0
127,-4.1000003814697266,-6.5300002098083496,0,0
128,-3.7999999523162842,-6.5300002098083496,0,0
129,-3.5,-6.5300002098083496,0,0
130,-3.1999998092651367,-6.5300002098083496,-1.0304100896973978e-06,-4.5922970457468182e-06
131,-2.9000000953674316,-6.5300002098083496,-3.6352372490000562e-07,-4.6271616156445816e-06
132,-2.5999999046325684,-6.5300002098083496,1.4378609591858549e-07,-4.7744533731020056e-06
133,-2.3000001907348633,-6.5300002098083496,5.8855721363215707e-07,-4.97766131957178e-06
136,-1.4000000953674316,-6.5300002098083496,0,0
137,-1.0999999046325684,-6.5300002098083496,0,0
138,-0.79999971389770508,-6.5300002098083496,1.2467224905776675e-06,-1.8946147974929772e-05
139,-0.5,-6.5300002098083496,1.5798361800989369e-06,-1.8956725398311391e-05
140,-0.19999980926513672,-6.5300002098083496,0,0
141,0.099999904632568359,-6.5300002098083496,0,0
142,0.40000009536743164,-6.5300002098083496,0,0
143,0.69999980926513672,-6.5300002098083496,0,0
146,-7.1000003814697266,-6.2300000190734863,0,0
147,-6.8000001907348633,-6.2300000190734863,0,0
148,-6.5,-6.2300000190734863,0,0
149,-6.2000002861022949,-6.2300000190734863,0,0
150,-5.9000000953674316,-6.2300000190734863,0,0
151,-5.6000003814697266,-6.2300000190734863,-6.0452819639067457e-08,-8.7613074128967128e-07
152,-5.3000001907348633,-6.2300000190734863,-1.3309992219490141e-08,-8.8460893721276079e-07
153,-5,-6.2300000190734863,0,0
156,-4.1000003814697266,-6.2300000190734863,0,0
157,-3.7999999523162842,-6.2300000190734863,0,0
158,-3.5,-6.2300000190734863,0,0
159,-3.1999998092651367,-6.2300000190734863,-9.6544033567624865e-07,-4.4504226934805047e-06
160,-2.9000000953674316,-6.2300000190734863,-4.6682694687660842e-07,-4.5434680941980332e-06
161,-2.5999999046325684,-6.2300000190734863,-1.2063746623880434e-07,-4.8532456276006997e-06
162,-2.3000001907348633,-6.2300000190734863,2.4735925308050355e-07,-5.1481897571648005e-06
165,-1.4000000953674316,-6.2300000190734863,0,0
166,-1.0999999046325684,-6.2300000190734863,0,0
167,-0.79999971389770508,-6.2300000190734863,2.7814360237243818e-06,-2.0186007532174699e-05
168,-0.5,-6.2300000190734863,3.1118518108996795e-06,-1.9704404621734284e-05
169,-0.19999980926513672,-6.2300000190734863,0,0
170,0.099999904632568359,-6.2300000190734863,0,0
171,0.40000009536743164,-6.2300000190734863,0,0
172,0.69999980926513672,-6.2300000190734863,0,0
175,-7.1000003814697266,-5.9300003051757812,0,0
176,-6.8000001907348633,-5.9300003051757812,0,0
177,-6.5,-5.9300003051757812,0,0
178,-6.2000002861022949,-5.9300003051757812,0,0
179,-5.9000000953674316,-5.9300003051757812,0,0
180,-5.6000003814697266,-5.9300003051757812,-1.0363711311356383e-07,-1.00204545105953e-06
181,-5.3000001907348633,-5.9300003051757812,-5.0719716426783634e-08,-9.8862824415846262e-07
182,-5,-5.9300003051757812,0,0
185,-4.1000003814697266,-5.9300003051757812,0,0
186,-3.7999999523162842,-5.9300003051757812,0,0
187,-3.5,-5.9300003051757812,0,0
188,-3.1999998092651367,-5.9300003051757812,-1.0116650628333446e-06,-4.9369241423846688e-06
189,-2.9000000953674316,-5.9300003051757812,-7.3419300861132797e-07,-5.3194680731394328e-06
190,-2.5999999046325684,-5.9300003051757812,-4.8458520041094744e-07,-5.7277279665868264e-06
191,-2.3000001907348633,-5.9300003051757812,-1.1241850472742954e-07,-5.9373987824073993e-06
194,-1.4000000953674316,-5.9300003051757812,0,0
195,-1.0999999046325684,-5.9300003051757812,0,0
196,-0.79999971389770508,-5.9300003051757812,5.7238485169364139e-06,-2.0203189706080593e-05
197,-0.5,-5.9300003051757812,5.0696298785624094e-06,-1.8270207874593325e-05
198,-0.19999980926513672,-5.9300003051757812,0,0
199,0.099999904632568359,-5.9300003051757812,0,0
200,0.40000009536743164,-5.9300003051757812,0,0
201,0.69999980926513672,-5.9300003051757812,0,0
204,-7.1000003814697266,-5.630000114440918,0,0
205,-6.8000001907348633,-5.630000114440918,0,0
206,-6.5,-5.630000114440918,0,0
207,-6.2000002861022949,-5.630000114440918,0,0
208,-5.9000000953674316,-5.630000114440918,0,0
209,-5.6000003814697266,-5.630000114440918,-1.801767126607956e-07,-1.1179971579622361e-06
210,-5.3000001907348633,-5.630000114440918,-1.2446569996882317e-07,-1.0936129228866776e-06
211,-5,-5.630000114440918,0,0
