run_uuid,source_update_id,candidate_id,origin_i,origin_j,size_i,size_j,center_x,center_y,native_source_x,native_source_y,native_score,hit_map_file
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_28_27_1_1,28,27,1,1,1,0.36999988555908203,0.8949887752532959,0.28827583789825439,0.00030135227926769779,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_28_27_1_1.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_20_29_1_2,20,29,1,2,-1.4000000953674316,1.2700004577636719,-1.5050117969512939,0.95655155181884766,0.00059447905568001092,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_20_29_1_2.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_5_29_1_2,5,29,1,2,-5.9000000953674316,1.2700004577636719,-6.005012035369873,0.95655155181884766,0.00011430858018535323,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_5_29_1_2.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_9_34_1_1,9,34,1,1,-4.6999998092651367,2.4700002670288086,-4.8050122261047363,2.3882761001586914,0.00030135227926769779,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_9_34_1_1.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_19_25_1_1,19,25,1,1,-1.6999998092651367,-0.23000001907348633,-1.8050116300582886,-0.31172418594360352,0.0016226321503547618,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_19_25_1_1.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_6_28_1_1,6,28,1,1,-5.6000003814697266,0.67000007629394531,-5.7050118446350098,0.58827602863311768,2.4768944353887502e-06,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_6_28_1_1.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_1_1_5_4,1,1,5,4,-6.5,-6.8299999237060547,-7.0250582695007324,-7.3068981170654297,1.5555970098826459e-13,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_1_1_5_4.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_8_19_4_5,8,19,4,5,-4.4000000953674316,-1.429999828338623,-4.9700465202331543,-1.8386222124099731,5.6243275334338202e-14,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_8_19_4_5.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_23_16_1_1,23,16,1,1,-0.5,-2.929999828338623,-0.6050117015838623,-3.0117244720458984,0.00030135227926769779,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_23_16_1_1.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_23_3_1_1,23,3,1,1,-0.5,-6.8299999237060547,-0.6050117015838623,-6.9117245674133301,0.00030135227926769779,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_23_3_1_1.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_1_10_5_4,1,10,5,4,-6.5,-4.130000114440918,-7.0250582695007324,-4.6068978309631348,8.7527759300844597e-08,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_1_10_5_4.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_17_3_1_1,17,3,1,1,-2.3000001907348633,-6.8299999237060547,-2.4050114154815674,-6.9117245674133301,0.00030135227926769779,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_17_3_1_1.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_1_5_3_5,1,5,3,5,-6.8000001907348633,-5.630000114440918,-7.1150350570678711,-6.0386223793029785,6.6382562487615728e-13,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_1_5_3_5.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_1_18_4_1,1,18,4,1,-6.5,-2.3299999237060547,-7.0700464248657227,-2.4117245674133301,2.6635555609339371e-05,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_1_18_4_1.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_1_19_5_5,1,19,5,5,-6.5,-1.429999828338623,-7.0250582695007324,-1.8386222124099731,1.8276021110316996e-08,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_1_19_5_5.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_2_36_5_1,2,36,5,1,-6.2000002861022949,3.0700006484985352,-6.7250585556030273,2.9882755279541016,0.00030135928605326426,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_2_36_5_1.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_6_27_5_1,6,27,5,1,-5,0.36999988555908203,-5.5250582695007324,0.28827583789825439,6.895857616613597e-08,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_6_27_5_1.f32
HCMC_NATIVE_H01_R2026092202_NAV3_20260922T065118Z,1,quadtree_7_20_1_2,7,20,1,2,-5.3000001907348633,-1.429999828338623,-5.4050116539001465,-1.7434489727020264,3.6263783659481575e-11,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092202/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_7_20_1_2.f32
