timestamp,x,y,z
1789221401.2391074,2.0,0.0,0.3
1789221401.4558256,2.0,0.0,0.3
1789221401.6395557,2.0,0.0,0.3
1789221401.8385863,2.0,0.0,0.3
1789221402.0389483,2.0,0.0,0.3
1789221402.2394238,2.0,0.0,0.3
1789221402.4579644,2.0,0.0,0.3
1789221402.6407068,2.0,0.0,0.3
1789221402.8388102,2.0,0.0,0.3
1789221403.0389204,2.0,0.0,0.3
1789221407.5890207,2.0,0.0,0.3
1789221407.5893462,2.0,0.0,0.3
1789221407.5895777,2.0,0.0,0.3
1789221407.589766,2.0,0.0,0.3
1789221407.5899475,2.0,0.0,0.3
1789221407.5901253,2.0,0.0,0.3
1789221407.5902917,2.0,0.0,0.3
1789221407.5904958,2.0,0.0,0.3
1789221407.5907085,2.0,0.0,0.3
1789221407.5908828,2.0,0.0,0.3
1789221407.591048,2.0,0.0,0.3
1789221407.5912125,2.0,0.0,0.3
1789221407.5913966,2.0,0.0,0.3
1789221407.5915651,2.0,0.0,0.3
1789221407.5917287,2.0,0.0,0.3
1789221407.591894,2.0,0.0,0.3
1789221407.592057,2.0,0.0,0.3
1789221407.5922213,2.0,0.0,0.3
1789221407.592407,2.0,0.0,0.3
1789221407.5926034,2.0,0.0,0.3
1789221407.592813,2.0,0.0,0.3
1789221407.5930207,2.0,0.0,0.3
1789221407.663527,2.0,0.0,0.3
1789221407.8621123,2.0,0.0,0.3
1789221408.070293,2.0,0.0,0.3
1789221408.2576618,2.0,0.0,0.3
1789221408.4752102,2.0,0.0,0.3
1789221408.6887562,2.0,0.0,0.3
1789221408.8739235,2.0,0.0,0.3
1789221409.0776157,2.0,0.0,0.3
1789221409.27767,2.0,0.0,0.3
1789221409.4874082,2.0,0.0,0.3
1789221409.670205,2.0,0.0,0.3
1789221409.86061,2.0,0.0,0.3
1789221410.08194,2.0,0.0,0.3
1789221410.2681322,2.0,0.0,0.3
1789221410.4826221,2.0,0.0,0.3
1789221410.6741827,2.0,0.0,0.3
1789221410.8644238,2.0,0.0,0.3
1789221411.072623,2.0,0.0,0.3
1789221411.27016,2.0,0.0,0.3
1789221411.4839277,2.0,0.0,0.3
1789221411.6638706,2.0,0.0,0.3
1789221411.8787305,2.0,0.0,0.3
1789221412.0846589,2.0,0.0,0.3
1789221412.270981,2.0,0.0,0.3
1789221412.4868438,2.0,0.0,0.3
1789221412.6638193,2.0,0.0,0.3
1789221412.8835804,2.0,0.0,0.3
1789221413.061491,2.0,0.0,0.3
1789221413.2739928,2.0,0.0,0.3
1789221413.4824982,2.0,0.0,0.3
1789221413.6763582,2.0,0.0,0.3
1789221413.871925,2.0,0.0,0.3
1789221414.0596068,2.0,0.0,0.3
1789221414.2704165,2.0,0.0,0.3
1789221414.4936328,2.0,0.0,0.3
1789221414.6725576,2.0,0.0,0.3
1789221414.8747275,2.0,0.0,0.3
1789221415.0710328,2.0,0.0,0.3
1789221415.2798326,2.0,0.0,0.3
1789221415.4781485,2.0,0.0,0.3
1789221415.6721222,2.0,0.0,0.3
1789221415.8727796,2.0,0.0,0.3
1789221416.0795302,2.0,0.0,0.3
1789221416.278411,2.0,0.0,0.3
1789221416.4836116,2.0,0.0,0.3
1789221416.6619475,2.0,0.0,0.3
1789221416.8656068,2.0,0.0,0.3
1789221417.0750587,2.0,0.0,0.3
1789221417.2940824,2.0,0.0,0.3
1789221417.4838698,2.0,0.0,0.3
1789221417.6685946,2.0,0.0,0.3
1789221417.8662736,2.0,0.0,0.3
1789221418.0758896,2.0,0.0,0.3
1789221418.2703376,2.0,0.0,0.3
1789221418.49417,2.0,0.0,0.3
1789221418.6782331,2.0,0.0,0.3
1789221418.8777711,2.0,0.0,0.3
1789221419.0685527,2.0,0.0,0.3
1789221419.2722592,2.0,0.0,0.3
1789221419.4777203,2.0,0.0,0.3
1789221419.6793835,2.0,0.0,0.3
1789221419.8777807,2.0,0.0,0.3
1789221420.059835,2.0,0.0,0.3
1789221420.2716322,2.0,0.0,0.3
1789221420.4817998,2.0,0.0,0.3
1789221420.674881,2.0,0.0,0.3
1789221420.8785553,2.0,0.0,0.3
1789221421.0817573,2.0,0.0,0.3
1789221421.2696946,2.0,0.0,0.3
1789221421.4874554,2.0,0.0,0.3
1789221421.6776314,2.0,0.0,0.3
1789221421.8694925,2.0,0.0,0.3
1789221422.071942,2.0,0.0,0.3
