pair_index,fold,signal,noise,total,Delta_Between,Delta_WithinED,Delta_EDnum,Delta_D_ED,Delta_D_CNR
44,3,-0.2016915126188854,1.1481904944792607,0.9464989818603753,-7.536292230155912,-7.643845413628405,0.21510636694498508,0.25884075402583373,0.7774445941456367
45,0,-0.26035071621669914,0.9914464285286835,0.7310957123119843,-5.839863139947294,-5.742784657291782,-0.1941569653110271,0.045956080596328885,0.17022231564991255
45,1,-0.04366994745677033,1.0457950323018403,1.00212508484507,-4.731929566189606,-5.220061469590648,0.9762638068020868,0.11924489064923274,0.17716335710875475
45,2,0.274895549183684,0.9812243199024495,1.2561198690861335,-6.325643513124421,-6.72874449767804,0.8062019691072368,0.03984880522517721,0.05778961721603417
45,3,0.16881497453418737,0.985077372464831,1.1538923469990183,-6.262828596501544,-6.299557074120507,0.07345695523792095,0.005492873191520745,0.05068207872314917
46,0,-0.6836150043153877,1.070735514502756,0.38712051018736826,-7.183545397793555,-6.8680194591712915,-0.6310518772445279,0.3091198618133495,0.43354206404006757
46,1,-0.7744986781058647,1.4186418786081227,0.644143200502258,-7.410590711054265,-7.620452278251416,0.4197231343943013,0.30999932055549173,0.5337366637510762
46,2,-0.3163179782736658,1.1153956391882067,0.7990776609145409,-6.74776400218243,-7.418362023359364,1.3411960423538654,0.301816049065041,0.47345124664996696
46,3,0.005733160175343421,1.1495864978338348,1.1553196580091782,-6.872502229606846,-7.803623999016468,1.8622435388192464,0.25659208712237297,0.45214517640243185
47,0,-2.3345619725806106,1.310680079947196,-1.0238818926334146,-9.430520909645754,-9.135822735531521,-0.5893963482284672,-0.0541171243782857,-0.13539667358020663
47,1,-1.3233255354384252,0.7396263432357992,-0.583699192202626,-6.151191808993952,-6.256714240924916,0.21104486386192534,-0.006895664922521368,-0.08977730751570204
47,2,-1.7453938210625217,0.8477541400936435,-0.8976396809688783,-6.446887280851733,-6.7734545670247,0.6531345723459356,0.001346610621369912,-0.045357515682352204
47,3,-1.8075693708540554,0.8940255566273274,-0.913543814226728,-8.83037830405901,-7.418590119241628,-2.823576369634763,-0.13345323648977575,-0.46177274475681046
48,0,-3.353136457170453,0.9077130243741296,-2.4454234327963236,-16.238630832357796,-4.16395993540898,-24.149341793897637,-2.0598659130869565,-5.97251829239336
48,1,-3.475857068542196,0.9620944937486806,-2.5137625747935153,-15.437562961861804,-4.5542723915501,-21.766581140623412,-1.7510459899017072,-4.577459182325853
48,2,-3.465498586118424,1.0472917815175213,-2.418206804600903,-14.691764834665555,-5.26049892062807,-18.862531828074964,-1.3791047962310512,-3.4199410358346296
48,3,-3.653564628657241,0.9813529659245175,-2.6722116627327237,-14.825658154711904,-5.301748989564514,-19.047818330294785,-1.3525780431775025,-3.3680086757269043
49,0,-4.550341184174313,0.559369345023411,-3.9909718391509017,-8.705462683552353,-3.0640241334195863,-11.282877100265537,-0.7820295340762351,-1.055271490255424
49,1,-3.4977263040950684,0.8901068689386991,-2.6076194351563693,-9.920958823797761,-3.677398713100983,-12.487120221393559,-0.9567168894768813,-1.071659881823254
49,2,-4.305774689623134,0.6501664865600887,-3.6556082030630455,-9.339448412067073,-3.736756452932326,-11.205383918269495,-0.7496562205602025,-0.9945631716424935
49,3,-3.7171089077501325,0.31046210055612633,-3.406646807194006,-7.748074259761536,-1.4995479062288322,-12.497052707065407,-0.9779603275152554,-1.557028619864577
50,0,1.9229027507669985,-0.9441604475180974,0.9787423032489011,7.803609145418509,3.922989046651665,7.761240197533687,0.618154253698693,0.6358719687470626
50,1,2.245635314439927,-0.7498296781546498,1.4958056362852772,7.346852291606503,3.1594738499397987,8.374756883333408,0.6975129620561618,0.7999195281292423
50,2,1.7553074708083338,-0.7687978885424638,0.98650958226587,6.368537832914697,3.4959213321670983,5.745233001495199,0.4578606162193711,0.5089561972112656
50,3,2.506590573094331,-0.6162600684660879,1.8903305046282433,6.578667728950705,2.8943019350890484,7.368731587723312,0.628304201672245,0.9742248298073589
51,0,-1.315587811426477,1.0516167585852907,-0.26397105284118627,-11.108088138878975,-6.426550216112547,-9.363075845532851,-0.40184101822801244,-0.206450785477868
51,1,-1.0422328123750955,0.9712236981877664,-0.07100911418732903,-8.776834056682068,-5.562484564033301,-6.428698985297533,-0.28170772614499345,-0.052369169665513304
51,2,-0.7138957304617559,0.9914953498504548,0.2775996193886989,-8.273508146044211,-5.647181951263224,-5.252652389561973,-0.1934790205266418,0.2181896424536205
51,3,-0.8637964285866877,0.8324434683790649,-0.03135296020762279,-7.45319739974615,-4.99956870219922,-4.907257395093859,-0.23478388323609534,-0.016865119343963952
52,0,-4.409843629376044,-0.18795589054614048,-4.597799519922185,-11.56883930316112,0.306225383474799,-23.750129373271836,-6.362425815719872,-28.75817020214899
52,1,-3.5735425984036056,-0.15118439413768936,-3.724726992541295,-12.678747837789036,0.10247907971968973,-25.56245383501745,-7.4482530616437135,-43.26996283068703
52,2,-4.505471667162597,-0.1803488007471059,-4.6858204679097035,-12.137693558657158,0.4326356278340566,-25.140658372982433,-6.831198204266514,-31.081608052893767
52,3,-4.133755915835818,-0.20421124480369013,-4.337967160639508,-11.438188717974468,0.4160256753713476,-23.708428786691627,-5.8582320747257395,-25.632681307337528
53,0,-0.2594271421346841,0.2060774500486895,-0.053349692085994604,-3.16081843637188,-0.5877907998020842,-5.146055273139588,-0.29386573111296954,-1.194862298497636
53,1,-0.2586267801123059,0.20719649109984184,-0.05143028901246405,-3.1078047756055263,-0.6011847514932569,-5.013240048224539,-0.2817890515351573,-1.0343697162798442
53,2,-0.27341603141354387,0.27025099250091866,-0.0031650389126252065,-3.4006648097548933,-0.7688994054992859,-5.26353080851122,-0.14076265688309508,-0.06828206489959854
53,3,-0.2939283997242983,0.29194780213287785,-0.001980597591420441,-3.321964333216094,-0.7160359655138864,-5.211856735404414,-0.13483438845603857,-0.05091840140820025
54,0,-1.5227843016563858,1.0508986064697665,-0.47188569518661927,-9.912493429952558,-3.912542378596152,-11.99990210271281,-0.6085611079753876,-2.2150095585342098
54,1,-1.5563075321301252,1.0909013359756492,-0.465406196154476,-10.207530959534198,-3.5837157271606825,-13.247630464747031,-0.7995873271043654,-2.5066478440355713
54,2,-1.4696458598478817,1.034881836886564,-0.43476402296131766,-8.72934023923542,-3.584940516117589,-10.288799446235661,-0.5371004381219573,-1.9441360995211348
54,3,-1.5188956234242195,1.0955372429687475,-0.4233583804554719,-9.29081596636895,-3.866124775280838,-10.849382382176223,-0.541033824596777,-1.8176492881137585
55,0,-2.3996625629212778,1.8964684161009893,-0.5031941468202885,-26.455828788308956,-14.228877194136363,-24.45390318834519,-0.36065543766840014,-1.4016852874945065
55,1,-2.2165182679557285,2.0028096653238254,-0.21370860263190306,-23.523281321833792,-16.043268553802882,-14.960025536061822,-0.02202236143583547,-0.37655556775077437
55,2,-2.170032917046565,2.1339796338977863,-0.03605328314877854,-22.85442765005979,-13.461555458280873,-18.785744383557834,-0.026099831117584404,-0.12423862778013506
55,3,-2.3353009548242136,2.0138511628007203,-0.32144979202349333,-21.697998378265936,-16.85208203997244,-9.691832676586984,-0.01823472280974503,-0.3769329330216362
56,0,-1.168071018200676,1.1910043252245686,0.022933307023892624,-9.99800722143938,-7.095944986906906,-5.804124469064947,-0.030027274181198327,0.030410662704712488
56,1,-1.3991732357293092,1.3810508191239226,-0.018122416605386604,-11.999077168367544,-8.94373148437068,-6.110691367993725,-0.011003088996204724,-0.022298876701196013
56,2,-1.205664665271457,1.1678758838977972,-0.03778878137365993,-9.288496492641425,-6.032281520169299,-6.5124299449442535,-0.04897491630108797,-0.07478641935484198
56,3,-1.3286893472682957,1.452444877761029,0.12375553049273336,-11.740690181899366,-8.91002455179861,-5.6613312602015124,0.026057370804321134,0.14858338511538616
57,0,-4.327959551436675,0.49973369789283417,-3.8282258535438407,-13.992085895382012,-4.915448172427936,-18.15327544590815,-0.9464428153118818,-1.6695520974289884
57,1,-4.6511454177069895,0.46238161107821174,-4.188763806628778,-13.493105816797943,-4.34729410574052,-18.291623422114853,-1.0263520067158403,-1.879167102518305
57,2,-3.714722429784618,0.5428147182947534,-3.171907711489865,-14.043989814026451,-4.596045705207562,-18.895888217637783,-1.0793446024485551,-1.9675525424844662
57,3,-3.5273653984708675,0.5298514698880368,-2.9975139285828307,-13.683067709944673,-5.031775999833403,-17.302583420222547,-0.8867368200260711,-1.6097232818083476
58,0,-1.076142102219936,0.9649028366400723,-0.11123926557986374,-8.922159493709508,-8.552064654081418,-0.7401896792561757,-0.008733442098131136,-0.02425205779241088
58,1,-0.8106526464333856,0.9862973496595453,0.17564470322615966,-8.505576596508543,-8.569477801881959,0.12780241074683651,0.05395307648387285,0.0632015992501207
58,2,-2.290391045360919,1.1811430774422345,-1.1092479679186846,-8.498141677493058,-9.00106526004802,1.0058471651099197,0.009325139409499236,-0.03585009563934209
58,3,-1.3358106498351319,0.85132406336123,-0.48448658647390186,-7.104615771663575,-7.339749598877798,0.4702676544284454,-0.015508665616877373,-0.008940206249247774
59,0,-0.5204164978375759,1.1023498237291411,0.5819333258915652,-6.618927540473033,-7.01732509884943,0.7967951167527936,0.0074877802240679164,0.019080916279226503
59,1,-0.5592468536633559,0.8536101944125587,0.2943633407492028,-7.3092289262112455,-7.621530142202872,0.6246024319832504,0.014402478730721383,0.039589974756565866
59,2,-1.0596211160577873,0.8531266374790123,-0.206494478578775,-7.157176034137622,-7.350772252454355,0.3871924366334625,-0.008344741500821776,-0.02665745251331067
59,3,-0.5354514565927091,0.8875348654732722,0.3520834088805631,-6.927815043312913,-7.186290347568589,0.5169506085113529,0.03965073869165118,0.1034808243499539
60,0,-3.0530143840870427,1.0788918704515722,-1.9741225136354705,-21.666832438556803,-4.6484654069519316,-34.03673406320974,-2.6497457477169397,-8.050068999460128
60,1,-2.715911452379063,1.089945913705162,-1.625965538673901,-18.14503970375508,-5.2900881088039835,-25.709903189902196,-1.7485590612848512,-5.197663840795758
60,2,-2.8203006303498306,1.080320499392271,-1.7399801309575595,-20.232865147262196,-4.894441409856482,-30.676847474811435,-2.2397584291803954,-6.946327344678305
60,3,-2.965573272543713,1.0272065826119783,-1.9383666899317347,-21.177411009867487,-4.351354196861686,-33.652113626011605,-2.753085039115839,-9.900385771087693
61,0,-2.648980911615161,0.5033655138088182,-2.145615397806343,-7.519419443165702,-3.717141075975256,-7.604556734380891,-0.4837384612476351,-0.5900021402448334
61,1,-1.3721224257300055,0.3527994388984679,-1.0193229868315377,-5.6848319045005855,-1.7458212023574244,-7.87802140428632,-0.6034783969912428,-0.5857702717164437
61,2,-2.0135903037835066,0.480586651552664,-1.5330036522308426,-7.277923501496632,-3.8029755306992286,-6.949895941594807,-0.4339921353998194,-0.5159860177772773
61,3,-2.5022206042997235,0.7870683857418479,-1.7151522185578756,-8.412143346461354,-4.375512002316723,-8.07326268828926,-0.5358024747367298,-0.5737020816685201
62,0,-1.5648762432024297,-0.4131353878545374,-1.978011631056967,0.06845728792912453,3.4059768464525035,-6.6750391170467545,-0.5731377875849313,-0.8978434997605518
62,1,-2.1669559485310366,-0.6665954017575846,-2.833551350288621,-0.45952377960950486,4.5789278291541855,-10.076903217527379,-0.9217060632546243,-2.1222524985184483
62,2,-2.2195901885495206,-0.6698667929851121,-2.8894569815346327,0.2450787916582371,4.914205802418508,-9.338254021520543,-0.8075375984706507,-1.6850498360719053
62,3,-1.6562121149847808,-0.5913075908262835,-2.2475197058110643,2.2884438216315424,4.207913435209074,-3.8389392271550626,-0.36044748455373127,-0.46118839179547544
63,0,-2.5828961039137117,0.8688474486017164,-1.7140486553119954,-14.009667572834585,-6.58057568337216,-14.858183778924849,-0.7344689864558315,-1.612159072606516
63,1,-4.35502361666525,1.028440617985554,-3.3265829986796955,-13.158149634366787,-8.468192384316183,-9.379914500101206,-0.46315555373837186,-0.988942548027105
63,2,-3.5091430315172305,1.0164901355852285,-2.492652895932002,-12.917654761664279,-5.508699862231339,-14.817909798865882,-0.9007303824562785,-1.4635153974590374
63,3,-2.425539525606572,0.8156174945027157,-1.6099220311038565,-12.340686408475316,-6.3602422827571665,-11.960888251436296,-0.5815050252993536,-1.036532669949133
64,0,-2.5899931424520135,1.1520473748681703,-1.4379457675838432,-18.11934610228227,-6.221168078358998,-23.796356047846547,-1.3303478749776025,-4.254961130666585
64,1,-2.5307203501556037,1.0532318901766171,-1.4774884599789866,-18.31184737622502,-5.552062958486385,-25.51956883547727,-1.5011522369289236,-4.686096780907901
64,2,-3.255168301643264,1.1613132810887357,-2.0938550205545283,-23.31392924303694,-6.227297325539478,-34.17326383499493,-2.058932703094031,-6.222693830697662
64,3,-3.0461101737824983,0.9713554763828336,-2.0747546973996647,-26.092254549534786,-5.237958177481952,-41.70859274410567,-2.699018034642375,-9.660512586539358
65,0,-0.22043698356856734,0.12900932282344346,-0.09142766074512387,-2.3382988408067824,-0.4154512916723778,-3.845695098268809,-0.3007065497664487,-1.2102041549793974
65,1,-0.26994504068312875,0.16990869178044088,-0.10003634890268787,-2.9640021337694655,-0.5767567385823575,-4.774490790374223,-0.31042577213271283,-1.6586876039930019
65,2,-0.27078450912654795,0.09549689007856133,-0.17528761904798662,-2.7382453659646337,-0.3243439941568269,-4.827802743615607,-0.5132763665154796,-2.6823306453189293
65,3,-0.2822521956203481,0.143441550576064,-0.1388106450442841,-2.8586574527100233,-0.530339099424161,-4.656636706571728,-0.35916251787419284,-1.728991563797722
66,0,-2.6838848494379928,1.2867746124245758,-1.397110237013417,-32.21195344534025,-5.24462040620457,-53.93466607827135,-3.7824070933047214,-18.58661180824735
66,1,-2.6487753532802953,1.251907050588057,-1.3968683026922384,-32.36814238754065,-5.128120266544881,-54.480044241991536,-3.868202536945411,-21.655235465732535
66,2,-2.5592684071042324,1.4960114792460737,-1.0632569278581587,-32.677181632465825,-5.369365193715384,-54.615632877500886,-3.5870085025518628,-19.763741508490043
66,3,-2.4727353579249813,1.434965374299729,-1.0377699836252523,-32.55648201228802,-5.6731012212633445,-53.766761582049355,-3.1890321320379673,-18.504933583537955
67,0,-1.6909445123767899,1.9069819155903516,0.21603740321356169,-16.17368982554696,-9.301860488998544,-13.743658673096826,0.3227861685831943,1.0794914905485804
67,1,-1.7829420880511027,2.128934018772819,0.3459919307217163,-15.877912230226956,-10.862934388421067,-10.029955683611778,0.17359751679474278,0.926667927128098
67,2,-1.7582698719961503,2.1265374229819325,0.36826755098578223,-15.705218338301272,-10.82039786796528,-9.769640940671984,0.13154816252927737,0.9452052849663399
67,3,-1.6486987868192076,2.114183881322214,0.46548509450300646,-15.8616763561675,-11.288117911891419,-9.14711688855217,0.24109774077948376,1.1744603558594275
68,0,-4.6401664729671985,2.679553748384299,-1.9606127245828997,-52.37224467567759,-22.202115137556497,-60.340259076242184,-1.7342105127996708,-4.229995826924591
68,1,-4.475150991249776,2.3801062307768452,-2.0950447604729305,-57.67268715219493,-19.418191341247816,-76.50899162189424,-2.419320750782897,-7.480198804985461
68,2,-4.653641872758017,2.6732268105756716,-1.9804150621823458,-53.29914981653408,-22.85378679602327,-60.890726041021615,-1.7044944881833446,-4.064074147576008
68,3,-4.508317522688213,2.7774528606605626,-1.73086466202765,-48.9049076330736,-21.233919270460866,-55.341976725225464,-1.6284750666542007,-3.831330977083178
69,0,1.720508408567456,-1.4741457951966215,0.24636261337083454,96.71435958031739,28.548240095965276,136.33223896870425,0.9299670714781283,1.6454135011499567
69,1,2.5634528505783276,-1.0009095205435745,1.562543330034753,128.08442752686096,18.306167755976468,219.55651954176898,3.049157702826155,7.579931341716589
69,2,2.0069491521489162,-0.7914316308295488,1.2155175213193674,80.20895946772497,12.842449086303176,134.73302076284358,2.1675738582208863,5.756796532336617
69,3,2.481118251389062,-0.7273574756098791,1.7537607757791829,111.5814877257287,12.031873579128302,199.0992282932008,3.1392957274623488,8.233596546813029
70,0,0.4120214129844637,-2.623537903463678,-2.211516490479214,36.68871666502172,46.48283669880161,-19.588240067559795,-2.7089605832625154,-9.02047450334472
70,1,0.03312542144126063,-2.2756495572253037,-2.242524135784043,21.07768899171809,39.75872918828468,-37.362080393133176,-3.136265637723713,-10.946990255373358
70,2,0.5817061972263566,-2.6455898638225657,-2.063883666596209,35.66933084998825,44.26752329281851,-17.19638488566052,-3.4794292749985405,-13.322068327013302
70,3,0.47178030471821586,-2.63661677379479,-2.1648364690765742,40.09469040899266,52.60197595883869,-25.01457109969207,-3.0032936474131566,-9.957798222059596
71,0,-1.918058736541056,0.33640175863676713,-1.5816569779042888,-35.431479165410586,-0.00014474623508675677,-70.862668838351,-1.6587509379815808,-3.579294733744183
71,1,-0.7992543933653318,-0.03420490293218137,-0.8334592962975131,-16.69622062734374,3.0253093504545987,-39.443059955596695,-1.2966598581915911,-3.2994216972456543
71,2,-1.8102476432186254,0.22988517982056766,-1.5803624633980577,-38.955737107653654,1.5451412674312692,-81.00175675016985,-2.1366391307424264,-5.0107477596903305
71,3,-1.6232607938424062,0.28059481741402603,-1.3426659764283801,-31.97546898420471,3.1468944838154087,-70.24472693604025,-2.047857176433362,-3.6950238113841865
72,0,-3.157432389608583,0.9870288659100268,-2.1704035236985564,-24.643777649119322,-4.04972696503414,-41.18810136817036,-3.529965407490254,-13.877321084743107
72,1,-3.136598737539231,0.9435816847318246,-2.193017052807406,-24.92798978280392,-4.019150302150681,-41.81767896130647,-3.498774327532326,-13.874296597594624
72,2,-3.1878138638017695,1.0720327626582775,-2.115781101143492,-22.17069133538064,-4.845573993301903,-34.650234684157475,-2.6095279303274,-8.907870003254548
72,3,-3.1464807538445054,1.088646105736864,-2.0578346481076415,-23.444748228331818,-4.738623612292464,-37.41224923207871,-2.8972898487911336,-10.578006226694335
73,0,1.2587473147078123,0.07272606790517333,1.3314733826129856,0.45898629101421484,-0.825700766545646,2.5693741151197234,0.20761763810098477,0.4251608326162062
73,1,1.593765027623418,-0.08671715803816671,1.5070478695852514,0.6076835870663597,-0.29115026078007844,1.7976676956928763,0.14352877606984965,0.2903598848464821
73,2,0.4361583725549747,-0.032714422441542546,0.40344395011343215,0.05448860907385367,-0.3633831098145546,0.8357434377768183,0.06780546698865383,0.06499276227289269
73,3,1.1051857216552161,0.14730679283943626,1.2524925144946524,-0.19012151582689363,-1.3614424431399943,2.342641854626198,0.20768481591439664,0.4647909980115615
74,0,-0.7284220702807711,-0.595310261561794,-1.3237323318425651,3.7331321028473905,5.036384467938998,-2.6065047301832127,-0.22557233803616383,-0.5101983208044059
74,1,-1.4424877529428217,-0.5140375417424172,-1.956525294685239,2.0491290620942095,4.525682406920936,-4.953106689653451,-0.36103876096141224,-0.804347381132743
74,2,-1.7995811315981558,-0.7936759505311617,-2.5932570821293175,1.2739749624620273,5.476786392025122,-8.405622859126186,-0.7607313811440126,-1.959612231053015
74,3,0.0305369230870145,-0.34911391562594396,-0.31857699253892946,2.5921032481532436,3.0418732557730657,-0.899540015239646,-0.14465215440996143,-0.3301054371499238
75,0,-1.8857518088067793,0.6368299074286492,-1.24892190137813,-6.98327096871127,-5.247020736753502,-3.4725004639155337,-0.16893314415861369,-0.2939788318873215
75,1,-1.0721252270114672,0.7876176602538036,-0.28450756675766353,-8.278103497820759,-6.957565065917809,-2.641076863805896,-0.12575710609080448,-0.01786079710863929
75,2,-1.4532791069790325,0.8904020619777855,-0.562877045001247,-9.608470720180541,-8.05561027358899,-3.105720893183104,-0.13928586463309278,-0.08494951436653847
75,3,-2.8226527252161597,0.9931774023639015,-1.8294753228522582,-10.279385983200235,-7.743330309648291,-5.072111347103892,-0.23818868467561083,-0.2088268340415388
76,0,0.588613087240561,0.961873832182448,1.550486919423009,-6.778767634786943,-7.579182071761064,1.60082887394824,0.12095558087038101,0.27585025795491613
76,1,-1.1685745679785577,0.763309067131634,-0.4052655008469237,-6.816541215018871,-6.658036695496326,-0.3170090390450859,-0.032217498648303124,-0.01789758755907256
76,2,0.17205298158022098,0.6270137478250817,0.7990667294053027,-5.286505194140679,-5.827744941368001,1.082479494454649,0.061283131411246944,0.07215334897631089
76,3,-0.5717894093795284,0.7197377059122338,0.14794829653270547,-6.084543341415181,-6.27830565042396,0.38752461801755445,0.009810380822435329,0.008009101424724566
77,0,-0.28660689919461646,0.11303355671192294,-0.17357334248269352,-2.1411293740838317,-0.3341393322820547,-3.613980083603554,-0.3999156278505325,-2.15111125693781
77,1,-0.3095375229218469,0.14780074931193266,-0.16173677360991423,-2.396743680580105,-0.4999151230687646,-3.7936571150226825,-0.31413013976423576,-1.930796222215184
77,2,-0.31637233892184646,0.15080614233220313,-0.16556619658964333,-2.4569126393865766,-0.5139732962839441,-3.8858786862052703,-0.30640923181967583,-2.4686628322681905
77,3,-0.31397620174354124,0.1663723279615521,-0.14760387378198914,-2.5336944617571078,-0.47841687193239224,-4.1105551796494275,-0.35673380906134167,-2.5119429611382618
78,0,-2.145357683087777,1.6339033901167803,-0.5114542929709969,-25.097375869787808,-7.6659834920729,-34.862784755429814,-1.169247411972822,-4.738311260365459
78,1,-2.135195872479632,1.6261535260540554,-0.5090423464255767,-23.880590969021974,-6.533125548666609,-34.69493084071072,-1.316454749288963,-6.136590321707736
78,2,-2.0789989576272587,1.6486645288774127,-0.43033442874984607,-25.5543259510359,-7.473471995216699,-36.161707911638395,-1.0898349498521966,-4.728349848060555
78,3,-2.145545351188602,1.5985120955989918,-0.5470332555896102,-24.861699298163238,-7.125938698533509,-35.471521199259456,-1.3278160007662732,-5.598072795725822
79,0,-2.018154286544817,0.984252984636111,-1.0339013019087062,-10.051570627706555,-8.194048621016496,-3.7150440133801137,-0.1472015204226898,-0.3313442374258636
79,1,-2.1191386488279504,1.0183463722815205,-1.10079227654643,-10.424569251124991,-7.784913532709016,-5.279311436831952,-0.19689570482620172,-0.5543483511012097
79,2,-1.8607217302016057,1.0082677785076903,-0.8524539516939154,-10.371077127741753,-7.058125476745776,-6.625903301991952,-0.2918940258774635,-0.7996095071051088
79,3,-2.1939626911000287,0.9957596678875609,-1.1982030232124679,-11.196507504647332,-8.257126412813577,-5.878762183667517,-0.24596499394573412,-0.5196316904782141
80,0,-3.423948526938041,1.8585075081936173,-1.5654410187444237,-15.110064812058853,-7.123405418006362,-15.973318788104987,-1.1387281560590239,-2.7504750846223356
80,1,-3.4560702302642325,1.6834553288866325,-1.7726149013776,-16.05894292685766,-7.714232824424489,-16.689420204866344,-1.0868960354566477,-2.8632209010583507
80,2,-3.0602212803386655,1.6496162785662696,-1.410605001772396,-18.11443629455667,-6.875216409640853,-22.47843976983164,-1.4782350524761596,-4.875340433209443
80,3,-3.1130558374601596,1.8242488848515062,-1.2888069526086534,-16.66081204462803,-7.592327560295185,-18.136968968665695,-1.1397305765161443,-2.9480551720382264
81,0,1.8520349576647117,-0.7593163600640089,1.0927185976007028,64.14025478986525,7.860802305952014,112.55890496782649,3.1570828316083692,11.916100183751608
81,1,2.006921595528932,-1.0055407959625846,1.0013807995663475,69.797575892346,10.538100008301694,118.51895176808861,2.910515349253317,10.132197237921865
81,2,1.873826300921464,-1.127154399945593,0.7466719009758709,81.87978692237215,6.004763633540936,151.75004657766243,5.597318845219173,21.55339742515026
81,3,1.8278199012483967,-0.6318129899901681,1.1960069112582286,66.68142745199489,6.607921430811949,120.14701204236589,3.6467911677518066,15.540752756556886
82,0,2.871915664847574,-2.1577943039922864,0.7141213608552874,292.20075541678216,43.8566015060497,496.68830782146495,3.5088717108219525,22.138661756022703
82,1,2.695267395141469,-2.230084067050461,0.46518332809100826,278.3002449845983,43.13710978754131,470.3262703941139,2.2091109561979456,18.550094237214385
82,2,2.711825188482239,-2.152358042436018,0.559467146046221,276.23787889786195,38.337332430951925,475.80109293382003,2.818378358690431,24.409835797843094
82,3,2.8708889096210335,-2.2076656392797327,0.6632232703413008,292.841155170732,44.79850338628238,496.08530356889923,3.3216284124890807,20.896575380551116
83,0,1.2072503279002955,-1.0422420397831855,0.16500828811711,39.057888099066226,12.199770780630246,53.71623463687196,0.7508205715132199,1.2970436642126986
83,1,1.855806945252815,-1.0382762728374884,0.8175306724153266,49.58436683871842,16.533869941639992,66.10099379415688,1.1315331150877077,3.226766020553358
83,2,1.5768315996387177,-0.8704490816463775,0.7063825179923402,53.568996014509636,12.737149527337735,81.6636929743438,1.4439904852871086,5.654103977115407
83,3,1.9198817059892495,-1.1108772734610426,0.8090044325282069,51.70230432917545,15.380058890519656,72.64449087731161,1.3363762316839292,3.68906655232791
