pair_index,fold,signal,noise,total,Delta_Between,Delta_WithinED,Delta_EDnum,Delta_D_ED,Delta_D_CNR
10,3,-1.2307287859144913,1.0831304826565757,-0.14759830325791556,-8.701146280483865,-8.390937859189057,-0.6204168425896164,-0.025939422270215964,-0.018986751951691985
11,0,0.4459868589245852,0.6804074018661677,1.1263942607907529,-3.2733355173860144,-3.5583612976614667,0.5700515605509064,0.03466204830957807,0.11437111675007422
11,1,0.27334805667623163,0.6297781429397089,0.9031261996159405,-3.21390070071366,-3.5569132363205807,0.6860250712138427,0.06885271369327717,0.19166010102472156
11,2,-0.21139357097972322,0.4641368772175003,0.2527433062377771,-1.6814482789138392,-1.791481701709035,0.22006684559039336,0.05603571421343212,0.16353585827553063
11,3,0.6805852536734007,0.6307634609919184,1.311348714665319,-1.5006574575485754,-1.6707152415509547,0.3401155680047623,0.06502501028912508,0.3108672686168962
12,0,0.31265745338265516,1.1449325104056425,1.4575899637882976,-3.035603811042966,-5.032128722784008,3.9930498234820844,0.5733160027806562,0.7973108091536993
12,1,1.3260621755228765,1.1933717593892466,2.519433934912123,-3.152969530717799,-5.349927636849646,4.393916212263693,0.5729837719649775,0.8871817859678497
12,2,1.9044065392417784,1.1512798097511925,3.055686348992971,-2.582885162382283,-4.814053083808755,4.462335842852942,0.634504717029412,0.9612727308397864
12,3,2.275437794849539,1.1602580923813939,3.4356958872309327,-2.5059234732801627,-4.8609406486058635,4.7100343506514,0.6453311347420188,0.9816919371037893
13,0,-3.0786726331361143,0.9437207330429684,-2.134951900093146,-17.652640276130526,-5.160566442135169,-24.984147667990715,-1.73903415621818,-4.91973619251861
13,1,-3.0264332352097507,1.2035398281885357,-1.822893407021215,-17.28009678910069,-5.910966108422613,-22.738261361356148,-1.485702582594869,-4.097759275151317
13,2,-2.9377882149377337,0.9222915142125432,-2.0154967007251905,-17.068406632658146,-5.4167460400229,-23.30332118527049,-1.5796825883366306,-4.88374041453754
13,3,-3.443167912337513,0.966508793382105,-2.476659118955408,-14.632737736690489,-6.146325436842444,-16.97282459969609,-1.0602937526763963,-2.87527263245649
14,0,-0.3842515480710853,0.9863077023692446,0.6020561542981593,-5.325015234495182,-4.584586136488042,-1.480858196014279,0.00041273274206127253,0.3867213030706049
14,1,-0.669918833214771,1.0951053799021389,0.4251865466873679,-5.839453931928941,-4.841096727660229,-1.9967144085374207,-0.03375547483363184,0.2862470183834993
14,2,-1.5076003747152502,1.1642208440311408,-0.3433795306841094,-4.995290518194472,-2.890821983217073,-4.208937069954798,-0.4937718797410877,-0.24144106566427126
14,3,-0.6183628675545383,0.935301537278288,0.31693866972374973,-5.238668518159943,-4.14030452640022,-2.1967279835194464,-0.12559425939180402,0.17543140715970368
15,0,-1.2496329941414177,1.3512076182653727,0.10157462412395502,-8.52757451058819,-8.072894800938903,-0.9093594192985766,0.057295067752001355,0.04086111699802952
15,1,1.5221556341010958,1.3048165956085045,2.8269722297096003,-6.993460246113491,-7.2308681658303815,0.4748158394337798,0.11871773961338994,0.32013638333036587
15,2,-0.5227134634009509,1.673771700040437,1.1510582366394861,-8.21810035014646,-8.720987816134445,1.005774931975969,0.1429011298204625,0.22708255965085444
15,3,-0.7373595325683473,1.2922715149212873,0.55491198235294,-7.271313418939279,-7.931314706267058,1.320002574655553,0.15444859126513627,0.14539401068167923
16,0,0.6024929223012809,1.343578139940639,1.94607106224192,-5.675586017995252,-7.055481538690497,2.7597910413904883,0.3299994468896171,0.45733728515847294
16,1,1.3996884341124398,1.495741854645209,2.895430288757649,-4.876265661689401,-6.508928006534031,3.26532468968926,0.47352292734969875,0.7049066701943417
16,2,1.6472983708312336,1.417305564257206,3.0646039350884395,-5.4888041185833,-6.906652131389391,2.835696025612184,0.43271630456394955,0.755273581385896
16,3,-0.5452549401965734,1.236042749906118,0.6907878097095446,-5.351412155864386,-6.147850112996835,1.5928759142648978,0.2667556530633479,0.30495276180894615
17,0,-0.2929731266681239,0.7997818709936468,0.5068087443255229,-5.410989079486068,-2.591839784877642,-5.638298589216852,2.5171112993301463,21.52139612330364
17,1,-0.30181758552124194,0.5807299214257124,0.2789123359044705,-5.211402906637275,-1.6399296962267176,-7.142946420821119,1.376680009829034,14.54125292787188
17,2,-0.30515062518187186,0.6565678756718083,0.35141725048993644,-5.454240275491188,-2.165504654135468,-6.577471242711447,1.5687235577387773,13.26121485699036
17,3,-0.3336838351318683,0.7292495011107158,0.39556566597884757,-5.972733972627488,-2.4924913747678303,-6.960485195719315,1.9045644387325318,14.146921489708177
18,0,-1.4409889557114246,1.0362048578297798,-0.4047840978816448,-8.430283994985388,-3.2442757712129753,-10.372016447544825,-0.586584651627122,-2.3411913397595363
18,1,-1.496630510341915,0.827395551968265,-0.6692349583736501,-8.080488215194045,-3.2487777419847648,-9.663420946418558,-0.634868492201788,-2.2561047886683205
18,2,-1.4887042106658188,0.8949326780996008,-0.5937715325662181,-7.362946462129367,-3.6505758544441607,-7.424741215370411,-0.3955612264027305,-1.6419635664122247
18,3,-1.370223021055926,0.73955096694415,-0.6306720541117761,-7.220207566234709,-3.0188127551551673,-8.402789622159085,-0.5517521584806437,-2.1678355311114665
19,0,-1.3962922068595507,0.904050868626098,-0.49224133823345273,-13.02770072334927,-5.985567146874249,-14.084267152950037,-0.47989524818931106,-1.439904944532028
19,1,-1.5821049857959775,0.9833471524801576,-0.5987578333158199,-13.378427933509847,-6.082529021259951,-14.591797824499796,-0.5778681264840945,-1.5904786196506995
19,2,-1.398024887352773,0.8046655123896169,-0.593359374963156,-15.261958242730799,-4.137511157942493,-22.248894169576612,-1.0956631938967227,-4.414285609523791
19,3,-1.4257302056837586,0.9766274737583123,-0.44910273192544636,-13.763438515954132,-6.65091726457289,-14.225042502762488,-0.44092113218681495,-1.2709692421233725
20,0,-0.7659115262254375,0.6765930576850394,-0.08931846854039804,-5.659999447617176,-5.5336681578736595,-0.2526625794870334,0.04888169983829596,-0.03770110684910055
20,1,-0.5504938197153297,0.66945825391839,0.11896443420306024,-5.641573862762092,-5.869022531782093,0.45489733803999854,0.057392971586577926,0.033914762780949015
20,2,-0.6534782420632004,0.611360621604363,-0.04211762045883738,-5.779074849232664,-5.682788043630595,-0.19257361120413918,0.02084618356900371,-0.011943245296998972
20,3,-0.5061359861152788,0.6436814035683458,0.13754541745306703,-5.25978523960033,-5.610656256102343,0.7017420330040309,0.07748576250377452,0.040096953317467376
21,0,-0.3796047707871013,0.8291334708709348,0.4495287000838335,-7.592412382652501,-6.6727560857123045,-1.8393125938803951,0.08024987048343069,0.41294614565322196
21,1,-0.4180975515307104,0.8054195585308275,0.3873220070001171,-8.038272037071213,-7.410851588634028,-1.2548408968743683,0.013641743529530181,0.1766910380505699
21,2,-1.1789389371243635,0.796022017865238,-0.3829169192591255,-9.858507147431652,-5.620322880294879,-8.476368534273547,-0.26471933859520713,-0.5055157255741052
21,3,-0.6365776873016777,0.7662854709937283,0.1297077836920506,-8.632912810769398,-6.575363013797633,-4.115099593943526,-0.06557186035775275,0.10952529905861119
22,0,0.600572653517611,1.3619405624887024,1.9625132160063135,-12.752778367624337,-13.641493406176764,1.777430077104853,0.023403616627255652,0.05108216366285794
22,1,-0.9883773032545022,1.3611707887788702,0.372793485524368,-13.00223022328283,-13.511761467539802,1.0190624885139492,0.08582650320766369,0.13886588698957558
22,2,-0.5543376904111943,1.406998771571554,0.8526610811603597,-13.144718412593464,-14.240856403517302,2.1922759818476774,0.0661484056648121,0.1220031817454924
22,3,-1.3880435117783363,1.4908630010011343,0.10281948922279804,-14.983930164668724,-15.81936877780781,1.670877226278174,0.012201275094203684,0.005700953155543559
23,0,-1.650469094113904,1.1542159167513883,-0.4962531773625156,-10.41892469155426,-10.810453105623704,0.7830568281388892,-0.012887098609965925,-0.016203788500428886
23,1,-3.4661312858485123,1.1016196017121027,-2.3645116841364096,-9.470582488611518,-9.31766897218295,-0.30582703285713464,-0.04576075100131373,-0.11429310350957993
23,2,0.4067372371339264,1.020443048226408,1.4271802853603344,-8.773410871669395,-9.52003361926404,1.4932454951892904,0.08340439755476547,0.1976317984953178
23,3,1.0456859268310643,0.9992673509369174,2.0449532777679815,-8.007210039548546,-8.587454439272847,1.1604887994485988,0.03300798271930061,0.06252761032278692
24,0,5.068695342121298,0.960906528158354,6.029601870279652,30.065253226915793,-4.036798381161649,68.20410321615489,9.156059182812896,52.4986295313762
24,1,5.063964013687458,0.9553064499537061,6.019270463641163,29.996359444206917,-4.125841930970318,68.24440275035447,8.85405545065853,50.61556761239569
24,2,5.110340728858983,0.8335291425298879,5.943869871388871,30.77731009591431,-3.3483391816777583,68.25129855518414,9.108900494761718,53.676412145805905
24,3,5.117043637175437,0.8409531320010593,5.957996769176496,31.194821225509877,-3.02298407468761,68.43561060039498,10.168272732533683,61.047219314606956
25,0,-2.6761941245149514,1.5564672391672096,-1.1197268853477418,-14.063994980644624,-8.699817282077351,-10.728355397134541,-0.5110104265157409,-1.1414724224816295
25,1,-3.2686145252784606,1.622483934480361,-1.6461305907980996,-15.835256395232719,-8.209532098258801,-15.251448593947835,-0.8398540618143415,-2.1755373471664297
25,2,-1.5193722863971164,1.614396057829667,0.09502377143255059,-10.87975618009828,-8.635167633223011,-4.489177093750538,-0.003230607642467853,0.09969622371830056
25,3,-1.1088304181966868,1.6399061137805577,0.5310756955838709,-9.82982324608219,-8.16942523054449,-3.3207960310754006,0.22743609737537573,0.6591906197783685
26,0,-1.7333642993999705,1.0693302756874656,-0.6640340237125049,-6.452077333140803,-4.075546095618713,-4.753062475044182,-0.35395667263826835,-0.6931119123738207
26,1,-1.464209514243978,0.8018084426323204,-0.6624010716116575,-5.53947365126503,-3.380856752162729,-4.317233798204601,-0.33020271968810194,-0.6254815341500123
26,2,-1.0481012642130803,0.8910746714124156,-0.15702659280066467,-4.996252536164286,-4.063873798094425,-1.8647574761397223,-0.11606666947866381,-0.07146557524036651
26,3,-1.186742300071212,0.9160601139714979,-0.2706821860997142,-4.927168014504998,-4.239180854168519,-1.375974320672956,-0.08892539387689308,-0.09547389983791854
27,0,3.461128703644639,1.470132577727668,4.931261281372307,3.90947957653648,-9.878808359560336,27.576575872193633,2.6613847704252174,7.475296620122503
27,1,1.5253806306464677,1.4398336996197125,2.96521433026618,3.4963700775169997,-9.791030170796239,26.57480049662648,2.831642163569985,8.426236006461304
27,2,1.7278548107241454,1.3991656962412664,3.127020506965412,3.9952056907130533,-9.407619359179249,26.805650099784604,2.741034022319579,8.14547965012541
27,3,2.345702682560955,1.33542458453012,3.681127267091075,5.221218260482374,-8.876635569749382,28.195707660463523,2.901486101584168,8.289412421024206
28,0,2.2148610038880268,0.531422849971404,2.7462838538594307,15.987782338435252,-1.7070807983065643,35.38972627348363,6.299265518924412,29.93296790246806
28,1,2.9742180054753082,0.6068584808564186,3.581076486331727,14.990499193933989,-2.0741825145789745,34.12936341702593,5.063033318978909,19.971785363795743
28,2,3.1247865771900503,0.5977406102472624,3.7225271874373127,14.947681488926857,-2.151484472317983,34.19833192248967,5.099462539423752,19.733872351236567
28,3,3.774295249558935,0.5718842625334881,4.346179512092423,16.044428753688685,-1.8314669242432746,35.75179135586392,5.677362365947612,22.415405331947717
29,0,-0.2692537121412366,0.47533441559932355,0.20608070345808693,-4.594666969413932,-1.7223477557299791,-5.74463842736791,0.6384754568493669,5.213728816632532
29,1,-0.2902573816276588,0.47700950315299506,0.18675212152533627,-4.816761056821399,-1.5045839629069873,-6.624354187828821,0.6631390321493278,5.997132247880145
29,2,-0.2381978978499193,0.45305673797540447,0.21485884012548517,-3.964672179727831,-1.184247764042233,-5.560848831371196,0.8202347467895876,10.35752126979233
29,3,-0.2803895100473035,0.50214006119774,0.22175055115043651,-4.827671151572215,-1.8870940193885728,-5.881154264367289,0.8519774557351125,5.823244831136318
30,0,-1.17548442492697,0.8255343423218768,-0.3499500826050932,-7.859000588074576,-2.550326489842533,-10.617348196464087,-0.6959968960675214,-2.427771573042204
30,1,-1.357997630520182,0.9285594793794614,-0.4294381511407206,-9.144672743014684,-3.073177594576652,-12.142990296876064,-0.7459115833024508,-2.841439201076259
30,2,-1.3670714163116244,0.9384019964954362,-0.4286694198161882,-8.960482268302185,-2.871171612024007,-12.178621312556352,-0.7999520589870368,-3.0930054975449286
30,3,-1.2098801297017605,0.8088976838681026,-0.40098244583365794,-9.019633036205782,-2.7971012701724227,-12.445063532066719,-0.7121891975268904,-3.582048844895086
31,0,0.9463072777151158,-0.04172499256471607,0.9045822851503997,16.442396527961343,0.2936987740797683,32.297395507763156,1.717350162368349,5.657392397634455
31,1,0.9657086908722379,-0.06578851740727032,0.8999201734649676,16.559498828270193,0.11985708269720163,32.879283491145976,1.7180859591475506,5.0990130797638376
31,2,0.8848413866931093,-0.050822330351389944,0.8340190563417194,16.358690032773296,0.00960996142593018,32.69816014269473,1.8003906972717312,5.7126783446231535
31,3,1.039373071272129,-0.2710332366223147,0.7683398346498143,22.4769367130275,0.5687177453027026,43.816437935449585,3.1142379895226697,11.492180264797843
32,0,4.674080442657292,0.47183297059580376,5.145913413253096,28.094615678461512,-2.260894583583333,60.71102052408969,6.301373282505326,25.02739476171161
32,1,3.457202715890826,0.7059858287387311,4.163188544629557,25.662703351407238,-4.079339769565406,59.48408624194528,5.465362920291005,19.108173033051866
32,2,3.844947634476276,0.7309593953171278,4.575907029793404,26.270859553700937,-3.964463764274303,60.47064663595047,5.721230226490817,20.507253902997146
32,3,3.3816952432401086,0.7024779850174019,4.0841732282575105,24.760985752627253,-4.456095300679426,58.43416210661337,5.026644222527914,17.41389252611427
33,0,-0.5679657588930582,1.1769826279743585,0.6090168690813003,-7.677000311247225,-7.525419763176421,-0.3031610961416078,0.029256317058342377,0.17848260972837499
33,1,-0.9903539690456937,1.1900768987061614,0.19972292966046767,-9.061143401155235,-8.417277178972075,-1.2877324443663216,-0.026025233605502907,0.07456641207790365
33,2,-1.1454203739995927,1.2027763257495372,0.057355951749944456,-7.053933749665383,-6.9623247150937875,-0.18321806914319083,0.036807258079425295,0.02217421563619526
33,3,-0.9641234024984286,1.154150517803524,0.19002711530509542,-8.643760431271701,-7.969329583174339,-1.3488616961947262,-0.02918424126520268,0.07018290599596655
34,0,-1.0371578205207088,1.0304512025359367,-0.006706617984772123,-7.1026799579998485,-7.310786900083979,0.41621388416825944,0.0037943697374729565,-0.0011336857434663394
34,1,-0.9135874654125675,0.8972827184829342,-0.01630474692963335,-3.0670036840492703,-3.231084634345649,0.3281619005927592,-4.48480877199009e-05,-0.0005416102737714409
34,2,-1.6501038893337179,0.941396487216692,-0.7087074021170259,-5.115457663061305,-5.37550153961374,0.5200877531048747,0.0004195978052494165,-0.01820418213048635
34,3,-1.5598893108497907,1.0923155301490013,-0.46757378070078937,-7.114530488624753,-7.21722071514581,0.20538045304211572,-0.01744987109677084,-0.027166179433606504
35,0,-0.7211066023496855,1.1010691422187735,0.379962539869088,-6.462874975952472,-6.652738060421379,0.3797261689378182,-0.009071618141767143,0.021762211934250375
35,1,-1.1050499780264826,1.2779206578916957,0.1728706798652131,-9.44038034611505,-9.454826629488936,0.02889256674777485,-0.030475351576742728,0.016055228366464724
35,2,1.490851071785296,1.1367573787202225,2.6276084505055186,-7.18154451645969,-7.692307575036541,1.0215261171536998,0.04535137817771522,0.18989269270016004
35,3,-1.7372463711154167,1.196065195366625,-0.5411811757487917,-6.509916585574459,-6.634239985231186,0.2486467993134589,-0.027324700059876347,-0.02010259997942841
36,0,-2.2369010328717325,0.9881561382626685,-1.248744894609064,-5.404957296539445,-3.6015776648265785,-3.606759263425732,-0.3663364634542222,-0.7022107725901506
36,1,-2.6920060063506286,1.0645204161609785,-1.62748559018965,-5.3053738773441435,-3.830121949301576,-2.9505038560851373,-0.3058569411254049,-0.5036073897135441
36,2,-2.6151438516288588,1.0462722268915754,-1.5688716247372834,-5.708097039253743,-3.992124160002769,-3.431945758501949,-0.3481992775442098,-0.6358935139919684
36,3,-2.459989414051098,1.029419437626021,-1.430569976425077,-5.996171322950759,-3.8626354190555894,-4.267071807790342,-0.4186978975975674,-0.931965630717552
37,0,-2.9476358684038657,0.5638980389787154,-2.3837378294251503,-8.059007886936966,-4.875170301386696,-6.36767517110054,-0.3996403046320648,-0.8780054158985275
37,1,-1.2787450150202395,0.9856354867265731,-0.29310952829366643,-8.509160512026249,-6.884090101517984,-3.2501408210165295,-0.1292430825578627,-0.1395295842767062
37,2,-2.0064925575391457,0.9879865253406992,-1.0185060321984465,-8.533647718797997,-6.442274506458395,-4.182746424679202,-0.1642963226121803,-0.47927678126001766
37,3,-2.4480440060481614,0.7081084581831023,-1.739935547865059,-8.081804797348818,-5.764874419804713,-4.6338607550882145,-0.26836155798342143,-0.5362438487591945
38,0,-0.7108111274757372,0.875781780078857,0.16497065260311983,-5.46952076566731,-4.7995325329879925,-1.339976465358637,-0.08052190299148919,0.02390065738605393
38,1,-0.11839040278940116,0.702982751836962,0.5845923490475609,-4.8589225893264185,-4.174987313323202,-1.367870552006437,-0.06522043106719468,0.13350165326334806
38,2,-1.0841151218638125,0.5568919141235895,-0.527223207740223,-4.236063703305769,-3.5770200708328357,-1.3180872649458664,-0.09752944235182812,-0.07275102656476906
38,3,-1.1508616650815007,0.7621990731848598,-0.3886625918966409,-5.228796628249951,-4.419861121421992,-1.6178710136559182,-0.10774414902796303,-0.057286032472567264
39,0,-0.9363090367028442,-0.0054710326141527155,-0.9417800693169969,-0.8708288767660939,-0.2737100300447377,-1.1942376934427132,-0.14800548441012612,-0.1218914571678094
39,1,-0.13520880604408536,0.6141963098348251,0.47898750379073973,-3.119889629126236,-2.725912374232985,-0.7879545097865019,-0.07882371672505895,0.01503422199368825
39,2,0.7351890939978813,0.9563642543079269,1.6915533483058083,-3.2732174815104047,-3.39198995638583,0.23754494975085194,0.042550829144730754,0.24297549855107428
39,3,0.7755533248794496,0.5442824240010107,1.3198357488804602,-2.105470071508023,-2.196640298157522,0.18234045329899828,0.016588210352595164,0.06599536046064587
40,0,-1.5582834844755622,-0.318299103228584,-1.8765825877041462,0.39039195235917656,0.8408510225390184,-0.9009181403596829,-0.19466460193337087,-0.6189933693536283
40,1,-1.5799191778730473,-0.47572950397076275,-2.05564868184381,0.2159760553882668,0.8642376588033294,-1.2965232068301247,-0.35833534550991114,-1.010055826879725
40,2,-1.789854413957305,-0.19335759574994027,-1.9832120097072452,-0.28754713653201147,0.47902805533190573,-1.5331503837278335,-0.31653039646124304,-0.8898810483883446
40,3,-1.386032485419687,-0.1799256048576452,-1.5659580902773322,0.003283937914892121,0.5236196610550676,-1.040671446280352,-0.20491135066025148,-0.5065041823385924
41,0,-0.25078056495591294,0.4845950643469923,0.23381449939107934,-3.7940544863811745,-1.6904490823844478,-4.207210807993448,0.7878000256441915,5.342473393688536
41,1,-0.2419288004439606,0.43803750673521025,0.19610870629124966,-3.729466307424733,-1.3160770208509192,-4.826778573147635,0.7210889173380579,6.1174254515338795
41,2,-0.2520663448344429,0.47140225681476355,0.21933591198032065,-3.8921294319034736,-1.6574445986697075,-4.469369666467529,0.7268015598604345,5.172952108326484
41,3,-0.26223976076901145,0.4597301994966765,0.19749043872766503,-3.9935480516114197,-1.310608406898635,-5.365879289425578,0.9936857603545404,8.39005690336419
42,0,-1.445744625857202,1.0390244216938305,-0.4067202041633715,-13.084115085051288,-3.467737940167628,-19.232754289767314,-1.0952883507285471,-3.990630829971061
42,1,-1.3934715623605083,1.0283498757215557,-0.3651216866389526,-13.240158886184858,-2.984218550133739,-20.51188067210224,-1.2605897532127366,-5.497796671103748
42,2,-1.3994334725833903,1.0663481704808828,-0.33308530210250753,-12.831217534686097,-3.7667218465254093,-18.12899137632138,-0.8151215246524006,-3.372403511165114
42,3,-1.3832446837353896,1.0116880483709982,-0.3715566353643913,-12.884785338239372,-3.470962200141999,-18.827646276194745,-0.988793251925479,-3.9413571358804838
43,0,-0.63124988410706,0.9556658639121531,0.3244159798050932,-6.417834549437657,-6.532621667346707,0.22957423581810232,0.29168885240421705,0.5056165394656145
43,1,-0.6230920031876446,0.986871727449059,0.36377972426141447,-6.715749010967144,-6.873659896513097,0.31582177109190823,0.3126502440110137,0.583189476279065
43,2,-0.5111640568922944,1.004740689145767,0.4935766322534727,-7.207157831011138,-6.990856850750944,-0.43260196052038324,0.5225986406496731,1.622585633529365
43,3,-0.6780516261337786,1.0347624571145397,0.3567108309807612,-10.123444185610516,-7.925727183896445,-4.395434003428143,0.6593431398419434,1.5815132747097032
44,0,-0.14257718851547363,1.2201715214248674,1.0775943329093938,-7.338432023713613,-7.869056745582277,1.0612494437373243,0.37533592358594575,1.0515283825292527
44,1,-0.3747380516422343,0.4849123600742429,0.1101743084320086,-3.639715399891461,-3.329224054291199,-0.6209826912005276,0.015448300302492113,0.05563985151152945
44,2,-0.08654726666883583,1.1126481220371538,1.026100855368318,-7.360376092721429,-7.742321422250184,0.7638906590575107,0.12581512776620196,0.18674959785275308
