pair_index,signal,noise,total,Delta_Between,Delta_WithinED,Delta_EDnum,Delta_D_ED,Delta_D_CNR,share_signal
0,-0.9543363999885673,1.5573605937547406,0.603024193766173,-8.43207643616372,-8.607912237247525,0.3516716021676085,0.05061291842083733,0.0596503604161665,0.3799568189815333
1,-0.8479558616982702,1.1717539461308388,0.32379808443256874,-4.875517924779951,-4.15099067271841,-1.4490545041230807,0.11458632025122001,0.3944880918789848,0.41984044361762946
2,-1.2590857235046613,1.364503574757771,0.10541785125310943,-7.637767965647863,-6.930687413467813,-1.4141611043601012,0.06330924048940054,0.07375192486952335,0.4799096125060644
3,-1.9942190842441159,1.0074416510239712,-0.9867774332201447,-6.725698183684184,-5.585724233509904,-2.27994790034856,-0.17227205312307026,-0.3192507737483218,0.6643719127922503
4,-1.1520207414986379,1.1873219685625633,0.03530122706392558,-6.396955674964572,-5.524095441078066,-1.745720467773013,-0.06239716979341156,-0.08837130070298371,0.4924548833924408
5,-0.271731428790168,1.012909262467593,0.7411778336774252,-4.8531687284074225,-2.3249732839387636,-5.056390888937319,3.2029330598510057,40.635466398544565,0.21152329257444794
6,-1.5506273371686663,0.8052546979082293,-0.745372639260437,-4.888818729088934,-2.719253114739418,-4.33913122869903,-0.388534416303146,-1.1006030406349505,0.658193964757406
7,-1.5149720713471717,1.352997339036947,-0.16197473231022474,-13.58437703372504,-8.746691028589918,-9.67537201027024,-0.12042529539286304,-0.32888361161016966,0.5282385739057577
8,-1.2374269905160407,0.8252757673794942,-0.41215122313654645,-5.799213007281663,-5.304680859800477,-0.9890642949623705,-0.05341485415753111,-0.05123935838102873,0.5999056266245173
9,-0.5712434313778454,0.817592917915938,0.24634948653809263,-6.356463710715001,-6.59173219703745,0.4705369726448958,0.05795396003601148,0.03718215190608542,0.4113108298669664
10,-1.163021842366625,1.0342036941891573,-0.12881814817746784,-8.749656220669735,-8.392510457716792,-0.7142915259058915,-0.018373349813797832,-0.0483916836088667,0.5293138200956683
11,0.2971316495736236,0.6012714707538238,0.8984031203274474,-2.4173354886405223,-2.6443678693105093,0.4540647613399762,0.05614387162635311,0.19510858616680565,0.33073310059853217
12,1.4546409907492124,1.1624605429818688,2.617101533731081,-2.8193454943558027,-5.014262523012068,4.38983405731253,0.6065339066292661,0.9068643157662811,0.5558213817844666
13,-3.121515498905278,1.009015217206538,-2.1125002816987397,-16.658470358644962,-5.6586510068557825,-21.999638703578363,-1.466178269956519,-4.19412712866599,0.7557177790080427
14,-0.7950334058889111,1.0452338658952032,0.25020046000629187,-5.349607050694635,-4.1142023434413915,-2.470809414506486,-0.1631772203061156,0.15173966573738418,0.43202061900373034
15,-0.24688758900240504,1.4055168572089003,1.1586292682064954,-7.752612131446854,-7.9890163722926975,0.4728084816916813,0.11834063211274752,0.18336851766523227,0.14941111394872406
16,0.7760561967620953,1.373167077187293,2.149223273949388,-5.348016988533084,-6.654727947402689,2.6134219177392075,0.3757485829666533,0.5556175746369142,0.36108681967493406
17,-0.3084062931257765,0.6915822923004709,0.38317599917469436,-5.512341558560505,-2.2224413775019145,-6.579800362117183,1.8417698264076223,15.867696349468513,0.3084098134920302
18,-1.4491366744437713,0.8745210137104489,-0.5746156607333223,-7.773481559635877,-3.290610530699267,-8.96574205787322,-0.5421916321780711,-2.101773806487887,0.6236446451776029
19,-1.450538071423015,0.9171727518135462,-0.5333653196094688,-13.857881353886011,-5.714131147662396,-16.287500412447233,-0.6485869251892358,-2.178909603957473,0.6126331210665235
20,-0.6190048935298116,0.6502733341940345,0.03126844066422296,-5.585108349803066,-5.674033747347172,0.17785079508821422,0.05115165437441303,0.006091840988079217,0.4876825900018505
21,-0.6533047366859632,0.7992151295651821,0.14591039287921892,-8.530526094481191,-6.569823392109711,-3.921405404742959,-0.059099896234999755,0.048411689297074484,0.44977335722894335
22,-0.5825464629816055,1.4052432809600652,0.8226968179784598,-13.470914292042337,-14.30337001376042,1.6649114434361634,0.04689495014848378,0.07941304638836738,0.2930624150551038
23,-0.9160443039993564,1.0688864794067041,0.15284217540734768,-9.16753202284593,-9.558902534085885,0.782741022479911,0.014441132665696608,0.03241562920202398,0.461499368973965
24,5.090010930460794,0.8976738131607518,5.9876847436215455,30.508435998136726,-3.6334908921243336,68.28385378052211,9.321821965191706,54.45945715104619,0.8500799805604562
25,-2.143252838596804,1.608313336314449,-0.534939502282355,-12.652207700514454,-8.428485561025914,-8.447444278977079,-0.28166474964929367,-0.6395307315378476,0.5712954906484978
26,-1.3581043444820602,0.9195683759259249,-0.4385359685561353,-5.4787428837687795,-3.939864375011097,-3.0777570175153652,-0.22228786392048178,-0.3713832304005295,0.5962684332620866
27,2.265016706894052,1.4111391395296917,3.676155846423743,4.155568401312227,-9.488523364821301,27.28818353226706,2.7838867644747376,8.084106174433355,0.6161372916485303
28,3.02204020902808,0.5769765509021433,3.5990167599302234,15.492597943746196,-1.941053677361699,34.86730324221579,5.534780935818671,23.01350773736202,0.839684950254533
29,-0.26952462541652955,0.4768851794813658,0.20736055406483622,-4.550942839383844,-1.574568375516943,-5.952748927733804,0.7434566728808487,6.847906791360331,0.3610947011247232
30,-1.2776084003651342,0.8753483755162192,-0.402260024848915,-8.745947158899307,-2.8229442416539037,-11.846005834490805,-0.7385124339709748,-2.9860662791396195,0.59342036713279
31,0.959057606638148,-0.10734226923642276,0.8517153374017252,17.95938052550808,0.24797089087640067,35.42281926926336,2.087516202077575,6.990316021704823,0.8993414462381767
32,3.8394815090661254,0.6528140449172661,4.492295553983392,26.197291084049233,-3.690198354525617,59.77497887714971,5.628652662953765,20.514178555968723,0.8546814124152495
33,-0.9169658761091933,1.1809965925583952,0.26403071644920195,-8.108959473334886,-7.718587810104156,-0.7807433264614616,0.0027135250667655215,0.08635153585961011,0.43707449003657306
34,-1.290184621529196,0.990361484596141,-0.2998231369330552,-5.599917948433794,-5.783648447297295,0.36746099772700225,-0.003320187910442092,-0.011761414395332659,0.5657349430749561
35,-0.5181379699265722,1.1779530935493292,0.659815123622757,-7.398679106025417,-7.608528062544511,0.41969791303818793,-0.005380072900167749,0.051901883255361686,0.30548947582119523
36,-2.5010100762255796,1.032092054735311,-1.4689180214902686,-5.603649884022023,-3.821614798296628,-3.5640701714507896,-0.3597726449303511,-0.6934193267533038,0.7078793602676515
37,-2.1702293617528534,0.8114071273072725,-1.3588222344455807,-8.295905228777508,-5.991602332291947,-4.6086057929711215,-0.2403853169463823,-0.5082639075486115,0.7278651739455426
38,-0.7660445793026129,0.7244638798060671,-0.0415806994965458,-4.9483259216373625,-4.242850259641505,-1.4109513239917146,-0.08775398135961876,0.006841312903016417,0.513948494972106
39,0.10980614403260033,0.5273429888824025,0.6371491329150029,-2.3423515147276897,-2.1470631647052687,-0.39057670004484124,-0.04192254040946479,0.05052840595939975,0.1723397841413627
40,-1.5785223904314003,-0.29182795195173306,-1.8703503423831336,0.080526202282581,0.6769340994323303,-1.1928157942994981,-0.26861042364119414,-0.7563586067400726,0.8439715034453169
41,-0.25175386775083197,0.46344125684841064,0.21168738909757867,-3.8522995693302002,-1.4936447772009274,-4.7173095842585475,0.8073440657993061,6.2557269642282725,0.35200724821991686
42,-1.4054735861341225,1.0363526290668168,-0.36912095706730574,-13.010069211040403,-3.422410134242194,-19.175318153596418,-1.0399482201297907,-4.200547037030102,0.575582970394922
43,-0.6108893925801944,0.9955101844053797,0.3846207918251854,-7.616046394256614,-7.080716399626798,-1.070659989259629,0.4465702192267118,1.0732262309959368,0.38028483157730564
44,-0.2013885048613573,0.9914806245038812,0.7900921196425239,-6.468703936620604,-6.646111908938016,0.35481594463482313,0.1938600264201184,0.517840606509793,0.16882699024020625
45,0.03492246501110047,1.000885788299451,1.0358082533105515,-5.790066203940716,-5.997786924670244,0.4154414414590544,0.0526356624155649,0.11396434217446265,0.03371518319095344
46,-0.4421746251298937,1.18858988253323,0.7464152574033364,-7.053600585159273,-7.427614439949634,0.7480277095807213,0.2943818296390638,0.4732187877108856,0.2711456026003756
47,-1.802712674983903,0.9480215299759915,-0.8546911450079117,-7.714744575887613,-7.396145415680691,-0.6371983204138423,-0.04827985379230323,-0.18307606038376784,0.655356912250099
48,-3.4870141851220784,0.9746130663912123,-2.5124011187308666,-15.298404195899264,-4.820120059287916,-20.9565682732227,-1.6356486855993044,-4.334481796570187,0.7815565910259704
49,-4.017737771410662,0.6025262002695813,-3.415211571141081,-8.928486044794681,-2.994431801420432,-11.8681084867485,-0.8665907429071436,-1.1696307908964372,0.869590524705165
50,2.1076090272773977,-0.7697620206703247,1.337847006607073,7.0244167497226035,3.3681715409619026,7.312490417521401,0.6004580084116177,0.7297431309737323,0.732477317716779
51,-0.983878195712504,0.9616948187506442,-0.02218337696185979,-8.902906935337851,-5.658946358402073,-6.487921153871554,-0.2779529120339358,-0.01437385800843119,0.5057009880369279
52,-4.155653452694516,-0.18092508255865647,-4.336578535253173,-11.955867354395446,0.31434144159997324,-24.540417591990835,-6.62502728908896,-32.18560559826683,0.9582793021989968
53,-0.27134958834620804,0.24386818394558196,-0.027481404400626075,-3.2478130887370984,-0.6684777305771283,-5.15867071631994,-0.21281295699681513,-0.5871081202713198,0.5266696976283738
54,-1.516908329264653,1.0680547555751818,-0.4488535736894712,-9.535045148772781,-3.7368308492888156,-11.59642859896793,-0.6215706744496219,-2.1208606975511684,0.586820112890724
