pair_index,signal,noise,total,Delta_Between,Delta_WithinED,Delta_EDnum,Delta_D_ED,Delta_D_CNR,share_signal
55,-2.280378675686946,2.0117772195308303,-0.26860145615611586,-23.63288403461712,-15.14644581154814,-16.97287644613796,-0.10675308825789126,-0.569853104011763,0.5312898066510495
56,-1.2753995666174345,1.2980939765018293,0.02269440988439486,-10.756567766086928,-7.745495635811374,-6.02214426055111,-0.01598697716854247,0.020477187941015162,0.49559073891091276
57,-4.055298199349788,0.508695374288459,-3.5466028250613286,-13.80306230903777,-4.722640995802355,-18.16084262647083,-0.984719061125587,-1.781498756060027,0.8885416103064679
58,-1.3782491109623431,0.9959168317757705,-0.38233227918657264,-8.25762338484367,-8.365589328722299,0.21593188775725647,0.009759027044590893,-0.0014601901077200118,0.5805192830675663
59,-0.6686839810378571,0.9241553802734961,0.255471399235639,-7.0032868860337025,-7.293979460268812,0.5813851484702148,0.013299064036404675,0.0338735657181089,0.41980628886953353
60,-2.8886999348399125,1.069091216540246,-1.8196087182996665,-20.305537074860393,-4.79608728061852,-31.018899588483748,-2.3477870693245064,-7.5236114890054715,0.7298767985349194
61,-2.1342285613570993,0.5309549975004495,-1.6032735638566495,-7.223579548906068,-3.410362452837158,-7.62643419213782,-0.5142528670938568,-0.5663651278517686,0.800781077259516
62,-1.9019086238169418,-0.5852262933558794,-2.4871349171728214,0.5356140304023498,4.276755978308568,-7.482283895812434,-0.6657072334659844,-1.2915835565365952,0.7646986139288803
63,-3.2181505694256907,0.9323489241688037,-2.2858016452568872,-13.106539594335242,-6.729427553169212,-12.754224082332058,-0.6699649869874589,-1.2752874220104478,0.7753646457231276
64,-2.855497992008345,1.0844870056290892,-1.7710109863792558,-21.459344317769755,-5.809621634966703,-31.299445365606104,-1.8973627124107328,-6.206066082202876,0.7247484428798298
65,-0.26085468224964803,0.13446411381462742,-0.1263905684350206,-2.7248009483127262,-0.4617227809589308,-4.526156334707592,-0.3708928015722085,-1.8200534920222626,0.6598590424892811
66,-2.5911659919368755,1.367414629139609,-1.2237513627972665,-32.45343986940869,-5.353801771932045,-54.199276194953285,-3.6066625662099905,-19.62763059150197,0.6545694631404493
67,-1.7202138148108126,2.0691593096668295,0.34894549485601667,-15.904624187560671,-10.568327664319078,-10.67259304648319,0.21725739717167455,1.0314562646256116,0.45395735872473286
68,-4.569319214915801,2.6275849125993442,-1.9417343023164564,-53.06224731937005,-21.427003136322114,-63.270488366095876,-1.8716252046050283,-4.901399939142309,0.6349006647797046
69,2.1930071656709407,-0.998461105544906,1.1945460601260345,104.14730857515801,17.932182629343306,172.4302518916294,2.32149858999688,5.803934480504048,0.6871467861514375
70,0.3746583340925742,-2.5453485245765846,-2.1706901904840104,33.382606728930185,45.777766284685875,-24.790319111511387,-3.0819872858494817,-10.811832826947743,0.1283073472858905
71,-1.5377053917418548,0.20316921323479487,-1.33453617850706,-30.76472647115317,1.9293000888665475,-65.38805312003944,-1.7849767758372401,-3.8961220005160886,0.8832947458393171
72,-3.1570814361985224,1.0228223547592483,-2.134259081439274,-23.796801748908923,-4.4132687181947965,-38.76706606142825,-3.133889378535278,-11.809373478071654,0.7553000246147682
73,1.0984641091353553,0.025150320066225085,1.1236144292015804,0.23275924283188365,-0.7104191450700683,1.886356775803904,0.1566591742684712,0.3113261194367856,0.9776165921213079
74,-0.9849885079336835,-0.5630344173653292,-1.5480229252990128,2.4120848438892177,4.52018163066453,-4.216193573550624,-0.37299865863788756,-0.901065842535022,0.6362880625574644
75,-1.8084522170033597,0.827006758006035,-0.9814454589973247,-8.787307792478202,-7.000881596477148,-3.5728523920021065,-0.16804119988953045,-0.1514039943510095,0.6862001018233367
76,-0.24492447713432602,0.7679835882628494,0.5230591111285234,-6.241589346340418,-6.585817339762338,0.6884559868438394,0.039957898613940036,0.08452878019921975,0.2418032647790655
77,-0.30662324069546276,0.1445031940794027,-0.16212004661606005,-2.3821200389519053,-0.4566111558917889,-3.8510177661202336,-0.34429720212394643,-2.2656283181398615,0.6796836032182493
78,-2.1262744660958175,1.62680838516181,-0.49946608093400746,-24.848498022002232,-7.19962993362243,-35.29773617675959,-1.2258382779700638,-5.300331056464893,0.5665407747081186
79,-2.047994339168601,1.0016567008282207,-1.04633763834038,-10.510931127805158,-7.823553510821216,-5.374755233967884,-0.22048906126802229,-0.5512334465275991,0.6715503879978555
80,-3.2633239687502744,1.7539570001245064,-1.5093669686257682,-16.4860640195253,-7.326295553091723,-18.319536932867166,-1.210897455126994,-3.3592728977320894,0.650416827160765
81,1.8901506888408761,-0.8809561364905887,1.0091945523502874,70.62476126414458,7.752896844651648,125.74372883898585,3.827927048458167,14.785611900845154,0.6820923219421915
82,2.787474289523079,-2.1869755131896245,0.6004987763334544,284.8950086174936,42.532386777706336,484.72524367957453,2.9644973595498527,21.498791792907824,0.560358310983947
83,1.6399426446952694,-1.0154611669320235,0.6244814777632459,48.47838882036743,14.212712285031907,68.53135307067106,1.1656801008929913,3.466745053552344,0.6175869137167717
