run_uuid,source_update_id,candidate_id,candidate_x,candidate_y,member_index,event_index,block_id,sim_time_s,cell_index,observed_hit,concentration,threshold,legacy_hit_probability,aggregate_raw_exposure,iterations_to_record,delta_time_s,context_value,context_centered_log_odds,observation_operator
CTPI_H03_S12_M1R_20260912T135628Z,1,quadtree_32_26_1_1,8.89999962,6.08700037,0,0,1,2.00002734,285,0,0.0789276809,0.1,0,0,200,0.2,0.0592352939,0,hit_map_probability
CTPI_H03_S12_M1R_20260912T135628Z,1,quadtree_32_26_1_1,8.89999962,6.08700037,0,1,2,4.09983942,285,0,0.0750153363,0.1,0,0,200,0.2,0.0592352939,0,hit_map_probability
CTPI_H03_S12_M1R_20260912T135628Z,1,quadtree_32_26_1_1,8.89999962,6.08700037,0,2,3,5.99980585,285,0,0.0999664515,0.1,0,0,200,0.2,0.0592352939,0,hit_map_probability
CTPI_H03_S12_M1R_20260912T135628Z,1,quadtree_32_26_1_1,8.89999962,6.08700037,0,3,4,8.09975985,285,0,0.0652393028,0.1,0,0,200,0.2,0.0592352939,0,hit_map_probability
CTPI_H03_S12_M1R_20260912T135628Z,1,quadtree_32_26_1_1,8.89999962,6.08700037,0,4,5,10.1002353,285,0,0.0520837829,0.1,0,0,200,0.2,0.0592352939,0,hit_map_probability
CTPI_H03_S12_M1R_20260912T135628Z,1,quadtree_32_26_1_1,8.89999962,6.08700037,0,5,6,12.0001114,285,1,0.124319099,0.1,0,0,200,0.2,0.0592352939,0,hit_map_probability
CTPI_H03_S12_M1R_20260912T135628Z,1,quadtree_32_26_1_1,8.89999962,6.08700037,0,6,7,14.0997667,285,1,0.109862074,0.1,0,0,200,0.2,0.0592352939,0,hit_map_probability
CTPI_H03_S12_M1R_20260912T135628Z,1,quadtree_32_26_1_1,8.89999962,6.08700037,0,7,8,16.1994718,285,0,0.079371348,0.1,0,0,200,0.2,0.0592352939,0,hit_map_probability
CTPI_H03_S12_M1R_20260912T135628Z,1,quadtree_32_26_1_1,8.89999962,6.08700037,0,8,9,19.1000439,328,0,0.0542951711,0.1,0,0,200,0.2,0.0696470593,0,hit_map_probability
CTPI_H03_S12_M1R_20260912T135628Z,1,quadtree_32_26_1_1,8.89999962,6.08700037,0,9,10,21.0997602,328,0,0.0385570601,0.1,0,0,200,0.2,0.0696470593,0,hit_map_probability
CTPI_H03_S12_M1R_20260912T135628Z,1,quadtree_32_26_1_1,8.89999962,6.08700037,0,10,11,23.1001819,328,0,0.0367476121,0.1,0,0,200,0.2,0.0696470593,0,hit_map_probability
CTPI_H03_S12_M1R_20260912T135628Z,1,quadtree_32_26_1_1,8.89999962,6.08700037,0,11,12,24.9999352,328,0,0.0565544181,0.1,0,0,200,0.2,0.0696470593,0,hit_map_probability
CTPI_H03_S12_M1R_20260912T135628Z,1,quadtree_32_26_1_1,8.89999962,6.08700037,0,12,13,26.9995444,328,0,0.027372133,0.1,0,0,200,0.2,0.0696470593,0,hit_map_probability
CTPI_H03_S12_M1R_20260912T135628Z,1,quadtree_32_26_1_1,8.89999962,6.08700037,0,13,14,28.9993823,328,0,0.0237699244,0.1,0,0,200,0.2,0.0696470593,0,hit_map_probability
CTPI_H03_S12_M1R_20260912T135628Z,1,quadtree_32_26_1_1,8.89999962,6.08700037,0,14,15,30.9995915,328,0,0.0442054644,0.1,0,0,200,0.2,0.0696470593,0,hit_map_probability
