run_uuid,source_update_id,sim_time,time_since_previous_update,wall_start_epoch,wall_end_epoch,native_candidate_count,native_forward_simulation_count,native_update_wall_s,robot_x,robot_y,robot_z,robot_yaw,grid_width,grid_height,cell_size,origin_x,origin_y
CTPI_H03_S12_M1R_20260912T135628Z,1,70.999297995999996,-1,1789221480.7097983,1789221481.2136264,215,215,0.50382804870605469,5.9000005722045898,-0.21299993991851807,0.29999999999999999,0.10461665722567108,46,27,0.30000001192092896,-0.85000002384185791,-1.8630000352859497
CTPI_H03_S12_M1R_20260912T135628Z,2,121.899627904,50.900329908000003,1789221531.6101604,1789221532.1471858,209,209,0.53702545166015625,7.7000002861022949,-0.21299993991851807,0.29999999999999999,0.20699219374409514,46,27,0.30000001192092896,-0.85000002384185791,-1.8630000352859497
CTPI_H03_S12_M1R_20260912T135628Z,3,172.59966690100001,50.700038997000007,1789221582.3102086,1789221582.8657069,205,205,0.55549836158752441,8,0.38699996471405029,0.29999999999999999,-1.5707963771366567,46,27,0.30000001192092896,-0.85000002384185791,-1.8630000352859497
CTPI_H03_S12_M1R_20260912T135628Z,4,224.19966336600001,51.599996465000004,1789221633.9101684,1789221634.5244768,205,205,0.61430835723876953,5.3000001907348633,-0.21299993991851807,0.29999999999999999,0.30516082527248184,46,27,0.30000001192092896,-0.85000002384185791,-1.8630000352859497
