run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H02_S4_M1H_20260908T181645Z,1,SENT,PENDING,16.0449,-1.64273,-2.50088
CTPI_H02_S4_M1H_20260908T181645Z,1,RESULT,SUCCEEDED,17.0261,-1.64273,-2.50088
CTPI_H02_S4_M1H_20260908T181645Z,2,SENT,PENDING,33.0499,-2.54273,-2.50088
CTPI_H02_S4_M1H_20260908T181645Z,2,RESULT,SUCCEEDED,33.8264,-2.54273,-2.50088
CTPI_H02_S4_M1H_20260908T181645Z,3,SENT,PENDING,50.7134,-3.44273,-2.50088
CTPI_H02_S4_M1H_20260908T181645Z,3,RESULT,SUCCEEDED,51.4236,-3.44273,-2.50088
CTPI_H02_S4_M1H_20260908T181645Z,4,SENT,PENDING,68.5542,-4.04273,-3.10088
CTPI_H02_S4_M1H_20260908T181645Z,4,RESULT,SUCCEEDED,69.2183,-4.04273,-3.10088
CTPI_H02_S4_M1H_20260908T181645Z,5,SENT,PENDING,86.3785,-4.64273,-3.10088
CTPI_H02_S4_M1H_20260908T181645Z,5,RESULT,SUCCEEDED,87.04,-4.64273,-3.10088
CTPI_H02_S4_M1H_20260908T181645Z,6,SENT,PENDING,104.07,-3.14273,-1.30088
CTPI_H02_S4_M1H_20260908T181645Z,6,RESULT,SUCCEEDED,105.804,-3.14273,-1.30088
CTPI_H02_S4_M1H_20260908T181645Z,7,SENT,PENDING,122.863,-1.94273,-1.60088
CTPI_H02_S4_M1H_20260908T181645Z,7,RESULT,SUCCEEDED,123.825,-1.94273,-1.60088
CTPI_H02_S4_M1H_20260908T181645Z,8,SENT,PENDING,140.926,-1.64273,-3.40088
CTPI_H02_S4_M1H_20260908T181645Z,8,RESULT,SUCCEEDED,142.248,-1.64273,-3.40088
CTPI_H02_S4_M1H_20260908T181645Z,9,SENT,PENDING,159.224,-2.24273,-5.80088
CTPI_H02_S4_M1H_20260908T181645Z,9,RESULT,SUCCEEDED,161.053,-2.24273,-5.80088
CTPI_H02_S4_M1H_20260908T181645Z,10,SENT,PENDING,177.901,-4.04273,-3.70088
CTPI_H02_S4_M1H_20260908T181645Z,10,RESULT,SUCCEEDED,181.049,-4.04273,-3.70088
CTPI_H02_S4_M1H_20260908T181645Z,11,SENT,PENDING,197.942,-1.04273,-5.20088
CTPI_H02_S4_M1H_20260908T181645Z,11,RESULT,SUCCEEDED,200.635,-1.04273,-5.20088
CTPI_H02_S4_M1H_20260908T181645Z,12,SENT,PENDING,217.444,-4.64273,-1.90088
CTPI_H02_S4_M1H_20260908T181645Z,12,RESULT,SUCCEEDED,221.245,-4.64273,-1.90088
CTPI_H02_S4_M1H_20260908T181645Z,13,SENT,PENDING,238.027,-3.74273,-1.30088
CTPI_H02_S4_M1H_20260908T181645Z,13,RESULT,SUCCEEDED,238.841,-3.74273,-1.30088
