run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S12_M1R_20260912T134634Z,1,SENT,PENDING,16.0631,-4.1,-1.13
CTPI_H01_S12_M1R_20260912T134634Z,1,RESULT,SUCCEEDED,16.8297,-4.1,-1.13
CTPI_H01_S12_M1R_20260912T134634Z,2,SENT,PENDING,32.8299,-5,-0.83
CTPI_H01_S12_M1R_20260912T134634Z,2,RESULT,SUCCEEDED,33.6147,-5,-0.83
CTPI_H01_S12_M1R_20260912T134634Z,3,SENT,PENDING,49.6498,-5.9,-0.83
CTPI_H01_S12_M1R_20260912T134634Z,3,RESULT,SUCCEEDED,50.4147,-5.9,-0.83
CTPI_H01_S12_M1R_20260912T134634Z,4,SENT,PENDING,66.8893,-3.2,-0.23
CTPI_H01_S12_M1R_20260912T134634Z,4,RESULT,SUCCEEDED,68.8188,-3.2,-0.23
CTPI_H01_S12_M1R_20260912T134634Z,5,SENT,PENDING,84.8567,0.0999999,0.37
CTPI_H01_S12_M1R_20260912T134634Z,5,RESULT,SUCCEEDED,87.1924,0.0999999,0.37
CTPI_H01_S12_M1R_20260912T134634Z,6,SENT,PENDING,103.255,-2,1.57
CTPI_H01_S12_M1R_20260912T134634Z,6,RESULT,SUCCEEDED,105.409,-2,1.57
CTPI_H01_S12_M1R_20260912T134634Z,7,SENT,PENDING,121.897,-1.4,2.17
CTPI_H01_S12_M1R_20260912T134634Z,7,RESULT,SUCCEEDED,122.404,-1.4,2.17
CTPI_H01_S12_M1R_20260912T134634Z,8,SENT,PENDING,138.437,-2.6,1.87
CTPI_H01_S12_M1R_20260912T134634Z,8,RESULT,SUCCEEDED,139.398,-2.6,1.87
CTPI_H01_S12_M1R_20260912T134634Z,9,SENT,PENDING,155.578,-2,2.47
CTPI_H01_S12_M1R_20260912T134634Z,9,RESULT,SUCCEEDED,156.244,-2,2.47
CTPI_H01_S12_M1R_20260912T134634Z,10,SENT,PENDING,172.688,-1.7,2.77
CTPI_H01_S12_M1R_20260912T134634Z,10,RESULT,SUCCEEDED,173.044,-1.7,2.77
CTPI_H01_S12_M1R_20260912T134634Z,11,SENT,PENDING,189.363,-1.1,2.77
CTPI_H01_S12_M1R_20260912T134634Z,11,RESULT,SUCCEEDED,189.989,-1.1,2.77
CTPI_H01_S12_M1R_20260912T134634Z,12,SENT,PENDING,206.045,-0.8,2.17
CTPI_H01_S12_M1R_20260912T134634Z,12,RESULT,SUCCEEDED,206.64,-0.8,2.17
CTPI_H01_S12_M1R_20260912T134634Z,13,SENT,PENDING,223.162,-2.6,-1.13
CTPI_H01_S12_M1R_20260912T134634Z,13,RESULT,SUCCEEDED,226.414,-2.6,-1.13
