t_sim_s,x,y,z
0.0,6.000000000000001,2.3417117664403717,0.3
0.2,6.000000000000001,2.3417117664403717,0.3
0.4,6.006663444002709,2.393663444002708,0.3
0.6,6.045350505063389,2.4323505050633893,0.3
0.8,6.084037566124071,2.4710375661240707,0.3
1.0,6.1000000000000005,2.5191374759645484,0.3
1.2,6.1000000000000005,2.5738492424049193,0.3
1.4,6.1000000000000005,2.628561008845291,0.3
1.6,6.1000000000000005,2.6832727752856624,0.3
1.8,6.136051515190168,2.723051515190167,0.3
2.0,6.174738576250848,2.761738576250848,0.3
2.2,6.21342563731153,2.800425637311529,0.3
2.4,6.252112698372211,2.8391126983722104,0.3
2.6,6.290799759432892,2.8777997594328917,0.3
2.8,6.329486820493574,2.916486820493573,0.3
3.0,6.368173881554254,2.9551738815542543,0.3
3.2,6.406860942614935,2.9938609426149356,0.3
3.4,6.445548003675617,3.0325480036756165,0.3
3.6,6.484235064736298,3.071235064736298,0.3
3.8,6.522922125796979,3.1099221257969787,0.3
4.0,6.561609186857661,3.1486091868576604,0.3
4.2,6.600296247918341,3.1872962479183418,0.3
4.4,6.6389833089790224,3.2259833089790226,0.3
4.6,6.677670370039704,3.2646703700397035,0.3
4.8,6.716357431100385,3.3033574311003844,0.3
5.0,6.755044492161066,3.3420444921610657,0.3
5.2,6.793731553221748,3.380731553221747,0.3
5.4,6.800000000000001,3.432846843991552,0.3
5.6,6.800000000000001,3.4875586104319236,0.3
5.8,6.800000000000001,3.542270376872295,0.3
6.0,6.800000000000001,3.5969821433126663,0.3
6.2,6.800000000000001,3.6516939097530376,0.3
6.4,6.786278114770131,3.70072188522987,0.3
6.6,6.74759105370945,3.7394089462905513,0.3
6.8,6.708903992648769,3.7780960073512326,0.3
7.0,6.6702169315880875,3.8167830684119135,0.3
7.2,6.631529870527406,3.855470129472595,0.3
7.4,6.589878204079353,3.887,0.3
7.6,6.535166437638983,3.887,0.3
7.8,6.486179365464017,3.9008206345359837,0.3
8.0,6.447492304403336,3.939507695596665,0.3
8.2,6.408805243342655,3.978194756657346,0.3
8.4,6.357740728114806,3.9870000000000005,0.3
8.6,6.3030289616744355,3.9870000000000005,0.3
8.8,6.248317195234064,3.9870000000000005,0.3
9.0,6.19547835533724,3.9915216446627615,0.3
9.2,6.156791294276559,4.030208705723442,0.3
9.4,6.118104233215877,4.068895766784124,0.3
9.6,6.079417172155196,4.107582827844805,0.3
9.8,6.040730111094515,4.146269888905486,0.3
10.0,6.0020430500338335,4.1849569499661685,0.3
10.2,5.963355988973152,4.223644011026849,0.3
10.4,5.924668927912471,4.26233107208753,0.3
10.6,5.88017536598265,4.287000000000001,0.3
10.8,5.825463599542278,4.287000000000001,0.3
11.0,5.770751833101906,4.287000000000001,0.3
11.2,5.716040066661535,4.287000000000001,0.3
11.4,5.6613283002211645,4.287000000000001,0.3
11.6,5.606616533780793,4.287000000000001,0.3
11.8,5.551904767340421,4.287000000000001,0.3
12.0,5.49719300090005,4.287000000000001,0.3
12.2,5.442481234459678,4.287000000000001,0.3
12.4,5.3913517078989335,4.295648292101068,0.3
12.6,5.352664646838252,4.334335353161749,0.3
12.8,5.313977585777571,4.37302241422243,0.3
13.0,5.300000000000001,4.4219444750645,0.3
13.2,5.300000000000001,4.4766562415048705,0.3
13.4,5.300000000000001,4.531368007945241,0.3
13.6,5.300000000000001,4.586079774385613,0.3
13.8,5.300000000000001,4.640791540825985,0.3
14.0,5.300000000000001,4.695503307266356,0.3
14.2,5.300000000000001,4.750215073706728,0.3
14.4,5.300000000000001,4.8049268401470995,0.3
14.6,5.300000000000001,4.85963860658747,0.3
14.8,5.300000000000001,4.914350373027842,0.3
15.0,5.300000000000001,4.969062139468213,0.3
15.2,5.300000000000001,5.023773905908584,0.3
15.4,5.300000000000001,5.078485672348956,0.3
15.6,5.2673334777586165,5.119666522241384,0.3
15.8,5.228646416697936,5.158353583302065,0.3
16.0,5.200000000000001,5.2011996154327615,0.3
16.2,5.200000000000001,5.255911381873133,0.3
16.4,5.176376851686498,5.287000000000001,0.3
16.6,5.121665085246127,5.287000000000001,0.3
16.8,5.066953318805755,5.287000000000001,0.3
17.0,5.012241552365384,5.287000000000001,0.3
17.2,4.957529785925012,5.287000000000001,0.3
17.4,4.9028180194846405,5.287000000000001,0.3
17.6,4.84810625304427,5.287000000000001,0.3
17.8,4.793394486603899,5.287000000000001,0.3
18.0,4.738682720163527,5.287000000000001,0.3
18.2,4.683970953723155,5.287000000000001,0.3
18.4,4.629259187282784,5.287000000000001,0.3
18.6,4.574547420842412,5.287000000000001,0.3
18.8,4.519835654402041,5.287000000000001,0.3
19.0,4.475338864676275,5.311661135323726,0.3
19.2,4.436651803615594,5.350348196384408,0.3
19.4,4.397121711318236,5.3870000000000005,0.3
19.6,4.342409944877865,5.3870000000000005,0.3
19.8,4.287698178437493,5.3870000000000005,0.3
20.0,4.232986411997121,5.3870000000000005,0.3
20.2,4.184637854549497,5.402362145450504,0.3
20.4,4.145950793488815,5.4410492065111855,0.3
20.6,4.107263732428134,5.479736267571867,0.3
20.8,4.0555607024729445,5.487,0.3
21.0,4.000848936032574,5.487,0.3
21.2,3.961913227364745,5.525086772635255,0.3
21.4,3.9232261663040635,5.563773833695937,0.3
21.6,3.8781349929487683,5.587,0.3
21.8,3.8234232265083965,5.587,0.3
22.0,3.777875661240675,5.609124338759325,0.3
22.2,3.7391886001799945,5.647811399820006,0.3
22.4,3.7005015391193132,5.686498460880688,0.3
22.6,3.6459975169842216,5.687000000000001,0.3
22.8,3.5938380951166056,5.693161904883396,0.3
23.0,3.5551510340559243,5.731848965944077,0.3
23.2,3.516463972995243,5.770536027004758,0.3
23.4,3.468571807460046,5.787000000000001,0.3
23.6,3.413860041019675,5.787000000000001,0.3
23.8,3.359148274579303,5.787000000000001,0.3
24.0,3.304436508138932,5.787000000000001,0.3
24.2,3.2644500239291467,5.822549976070854,0.3
24.4,3.225762962868465,5.861237037131535,0.3
24.6,3.1817225650551255,5.8870000000000005,0.3
24.8,3.1270107986147546,5.8870000000000005,0.3
25.0,3.0804124578050764,5.9065875421949245,0.3
25.2,3.0417253967443956,5.945274603255605,0.3
25.4,3.003038335683714,5.983961664316286,0.3
25.6,2.964351274623032,6.022648725376968,0.3
25.8,2.9256642135623507,6.061335786437649,0.3
26.0,2.881582912447144,6.087,0.3
26.2,2.826871146006773,6.087,0.3
26.4,2.772159379566402,6.087,0.3
26.6,2.7174476131260317,6.087,0.3
26.8,2.6736502644962554,6.113349735503745,0.3
27.0,2.634963203435574,6.152036796564427,0.3
27.2,2.594733670042227,6.187000000000001,0.3
27.4,2.540021903601855,6.187000000000001,0.3
27.6,2.485310137161485,6.187000000000001,0.3
27.8,2.4305983707211127,6.187000000000001,0.3
28.0,2.382949254369478,6.204050745630523,0.3
28.2,2.3442621933087966,6.2427378066912045,0.3
28.4,2.3055751322481153,6.281424867751886,0.3
28.6,2.333111928812567,6.2538880711874345,0.3
28.8,2.3717989898732483,6.215201010126753,0.3
29.0,2.4104860509339283,6.176513949066073,0.3
29.2,2.4491731119946087,6.1378268880053914,0.3
29.4,2.4878601730552905,6.099139826944709,0.3
29.6,2.526547234115972,6.060452765884028,0.3
29.8,2.5652342951766522,6.0217657048233475,0.3
30.0,2.603921356237334,5.983078643762666,0.3
30.2,2.642608417298014,5.944391582701986,0.3
30.4,2.6812954783586957,5.905704521641304,0.3
30.6,2.7199825394193775,5.867017460580623,0.3
30.8,2.758669600480059,5.828330399519942,0.3
31.0,2.7973566615407406,5.7896433384592605,0.3
31.2,2.836043722601422,5.750956277398579,0.3
31.4,2.874730783662102,5.712269216337899,0.3
31.6,2.913417844722783,5.673582155277217,0.3
31.8,2.9521049057834645,5.634895094216536,0.3
32.0,2.9907919668441454,5.596208033155854,0.3
32.2,3.029479027904827,5.557520972095173,0.3
32.4,3.0681660889655085,5.518833911034491,0.3
32.6,3.109691817712014,5.487,0.3
32.8,3.1644035841523857,5.487,0.3
33.0,3.2135165940288957,5.473483405971104,0.3
33.2,3.2522036550895774,5.434796344910422,0.3
33.4,3.290890716150259,5.396109283849741,0.3
33.6,3.3418292936765623,5.3870000000000005,0.3
33.8,3.396541060116934,5.3870000000000005,0.3
34.0,3.436241221213648,5.350758778786353,0.3
34.2,3.47492828227433,5.312071717725671,0.3
34.4,3.519255003200739,5.287000000000001,0.3
34.6,3.573966769641111,5.287000000000001,0.3
34.8,3.6286785360814826,5.287000000000001,0.3
35.0,3.6833903025218544,5.287000000000001,0.3
35.2,3.7269422313404266,5.260057768659574,0.3
35.4,3.7656292924011083,5.221370707598893,0.3
35.6,3.8061042456056575,5.187000000000001,0.3
35.8,3.8608160120460293,5.187000000000001,0.3
36.0,3.910979797464497,5.176020202535504,0.3
36.2,3.949666858525178,5.137333141474823,0.3
36.4,3.9883539195858595,5.098646080414141,0.3
36.6,4.0270409806465395,5.059959019353461,0.3
36.8,4.065728041707221,5.02127195829278,0.3
37.0,4.104415102767903,4.982584897232098,0.3
37.2,4.143102163828584,4.943897836171416,0.3
37.4,4.1817892248892665,4.905210775110735,0.3
37.6,4.220476285949948,4.866523714050054,0.3
37.8,4.259163347010628,4.827836652989373,0.3
38.0,4.29785040807131,4.789149591928692,0.3
38.2,4.351671784381249,4.787000000000001,0.3
38.4,4.406383550821619,4.787000000000001,0.3
38.6,4.461095317261992,4.787000000000001,0.3
38.8,4.515807083702364,4.787000000000001,0.3
39.0,4.570518850142736,4.787000000000001,0.3
39.2,4.617840740079432,4.76915925992057,0.3
39.4,4.656527801140114,4.730472198859888,0.3
39.6,4.695214862200795,4.691785137799207,0.3
39.8,4.7339019232614765,4.653098076738525,0.3
40.0,4.772588984322158,4.6144110156778435,0.3
40.2,4.811276045382838,4.575723954617162,0.3
40.4,4.849963106443519,4.537036893556482,0.3
40.6,4.8886501675042,4.4983498324958004,0.3
40.8,4.927337228564882,4.459662771435119,0.3
41.0,4.9660242896255635,4.420975710374438,0.3
41.2,5.004711350686244,4.382288649313757,0.3
41.4,5.043398411746925,4.343601588253076,0.3
41.6,5.082085472807607,4.304914527192395,0.3
41.8,5.129376799121386,4.287000000000001,0.3
42.0,5.184088565561757,4.287000000000001,0.3
42.2,5.238800332002128,4.287000000000001,0.3
42.4,5.2935120984425,4.287000000000001,0.3
42.6,5.348223864882872,4.287000000000001,0.3
