candidate_id,cell_index,grid_i,grid_j,x,y,measured_probability,measured_confidence,simulated_hit_probability,absolute_residual
quadtree_24_30_3_5,28,1,1,-4.9427304267883301,-7.000880241394043,1,1,0,1
quadtree_24_30_3_5,29,2,1,-4.6427302360534668,-7.000880241394043,0.99999999999998368,0.99999996862044538,0,0.99999999999998368
quadtree_24_30_3_5,30,3,1,-4.3427300453186035,-7.000880241394043,0.18811111059631058,0.041921624445660499,0,0.18811111059631058
quadtree_24_30_3_5,31,4,1,-4.0427303314208984,-7.000880241394043,0.10007006734430202,2.3331362926093391e-06,0,0.10007006734430202
quadtree_24_30_3_5,32,5,1,-3.7427301406860352,-7.000880241394043,0.10001897787579062,2.0471164985380597e-08,0,0.10001897787579062
quadtree_24_30_3_5,33,6,1,-3.442730188369751,-7.000880241394043,0.10000290451636229,1.3631940021241462e-10,0,0.10000290451636229
quadtree_24_30_3_5,34,7,1,-3.1427302360534668,-7.000880241394043,0.10005551092348552,2.0469548278612137e-08,0,0.10005551092348552
quadtree_24_30_3_5,35,8,1,-2.8427300453186035,-7.000880241394043,0.099999685828489393,3.888564268361705e-07,0,0.099999685828489393
quadtree_24_30_3_5,36,9,1,-2.5427300930023193,-7.000880241394043,0.099999685828489393,2.0469542394430107e-08,0,0.099999685828489393
quadtree_24_30_3_5,37,10,1,-2.2427301406860352,-7.000880241394043,0.099999685828489393,6.815970010620731e-11,0,0.099999685828489393
quadtree_24_30_3_5,38,11,1,-1.942730188369751,-7.000880241394043,0.099999685828489393,5.8841820305133297e-15,0,0.099999685828489393
quadtree_24_30_3_5,55,1,2,-4.9427304267883301,-6.7008800506591797,0.96621394608309108,0.99999996862044538,0,0.96621394608309108
quadtree_24_30_3_5,56,2,2,-4.6427302360534668,-6.7008800506591797,0.11991141362547009,0.90349936322043489,0,0.11991141362547009
quadtree_24_30_3_5,57,3,2,-4.3427300453186035,-6.7008800506591797,0.10015252482648862,0.00693085738650423,0,0.10015252482648862
quadtree_24_30_3_5,58,4,2,-4.0427303314208984,-6.7008800506591797,0.10010131203499595,0.0085286596610799625,0,0.10010131203499595
quadtree_24_30_3_5,59,5,2,-3.7427301406860352,-6.7008800506591797,0.10000539369812744,0.0011584930526188364,0,0.10000539369812744
quadtree_24_30_3_5,60,6,2,-3.442730188369751,-6.7008800506591797,0.11695331616724147,5.7465516568599995e-06,0,0.11695331616724147
quadtree_24_30_3_5,61,7,2,-3.1427302360534668,-6.7008800506591797,0.11732296593069735,0.0011584930525857517,0,0.11732296593069735
quadtree_24_30_3_5,62,8,2,-2.8427300453186035,-6.7008800506591797,0.10001869887934345,0.0085285581862508675,0,0.10001869887934345
quadtree_24_30_3_5,63,9,2,-2.5427300930023193,-6.7008800506591797,0.099999685828489393,0.0011584929845049885,0,0.099999685828489393
quadtree_24_30_3_5,64,10,2,-2.2427301406860352,-6.7008800506591797,0.099999685828489393,2.8732799562947164e-06,0,0.099999685828489393
quadtree_24_30_3_5,65,11,2,-1.942730188369751,-6.7008800506591797,0.099999685828489393,6.815970010620731e-11,0,0.099999685828489393
quadtree_24_30_3_5,82,1,3,-4.9427304267883301,-6.4008798599243164,0.1000167673844502,0.041921624445660499,0,0.1000167673844502
quadtree_24_30_3_5,83,2,3,-4.6427302360534668,-6.4008798599243164,0.10210203112435634,0.00693085738650423,0,0.10210203112435634
quadtree_24_30_3_5,84,3,3,-4.3427300453186035,-6.4008798599243164,0.25818486521184247,0.37353033533466973,0,0.25818486521184247
quadtree_24_30_3_5,85,4,3,-4.0427303314208984,-6.4008798599243164,0.58592518582819852,0.96842601816490337,0,0.58592518582819852
quadtree_24_30_3_5,86,5,3,-3.7427301406860352,-6.4008798599243164,0.13919547343017713,0.37352134796716796,0,0.13919547343017713
quadtree_24_30_3_5,87,6,3,-3.442730188369751,-6.4008798599243164,0.10808905653263212,0.0023156438630148601,0,0.10808905653263212
quadtree_24_30_3_5,88,7,3,-3.1427302360534668,-6.4008798599243164,0.99564596980554654,0.37352134796716796,0,0.99564596980554654
quadtree_24_30_3_5,89,8,3,-2.8427300453186035,-6.4008798599243164,0.40215317309398013,0.96842601815414309,0,0.40215317309398013
quadtree_24_30_3_5,90,9,3,-2.5427300930023193,-6.4008798599243164,0.10004834075325664,0.37352133514343644,0,0.10004834075325664
quadtree_24_30_3_5,91,10,3,-2.2427301406860352,-6.4008798599243164,0.099999685828489393,0.0011584929845049885,0,0.099999685828489393
quadtree_24_30_3_5,92,11,3,-1.942730188369751,-6.4008798599243164,0.099999685828489393,2.0469542394430107e-08,0,0.099999685828489393
quadtree_24_30_3_5,93,12,3,-1.6427299976348877,-6.4008798599243164,0.099999685828489393,6.6613381477509392e-15,0,0.099999685828489393
quadtree_24_30_3_5,109,1,4,-4.9427304267883301,-6.1008801460266113,0.10001299033469346,2.3331362926093391e-06,0,0.10001299033469346
quadtree_24_30_3_5,110,2,4,-4.6427302360534668,-6.1008801460266113,0.11245292191197309,0.0085286596610799625,0,0.11245292191197309
quadtree_24_30_3_5,111,3,4,-4.3427300453186035,-6.1008801460266113,0.99218702918680735,0.96842601816490315,0,0.99218702918680735
quadtree_24_30_3_5,112,4,4,-4.0427303314208984,-6.1008801460266113,0.99999999184219224,0.9999999999918443,0,0.99999999184219224
quadtree_24_30_3_5,113,5,4,-3.7427301406860352,-6.1008801460266113,0.99218702918680735,0.96842603043188857,0,0.99218702918680735
quadtree_24_30_3_5,114,6,4,-3.442730188369751,-6.1008801460266113,0.11246413027130786,0.01698438006776537,0,0.11246413027130786
quadtree_24_30_3_5,115,7,4,-3.1427302360534668,-6.1008801460266113,0.32182861749400338,0.96842603043188857,0,0.32182861749400338
quadtree_24_30_3_5,116,8,4,-2.8427300453186035,-6.1008801460266113,0.99999999184219224,0.9999999999918443,0,0.99999999184219224
quadtree_24_30_3_5,117,9,4,-2.5427300930023193,-6.1008801460266113,0.32179635600075207,0.96842601815414286,0,0.32179635600075207
quadtree_24_30_3_5,118,10,4,-2.2427301406860352,-6.1008801460266113,0.10000979281780975,0.0085285581862508675,0,0.10000979281780975
quadtree_24_30_3_5,119,11,4,-1.942730188369751,-6.1008801460266113,0.099999685828489393,3.888564268361705e-07,0,0.099999685828489393
quadtree_24_30_3_5,120,12,4,-1.6427299976348877,-6.1008801460266113,0.099999685828489393,3.2329694477084558e-13,0,0.099999685828489393
quadtree_24_30_3_5,136,1,5,-4.9427304267883301,-5.800879955291748,0.099999750201344439,2.0471159101198566e-08,0,0.099999750201344439
quadtree_24_30_3_5,137,2,5,-4.6427302360534668,-5.800879955291748,0.10042657724616555,0.0011584929845380731,0,0.10042657724616555
quadtree_24_30_3_5,138,3,5,-4.3427300453186035,-5.800879955291748,0.13918230441031543,0.37352133514343644,0,0.13918230441031543
quadtree_24_30_3_5,139,4,5,-4.0427303314208984,-5.800879955291748,0.58592518582819852,0.96842601815414309,0,0.58592518582819852
quadtree_24_30_3_5,140,5,5,-3.7427301406860352,-5.800879955291748,0.25818486521184247,0.37352134796716796,0,0.25818486521184247
quadtree_24_30_3_5,141,6,5,-3.442730188369751,-5.800879955291748,0.10210200926680901,0.0023156438630148601,0,0.10210200926680901
quadtree_24_30_3_5,142,7,5,-3.1427302360534668,-5.800879955291748,0.10004902769589119,0.37352134796716796,0,0.10004902769589119
quadtree_24_30_3_5,143,8,5,-2.8427300453186035,-5.800879955291748,0.40215317309398013,0.96842601815414309,0,0.40215317309398013
quadtree_24_30_3_5,144,9,5,-2.5427300930023193,-5.800879955291748,0.99564596670485994,0.37352133514343644,0,0.99564596670485994
quadtree_24_30_3_5,145,10,5,-2.2427301406860352,-5.800879955291748,0.10763349075703466,0.0011584929845049885,0,0.10763349075703466
quadtree_24_30_3_5,146,11,5,-1.942730188369751,-5.800879955291748,0.10000957822261503,2.0469542394430107e-08,0,0.10000957822261503
quadtree_24_30_3_5,147,12,5,-1.6427299976348877,-5.800879955291748,0.099999685828489393,6.6613381477509392e-15,0,0.099999685828489393
quadtree_24_30_3_5,163,1,6,-4.9427304267883301,-5.500880241394043,0.099999685828489393,6.815970010620731e-11,0,0.099999685828489393
quadtree_24_30_3_5,164,2,6,-4.6427302360534668,-5.500880241394043,0.099999728743722094,2.8732799562947164e-06,0,0.099999728743722094
quadtree_24_30_3_5,165,3,6,-4.3427300453186035,-5.500880241394043,0.10000502890080387,0.0011584929845049885,0,0.10000502890080387
quadtree_24_30_3_5,166,4,6,-4.0427303314208984,-5.500880241394043,0.10010131203499595,0.0085285581862508675,0,0.10010131203499595
quadtree_24_30_3_5,167,5,6,-3.7427301406860352,-5.500880241394043,0.10010988168136592,0.0011584930525857517,0,0.10010988168136592
quadtree_24_30_3_5,168,6,6,-3.442730188369751,-5.500880241394043,0.1000044924363005,5.7465516568599995e-06,0,0.1000044924363005
quadtree_24_30_3_5,169,7,6,-3.1427302360534668,-5.500880241394043,0.099999685828489393,0.0011584930525857517,0,0.099999685828489393
quadtree_24_30_3_5,170,8,6,-2.8427300453186035,-5.500880241394043,0.10001869887934345,0.0085285581862508675,0,0.10001869887934345
quadtree_24_30_3_5,171,9,6,-2.5427300930023193,-5.500880241394043,0.11732296593069735,0.0011584929845049885,0,0.11732296593069735
quadtree_24_30_3_5,172,10,6,-2.2427301406860352,-5.500880241394043,0.11695326692177943,2.8732799562947164e-06,0,0.11695326692177943
quadtree_24_30_3_5,173,11,6,-1.942730188369751,-5.500880241394043,0.10000005060848827,6.815970010620731e-11,0,0.10000005060848827
quadtree_24_30_3_5,190,1,7,-4.9427304267883301,-5.2008800506591797,0.099999685828489393,5.8841820305133297e-15,0,0.099999685828489393
quadtree_24_30_3_5,191,2,7,-4.6427302360534668,-5.2008800506591797,0.099999685828489393,6.815970010620731e-11,0,0.099999685828489393
quadtree_24_30_3_5,192,3,7,-4.3427300453186035,-5.2008800506591797,0.099999685828489393,2.0469542394430107e-08,0,0.099999685828489393
quadtree_24_30_3_5,193,4,7,-4.0427303314208984,-5.2008800506591797,0.099999685828489393,3.888564268361705e-07,0,0.099999685828489393
quadtree_24_30_3_5,194,5,7,-3.7427301406860352,-5.2008800506591797,0.099999685828489393,2.0469548278612137e-08,0,0.099999685828489393
quadtree_24_30_3_5,195,6,7,-3.442730188369751,-5.2008800506591797,0.099999685828489393,1.3631940021241462e-10,0,0.099999685828489393
quadtree_24_30_3_5,196,7,7,-3.1427302360534668,-5.2008800506591797,0.099999685828489393,2.0469548278612137e-08,0,0.099999685828489393
quadtree_24_30_3_5,197,8,7,-2.8427300453186035,-5.2008800506591797,0.099999685828489393,3.888564268361705e-07,0,0.099999685828489393
quadtree_24_30_3_5,198,9,7,-2.5427300930023193,-5.2008800506591797,0.10005551092348552,2.0469542394430107e-08,0,0.10005551092348552
quadtree_24_30_3_5,199,10,7,-2.2427301406860352,-5.2008800506591797,0.10000290451636229,6.815970010620731e-11,0,0.10000290451636229
quadtree_24_30_3_5,200,11,7,-1.942730188369751,-5.2008800506591797,0.10001897787579062,5.8841820305133297e-15,0,0.10001897787579062
quadtree_24_30_3_5,219,3,8,-4.3427300453186035,-4.9008798599243164,0.099999685828489393,6.6613381477509392e-15,0,0.099999685828489393
