cell_index,x,y,wind_x,wind_y
28,-4.9427304267883301,-7.000880241394043,2.9241002152957662e-07,7.7670176779065514e-07
29,-4.6427302360534668,-7.000880241394043,0,0
30,-4.3427300453186035,-7.000880241394043,0,0
31,-4.0427303314208984,-7.000880241394043,0,0
32,-3.7427301406860352,-7.000880241394043,0,0
33,-3.442730188369751,-7.000880241394043,0,0
34,-3.1427302360534668,-7.000880241394043,0,0
35,-2.8427300453186035,-7.000880241394043,0,0
36,-2.5427300930023193,-7.000880241394043,0,0
37,-2.2427301406860352,-7.000880241394043,0,0
38,-1.942730188369751,-7.000880241394043,0,0
39,-1.6427299976348877,-7.000880241394043,0,0
40,-1.3427300453186035,-7.000880241394043,-2.1092489532748004e-06,1.3865664186596405e-05
41,-1.0427298545837402,-7.000880241394043,-2.0861102711933199e-06,1.3791082892566919e-05
55,-4.9427304267883301,-6.7008800506591797,2.7964335913566174e-07,7.4841477726295125e-07
56,-4.6427302360534668,-6.7008800506591797,2.3239435620325821e-07,7.0542694174946519e-07
57,-4.3427300453186035,-6.7008800506591797,1.6038508476867719e-07,6.7982051632498042e-07
58,-4.0427303314208984,-6.7008800506591797,0,0
59,-3.7427301406860352,-6.7008800506591797,0,0
60,-3.442730188369751,-6.7008800506591797,0,0
61,-3.1427302360534668,-6.7008800506591797,0,0
62,-2.8427300453186035,-6.7008800506591797,0,0
63,-2.5427300930023193,-6.7008800506591797,0,0
64,-2.2427301406860352,-6.7008800506591797,0,0
65,-1.942730188369751,-6.7008800506591797,-2.7390237278268614e-07,1.1397268281143624e-05
66,-1.6427299976348877,-6.7008800506591797,-1.517942678219697e-06,1.1813597666332498e-05
67,-1.3427300453186035,-6.7008800506591797,-1.9414217149460455e-06,1.2759908713633195e-05
68,-1.0427298545837402,-6.7008800506591797,-1.9230599264119519e-06,1.3123666576575488e-05
82,-4.9427304267883301,-6.4008798599243164,2.4994315594994987e-07,7.4143804340565111e-07
83,-4.6427302360534668,-6.4008798599243164,2.0477004625263362e-07,7.0527079287785455e-07
84,-4.3427300453186035,-6.4008798599243164,1.6102612221402524e-07,6.8801386987615842e-07
85,-4.0427303314208984,-6.4008798599243164,0,0
86,-3.7427301406860352,-6.4008798599243164,0,0
87,-3.442730188369751,-6.4008798599243164,0,0
88,-3.1427302360534668,-6.4008798599243164,0,0
89,-2.8427300453186035,-6.4008798599243164,0,0
90,-2.5427300930023193,-6.4008798599243164,0,0
91,-2.2427301406860352,-6.4008798599243164,0,0
92,-1.942730188369751,-6.4008798599243164,-3.1098204544832697e-07,1.1195305887667928e-05
93,-1.6427299976348877,-6.4008798599243164,-1.1231007874812349e-06,1.1560031452972908e-05
94,-1.3427300453186035,-6.4008798599243164,-1.3992428193887463e-06,1.2366887858661357e-05
95,-1.0427298545837402,-6.4008798599243164,-1.5189832538453629e-06,1.2845674973505083e-05
109,-4.9427304267883301,-6.1008801460266113,2.2120219966836885e-07,7.8483498100467841e-07
110,-4.6427302360534668,-6.1008801460266113,1.8047869332349364e-07,7.8826110438967589e-07
111,-4.3427300453186035,-6.1008801460266113,1.601196117917425e-07,7.9086282767093508e-07
112,-4.0427303314208984,-6.1008801460266113,0,0
113,-3.7427301406860352,-6.1008801460266113,0,0
114,-3.442730188369751,-6.1008801460266113,0,0
115,-3.1427302360534668,-6.1008801460266113,0,0
116,-2.8427300453186035,-6.1008801460266113,0,0
117,-2.5427300930023193,-6.1008801460266113,0,0
118,-2.2427301406860352,-6.1008801460266113,0,0
119,-1.942730188369751,-6.1008801460266113,-2.2056914872337074e-07,1.2514684385678265e-05
120,-1.6427299976348877,-6.1008801460266113,-6.4326292203986668e-07,1.2694949873548467e-05
121,-1.3427300453186035,-6.1008801460266113,-8.4654845977638615e-07,1.2916947525809519e-05
122,-1.0427298545837402,-6.1008801460266113,-1.108296487473126e-06,1.3016363482165616e-05
136,-4.9427304267883301,-5.800879955291748,2.0383890841912944e-07,8.1053673284259276e-07
137,-4.6427302360534668,-5.800879955291748,1.7571774435509724e-07,8.4119574239593931e-07
138,-4.3427300453186035,-5.800879955291748,1.6119795986924146e-07,8.7086681332948501e-07
139,-4.0427303314208984,-5.800879955291748,0,0
140,-3.7427301406860352,-5.800879955291748,0,0
141,-3.442730188369751,-5.800879955291748,0,0
142,-3.1427302360534668,-5.800879955291748,0,0
143,-2.8427300453186035,-5.800879955291748,0,0
144,-2.5427300930023193,-5.800879955291748,0,0
145,-2.2427301406860352,-5.800879955291748,0,0
146,-1.942730188369751,-5.800879955291748,5.1647884191652338e-08,1.3304460480867419e-05
147,-1.6427299976348877,-5.800879955291748,-3.2809714411996538e-07,1.3370845408644527e-05
148,-1.3427300453186035,-5.800879955291748,-5.0992508704439388e-07,1.338021411356749e-05
149,-1.0427298545837402,-5.800879955291748,-8.096000101431855e-07,1.3300063983479049e-05
163,-4.9427304267883301,-5.500880241394043,1.8677572199976566e-07,8.2904125520144589e-07
