run_id,git_commit,method,environment_id,scenario_id,dataset,config_id,source_config,wind_config,sensor_config,start_config,seed,replay_id,flight_height_m,time_budget_s,path_budget_m,termination_reason,gsl_result_code,gsl_action_status,declared_success,estimate_type,final_estimate_x,final_estimate_y,ground_truth_x,ground_truth_y,endpoint_x,endpoint_y,min_distance_m,search_time_s,path_length_m,avg_speed_ms,max_speed_ms,diagnostics,parameter_manifest_sha256,scenario_manifest_sha256,code_manifest_sha256,gas_trace_sha256,wind_trace_sha256,trajectory_sha256,run_dir,final_error_m,localized_success_2m,timeout
CTPI_H03_S12_M1R_20260908T115938Z,unknown,CTPI_G2_M1_M2,VGR_House03,H03_cfg_1-2_5_fast,VGR_House03,"1-2,5_fast",official_gaden_source,official_gaden_wind,fopdt_tau1p2_dead0p4_noise0,frozen_native_start,12,VGR_House03_H03_cfg_1-2_5_fast_s12,0.3,240.0,-1.0,time_budget_timeout,runner_time_budget_timeout,timeout,False,terminal_pose,8.899999618530273,1.287000060081482,-0.45,1.9,8.899999618530273,1.287000060081482,1.6467146247487046,273.1123766899109,22.468553286431053,0.08226852828402438,1.9579858839829425,{},44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,14b22281b733a7ea618a155adb112267a2cb3eb893399cddf37ae93dcff627ff,718d97898efde29bbc49d87e9c6e65df617325b924e35a4060b7e29796d876bd,70223fc7fed1eb4c4f9dfe221112c885526d7c359070e6d252b28bc964731175,14b22281b733a7ea618a155adb112267a2cb3eb893399cddf37ae93dcff627ff,/mnt/hgfs/workspace/CSTAR_CER_RATIO_M12_HOUSE123_SEED12_20260908/H03_seed12_M1R,9.37007266742667,False,True
