run_id,git_commit,method,environment_id,scenario_id,dataset,config_id,source_config,wind_config,sensor_config,start_config,seed,replay_id,flight_height_m,time_budget_s,path_budget_m,termination_reason,gsl_result_code,gsl_action_status,declared_success,estimate_type,final_estimate_x,final_estimate_y,ground_truth_x,ground_truth_y,endpoint_x,endpoint_y,min_distance_m,search_time_s,path_length_m,avg_speed_ms,max_speed_ms,diagnostics,parameter_manifest_sha256,scenario_manifest_sha256,code_manifest_sha256,gas_trace_sha256,wind_trace_sha256,trajectory_sha256,run_dir,final_error_m,localized_success_2m,timeout
CTPI_H02_S12_M1M2R_20260908T114944Z,unknown,CTPI_G2_M1_M2,VGR_House02,H02_cfg_3_5_1_fast,VGR_House02,"3,5-1_fast",official_gaden_source,official_gaden_wind,fopdt_tau1p2_dead0p4_noise0,frozen_native_start,12,VGR_House02_H02_cfg_3_5_1_fast_s12,0.3,240.0,-1.0,time_budget_timeout,runner_time_budget_timeout,timeout,False,terminal_pose,-2.242730140686035,-3.4008798599243164,0.0,-1.0,-2.242730140686035,-3.4008798599243164,1.5811388300841898,273.5304775238037,18.358165713381887,0.06711561314692724,1.635571448877645,{},44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,adaad8f466facc0d977b64f19044b7e852772d1aa5ad946c233e2a8468456364,fdb1dc8927ffd1b139c16fd6507f659ca0aee01cd9aae261f4f83452d36fbe0e,167fc65dea2aa14a932592527875b42ff501ba33969f09feced852379063253d,adaad8f466facc0d977b64f19044b7e852772d1aa5ad946c233e2a8468456364,/mnt/hgfs/workspace/CSTAR_CER_RATIO_M12_HOUSE123_SEED12_20260908/H02_seed12_M1M2R,3.285431872027148,False,True
