source_update_id,query_id,cell_index,x,y,service_u,service_v,internal_u,internal_v,internal_magnitude,raw_component_max_abs_diff,float32_component_max_abs_diff,angle_abs_rad
1,21,60,-6.8000001907348633,-7.130000114440918,0.01315,-0.033115,0.013150000013411045,-0.033114999532699585,0.03563040407297403,4.673004136424019e-10,0.0,5.190211593841809e-09
1,21,61,-6.5,-7.130000114440918,0.016456,-0.040068,0.0164560005068779,-0.04006800055503845,0.04331563945229168,5.55038452698664e-10,0.0,5.9565106180770044e-09
1,21,62,-6.2000002861022949,-7.130000114440918,0.012606,-0.043674,0.01260599959641695,-0.04367399960756302,0.04545689680946423,4.0358304892462726e-10,0.0,6.136013475099844e-09
1,21,63,-5.9000000953674316,-7.130000114440918,0.0081428,-0.04742,0.008142800070345402,-0.04741999879479408,0.04811404658396433,1.2052059142342308e-09,0.0,5.6802367254249475e-09
1,21,64,-5.6000003814697266,-7.130000114440918,0.005134,-0.048349,0.005133999977260828,-0.04834900051355362,0.048620816595632395,5.135536162992338e-10,0.0,1.5803833797178868e-09
1,21,65,-5.3000001907348633,-7.130000114440918,0.002832,-0.04751,0.002831999910995364,-0.04751000180840492,0.0475943325967548,1.8084049258071389e-09,0.0,4.127639563478169e-09
1,21,66,-5,-7.130000114440918,0.0015385,-0.04693,0.0015384999569505453,-0.04693000018596649,0.046955211633772365,1.8596649220548045e-10,0.0,1.0460943222767582e-09
1,21,69,-4.1000003814697266,-7.130000114440918,0.010684,-0.060822,0.010684000328183174,-0.06082199886441231,0.06175324614038674,1.1355876933238918e-09,0.0,8.415807828399124e-09
1,21,70,-3.7999999523162842,-7.130000114440918,0.011745,-0.070853,0.011745000258088112,-0.07085300236940384,0.07181986477167188,2.369403839797002e-09,0.0,1.8499728415832806e-09
1,21,71,-3.5,-7.130000114440918,0.010036,-0.081944,0.010036000050604343,-0.08194400370121002,0.08255629012740127,3.701210019024792e-09,0.0,4.841673284516901e-09
1,21,72,-3.1999998092651367,-7.130000114440918,0.036986,-0.087686,0.03698600083589554,-0.08768600225448608,0.0951672173030535,2.254486083930196e-09,0.0,1.1138687749934206e-09
1,21,73,-2.9000000953674316,-7.130000114440918,0.039938,-0.024916,0.03993799909949303,-0.02491600066423416,0.0470728250816883,9.005069745438021e-10,0.0,2.209770344485662e-08
1,21,74,-2.5999999046325684,-7.130000114440918,-0.01761,-0.055726,-0.01761000044643879,-0.05572599917650223,0.05844227151594213,8.234977699750345e-10,0.0,1.1529806220877958e-08
1,21,78,-1.4000000953674316,-7.130000114440918,1.3141e-08,4.6576e-05,1.3141000287930638e-08,4.6575998567277566e-05,4.657600042108522e-05,1.4327224370541854e-12,0.0,1.4861001318422495e-11
1,21,79,-1.0999999046325684,-7.130000114440918,-6.1933e-06,2.3575e-05,-6.193300123413792e-06,2.3574999431730248e-05,2.4374937222991134e-05,5.682697524079638e-13,0.0,1.0820633944419455e-08
1,21,80,-0.79999971389770508,-7.130000114440918,-5.0159e-06,3.6691e-05,-5.015900114813121e-06,3.669099896796979e-05,3.7032265110702346e-05,1.0320302080914397e-12,0.0,6.846467837107184e-09
1,21,81,-0.5,-7.130000114440918,-1.8407e-05,2.7425e-05,-1.840699951571878e-05,2.7424999643699266e-05,3.3029505546232086e-05,4.842812179647448e-13,0.0,6.162514942786856e-09
1,21,82,-0.19999980926513672,-7.130000114440918,-2.754e-05,1.8943e-05,-2.7539999791770242e-05,1.8942999304272234e-05,3.3425870387655774e-05,6.95727766982521e-13,0.0,1.3618543182047915e-08
1,21,83,0.099999904632568359,-7.130000114440918,-2.6151e-05,1.3462e-05,-2.6150999474339187e-05,1.346200042462442e-05,2.941258623343885e-05,5.256608137053226e-13,0.0,2.1015829521076057e-08
1,21,84,0.40000009536743164,-7.130000114440918,-1.7203e-05,9.1793e-06,-1.7202999515575357e-05,9.179299922834616e-06,1.949878815224776e-05,4.844246443596375e-13,0.0,8.204051660243294e-09
1,21,85,0.69999980926513672,-7.130000114440918,-7.1621e-06,7.1779e-06,-7.1620997914578766e-06,7.177899988164427e-06,1.0139917241422231e-05,2.0854212301658513e-13,0.0,1.373424884931751e-08
1,21,88,-7.1000003814697266,-6.8299999237060547,0.004155,-0.033829,0.004155000206083059,-0.03382899984717369,0.03408321078438221,2.0608305947161787e-10,0.0,6.5479939248547225e-09
1,21,89,-6.8000001907348633,-6.8299999237060547,0.0068491,-0.037383,0.0068490998819470406,-0.037383001297712326,0.03800524904822554,1.2977123264867885e-09,0.0,9.208906970314956e-09
1,21,90,-6.5,-6.8299999237060547,0.010361,-0.043716,0.010360999964177608,-0.04371599853038788,0.044927039160916935,1.4696121194979206e-09,0.0,6.767923110828633e-09
1,21,91,-6.2000002861022949,-6.8299999237060547,0.0092918,-0.049458,0.009291799739003181,-0.04945800080895424,0.05032326883667493,8.089542369305036e-10,0.0,8.065380363575514e-09
1,21,92,-5.9000000953674316,-6.8299999237060547,0.0059381,-0.051671,0.005938100162893534,-0.051670998334884644,0.05201108634193491,1.665115358095992e-09,0.0,6.766527338442074e-09
1,21,93,-5.6000003814697266,-6.8299999237060547,0.0044324,-0.053641,0.004432400222867727,-0.053640998899936676,0.05382381382546842,1.1000633251545544e-09,0.0,5.809717151805671e-09
1,21,94,-5.3000001907348633,-6.8299999237060547,0.003844,-0.054148,0.003843999933451414,-0.05414799973368645,0.05428427222177416,2.6631355454220795e-10,0.0,8.754510449904274e-10
1,21,95,-5,-6.8299999237060547,0.0027958,-0.054458,0.0027958001010119915,-0.054457999765872955,0.0545297188394057,2.341270441408305e-10,0.0,2.0701205194484373e-09
1,21,98,-4.1000003814697266,-6.8299999237060547,0.0031017,-0.075476,0.003101699985563755,-0.07547599822282791,0.07553970380225732,1.7771720900450205e-09,0.0,7.750566854980434e-10
1,21,99,-3.7999999523162842,-6.8299999237060547,0.00040042,-0.083118,0.0004004199872724712,-0.0831179991364479,0.0831189636401511,8.635520909461292e-10,0.0,1.0307266151698968e-10
1,21,100,-3.5,-6.8299999237060547,-0.0018661,-0.094145,-0.001866100006736815,-0.09414499998092651,0.09416349266379087,1.907349278518211e-11,0.0,7.554401548759415e-11
1,21,103,-2.5999999046325684,-6.8299999237060547,0.00091054,-0.12584,0.0009105399949476123,-0.1258399933576584,0.12584328751005316,6.642341621176939e-09,0.0,3.4176195207180626e-10
1,21,104,-2.3000001907348633,-6.8299999237060547,-0.0030906,-0.11963,-0.0030906000174582005,-0.11963000148534775,0.11966991712143958,1.4853477475762489e-09,0.0,1.7471624147447073e-10
1,21,107,-1.4000000953674316,-6.8299999237060547,-1.179e-05,8.5821e-05,-1.1789999916800298e-05,8.582099690102041e-05,8.662706047836961e-05,3.0989795961593875e-12,0.0,3.917339785886043e-09
1,21,110,-0.5,-6.8299999237060547,-2.9554e-05,4.4905e-05,-2.9553999411291443e-05,4.490499850362539e-05,5.375776940883256e-05,1.4963746049006209e-12,0.0,6.155199461232996e-09
1,21,111,-0.19999980926513672,-6.8299999237060547,-3.7748e-05,2.9196e-05,-3.774799915845506e-05,2.9196000468800776e-05,4.772125190982461e-05,8.415449394738768e-13,0.0,1.8559568548681682e-08
1,21,112,0.099999904632568359,-6.8299999237060547,-3.299e-05,1.7588e-05,-3.298999945400283e-05,1.758799953677226e-05,3.738552917481051e-05,5.459971735258425e-13,0.0,4.0630858677559445e-09
1,21,113,0.40000009536743164,-6.8299999237060547,-2.1295e-05,1.1606e-05,-2.129499989678152e-05,1.1606000043684617e-05,2.4252345404474436e-05,1.0321847949924454e-13,0.0,3.618333188626366e-09
1,21,114,0.69999980926513672,-6.8299999237060547,-8.8132e-06,8.442e-06,-8.813200111035258e-06,8.441999852948356e-06,1.2204091843080006e-05,1.4705164339088184e-13,0.0,1.499501367518974e-08
1,21,117,-7.1000003814697266,-6.5300002098083496,0.0017786,-0.038766,0.001778600038960576,-0.03876600041985512,0.038806780421091334,4.198551159517727e-10,0.0,5.070441844168272e-10
1,21,118,-6.8000001907348633,-6.5300002098083496,0.0029125,-0.041804,0.0029124999418854713,-0.0418040007352829,0.04190533538091559,7.352828970685898e-10,0.0,2.602951409969023e-09
1,21,119,-6.5,-6.5300002098083496,0.0046059,-0.046036,0.004605900030583143,-0.0460360012948513,0.046265837616012925,1.2948513025690112e-09,0.0,2.12846096303565e-09
1,21,120,-6.2000002861022949,-6.5300002098083496,0.0046738,-0.050996,0.004673799965530634,-0.050996001809835434,0.05120973156253148,1.8098354342965806e-09,0.0,3.8958458681292996e-09
1,21,121,-5.9000000953674316,-6.5300002098083496,0.0033055,-0.054814,0.0033054999075829983,-0.05481399968266487,0.05491357656217828,3.1733513039533534e-10,0.0,1.3320486935697318e-09
1,21,122,-5.6000003814697266,-6.5300002098083496,0.0021354,-0.058013,0.0021353999618440866,-0.05801299959421158,0.05805228724964277,4.057884236963183e-10,0.0,3.9970071696870946e-10
1,21,123,-5.3000001907348633,-6.5300002098083496,0.0036255,-0.061025,0.00362550001591444,-0.06102500110864639,0.06113260186410921,1.1086463899689925e-09,0.0,8.156435526984751e-10
1,21,124,-5,-6.5300002098083496,0.0024494,-0.062141,0.0024494000244885683,-0.06214100122451782,0.06218925625592808,1.2245178204750573e-09,0.0,3.8205261176926797e-10
1,21,127,-4.1000003814697266,-6.5300002098083496,-0.0033907,-0.082797,-0.003390700090676546,-0.08279699832201004,0.08286639715976463,1.6779899553176492e-09,0.0,1.9218893143602145e-09
1,21,128,-3.7999999523162842,-6.5300002098083496,-0.0077454,-0.090489,-0.007745400071144104,-0.09048900008201599,0.090819878650575,8.201599122070746e-11,0.0,7.034839377695334e-10
1,21,129,-3.5,-6.5300002098083496,-0.013429,-0.099913,-0.013429000042378902,-0.09991300106048584,0.10081143696550932,1.0604858380336424e-09,0.0,9.846614634767548e-10
1,21,130,-3.1999998092651367,-6.5300002098083496,-0.023582,-0.10926,-0.02358200028538704,-0.10926000028848648,0.11177592943250377,2.8848648470081173e-10,0.0,1.9512227389384407e-09
1,21,131,-2.9000000953674316,-6.5300002098083496,-0.010867,-0.033817,-0.010866999626159668,-0.033817000687122345,0.035520152256821584,6.871223451332398e-10,0.0,1.5938350417243896e-08
1,21,132,-2.5999999046325684,-6.5300002098083496,0.00025531,-0.14295,0.0002553100057411939,-0.14294999837875366,0.1429502263715756,1.6212463316289671e-09,0.0,6.041789291089117e-11
1,21,133,-2.3000001907348633,-6.5300002098083496,-0.0012661,-0.14714,-0.0012660999782383442,-0.1471399962902069,0.14714544341377683,3.70979308383923e-09,0.0,6.904543603525326e-11
1,21,136,-1.4000000953674316,-6.5300002098083496,-3.8979e-05,0.00013768,-3.897900023730472e-05,0.00013768000644631684,0.00014309139259423555,6.446316841868943e-12,0.0,1.0676303618950556e-08
1,21,137,-1.0999999046325684,-6.5300002098083496,8.9131e-07,0.00010599,8.91309980488586e-07,0.00010599000233924016,0.00010599374995419991,2.3392401568306936e-12,0.0,3.6965941418998227e-10
1,21,138,-0.79999971389770508,-6.5300002098083496,-4.7953e-05,8.7534e-05,-4.795299901161343e-05,8.753399743000045e-05,9.980827030002636e-05,2.569999551713109e-12,0.0,3.686297489480239e-09
1,21,139,-0.5,-6.5300002098083496,-5.0439e-05,6.0276e-05,-5.043900091550313e-05,6.027600102243014e-05,7.859573215264378e-05,1.0224301399551668e-12,0.0,5.848055373292027e-10
1,21,140,-0.19999980926513672,-6.5300002098083496,-5.3811e-05,3.8067e-05,-5.381099981605075e-05,3.80669989681337e-05,6.591449090786416e-05,1.0318662970517506e-12,0.0,1.1168351132795351e-08
1,21,141,0.099999904632568359,-6.5300002098083496,-4.3179e-05,2.2186e-05,-4.317899947636761e-05,2.2185999114299193e-05,4.85452835245592e-05,8.857008076718249e-13,0.0,1.1298422641914385e-08
1,21,142,0.40000009536743164,-6.5300002098083496,-2.6343e-05,1.4152e-05,-2.6342999262851663e-05,1.4152000403555576e-05,2.9903724276164005e-05,7.371483354008234e-13,0.0,2.355425721134452e-08
1,21,143,0.69999980926513672,-6.5300002098083496,-1.1075e-05,1.0541e-05,-1.1074999747506808e-05,1.0540999937802553e-05,1.5289483284141075e-05,2.524931913533814e-13,0.0,8.43867198341286e-09
1,21,146,-7.1000003814697266,-6.2300000190734863,-0.0012177,-0.045478,-0.0012176999589428306,-0.04547800123691559,0.04549430062870409,1.2369155907854257e-09,0.0,1.6298686844606891e-09
1,21,147,-6.8000001907348633,-6.2300000190734863,-0.00035432,-0.048816,-0.0003543199854902923,-0.048815999180078506,0.04881728503923117,8.199214918125364e-10,0.0,1.7531220919408952e-10
1,21,148,-6.5,-6.2300000190734863,0.00033272,-0.052933,0.00033271999564021826,-0.05293300002813339,0.05293404570381777,2.8133391449802758e-11,0.0,8.570166798449463e-11
1,21,149,-6.2000002861022949,-6.2300000190734863,0.00058245,-0.056973,0.000582450011279434,-0.05697299912571907,0.056975976318048516,8.742809323725176e-10,0.0,3.5482305982270645e-10
1,21,150,-5.9000000953674316,-6.2300000190734863,-3.5609e-05,-0.06037,-3.560899858712219e-05,-0.06036999821662903,0.06037000871853981,1.7833709717307578e-09,0.0,5.979217121421243e-12
