cell_index,x,y,source_probability
30,-7.1000003814697266,-7.4300003051757812,3.4086618788970544e-149
31,-6.8000001907348633,-7.4300003051757812,3.4086618788970544e-149
32,-6.5,-7.4300003051757812,3.4086618788970544e-149
33,-6.2000002861022949,-7.4300003051757812,3.4086618788970544e-149
34,-5.9000000953674316,-7.4300003051757812,3.4086618788970544e-149
35,-5.6000003814697266,-7.4300003051757812,3.4086618788970544e-149
36,-5.3000001907348633,-7.4300003051757812,3.4086618788970544e-149
37,-5,-7.4300003051757812,3.4086618788970544e-149
40,-4.1000003814697266,-7.4300003051757812,3.4086618788970544e-149
41,-3.7999999523162842,-7.4300003051757812,3.4086618788970544e-149
42,-3.5,-7.4300003051757812,3.4086618788970544e-149
43,-3.1999998092651367,-7.4300003051757812,3.4086618788970544e-149
44,-2.9000000953674316,-7.4300003051757812,3.4086618788970544e-149
49,-1.4000000953674316,-7.4300003051757812,3.4086618788970544e-149
50,-1.0999999046325684,-7.4300003051757812,3.4086618788970544e-149
51,-0.79999971389770508,-7.4300003051757812,3.4086618788970544e-149
52,-0.5,-7.4300003051757812,3.4086618788970544e-149
53,-0.19999980926513672,-7.4300003051757812,3.4086618788970544e-149
54,0.099999904632568359,-7.4300003051757812,3.4086618788970544e-149
55,0.40000009536743164,-7.4300003051757812,3.4086618788970544e-149
56,0.69999980926513672,-7.4300003051757812,3.4086618788970544e-149
59,-7.1000003814697266,-7.130000114440918,3.4086618788970544e-149
60,-6.8000001907348633,-7.130000114440918,3.4086618788970544e-149
61,-6.5,-7.130000114440918,3.4086618788970544e-149
62,-6.2000002861022949,-7.130000114440918,3.4086618788970544e-149
63,-5.9000000953674316,-7.130000114440918,3.4086618788970544e-149
64,-5.6000003814697266,-7.130000114440918,3.4086618788970544e-149
65,-5.3000001907348633,-7.130000114440918,3.4086618788970544e-149
66,-5,-7.130000114440918,3.4086618788970544e-149
69,-4.1000003814697266,-7.130000114440918,3.4086618788970544e-149
70,-3.7999999523162842,-7.130000114440918,3.4086618788970544e-149
71,-3.5,-7.130000114440918,3.4086618788970544e-149
72,-3.1999998092651367,-7.130000114440918,3.4086618788970544e-149
73,-2.9000000953674316,-7.130000114440918,3.4086618788970544e-149
74,-2.5999999046325684,-7.130000114440918,3.4086618788970544e-149
78,-1.4000000953674316,-7.130000114440918,3.4086618788970544e-149
79,-1.0999999046325684,-7.130000114440918,3.4086618788970544e-149
80,-0.79999971389770508,-7.130000114440918,3.4086618788970544e-149
81,-0.5,-7.130000114440918,3.4086618788970544e-149
