run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S12_M1R_20260908T112956Z,1,SENT,PENDING,16.0571,-4.1,-1.13
CTPI_H01_S12_M1R_20260908T112956Z,1,RESULT,SUCCEEDED,16.8192,-4.1,-1.13
CTPI_H01_S12_M1R_20260908T112956Z,2,SENT,PENDING,32.8355,-5,-0.83
CTPI_H01_S12_M1R_20260908T112956Z,2,RESULT,SUCCEEDED,33.6191,-5,-0.83
CTPI_H01_S12_M1R_20260908T112956Z,3,SENT,PENDING,49.6368,-5.9,-0.83
CTPI_H01_S12_M1R_20260908T112956Z,3,RESULT,SUCCEEDED,50.469,-5.9,-0.83
CTPI_H01_S12_M1R_20260908T112956Z,4,SENT,PENDING,66.8214,-1.4,0.37
CTPI_H01_S12_M1R_20260908T112956Z,4,RESULT,SUCCEEDED,70.223,-1.4,0.37
CTPI_H01_S12_M1R_20260908T112956Z,5,SENT,PENDING,86.251,-0.8,0.37
CTPI_H01_S12_M1R_20260908T112956Z,5,RESULT,SUCCEEDED,86.823,-0.8,0.37
CTPI_H01_S12_M1R_20260908T112956Z,6,SENT,PENDING,102.855,-0.2,0.37
CTPI_H01_S12_M1R_20260908T112956Z,6,RESULT,SUCCEEDED,103.473,-0.2,0.37
CTPI_H01_S12_M1R_20260908T112956Z,7,SENT,PENDING,119.816,-1.4,1.57
CTPI_H01_S12_M1R_20260908T112956Z,7,RESULT,SUCCEEDED,121.445,-1.4,1.57
CTPI_H01_S12_M1R_20260908T112956Z,8,SENT,PENDING,137.539,-2.6,0.0700002
CTPI_H01_S12_M1R_20260908T112956Z,8,RESULT,SUCCEEDED,139.036,-2.6,0.0700002
CTPI_H01_S12_M1R_20260908T112956Z,9,SENT,PENDING,155.034,-3.2,0.0700002
CTPI_H01_S12_M1R_20260908T112956Z,9,RESULT,SUCCEEDED,155.641,-3.2,0.0700002
CTPI_H01_S12_M1R_20260908T112956Z,10,SENT,PENDING,171.91,-1.7,2.17
CTPI_H01_S12_M1R_20260908T112956Z,10,RESULT,SUCCEEDED,174.456,-1.7,2.17
CTPI_H01_S12_M1R_20260908T112956Z,11,SENT,PENDING,190.537,-1.1,2.47
CTPI_H01_S12_M1R_20260908T112956Z,11,RESULT,SUCCEEDED,191.046,-1.1,2.47
CTPI_H01_S12_M1R_20260908T112956Z,12,SENT,PENDING,207.034,-1.7,2.77
CTPI_H01_S12_M1R_20260908T112956Z,12,RESULT,SUCCEEDED,207.64,-1.7,2.77
CTPI_H01_S12_M1R_20260908T112956Z,13,SENT,PENDING,223.894,-2,1.57
CTPI_H01_S12_M1R_20260908T112956Z,13,RESULT,SUCCEEDED,224.861,-2,1.57
