source_index,source_id,x,y,z,pair_id
0,pmfs_13_18,-3.5,-2.33,0.2,1
1,pmfs_13_19,-3.5,-2.0300000000000002,0.2,1
2,pmfs_27_36,0.7000000000000002,3.0699999999999994,0.2,2
3,pmfs_26_36,0.39999999999999947,3.0699999999999994,0.2,2
4,pmfs_27_1,0.7000000000000002,-7.43,0.2,3
5,pmfs_27_2,0.7000000000000002,-7.13,0.2,3
