cell_index,u,v
30,0.020080000162124634,-0.029100999236106873
31,0.03029800020158291,-0.04008200019598007
32,0.03957099840044975,-0.055229999125003815
33,0.036823999136686325,-0.07106900215148926
34,0.0284000001847744,-0.07847099751234055
35,0.024948999285697937,-0.0794840008020401
36,0.020665999501943588,-0.06993500143289566
37,0.008035600185394287,-0.03126699849963188
40,-0.01723399944603443,-0.023493999615311623
41,-0.006311200093477964,-0.06543999910354614
42,0.015776000916957855,-0.09529799968004227
43,0.04433799907565117,-0.07316800206899643
44,0.08135800063610077,0.0558600015938282
49,-0.004458100069314241,-0.0006020599976181984
50,-0.005014500115066767,-0.000709039974026382
51,-0.0019447000231593847,-0.001171999960206449
52,0.0008503400022163987,-0.001271400018595159
53,0.002937499899417162,-0.001180600025691092
54,0.0032695999834686518,-0.0011886999709531665
55,0.0027209001127630472,-0.0011121999705210328
56,0.001916700042784214,-0.001259000040590763
59,0.021379999816417694,-0.04218599945306778
60,0.02806299924850464,-0.05257999897003174
61,0.031011000275611877,-0.06458400189876556
62,0.0277709998190403,-0.07598699629306793
63,0.02234099991619587,-0.08371800184249878
64,0.017055999487638474,-0.08711600303649902
65,0.010333999991416931,-0.08364900201559067
66,0.003493000054731965,-0.07275500148534775
69,-0.011757000349462032,-0.03274499997496605
70,-0.00900609977543354,-0.0694660022854805
71,-0.005894800182431936,-0.09546300023794174
72,-0.0018536000279709697,-0.06404799968004227
73,0.04584699869155884,0.0337349995970726
74,0.029884999617934227,-0.0382080003619194
78,-0.002595700090751052,-0.002207899931818247
79,-0.0033474001102149487,-0.00047354999696835876
80,-0.001981999957934022,-0.0019869001116603613
81,0.0009371800115332007,-0.0014956999802961946
82,0.0019237999804317951,-0.0010275000240653753
83,0.00218260008841753,-0.0008175899856723845
84,0.002027899958193302,-0.0007884299848228693
85,0.001560000004246831,-0.0009210099815391004
88,0.017649000510573387,-0.05321300029754639
89,0.02145499922335148,-0.05906800180673599
90,0.02185099944472313,-0.06633999943733215
91,0.019864000380039215,-0.07347600162029266
92,0.016818000003695488,-0.07959999889135361
93,0.01312199980020523,-0.08420500159263611
94,0.008050800301134586,-0.0845479965209961
95,0.003691100049763918,-0.07990899682044983
98,-0.015542999841272831,-0.03822299838066101
99,-0.018710000440478325,-0.07093299925327301
100,-0.020416999235749245,-0.09328199923038483
103,0.035050999373197556,-0.06561700254678726
104,0.016414999961853027,-0.00019027000234927982
107,-0.0011268999660387635,-0.0038354999851435423
110,0.0011004999978467822,-0.0011938000097870827
111,0.0016853000270202756,-0.0007537099882028997
112,0.0018266000552102923,-0.000508840021211654
113,0.0017288000090047717,-0.0005649899831041694
114,0.0013401999603956938,-0.0007684699958190322
117,0.012323999777436256,-0.061462998390197754
118,0.015003999695181847,-0.06275100260972977
119,0.01561299990862608,-0.06663999706506729
120,0.014669000171124935,-0.07118599861860275
121,0.01283000037074089,-0.07580800354480743
122,0.010673999786376953,-0.08030399680137634
123,0.007389599923044443,-0.08242300152778625
124,0.004366499837487936,-0.0810839980840683
127,-0.025992000475525856,-0.03737799823284149
128,-0.03249499946832657,-0.0693340003490448
129,-0.03401000052690506,-0.09183900058269501
130,-0.024643000215291977,-0.10533999651670456
131,0.028675999492406845,-0.09878800064325333
132,0.02085000090301037,-0.08549000322818756
133,0.0008676400175318122,-0.02114900015294552
136,0.0003271099994890392,-0.0042269001714885235
137,-0.001963699935004115,-0.002057200064882636
138,-0.0006449799984693527,-0.0009571900009177625
139,0.0009436500258743763,-0.0006441699806600809
140,0.0015870999777689576,-0.0003789000038523227
141,0.0017110999906435609,-0.00024338999355677515
142,0.001600799965672195,-0.0004254399973433465
143,0.0012652999721467495,-0.000779439986217767
146,0.007325800135731697,-0.06881199777126312
147,0.009298499673604965,-0.06541900336742401
148,0.010142000392079353,-0.0668099969625473
149,0.010095000267028809,-0.06960999965667725
150,0.009322799742221832,-0.07307600229978561
151,0.008144199848175049,-0.07728300243616104
152,0.006367099937051535,-0.08032900094985962
153,0.004508899990469217,-0.08036500215530396
156,-0.036653999239206314,-0.030009999871253967
157,-0.04589800164103508,-0.06421399861574173
158,-0.046918001025915146,-0.09013599902391434
159,-0.03379400074481964,-0.11111000180244446
160,0.0014000999508425593,-0.13437999784946442
161,0.03317900002002716,-0.12657999992370605
162,0.04515499994158745,-0.07597000151872635
165,-0.0003871200024150312,-0.004974899813532829
166,-0.0009332899935543537,-0.0010349999647587538
167,0.00015665999671909958,-0.00022586999693885446
168,0.0010845999931916595,-2.1197000023676082e-05
169,0.0016759999562054873,8.411800081375986e-05
170,0.001770299975760281,4.659099886339391e-06
171,0.0016322999726980925,-0.0003378500114195049
172,0.0013040000339969993,-0.000898940023034811
175,0.0037926998920738697,-0.0765179991722107
176,0.004327999893575907,-0.06871700286865234
177,0.005020900163799524,-0.06811600178480148
178,0.005520599894225597,-0.0694810003042221
179,0.005717399995774031,-0.07205600291490555
180,0.005739800166338682,-0.07603800296783447
181,0.005772499833256006,-0.07947400212287903
182,0.00537090003490448,-0.08008400350809097
185,-0.04510200023651123,-0.016567999497056007
186,-0.06053699925541878,-0.0578560009598732
187,-0.06784400343894958,-0.09775400161743164
188,-0.047095999121665955,-0.14234000444412231
189,0.0015347000444307923,-0.16349999606609344
