run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S11_A0_20260908T130616Z,1,SENT,PENDING,16.1678,-4.1,-1.13
CTPI_H01_S11_A0_20260908T130616Z,1,RESULT,SUCCEEDED,17.0831,-4.1,-1.13
CTPI_H01_S11_A0_20260908T130616Z,2,SENT,PENDING,33.145,-5,-0.83
CTPI_H01_S11_A0_20260908T130616Z,2,RESULT,SUCCEEDED,33.8589,-5,-0.83
CTPI_H01_S11_A0_20260908T130616Z,3,SENT,PENDING,49.8519,-5.9,-0.83
CTPI_H01_S11_A0_20260908T130616Z,3,RESULT,SUCCEEDED,50.6512,-5.9,-0.83
CTPI_H01_S11_A0_20260908T130616Z,4,SENT,PENDING,67.0066,-5.9,0.0700002
CTPI_H01_S11_A0_20260908T130616Z,4,RESULT,SUCCEEDED,67.8693,-5.9,0.0700002
CTPI_H01_S11_A0_20260908T130616Z,5,SENT,PENDING,83.9442,-5.9,0.67
CTPI_H01_S11_A0_20260908T130616Z,5,RESULT,SUCCEEDED,84.4545,-5.9,0.67
CTPI_H01_S11_A0_20260908T130616Z,6,SENT,PENDING,100.449,-5.9,1.87
CTPI_H01_S11_A0_20260908T130616Z,6,RESULT,SUCCEEDED,101.446,-5.9,1.87
CTPI_H01_S11_A0_20260908T130616Z,7,SENT,PENDING,117.769,-5.6,2.77
CTPI_H01_S11_A0_20260908T130616Z,7,RESULT,SUCCEEDED,118.686,-5.6,2.77
CTPI_H01_S11_A0_20260908T130616Z,8,SENT,PENDING,134.748,-6.2,2.77
CTPI_H01_S11_A0_20260908T130616Z,8,RESULT,SUCCEEDED,135.255,-6.2,2.77
CTPI_H01_S11_A0_20260908T130616Z,9,SENT,PENDING,151.335,-4.4,-0.23
CTPI_H01_S11_A0_20260908T130616Z,9,RESULT,SUCCEEDED,154.025,-4.4,-0.23
CTPI_H01_S11_A0_20260908T130616Z,10,SENT,PENDING,170.348,-3.8,0.37
CTPI_H01_S11_A0_20260908T130616Z,10,RESULT,SUCCEEDED,170.858,-3.8,0.37
CTPI_H01_S11_A0_20260908T130616Z,11,SENT,PENDING,186.953,-6.8,2.17
CTPI_H01_S11_A0_20260908T130616Z,11,RESULT,SUCCEEDED,189.855,-6.8,2.17
CTPI_H01_S11_A0_20260908T130616Z,12,SENT,PENDING,205.938,-6.8,2.77
CTPI_H01_S11_A0_20260908T130616Z,12,RESULT,SUCCEEDED,206.449,-6.8,2.77
CTPI_H01_S11_A0_20260908T130616Z,13,SENT,PENDING,222.748,-6.5,1.57
CTPI_H01_S11_A0_20260908T130616Z,13,RESULT,SUCCEEDED,223.664,-6.5,1.57
CTPI_H01_S11_A0_20260908T130616Z,14,SENT,PENDING,239.738,-5,-1.43
