run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H02_S4_A0_20260908T181148Z,1,SENT,PENDING,16.1124,-1.64273,-2.50088
CTPI_H02_S4_A0_20260908T181148Z,1,RESULT,SUCCEEDED,17.1752,-1.64273,-2.50088
CTPI_H02_S4_A0_20260908T181148Z,2,SENT,PENDING,33.1828,-2.54273,-2.50088
CTPI_H02_S4_A0_20260908T181148Z,2,RESULT,SUCCEEDED,33.9638,-2.54273,-2.50088
CTPI_H02_S4_A0_20260908T181148Z,3,SENT,PENDING,50.3577,-3.44273,-2.50088
CTPI_H02_S4_A0_20260908T181148Z,3,RESULT,SUCCEEDED,51.1738,-3.44273,-2.50088
CTPI_H02_S4_A0_20260908T181148Z,4,SENT,PENDING,67.4514,-2.84273,-1.60088
CTPI_H02_S4_A0_20260908T181148Z,4,RESULT,SUCCEEDED,68.1639,-2.84273,-1.60088
CTPI_H02_S4_A0_20260908T181148Z,5,SENT,PENDING,84.4804,-4.04273,-2.80088
CTPI_H02_S4_A0_20260908T181148Z,5,RESULT,SUCCEEDED,85.7488,-4.04273,-2.80088
CTPI_H02_S4_A0_20260908T181148Z,6,SENT,PENDING,102.103,-1.64273,-1.30088
CTPI_H02_S4_A0_20260908T181148Z,6,RESULT,SUCCEEDED,104.338,-1.64273,-1.30088
CTPI_H02_S4_A0_20260908T181148Z,7,SENT,PENDING,120.716,-3.44273,-1.60088
CTPI_H02_S4_A0_20260908T181148Z,7,RESULT,SUCCEEDED,122.14,-3.44273,-1.60088
CTPI_H02_S4_A0_20260908T181148Z,8,SENT,PENDING,138.475,-2.84273,-3.40088
CTPI_H02_S4_A0_20260908T181148Z,8,RESULT,SUCCEEDED,139.746,-2.84273,-3.40088
CTPI_H02_S4_A0_20260908T181148Z,9,SENT,PENDING,156.075,-1.64273,-3.40088
CTPI_H02_S4_A0_20260908T181148Z,9,RESULT,SUCCEEDED,156.989,-1.64273,-3.40088
CTPI_H02_S4_A0_20260908T181148Z,10,SENT,PENDING,173.283,-0.74273,-3.10088
CTPI_H02_S4_A0_20260908T181148Z,10,RESULT,SUCCEEDED,174.149,-0.74273,-3.10088
CTPI_H02_S4_A0_20260908T181148Z,11,SENT,PENDING,190.577,-0.14273,-3.10088
CTPI_H02_S4_A0_20260908T181148Z,11,RESULT,SUCCEEDED,191.138,-0.14273,-3.10088
CTPI_H02_S4_A0_20260908T181148Z,12,SENT,PENDING,207.473,-1.64273,-4.30088
CTPI_H02_S4_A0_20260908T181148Z,12,RESULT,SUCCEEDED,208.998,-1.64273,-4.30088
CTPI_H02_S4_A0_20260908T181148Z,13,SENT,PENDING,225.28,-1.04273,-3.70088
CTPI_H02_S4_A0_20260908T181148Z,13,RESULT,SUCCEEDED,226.145,-1.04273,-3.70088
