run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S11_M1C_20260908T131110Z,1,SENT,PENDING,16.1481,-4.1,-1.13
CTPI_H01_S11_M1C_20260908T131110Z,1,RESULT,SUCCEEDED,16.8624,-4.1,-1.13
CTPI_H01_S11_M1C_20260908T131110Z,2,SENT,PENDING,32.9331,-5,-0.83
CTPI_H01_S11_M1C_20260908T131110Z,2,RESULT,SUCCEEDED,33.6965,-5,-0.83
CTPI_H01_S11_M1C_20260908T131110Z,3,SENT,PENDING,49.7411,-5.9,-0.83
CTPI_H01_S11_M1C_20260908T131110Z,3,RESULT,SUCCEEDED,50.4535,-5.9,-0.83
CTPI_H01_S11_M1C_20260908T131110Z,4,SENT,PENDING,66.7233,-2.3,2.47
CTPI_H01_S11_M1C_20260908T131110Z,4,RESULT,SUCCEEDED,71.6751,-2.3,2.47
CTPI_H01_S11_M1C_20260908T131110Z,5,SENT,PENDING,87.7459,-2.9,2.47
CTPI_H01_S11_M1C_20260908T131110Z,5,RESULT,SUCCEEDED,88.2565,-2.9,2.47
CTPI_H01_S11_M1C_20260908T131110Z,6,SENT,PENDING,104.239,-3.5,2.47
CTPI_H01_S11_M1C_20260908T131110Z,6,RESULT,SUCCEEDED,104.848,-3.5,2.47
CTPI_H01_S11_M1C_20260908T131110Z,7,SENT,PENDING,121.118,-4.1,2.47
CTPI_H01_S11_M1C_20260908T131110Z,7,RESULT,SUCCEEDED,121.679,-4.1,2.47
CTPI_H01_S11_M1C_20260908T131110Z,8,SENT,PENDING,137.735,-4.1,1.87
CTPI_H01_S11_M1C_20260908T131110Z,8,RESULT,SUCCEEDED,138.296,-4.1,1.87
CTPI_H01_S11_M1C_20260908T131110Z,9,SENT,PENDING,154.23,-4.7,2.17
CTPI_H01_S11_M1C_20260908T131110Z,9,RESULT,SUCCEEDED,154.887,-4.7,2.17
CTPI_H01_S11_M1C_20260908T131110Z,10,SENT,PENDING,171.239,-1.7,2.17
CTPI_H01_S11_M1C_20260908T131110Z,10,RESULT,SUCCEEDED,173.476,-1.7,2.17
CTPI_H01_S11_M1C_20260908T131110Z,11,SENT,PENDING,189.547,-1.7,1.57
CTPI_H01_S11_M1C_20260908T131110Z,11,RESULT,SUCCEEDED,190.059,-1.7,1.57
CTPI_H01_S11_M1C_20260908T131110Z,12,SENT,PENDING,206.143,-1.7,2.77
CTPI_H01_S11_M1C_20260908T131110Z,12,RESULT,SUCCEEDED,207.058,-1.7,2.77
CTPI_H01_S11_M1C_20260908T131110Z,13,SENT,PENDING,223.315,-0.8,0.0700002
CTPI_H01_S11_M1C_20260908T131110Z,13,RESULT,SUCCEEDED,225.451,-0.8,0.0700002
