run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H03_S12_A0_20260908T115439Z,1,SENT,PENDING,16.0512,1.1,0.387
CTPI_H03_S12_A0_20260908T115439Z,1,RESULT,SUCCEEDED,16.753,1.1,0.387
CTPI_H03_S12_A0_20260908T115439Z,2,SENT,PENDING,32.8393,0.2,0.387
CTPI_H03_S12_A0_20260908T115439Z,2,RESULT,SUCCEEDED,33.5602,0.2,0.387
CTPI_H03_S12_A0_20260908T115439Z,3,SENT,PENDING,49.6595,5.9,-0.213
CTPI_H03_S12_A0_20260908T115439Z,3,RESULT,SUCCEEDED,54.7112,5.9,-0.213
CTPI_H03_S12_A0_20260908T115439Z,4,SENT,PENDING,71.2065,7.4,-0.513
CTPI_H03_S12_A0_20260908T115439Z,4,RESULT,SUCCEEDED,72.376,7.4,-0.513
CTPI_H03_S12_A0_20260908T115439Z,5,SENT,PENDING,88.4619,7.7,0.087
CTPI_H03_S12_A0_20260908T115439Z,5,RESULT,SUCCEEDED,89.1222,7.7,0.087
CTPI_H03_S12_A0_20260908T115439Z,6,SENT,PENDING,105.615,7.1,0.087
CTPI_H03_S12_A0_20260908T115439Z,6,RESULT,SUCCEEDED,106.122,7.1,0.087
CTPI_H03_S12_A0_20260908T115439Z,7,SENT,PENDING,122.584,8,-1.113
CTPI_H03_S12_A0_20260908T115439Z,7,RESULT,SUCCEEDED,123.722,8,-1.113
CTPI_H03_S12_A0_20260908T115439Z,8,SENT,PENDING,139.8,7.4,-1.113
CTPI_H03_S12_A0_20260908T115439Z,8,RESULT,SUCCEEDED,140.358,7.4,-1.113
CTPI_H03_S12_A0_20260908T115439Z,9,SENT,PENDING,156.418,6.8,-1.113
CTPI_H03_S12_A0_20260908T115439Z,9,RESULT,SUCCEEDED,156.953,6.8,-1.113
CTPI_H03_S12_A0_20260908T115439Z,10,SENT,PENDING,173.374,8.6,0.687
CTPI_H03_S12_A0_20260908T115439Z,10,RESULT,SUCCEEDED,175.154,8.6,0.687
CTPI_H03_S12_A0_20260908T115439Z,11,SENT,PENDING,191.206,8.9,0.087
CTPI_H03_S12_A0_20260908T115439Z,11,RESULT,SUCCEEDED,191.726,8.9,0.087
CTPI_H03_S12_A0_20260908T115439Z,12,SENT,PENDING,207.822,5.3,-0.213
CTPI_H03_S12_A0_20260908T115439Z,12,RESULT,SUCCEEDED,210.376,5.3,-0.213
CTPI_H03_S12_A0_20260908T115439Z,13,SENT,PENDING,226.747,5.9,-1.113
CTPI_H03_S12_A0_20260908T115439Z,13,RESULT,SUCCEEDED,227.561,5.9,-1.113
