run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S8_M1E_20260908T151838Z,1,SENT,PENDING,16.0516,-4.1,-1.13
CTPI_H01_S8_M1E_20260908T151838Z,1,RESULT,SUCCEEDED,16.8386,-4.1,-1.13
CTPI_H01_S8_M1E_20260908T151838Z,2,SENT,PENDING,32.8367,-5,-0.83
CTPI_H01_S8_M1E_20260908T151838Z,2,RESULT,SUCCEEDED,33.6391,-5,-0.83
CTPI_H01_S8_M1E_20260908T151838Z,3,SENT,PENDING,49.6399,-5.9,-0.83
CTPI_H01_S8_M1E_20260908T151838Z,3,RESULT,SUCCEEDED,50.4386,-5.9,-0.83
CTPI_H01_S8_M1E_20260908T151838Z,4,SENT,PENDING,67.2233,-2.3,2.17
CTPI_H01_S8_M1E_20260908T151838Z,4,RESULT,SUCCEEDED,72.0248,-2.3,2.17
CTPI_H01_S8_M1E_20260908T151838Z,5,SENT,PENDING,88.0415,-2.9,2.17
CTPI_H01_S8_M1E_20260908T151838Z,5,RESULT,SUCCEEDED,88.6747,-2.9,2.17
CTPI_H01_S8_M1E_20260908T151838Z,6,SENT,PENDING,104.74,-3.5,2.17
CTPI_H01_S8_M1E_20260908T151838Z,6,RESULT,SUCCEEDED,105.251,-3.5,2.17
CTPI_H01_S8_M1E_20260908T151838Z,7,SENT,PENDING,122.256,-4.1,2.17
CTPI_H01_S8_M1E_20260908T151838Z,7,RESULT,SUCCEEDED,122.817,-4.1,2.17
CTPI_H01_S8_M1E_20260908T151838Z,8,SENT,PENDING,138.966,-4.1,2.77
CTPI_H01_S8_M1E_20260908T151838Z,8,RESULT,SUCCEEDED,139.627,-4.1,2.77
CTPI_H01_S8_M1E_20260908T151838Z,9,SENT,PENDING,155.74,-3.5,2.77
CTPI_H01_S8_M1E_20260908T151838Z,9,RESULT,SUCCEEDED,156.25,-3.5,2.77
CTPI_H01_S8_M1E_20260908T151838Z,10,SENT,PENDING,173.219,-1.1,2.47
CTPI_H01_S8_M1E_20260908T151838Z,10,RESULT,SUCCEEDED,175.054,-1.1,2.47
CTPI_H01_S8_M1E_20260908T151838Z,11,SENT,PENDING,191.035,-1.7,2.17
CTPI_H01_S8_M1E_20260908T151838Z,11,RESULT,SUCCEEDED,191.67,-1.7,2.17
CTPI_H01_S8_M1E_20260908T151838Z,12,SENT,PENDING,207.744,-0.5,2.47
CTPI_H01_S8_M1E_20260908T151838Z,12,RESULT,SUCCEEDED,208.814,-0.5,2.47
CTPI_H01_S8_M1E_20260908T151838Z,13,SENT,PENDING,225.826,-0.2,0.37
CTPI_H01_S8_M1E_20260908T151838Z,13,RESULT,SUCCEEDED,228.417,-0.2,0.37
