t_sim_s,step,x,y,z,yaw,vx,vy,vz,wind_id,baseline_angle_deg,baseline_length_m
5.800000000000001,30,-3.9787556398379054,-6.500880241394043,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,30,5.0
6.0,31,-3.908755639837906,-6.500880241394043,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,30,5.0
6.2,32,-3.8387556398379057,-6.500880241394043,0.4,0.0,0.35,0.0,0.0,W_fast,30,5.0
6.4,33,-3.768755639837906,-6.500880241394043,0.4,0.0,0.35,0.0,0.0,W_fast,30,5.0
6.6000000000000005,34,-3.6987556398379056,-6.500880241394043,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,30,5.0
6.800000000000001,35,-3.6287556398379057,-6.500880241394043,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,30,5.0
7.0,36,-3.558755639837906,-6.500880241394043,0.4,0.0,0.35,0.0,0.0,W_fast,30,5.0
7.2,37,-3.4887556398379056,-6.500880241394043,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,30,5.0
7.4,38,-3.4187556398379058,-6.500880241394043,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,30,5.0
7.6000000000000005,39,-3.3487556398379055,-6.500880241394043,0.4,0.0,0.35,0.0,0.0,W_fast,30,5.0
7.800000000000001,40,-3.2787556398379056,-6.500880241394043,0.4,0.0,0.35,0.0,0.0,W_fast,30,5.0
105.80000000000001,530,-3.8524240012485538,-6.742900003249985,0.4,0.0,0.35,0.0,0.0,W_fast,20,5.0
106.0,531,-3.7824240012485606,-6.742900003249985,0.4,0.0,0.35,0.0,0.0,W_fast,20,5.0
106.2,532,-3.712424001248553,-6.742900003249985,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,20,5.0
106.4,533,-3.642424001248553,-6.742900003249985,0.4,0.0,0.35,0.0,0.0,W_fast,20,5.0
106.60000000000001,534,-3.5724240012485526,-6.742900003249985,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,20,5.0
106.80000000000001,535,-3.5024240012485524,-6.742900003249985,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,20,5.0
107.0,536,-3.4824227137882278,-6.692901290710316,0.4,1.5707963267948966,0.0,0.35,0.0,W_fast,20,5.0
110.80000000000001,555,-3.42903697404837,-6.623498312399879,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,25,5.0
111.0,556,-3.499036974048363,-6.623498312399879,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_fast,25,5.0
111.2,557,-3.549038023090117,-6.643497263358133,0.4,-1.5707963267948966,0.0,-0.35,0.0,W_fast,25,5.0
111.4,558,-3.549038023090117,-6.713497263358133,0.4,-1.5707963267948966,0.0,-0.35,0.0,W_fast,25,5.0
111.60000000000001,559,-3.642421903165061,-6.6429000986174165,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,20,5.0
111.80000000000001,560,-3.7124219031650614,-6.6429000986174165,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_fast,20,5.0
112.0,561,-3.7824219031650546,-6.6429000986174165,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_fast,20,5.0
112.2,562,-3.852421903165055,-6.6429000986174165,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,20,5.0
124.4,623,-3.9090390721318657,-6.623498312399879,0.4,0.0,0.35,0.0,0.0,W_fast,25,5.0
124.60000000000001,624,-3.8390390721318655,-6.623498312399879,0.4,0.0,0.35,0.0,0.0,W_fast,25,5.0
124.80000000000001,625,-3.769039072131865,-6.623498312399879,0.4,0.0,0.35,0.0,0.0,W_fast,25,5.0
125.0,626,-3.699039072131865,-6.623498312399879,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,25,5.0
125.2,627,-3.649037927722685,-6.603499456809058,0.4,1.5707963267948966,0.0,0.35,0.0,W_fast,25,5.0
125.4,628,-3.649037927722685,-6.533499456809058,0.4,1.5707963267948966,0.0,0.35,0.0,W_fast,25,5.0
125.60000000000001,629,-3.5890389767644324,-6.523498407767311,0.4,0.0,0.35,0.0,0.0,W_fast,25,5.0
125.80000000000001,630,-3.519038976764432,-6.523498407767311,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,25,5.0
126.0,631,-3.449038976764439,-6.523498407767311,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,25,5.0
126.2,632,-3.3790389767644315,-6.523498407767311,0.4,0.0,0.35,0.0,0.0,W_fast,25,5.0
126.4,633,-3.389036974048371,-6.523498407767311,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,25,5.0
126.60000000000001,634,-3.459036974048371,-6.523498407767311,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_fast,25,5.0
126.80000000000001,635,-3.5290369740483714,-6.523498407767311,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_fast,25,5.0
127.0,636,-3.5990369740483645,-6.523498407767311,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,25,5.0
127.2,637,-3.669036974048365,-6.523498407767311,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_fast,25,5.0
127.4,638,-3.739036974048365,-6.523498407767311,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_fast,25,5.0
127.60000000000001,639,-3.8090369740483725,-6.523498407767311,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,25,5.0
127.80000000000001,640,-3.8790369740483728,-6.523498407767311,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,25,5.0
143.0,716,-3.8990381184575513,-6.523498407767311,0.4,0.0,0.35,0.0,0.0,W_fast,25,5.0
143.20000000000002,717,-3.829038118457544,-6.523498407767311,0.4,0.0,0.35,0.0,0.0,W_fast,25,5.0
143.4,718,-3.7590381184575508,-6.523498407767311,0.4,0.0,0.35,0.0,0.0,W_fast,25,5.0
143.6,719,-3.6890381184575505,-6.523498407767311,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,25,5.0
143.8,720,-3.649037927722685,-6.553498217032446,0.4,-1.5707963267948966,0.0,-0.35,0.0,W_fast,25,5.0
144.0,721,-3.649037927722685,-6.623498217032446,0.4,-1.5707963267948966,0.0,-0.35,0.0,W_fast,25,5.0
144.20000000000002,722,-3.7190378323552595,-6.623498312399879,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_fast,25,5.0
144.4,723,-3.7890378323552527,-6.623498312399879,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,25,5.0
144.6,724,-3.859037832355246,-6.623498312399879,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,25,5.0
144.8,725,-3.9290378323552533,-6.623498312399879,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,25,5.0
157.0,786,-3.8324231429416744,-6.6429000986174165,0.4,0.0,0.35,0.0,0.0,W_fast,20,5.0
157.20000000000002,787,-3.762423142941667,-6.6429000986174165,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,20,5.0
157.4,788,-3.692423142941674,-6.6429000986174165,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,20,5.0
157.60000000000002,789,-3.6224231429416665,-6.6429000986174165,0.4,0.0,0.35,0.0,0.0,W_fast,20,5.0
157.8,790,-3.549038023090117,-6.693498503134738,0.4,1.5707963267948966,0.0,0.35,0.0,W_fast,25,5.0
158.0,791,-3.549038023090117,-6.623498503134745,0.4,1.5707963267948966,0.0,0.35,0.0,W_fast,25,5.0
158.20000000000002,792,-3.4790382138249756,-6.623498312399879,0.4,0.0,0.3499999999999999,0.0,0.0,W_fast,25,5.0
158.4,793,-3.4090382138249824,-6.623498312399879,0.4,0.0,0.35,0.0,0.0,W_fast,25,5.0
161.60000000000002,809,-3.4824227137882278,-6.702900337035998,0.4,-1.5707963267948966,0.0,-0.35,0.0,W_fast,20,5.0
161.8,810,-3.512423047574241,-6.742900003249985,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_fast,20,5.0
162.0,811,-3.5824230475742342,-6.742900003249985,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,20,5.0
162.20000000000002,812,-3.6524230475742416,-6.742900003249985,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,20,5.0
162.4,813,-3.722423047574235,-6.742900003249985,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_fast,20,5.0
162.60000000000002,814,-3.792423047574242,-6.742900003249985,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,20,5.0
162.8,815,-3.8624230475742354,-6.742900003249985,0.4,3.141592653589793,-0.35,0.0,0.0,W_fast,20,5.0
5.800000000000001,30,-3.9787556398379054,-6.500880241394043,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,30,5.0
6.0,31,-3.908755639837906,-6.500880241394043,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,30,5.0
6.2,32,-3.8387556398379057,-6.500880241394043,0.4,0.0,0.35,0.0,0.0,W_slow,30,5.0
6.4,33,-3.768755639837906,-6.500880241394043,0.4,0.0,0.35,0.0,0.0,W_slow,30,5.0
6.6000000000000005,34,-3.6987556398379056,-6.500880241394043,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,30,5.0
6.800000000000001,35,-3.6287556398379057,-6.500880241394043,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,30,5.0
7.0,36,-3.558755639837906,-6.500880241394043,0.4,0.0,0.35,0.0,0.0,W_slow,30,5.0
7.2,37,-3.4887556398379056,-6.500880241394043,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,30,5.0
7.4,38,-3.4187556398379058,-6.500880241394043,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,30,5.0
7.6000000000000005,39,-3.3487556398379055,-6.500880241394043,0.4,0.0,0.35,0.0,0.0,W_slow,30,5.0
7.800000000000001,40,-3.2787556398379056,-6.500880241394043,0.4,0.0,0.35,0.0,0.0,W_slow,30,5.0
105.80000000000001,530,-3.8524240012485538,-6.742900003249985,0.4,0.0,0.35,0.0,0.0,W_slow,20,5.0
106.0,531,-3.7824240012485606,-6.742900003249985,0.4,0.0,0.35,0.0,0.0,W_slow,20,5.0
106.2,532,-3.712424001248553,-6.742900003249985,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,20,5.0
106.4,533,-3.642424001248553,-6.742900003249985,0.4,0.0,0.35,0.0,0.0,W_slow,20,5.0
106.60000000000001,534,-3.5724240012485526,-6.742900003249985,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,20,5.0
106.80000000000001,535,-3.5024240012485524,-6.742900003249985,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,20,5.0
107.0,536,-3.4824227137882278,-6.692901290710316,0.4,1.5707963267948966,0.0,0.35,0.0,W_slow,20,5.0
110.80000000000001,555,-3.42903697404837,-6.623498312399879,0.4,3.141592653589793,-0.35,0.0,0.0,W_slow,25,5.0
111.0,556,-3.499036974048363,-6.623498312399879,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_slow,25,5.0
111.2,557,-3.549038023090117,-6.643497263358133,0.4,-1.5707963267948966,0.0,-0.35,0.0,W_slow,25,5.0
111.4,558,-3.549038023090117,-6.713497263358133,0.4,-1.5707963267948966,0.0,-0.35,0.0,W_slow,25,5.0
111.60000000000001,559,-3.642421903165061,-6.6429000986174165,0.4,3.141592653589793,-0.35,0.0,0.0,W_slow,20,5.0
111.80000000000001,560,-3.7124219031650614,-6.6429000986174165,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_slow,20,5.0
112.0,561,-3.7824219031650546,-6.6429000986174165,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_slow,20,5.0
112.2,562,-3.852421903165055,-6.6429000986174165,0.4,3.141592653589793,-0.35,0.0,0.0,W_slow,20,5.0
124.4,623,-3.9090390721318657,-6.623498312399879,0.4,0.0,0.35,0.0,0.0,W_slow,25,5.0
124.60000000000001,624,-3.8390390721318655,-6.623498312399879,0.4,0.0,0.35,0.0,0.0,W_slow,25,5.0
124.80000000000001,625,-3.769039072131865,-6.623498312399879,0.4,0.0,0.35,0.0,0.0,W_slow,25,5.0
125.0,626,-3.699039072131865,-6.623498312399879,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,25,5.0
125.2,627,-3.649037927722685,-6.603499456809058,0.4,1.5707963267948966,0.0,0.35,0.0,W_slow,25,5.0
125.4,628,-3.649037927722685,-6.533499456809058,0.4,1.5707963267948966,0.0,0.35,0.0,W_slow,25,5.0
125.60000000000001,629,-3.5890389767644324,-6.523498407767311,0.4,0.0,0.35,0.0,0.0,W_slow,25,5.0
125.80000000000001,630,-3.519038976764432,-6.523498407767311,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,25,5.0
126.0,631,-3.449038976764439,-6.523498407767311,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,25,5.0
126.2,632,-3.3790389767644315,-6.523498407767311,0.4,0.0,0.35,0.0,0.0,W_slow,25,5.0
126.4,633,-3.389036974048371,-6.523498407767311,0.4,3.141592653589793,-0.35,0.0,0.0,W_slow,25,5.0
126.60000000000001,634,-3.459036974048371,-6.523498407767311,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_slow,25,5.0
126.80000000000001,635,-3.5290369740483714,-6.523498407767311,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_slow,25,5.0
127.0,636,-3.5990369740483645,-6.523498407767311,0.4,3.141592653589793,-0.35,0.0,0.0,W_slow,25,5.0
127.2,637,-3.669036974048365,-6.523498407767311,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_slow,25,5.0
127.4,638,-3.739036974048365,-6.523498407767311,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_slow,25,5.0
127.60000000000001,639,-3.8090369740483725,-6.523498407767311,0.4,3.141592653589793,-0.35,0.0,0.0,W_slow,25,5.0
127.80000000000001,640,-3.8790369740483728,-6.523498407767311,0.4,3.141592653589793,-0.35,0.0,0.0,W_slow,25,5.0
143.0,716,-3.8990381184575513,-6.523498407767311,0.4,0.0,0.35,0.0,0.0,W_slow,25,5.0
143.20000000000002,717,-3.829038118457544,-6.523498407767311,0.4,0.0,0.35,0.0,0.0,W_slow,25,5.0
143.4,718,-3.7590381184575508,-6.523498407767311,0.4,0.0,0.35,0.0,0.0,W_slow,25,5.0
143.6,719,-3.6890381184575505,-6.523498407767311,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,25,5.0
143.8,720,-3.649037927722685,-6.553498217032446,0.4,-1.5707963267948966,0.0,-0.35,0.0,W_slow,25,5.0
144.0,721,-3.649037927722685,-6.623498217032446,0.4,-1.5707963267948966,0.0,-0.35,0.0,W_slow,25,5.0
144.20000000000002,722,-3.7190378323552595,-6.623498312399879,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_slow,25,5.0
144.4,723,-3.7890378323552527,-6.623498312399879,0.4,3.141592653589793,-0.35,0.0,0.0,W_slow,25,5.0
144.6,724,-3.859037832355246,-6.623498312399879,0.4,3.141592653589793,-0.35,0.0,0.0,W_slow,25,5.0
144.8,725,-3.9290378323552533,-6.623498312399879,0.4,3.141592653589793,-0.35,0.0,0.0,W_slow,25,5.0
157.0,786,-3.8324231429416744,-6.6429000986174165,0.4,0.0,0.35,0.0,0.0,W_slow,20,5.0
157.20000000000002,787,-3.762423142941667,-6.6429000986174165,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,20,5.0
157.4,788,-3.692423142941674,-6.6429000986174165,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,20,5.0
157.60000000000002,789,-3.6224231429416665,-6.6429000986174165,0.4,0.0,0.35,0.0,0.0,W_slow,20,5.0
157.8,790,-3.549038023090117,-6.693498503134738,0.4,1.5707963267948966,0.0,0.35,0.0,W_slow,25,5.0
158.0,791,-3.549038023090117,-6.623498503134745,0.4,1.5707963267948966,0.0,0.35,0.0,W_slow,25,5.0
158.20000000000002,792,-3.4790382138249756,-6.623498312399879,0.4,0.0,0.3499999999999999,0.0,0.0,W_slow,25,5.0
158.4,793,-3.4090382138249824,-6.623498312399879,0.4,0.0,0.35,0.0,0.0,W_slow,25,5.0
161.60000000000002,809,-3.4824227137882278,-6.702900337035998,0.4,-1.5707963267948966,0.0,-0.35,0.0,W_slow,20,5.0
161.8,810,-3.512423047574241,-6.742900003249985,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_slow,20,5.0
162.0,811,-3.5824230475742342,-6.742900003249985,0.4,3.141592653589793,-0.35,0.0,0.0,W_slow,20,5.0
162.20000000000002,812,-3.6524230475742416,-6.742900003249985,0.4,3.141592653589793,-0.35,0.0,0.0,W_slow,20,5.0
162.4,813,-3.722423047574235,-6.742900003249985,0.4,3.141592653589793,-0.3499999999999999,0.0,0.0,W_slow,20,5.0
162.60000000000002,814,-3.792423047574242,-6.742900003249985,0.4,3.141592653589793,-0.35,0.0,0.0,W_slow,20,5.0
162.8,815,-3.8624230475742354,-6.742900003249985,0.4,3.141592653589793,-0.35,0.0,0.0,W_slow,20,5.0
